Entity,Year,Total population (Gapminder)
Congo,1969,1296244
Congo,1970,1335088
Congo,1971,1375987
Congo,1972,1418826
Congo,1973,1463231
Congo,1974,1508675
Congo,1975,1554793
Congo,1976,1601410
Congo,1977,1648671
Congo,1978,1696922
Congo,1979,1746676
Congo,1980,1798285
Congo,1981,1851889
Congo,1982,1907330
Congo,1983,1964298
Congo,1984,2022343
Congo,1985,2081152
Congo,1986,2140687
Congo,1987,2201097
Congo,1988,2262489
Congo,1989,2325035
Congo,1990,2388902
Congo,1991,2453938
Congo,1992,2520196
Congo,1993,2588270
Congo,1994,2658948
Congo,1995,2732706
Congo,1996,2810118
Congo,1997,2890841
Congo,1998,2973329
Congo,1999,3055437
Congo,2000,3135773
Congo,2001,3213330
Congo,2002,3288923
Congo,2003,3365171
Congo,2004,3445765
Congo,2005,3533177
Congo,2006,3628561
Congo,2007,3730612
Congo,2008,3836339
Congo,2009,3941454
Congo,2010,4042899
Congo,2011,4139748
Congo,2012,4233063
Congo,2013,4324199
Cook Islands,1700,14669
Cook Islands,1800,16136
Cook Islands,1843,17000
Cook Islands,1850,16000
Cook Islands,1900,9000
Cook Islands,1902,8200
Cook Islands,1906,8500
Cook Islands,1911,8700
Cook Islands,1916,8800
Cook Islands,1921,9500
Cook Islands,1926,10000
Cook Islands,1936,12000
Cook Islands,1945,14000
Cook Islands,1950,15079
Cook Islands,1951,15410
Cook Islands,1952,15638
Cook Islands,1953,15841
Cook Islands,1954,16075
Cook Islands,1955,16373
Cook Islands,1956,16740
Cook Islands,1957,17157
Cook Islands,1958,17583
Cook Islands,1959,17967
Cook Islands,1960,18259
Cook Islands,1961,18436
Cook Islands,1962,18515
Cook Islands,1963,18571
Cook Islands,1964,18700
Cook Islands,1965,18970
Cook Islands,1966,19410
Cook Islands,1967,19979
Cook Islands,1968,20584
Cook Islands,1969,21091
Cook Islands,1970,21406
Cook Islands,1971,21507
Cook Islands,1972,21423
Cook Islands,1973,21177
Cook Islands,1974,20808
Cook Islands,1975,20356
Cook Islands,1976,19812
Cook Islands,1977,19185
Cook Islands,1978,18552
Cook Islands,1979,18010
Cook Islands,1980,17627
Cook Islands,1981,17441
Cook Islands,1982,17429
Cook Islands,1983,17531
Cook Islands,1984,17652
Cook Islands,1985,17725
Cook Islands,1986,17726
Cook Islands,1987,17678
Cook Islands,1988,17613
Cook Islands,1989,17580
Cook Islands,1990,17614
Cook Islands,1991,17730
Cook Islands,1992,17909
Cook Islands,1993,18105
Cook Islands,1994,18252
Cook Islands,1995,18307
Cook Islands,1996,18246
Cook Islands,1997,18095
Cook Islands,1998,17919
Cook Islands,1999,17808
Cook Islands,2000,17830
Cook Islands,2001,18007
Cook Islands,2002,18311
Cook Islands,2003,18693
Cook Islands,2004,19075
Cook Islands,2005,19402
Cook Islands,2006,19659
Cook Islands,2007,19861
Cook Islands,2008,20019
Cook Islands,2009,20156
Cook Islands,2010,20288
Cook Islands,2011,20414
Cook Islands,2012,20528
Cook Islands,2013,20635
Costa Rica,1700,19000
Costa Rica,1800,51987
Costa Rica,1801,53000
Costa Rica,1820,63000
Costa Rica,1824,65000
Costa Rica,1836,78000
Costa Rica,1844,94000
Costa Rica,1850,101000
Costa Rica,1864,120000
Costa Rica,1870,137000
Costa Rica,1875,153000
Costa Rica,1883,182000
Costa Rica,1892,243000
Costa Rica,1900,297000
Costa Rica,1901,310000
Costa Rica,1902,320000
Costa Rica,1903,320000
Costa Rica,1904,330000
Costa Rica,1905,340000
Costa Rica,1906,340000
Costa Rica,1907,350000
Costa Rica,1908,350000
Costa Rica,1909,360000
Costa Rica,1910,363000
Costa Rica,1911,366000
Costa Rica,1912,369000
Costa Rica,1913,372000
Costa Rica,1914,390000
Costa Rica,1915,390000
Costa Rica,1916,400000
Costa Rica,1917,400000
Costa Rica,1918,410000
Costa Rica,1919,420000
Costa Rica,1920,420000
Costa Rica,1950,966015
Costa Rica,1951,994255
Costa Rica,1952,1025278
Costa Rica,1953,1058424
Costa Rica,1954,1093226
Costa Rica,1955,1129406
Costa Rica,1956,1166887
Costa Rica,1957,1205784
Costa Rica,1958,1246366
Costa Rica,1959,1289006
Costa Rica,1960,1334004
Costa Rica,1961,1381414
Costa Rica,1962,1430880
Costa Rica,1963,1481575
Costa Rica,1964,1532386
Costa Rica,1965,1582482
Costa Rica,1966,1631723
Costa Rica,1967,1680257
Costa Rica,1968,1727922
Costa Rica,1969,1774614
Costa Rica,1970,1820379
Costa Rica,1971,1865039
Costa Rica,1972,1908913
Costa Rica,1973,1953184
Costa Rica,1974,1999429
Costa Rica,1975,2048812
Costa Rica,1976,2101762
Costa Rica,1977,2158073
Costa Rica,1978,2217457
Costa Rica,1979,2279362
Costa Rica,1980,2343345
Costa Rica,1981,2409385
Costa Rica,1982,2477549
Costa Rica,1983,2547555
Costa Rica,1984,2619058
Costa Rica,1985,2691778
Costa Rica,1986,2765657
Costa Rica,1987,2840660
Costa Rica,1988,2916566
Costa Rica,1989,2993136
Costa Rica,1990,3070240
Costa Rica,1991,3147451
Costa Rica,1992,3224849
Costa Rica,1993,3303412
Costa Rica,1994,3384498
Costa Rica,1995,3468918
Costa Rica,1996,3557095
Costa Rica,1997,3648263
Costa Rica,1998,3740578
Costa Rica,1999,3831504
Costa Rica,2000,3919180
Costa Rica,2001,4002946
Costa Rica,2002,4083197
Costa Rica,2003,4160438
Costa Rica,2004,4235605
Costa Rica,2005,4309413
Costa Rica,2006,4381820
Costa Rica,2007,4452608
Costa Rica,2008,4522124
Costa Rica,2009,4590790
Costa Rica,2010,4658887
Costa Rica,2011,4726575
Costa Rica,2012,4793725
Costa Rica,2013,4859957
Cote d'Ivoire,1800,1088530
Cote d'Ivoire,1820,1088530
Cote d'Ivoire,1950,2630132
Cote d'Ivoire,1951,2708840
Cote d'Ivoire,1952,2793262
Cote d'Ivoire,1953,2882232
Cote d'Ivoire,1954,2975083
Cote d'Ivoire,1955,3071653
Cote d'Ivoire,1956,3172308
Cote d'Ivoire,1957,3277914
Cote d'Ivoire,1958,3389763
Cote d'Ivoire,1959,3509432
Cote d'Ivoire,1960,3638385
Cote d'Ivoire,1961,3777543
Cote d'Ivoire,1962,3926909
Cote d'Ivoire,1963,4085408
Cote d'Ivoire,1964,4251345
Cote d'Ivoire,1965,4423736
Cote d'Ivoire,1966,4602382
Cote d'Ivoire,1967,4788525
Cote d'Ivoire,1968,4984378
Cote d'Ivoire,1969,5192919
Cote d'Ivoire,1970,5416416
Cote d'Ivoire,1971,5655462
Cote d'Ivoire,1972,5909848
Cote d'Ivoire,1973,6180001
Cote d'Ivoire,1974,6466158
Cote d'Ivoire,1975,6768313
Cote d'Ivoire,1976,7086257
Cote d'Ivoire,1977,7419474
Cote d'Ivoire,1978,7767109
Cote d'Ivoire,1979,8128032
Cote d'Ivoire,1980,8500985
Cote d'Ivoire,1981,8885888
Cote d'Ivoire,1982,9281593
Cote d'Ivoire,1983,9684478
Cote d'Ivoire,1984,10089976
Cote d'Ivoire,1985,10494827
Cote d'Ivoire,1986,10896269
Cote d'Ivoire,1987,11294791
Cote d'Ivoire,1988,11694318
Cote d'Ivoire,1989,12100741
Cote d'Ivoire,1990,12517730
Cote d'Ivoire,1991,12945880
Cote d'Ivoire,1992,13381799
Cote d'Ivoire,1993,13820229
Cote d'Ivoire,1994,14253952
Cote d'Ivoire,1995,14677200
Cote d'Ivoire,1996,15089912
Cote d'Ivoire,1997,15492127
Cote d'Ivoire,1998,15878555
Cote d'Ivoire,1999,16242889
Cote d'Ivoire,2000,16581653
Cote d'Ivoire,2001,16892864
Cote d'Ivoire,2002,17180649
Cote d'Ivoire,2003,17455501
Cote d'Ivoire,2004,17731840
Cote d'Ivoire,2005,18020946
Cote d'Ivoire,2006,18325979
Cote d'Ivoire,2007,18646754
Cote d'Ivoire,2008,18987007
Cote d'Ivoire,2009,19350026
Cote d'Ivoire,2010,19737800
Cote d'Ivoire,2011,20152894
Cote d'Ivoire,2012,20594615
Cote d'Ivoire,2013,21057316
Croatia,1800,1227886
Croatia,1820,1227886
Croatia,1950,3850295
Croatia,1951,3875666
Croatia,1952,3900723
Croatia,1953,3924560
Croatia,1954,3946581
Croatia,1955,3966497
Croatia,1956,3984346
Croatia,1957,4000475
Croatia,1958,4015489
Croatia,1959,4030174
Croatia,1960,4045251
Croatia,1961,4061112
Croatia,1962,4077596
Croatia,1963,4093890
Croatia,1964,4108808
Croatia,1965,4121599
Croatia,1966,4131926
Croatia,1967,4140383
Croatia,1968,4148285
Croatia,1969,4157459
Croatia,1970,4169217
Croatia,1971,4183960
Croatia,1972,4201302
Croatia,1973,4220795
Croatia,1974,4241669
Croatia,1975,4263294
Croatia,1976,4285523
Croatia,1977,4308344
Croatia,1978,4331398
Croatia,1979,4354275
Croatia,1980,4376608
Croatia,1981,4398610
Croatia,1982,4420169
Croatia,1983,4440263
Croatia,1984,4457579
Croatia,1985,4471404
Croatia,1986,4480137
Croatia,1987,4484450
Croatia,1988,4488560
Croatia,1989,4498278
Croatia,1990,4517200
Croatia,1991,4548076
Croatia,1992,4588173
Croatia,1993,4628968
Croatia,1994,4658613
Croatia,1995,4669001
Croatia,1996,4656706
Croatia,1997,4625390
Croatia,1998,4582742
Croatia,1999,4540042
Croatia,2000,4505533
Croatia,2001,4481620
Croatia,2002,4466013
Croatia,2003,4456587
Croatia,2004,4449522
Croatia,2005,4441986
Croatia,2006,4433791
Croatia,2007,4425995
Croatia,2008,4418387
Croatia,2009,4410864
Croatia,2010,4403330
Croatia,2011,4395560
Croatia,2012,4387376
Croatia,2013,4378806
Cuba,1792,272000
Cuba,1800,345043
Cuba,1817,572000
Cuba,1820,605000
Cuba,1827,704000
Cuba,1841,1008000
Cuba,1850,1186000
Cuba,1861,1397000
Cuba,1870,1331000
Cuba,1877,1522000
Cuba,1887,1632000
Cuba,1900,1658000
Cuba,1901,1716000
Cuba,1902,1775000
Cuba,1903,1837000
Cuba,1904,1879000
Cuba,1905,1927000
Cuba,1906,1979000
Cuba,1907,2034000
Cuba,1908,2092000
Cuba,1909,2154000
Cuba,1910,2219000
Cuba,1911,2287000
Cuba,1912,2358000
Cuba,1913,2431000
Cuba,1914,2507000
Cuba,1915,2585000
Cuba,1916,2664000
Cuba,1917,2746000
Cuba,1918,2828000
Cuba,1919,2912000
Cuba,1920,2997000
Cuba,1921,3083000
Cuba,1922,3170000
Cuba,1923,3257000
Cuba,1924,3345000
Cuba,1925,3432000
Cuba,1926,3519000
Cuba,1927,3606000
Cuba,1928,3693000
Cuba,1929,3742000
Cuba,1930,3837000
Cuba,1931,3910000
Cuba,1932,3984000
Cuba,1933,4060000
Cuba,1934,4137000
Cuba,1935,4221000
Cuba,1936,4289000
Cuba,1937,4357000
Cuba,1938,4428000
Cuba,1939,4497000
Cuba,1940,4566000
Cuba,1941,4635000
Cuba,1942,4704000
Cuba,1943,4779000
Cuba,1944,4849000
Cuba,1945,4932000
Cuba,1946,5039000
Cuba,1947,5152000
Cuba,1948,5268000
Cuba,1949,5386000
Cuba,1950,5919997
Cuba,1951,6049922
Cuba,1952,6177490
Cuba,1953,6300986
Cuba,1954,6419791
Cuba,1955,6534381
Cuba,1956,6646398
Cuba,1957,6758582
Cuba,1958,6874540
Cuba,1959,6998378
Cuba,1960,7133582
Cuba,1961,7281821
Cuba,1962,7441909
Cuba,1963,7609348
Cuba,1964,7777606
Cuba,1965,7941840
Cuba,1966,8099779
Cuba,1967,8252314
Cuba,1968,8401476
Cuba,1969,8550671
Cuba,1970,8701886
Cuba,1971,8855989
Cuba,1972,9010586
Cuba,1973,9160532
Cuba,1974,9298895
Cuba,1975,9420828
Cuba,1976,9525242
Cuba,1977,9614061
Cuba,1978,9689324
Cuba,1979,9754343
Cuba,1980,9812223
Cuba,1981,9862283
Cuba,1982,9905577
Cuba,1983,9949046
Cuba,1984,10001593
Cuba,1985,10069187
Cuba,1986,10155111
Cuba,1987,10256694
Cuba,1988,10366500
Cuba,1989,10473701
Cuba,1990,10570328
Cuba,1991,10654121
Cuba,1992,10727088
Cuba,1993,10790686
Cuba,1994,10847842
Cuba,1995,10900795
Cuba,1996,10949206
Cuba,1997,10992290
Cuba,1998,11031429
Cuba,1999,11068382
Cuba,2000,11104313
Cuba,2001,11140168
Cuba,2002,11175434
Cuba,2003,11208029
Cuba,2004,11234970
Cuba,2005,11254242
Cuba,2006,11265124
Cuba,2007,11268687
Cuba,2008,11266905
Cuba,2009,11262628
Cuba,2010,11257979
Cuba,2011,11253665
Cuba,2012,11249266
Cuba,2013,11244424
Cyprus,1800,184392
Cyprus,1881,186000
Cyprus,1891,209000
Cyprus,1901,237000
Cyprus,1911,274000
Cyprus,1921,311000
Cyprus,1931,348000
Cyprus,1946,450000
Cyprus,1950,494014
Cyprus,1951,500377
Cyprus,1952,506628
Cyprus,1953,513440
Cyprus,1954,521199
Cyprus,1955,529991
Cyprus,1956,539596
Cyprus,1957,549500
Cyprus,1958,558946
Cyprus,1959,567038
Cyprus,1960,572997
Cyprus,1961,576469
Cyprus,1962,577768
Cyprus,1963,577992
Cyprus,1964,578710
Cyprus,1965,581056
Cyprus,1966,585400
Cyprus,1967,591398
Cyprus,1968,598592
Cyprus,1969,606224
Cyprus,1970,613735
Cyprus,1971,620987
Cyprus,1972,628140
Cyprus,1973,635261
Cyprus,1974,642496
Cyprus,1975,649918
Cyprus,1976,657685
Cyprus,1977,665676
Cyprus,1978,673386
Cyprus,1979,680130
Cyprus,1980,685510
Cyprus,1981,689265
Cyprus,1982,691792
Cyprus,1983,694146
Cyprus,1984,697782
Cyprus,1985,703752
Cyprus,1986,712396
Cyprus,1987,723434
Cyprus,1988,736531
Cyprus,1989,751100
Cyprus,1990,766663
Cyprus,1991,783189
Cyprus,1992,800707
Cyprus,1993,818858
Cyprus,1994,837205
Cyprus,1995,855424
Cyprus,1996,873277
Cyprus,1997,890758
Cyprus,1998,908059
Cyprus,1999,925504
Cyprus,2000,943294
Cyprus,2001,961482
Cyprus,2002,979874
Cyprus,2003,998134
Cyprus,2004,1015806
Cyprus,2005,1032562
Cyprus,2006,1048272
Cyprus,2007,1063027
Cyprus,2008,1077001
Cyprus,2009,1090473
Cyprus,2010,1103647
Cyprus,2011,1116564
Cyprus,2012,1129166
Cyprus,2013,1141453
Czech Republic,1800,5516349
Czech Republic,1820,5516349
Czech Republic,1950,8876260
Czech Republic,1951,8957188
Czech Republic,1952,9036508
Czech Republic,1953,9112988
Czech Republic,1954,9185663
Czech Republic,1955,9253842
Czech Republic,1956,9317119
Czech Republic,1957,9375356
Czech Republic,1958,9428668
Czech Republic,1959,9477371
Czech Republic,1960,9521854
Czech Republic,1961,9562444
Czech Republic,1962,9599284
Czech Republic,1963,9632276
Czech Republic,1964,9661235
Czech Republic,1965,9686318
Czech Republic,1966,9707426
Czech Republic,1967,9725518
Czech Republic,1968,9743100
Czech Republic,1969,9763422
Czech Republic,1970,9788863
Czech Republic,1971,9819749
Czech Republic,1972,9855516
Czech Republic,1973,9896416
Czech Republic,1974,9942472
Czech Republic,1975,9993206
Czech Republic,1976,10049465
Czech Republic,1977,10110020
Czech Republic,1978,10169747
Czech Republic,1979,10221861
Czech Republic,1980,10261606
Czech Republic,1981,10286947
Czech Republic,1982,10299490
Czech Republic,1983,10302679
Czech Republic,1984,10301798
Czech Republic,1985,10300844
Czech Republic,1986,10300475
Czech Republic,1987,10299854
Czech Republic,1988,10299711
Czech Republic,1989,10300582
Czech Republic,1990,10302718
Czech Republic,1991,10307130
Czech Republic,1992,10313662
Czech Republic,1993,10319923
Czech Republic,1994,10322561
Czech Republic,1995,10319337
Czech Republic,1996,10310016
Czech Republic,1997,10295984
Czech Republic,1998,10278707
Czech Republic,1999,10260335
Czech Republic,2000,10242890
Czech Republic,2001,10225701
Czech Republic,2002,10209500
Czech Republic,2003,10199327
Czech Republic,2004,10201665
Czech Republic,2005,10220638
Czech Republic,2006,10258796
Czech Republic,2007,10313525
Czech Republic,2008,10377359
Czech Republic,2009,10439735
Czech Republic,2010,10492960
Czech Republic,2011,10534293
Czech Republic,2012,10565678
Czech Republic,2013,10589806
Democratic Republic of Congo,1800,5163819
Democratic Republic of Congo,1820,5163819
Democratic Republic of Congo,1950,12183661
Democratic Republic of Congo,1951,12441551
Democratic Republic of Congo,1952,12706358
Democratic Republic of Congo,1953,12982427
Democratic Republic of Congo,1954,13273008
Democratic Republic of Congo,1955,13580254
Democratic Republic of Congo,1956,13905162
Democratic Republic of Congo,1957,14247631
Democratic Republic of Congo,1958,14606625
Democratic Republic of Congo,1959,14980445
Democratic Republic of Congo,1960,15367539
Democratic Republic of Congo,1961,15767376
Democratic Republic of Congo,1962,16181202
Democratic Republic of Congo,1963,16612368
Democratic Republic of Congo,1964,17065408
Democratic Republic of Congo,1965,17543319
Democratic Republic of Congo,1966,18048341
Democratic Republic of Congo,1967,18579012
Democratic Republic of Congo,1968,19130171
Democratic Republic of Congo,1969,19694467
Democratic Republic of Congo,1970,20267009
Democratic Republic of Congo,1971,20845085
Democratic Republic of Congo,1972,21431338
Democratic Republic of Congo,1973,22032669
Democratic Republic of Congo,1974,22658905
Democratic Republic of Congo,1975,23316776
Democratic Republic of Congo,1976,24011465
Democratic Republic of Congo,1977,24740389
Democratic Republic of Congo,1978,25493382
Democratic Republic of Congo,1979,26255837
Democratic Republic of Congo,1980,27018690
Democratic Republic of Congo,1981,27781042
Democratic Republic of Congo,1982,28551259
Democratic Republic of Congo,1983,29341286
Democratic Republic of Congo,1984,30167580
Democratic Republic of Congo,1985,31044153
Democratic Republic of Congo,1986,31963766
Democratic Republic of Congo,1987,32927332
Democratic Republic of Congo,1988,33965482
Democratic Republic of Congo,1989,35117790
Democratic Republic of Congo,1990,36406226
Democratic Republic of Congo,1991,37856212
Democratic Republic of Congo,1992,39443819
Democratic Republic of Congo,1993,41081774
Democratic Republic of Congo,1994,42650247
Democratic Republic of Congo,1995,44067369
Democratic Republic of Congo,1996,45295039
Democratic Republic of Congo,1997,46369335
Democratic Republic of Congo,1998,47373590
Democratic Republic of Congo,1999,48429878
Democratic Republic of Congo,2000,49626200
Democratic Republic of Congo,2001,50989424
Democratic Republic of Congo,2002,52491329
Democratic Republic of Congo,2003,54098245
Democratic Republic of Congo,2004,55754885
Democratic Republic of Congo,2005,57420522
Democratic Republic of Congo,2006,59088415
Democratic Republic of Congo,2007,60772175
Democratic Republic of Congo,2008,62474901
Democratic Republic of Congo,2009,64204304
Democratic Republic of Congo,2010,65965795
Democratic Republic of Congo,2011,67757577
Democratic Republic of Congo,2012,69575394
Democratic Republic of Congo,2013,71419669
Denmark,1700,700000
Denmark,1800,1062514
Denmark,1820,1155000
Denmark,1821,1167000
Denmark,1822,1179000
Denmark,1823,1196000
Denmark,1824,1213000
Denmark,1825,1228000
Denmark,1826,1243000
Denmark,1827,1255000
Denmark,1828,1265000
Denmark,1829,1270000
Denmark,1830,1273000
Denmark,1831,1275000
Denmark,1832,1276000
Denmark,1833,1284000
Denmark,1834,1295000
Denmark,1835,1306000
Denmark,1836,1315000
Denmark,1837,1325000
Denmark,1838,1335000
Denmark,1839,1347000
Denmark,1840,1357000
Denmark,1841,1371000
Denmark,1842,1385000
Denmark,1843,1392000
Denmark,1844,1414000
Denmark,1845,1430000
Denmark,1846,1444000
Denmark,1847,1456000
Denmark,1848,1470000
Denmark,1849,1484000
Denmark,1850,1499000
Denmark,1851,1517000
Denmark,1852,1536000
Denmark,1853,1552000
Denmark,1854,1569000
Denmark,1855,1590000
Denmark,1856,1612000
Denmark,1857,1634000
Denmark,1858,1653000
Denmark,1859,1674000
Denmark,1860,1696000
Denmark,1861,1717000
Denmark,1862,1739000
Denmark,1863,1761000
Denmark,1864,1777000
Denmark,1865,1799000
Denmark,1866,1814000
Denmark,1867,1833000
Denmark,1868,1852000
Denmark,1869,1871000
Denmark,1870,1888000
Denmark,1871,1903000
Denmark,1872,1918000
Denmark,1873,1935000
Denmark,1874,1954000
Denmark,1875,1973000
Denmark,1876,1994000
Denmark,1877,2019000
Denmark,1878,2043000
Denmark,1879,2064000
Denmark,1880,2081000
Denmark,1881,2101000
Denmark,1882,2120000
Denmark,1883,2137000
Denmark,1884,2160000
Denmark,1885,2186000
Denmark,1886,2213000
Denmark,1887,2237000
Denmark,1888,2257000
Denmark,1889,2276000
Denmark,1890,2294000
Denmark,1891,2311000
Denmark,1892,2327000
Denmark,1893,2344000
