Entity,Year,Share of services in total exports (WDI)
IDA blend,1995,16.49932
IDA blend,1996,15.61918
IDA blend,1997,16.58129
IDA blend,1998,21.22333
IDA blend,1999,19.48221
IDA blend,2000,14.88092
IDA blend,2001,16.04104
IDA blend,2002,20.18120
IDA blend,2003,18.08348
IDA blend,2004,15.47982
IDA blend,2005,11.27547
IDA blend,2006,11.61052
IDA blend,2007,10.96864
IDA blend,2008,10.24003
IDA blend,2009,12.53967
IDA blend,2010,12.63394
IDA blend,2011,10.55218
IDA blend,2012,11.53531
IDA blend,2013,10.92807
IDA blend,2014,11.76949
IDA blend,2015,16.35394
IDA only,1978,14.94316
IDA only,1979,14.64901
IDA only,1980,15.42828
IDA only,1981,17.80854
IDA only,1982,19.41486
IDA only,1983,18.40659
IDA only,1984,17.17693
IDA only,1985,20.23084
IDA only,1986,19.97069
IDA only,1987,21.09549
IDA only,1988,21.15707
IDA only,1989,20.47303
IDA only,1990,19.75230
IDA only,1991,21.06789
IDA only,1992,23.45367
IDA only,1993,25.22234
IDA only,1994,25.10645
IDA only,1995,24.27811
IDA only,1996,23.40485
IDA only,1997,23.66873
IDA only,1998,24.93896
IDA only,1999,25.91259
IDA only,2000,23.99924
IDA only,2001,23.13280
IDA only,2002,22.80615
IDA only,2003,21.70702
IDA only,2004,22.46460
IDA only,2005,22.24620
IDA only,2006,21.13522
IDA only,2007,22.38359
IDA only,2008,21.81123
IDA only,2009,23.76916
IDA only,2010,22.35673
IDA only,2011,22.64262
IDA only,2012,23.89255
IDA only,2013,24.01488
IDA only,2014,24.49298
IDA total,1977,10.86052
IDA total,1978,13.88780
IDA total,1979,12.39262
IDA total,1980,11.11192
IDA total,1981,13.51397
IDA total,1982,15.75439
IDA total,1983,15.41670
IDA total,1984,14.36009
IDA total,1985,15.64849
IDA total,1986,18.43039
IDA total,1987,17.90745
IDA total,1988,18.23980
IDA total,1989,18.97285
IDA total,1990,17.91431
IDA total,1991,18.60543
IDA total,1992,20.07604
IDA total,1993,21.89110
IDA total,1994,21.52358
IDA total,1995,21.15355
IDA total,1996,19.97972
IDA total,1997,20.81851
IDA total,1998,24.28448
IDA total,1999,23.83951
IDA total,2000,20.29102
IDA total,2001,20.61713
IDA total,2002,22.54759
IDA total,2003,20.63112
IDA total,2004,19.55568
IDA total,2005,16.73377
IDA total,2006,16.59372
IDA total,2007,17.07472
IDA total,2008,16.34151
IDA total,2009,19.01451
IDA total,2010,18.02379
IDA total,2011,17.10730
IDA total,2012,18.38129
IDA total,2013,18.34331
IDA total,2014,19.25466
Iceland,1976,30.02611
Iceland,1977,29.26728
Iceland,1978,29.03691
Iceland,1979,27.30325
Iceland,1980,23.32444
Iceland,1981,25.25017
Iceland,1982,33.19365
Iceland,1983,31.58138
Iceland,1984,31.83527
Iceland,1985,32.63262
Iceland,1986,29.23871
Iceland,1987,28.25339
Iceland,1988,27.16403
Iceland,1989,26.94433
Iceland,1990,26.06396
Iceland,1991,27.00533
Iceland,1992,27.84380
Iceland,1993,30.05679
Iceland,1994,28.41249
Iceland,1995,0.00000
Iceland,1996,0.00005
Iceland,1997,0.00010
Iceland,1998,0.15769
Iceland,1999,1.83245
Iceland,2000,2.86835
Iceland,2001,4.81136
Iceland,2002,4.47575
Iceland,2003,4.46789
Iceland,2004,4.30670
Iceland,2005,6.22237
Iceland,2006,9.64009
Iceland,2007,15.13417
Iceland,2008,11.13080
Iceland,2009,10.52763
Iceland,2010,12.91379
Iceland,2011,11.84027
Iceland,2012,11.05669
Iceland,2013,46.53610
Iceland,2014,46.85717
Iceland,2015,48.33918
Iceland,2016,54.68052
India,1975,15.26530
India,1976,16.32855
India,1977,17.40103
India,1978,19.77765
India,1979,21.51798
India,1980,26.35403
India,1981,24.89925
India,1982,24.11949
India,1983,25.19232
India,1984,24.07723
India,1985,26.33759
India,1986,23.95490
India,1987,22.05880
India,1988,21.91356
India,1989,20.40951
India,1990,20.18617
India,1991,21.39614
India,1992,19.77316
India,1993,18.82920
India,1994,19.13187
India,1995,17.82199
India,1996,17.66508
India,1997,20.33043
India,1998,25.54499
India,1999,28.23515
India,2000,27.84015
India,2001,27.90434
India,2002,27.58193
India,2003,28.18763
India,2004,32.83743
India,2005,33.75488
India,2006,35.92041
India,2007,36.05114
India,2008,34.75824
India,2009,35.61065
India,2010,33.63685
India,2011,31.03400
India,2012,32.78727
India,2013,31.85400
India,2014,32.37263
India,2015,36.45980
Indonesia,1981,1.88679
Indonesia,1982,2.48877
Indonesia,1983,2.83858
Indonesia,1984,2.67304
Indonesia,1985,4.35703
Indonesia,1986,5.53806
Indonesia,1987,5.82891
Indonesia,1988,6.55714
Indonesia,1989,7.54558
Indonesia,1990,8.49292
Indonesia,1991,8.69458
Indonesia,1992,9.11878
Indonesia,1993,9.75940
Indonesia,1994,10.65526
Indonesia,1995,10.33388
Indonesia,1996,11.62062
Indonesia,1997,10.97582
Indonesia,1998,8.16591
Indonesia,1999,8.23522
Indonesia,2000,7.38322
Indonesia,2001,8.74963
Indonesia,2002,10.12168
Indonesia,2003,7.62640
Indonesia,2004,16.15132
Indonesia,2005,13.72753
Indonesia,2006,8.51870
Indonesia,2007,8.96768
Indonesia,2008,9.47959
Indonesia,2009,9.61974
Indonesia,2010,10.00410
Indonesia,2011,10.27627
Indonesia,2012,11.21293
Indonesia,2013,11.19035
Indonesia,2014,11.83506
Indonesia,2015,12.96851
Indonesia,2016,14.32505
Iran,1976,9.68579
Iran,1977,13.31773
Iran,1978,14.93816
Iran,1979,6.13568
Iran,1980,5.59339
Iran,1981,4.48858
Iran,1982,2.42832
Iran,1983,2.44931
Iran,1984,2.70470
Iran,1985,2.54383
Iran,1986,3.26454
Iran,1987,1.90170
Iran,1988,2.22770
Iran,1989,3.29711
Iran,1990,2.20860
Iran,1991,3.45595
Iran,1992,2.73657
Iran,1993,5.65644
Iran,1994,2.20411
Iran,1995,3.12879
Iran,1996,3.69877
Iran,1997,6.09002
Iran,1998,12.02468
Iran,1999,5.46615
Iran,2000,4.64897
Iraq,2005,1.47676
Iraq,2006,1.15617
Iraq,2007,2.14535
Iraq,2008,2.29423
Iraq,2009,5.26972
Iraq,2010,5.19032
Iraq,2011,3.42036
Iraq,2012,2.91941
Iraq,2013,3.54373
Iraq,2014,4.68836
Iraq,2015,12.59484
Ireland,2005,33.78325
Ireland,2006,36.92090
Ireland,2007,38.92451
Ireland,2008,40.68391
Ireland,2009,41.52828
Ireland,2010,42.85761
Ireland,2011,44.96475
Ireland,2012,47.28753
Ireland,2013,50.49340
Ireland,2014,46.77143
Ireland,2015,38.33250
Ireland,2016,41.58321
Israel,1960,30.84416
Israel,1961,33.51801
Israel,1965,39.28571
Israel,1966,38.54033
Israel,1967,37.20657
Israel,1968,39.27911
Israel,1969,37.51031
Israel,1970,37.86260
Israel,1971,40.95683
Israel,1972,37.20573
Israel,1973,35.05581
Israel,1974,35.97350
Israel,1975,33.93610
Israel,1976,33.23398
Israel,1977,31.94113
Israel,1978,32.25487
Israel,1979,32.37882
Israel,1980,31.40286
Israel,1981,30.89004
Israel,1982,31.48920
Israel,1983,32.46300
Israel,1984,30.63978
Israel,1985,31.58871
Israel,1986,28.33890
Israel,1987,28.97246
Israel,1988,28.48990
Israel,1989,28.06853
Israel,1990,26.38979
Israel,1991,27.63258
Israel,1992,29.90531
Israel,1993,28.55926
Israel,1994,27.61781
Israel,1995,28.94138
Israel,1996,28.16546
Israel,1997,28.94730
Israel,1998,30.70860
Israel,1999,32.59869
Israel,2000,33.70063
Israel,2001,30.91127
Israel,2002,29.68152
Israel,2003,30.11131
Israel,2004,35.87215
Israel,2005,29.47309
Israel,2006,30.46856
Israel,2007,29.65989
Israel,2008,30.14260
Israel,2009,32.49821
Israel,2010,31.02089
Israel,2011,31.18145
Israel,2012,34.16356
Israel,2013,35.64920
Israel,2014,35.84806
Israel,2015,38.74803
Israel,2016,41.40270
Italy,1970,22.53323
Italy,1971,21.78330
Italy,1972,21.12438
Italy,1973,20.48610
Italy,1974,16.79254
Italy,1975,17.52687
Italy,1976,16.31959
Italy,1977,17.59094
Italy,1978,17.83159
Italy,1979,17.74343
Italy,1980,18.51905
Italy,1981,16.67921
Italy,1982,18.02267
Italy,1983,18.86786
Italy,1984,18.61154
Italy,1985,19.56479
Italy,1986,18.88621
Italy,1987,19.35511
Italy,1988,18.04156
Italy,1989,17.38636
Italy,1990,21.34096
Italy,1991,20.11117
Italy,1992,23.18115
Italy,1993,22.48113
Italy,1994,21.11613
Italy,1995,19.61979
Italy,1996,19.48659
Italy,1997,20.55727
Italy,1998,20.87221
Italy,1999,20.89863
Italy,2000,20.20787
Italy,2001,20.13769
Italy,2002,20.24022
Italy,2003,20.22398
Italy,2004,20.19933
Italy,2005,20.15795
Italy,2006,20.06818
Italy,2007,19.26851
Italy,2008,17.94331
Italy,2009,19.68935
Italy,2010,18.77816
Italy,2011,17.92683
Italy,2012,18.26337
Italy,2013,18.19541
Italy,2014,18.06121
Italy,2015,17.92859
Italy,2016,18.25460
Jamaica,1976,26.17253
Jamaica,1977,22.74346
Jamaica,1978,25.56203
Jamaica,1979,30.06838
Jamaica,1980,29.38976
Jamaica,1981,30.67122
Jamaica,1982,39.11457
Jamaica,1983,44.06102
Jamaica,1984,44.63976
Jamaica,1985,51.73585
Jamaica,1986,56.10573
Jamaica,1987,53.59314
Jamaica,1988,46.64133
Jamaica,1989,45.98950
Jamaica,1990,46.29922
Jamaica,1991,45.32621
Jamaica,1992,49.71853
Jamaica,1993,53.28157
Jamaica,1994,48.88052
Jamaica,1995,47.08153
Jamaica,1996,48.20789
Jamaica,1997,49.97941
Jamaica,1998,52.31988
Jamaica,1999,56.89145
Jamaica,2000,56.44977
Jamaica,2001,56.60321
Jamaica,2002,59.36188
Jamaica,2003,60.67357
Jamaica,2004,58.91959
Jamaica,2005,58.32942
Jamaica,2006,55.38512
Jamaica,2007,53.39283
Jamaica,2008,50.46335
Jamaica,2009,65.63577
Jamaica,2010,65.77846
Jamaica,2011,61.12991
Jamaica,2012,61.45375
Jamaica,2013,63.54642
Jamaica,2014,67.08300
Jamaica,2015,70.90937
Jamaica,2016,72.92329
Japan,1996,14.71764
Japan,1997,14.71417
Japan,1998,14.49735
Japan,1999,13.29240
Japan,2000,13.25555
Japan,2001,14.58173
Japan,2002,14.43288
Japan,2003,14.91895
Japan,2004,15.49235
Japan,2005,15.15151
Japan,2006,15.00841
Japan,2007,15.15566
Japan,2008,15.84438
Japan,2009,18.07225
Japan,2010,15.46606
Japan,2011,15.11927
Japan,2012,14.99255
Japan,2013,16.30637
Japan,2014,18.98006
Japan,2015,20.73031
Japan,2016,21.49633
Jordan,1972,57.71144
Jordan,1973,56.63083
Jordan,1974,38.86839
Jordan,1975,59.68673
Jordan,1976,62.45902
Jordan,1977,64.00373
Jordan,1978,65.80753
Jordan,1979,64.51737
Jordan,1980,63.55101
Jordan,1981,61.27156
Jordan,1982,59.67215
Jordan,1983,65.97421
Jordan,1984,60.06616
Jordan,1985,59.66904
Jordan,1986,59.12547
Jordan,1987,58.05837
Jordan,1988,58.50875
Jordan,1989,52.76364
Jordan,1990,57.63363
Jordan,1991,54.46980
Jordan,1992,54.31583
Jordan,1993,55.80420
Jordan,1994,52.30252
Jordan,1995,49.13162
Jordan,1996,50.40043
Jordan,1997,48.61813
Jordan,1998,50.31300
Jordan,1999,48.15791
Jordan,2000,46.33135
Jordan,2001,39.33156
Jordan,2002,39.15105
Jordan,2003,36.19612
Jordan,2004,35.26922
Jordan,2005,35.93202
Jordan,2006,36.54187
Jordan,2007,38.94648
Jordan,2008,37.49816
Jordan,2009,42.36509
Jordan,2010,44.88392
Jordan,2011,41.74583
Jordan,2012,44.87759
Jordan,2013,44.38604
Jordan,2014,45.98782
Jordan,2015,44.62135
Kazakhstan,1995,8.95550
Kazakhstan,1996,9.68131
Kazakhstan,1997,10.87558
Kazakhstan,1998,13.34800
Kazakhstan,1999,13.47310
Kazakhstan,2000,9.18306
Kazakhstan,2001,11.17675
Kazakhstan,2002,12.31208
Kazakhstan,2003,10.66745
Kazakhstan,2004,8.34053
Kazakhstan,2005,6.86923
Kazakhstan,2006,6.45994
Kazakhstan,2007,6.61510
Kazakhstan,2008,5.62891
Kazakhstan,2009,8.54451
Kazakhstan,2010,6.28747
Kazakhstan,2011,4.84492
Kazakhstan,2012,5.26181
Kazakhstan,2013,5.82915
Kazakhstan,2014,7.61337
Kazakhstan,2015,12.11058
Kenya,1975,28.08444
Kenya,1976,26.95587
Kenya,1977,21.90758
Kenya,1978,29.79680
Kenya,1979,29.36562
Kenya,1980,29.18429
Kenya,1981,32.53231
Kenya,1982,35.19700
Kenya,1983,34.45471
Kenya,1984,33.59675
Kenya,1985,36.99364
Kenya,1986,34.79036
Kenya,1987,43.53231
Kenya,1988,42.68597
Kenya,1989,47.96754
Kenya,1990,51.08000
Kenya,1991,46.11492
Kenya,1992,48.88078
Kenya,1993,35.92746
Kenya,1994,37.29011
Kenya,1995,45.87268
Kenya,1996,43.57596
Kenya,1997,50.52731
Kenya,1998,53.91996
Kenya,1999,59.02590
Kenya,2000,35.92746
Kenya,2001,37.29011
Kenya,2002,32.84761
Kenya,2003,33.25041
Kenya,2004,36.40569
Kenya,2005,35.24310
Kenya,2006,40.98313
Kenya,2007,41.62075
Kenya,2008,39.34487
Kenya,2009,39.17369
Kenya,2010,41.99222
Kenya,2011,41.53462
Kenya,2012,44.08807
Kenya,2013,46.15172
Kenya,2014,44.42507
Kiribati,1979,8.81913
Kiribati,1980,49.97057
Kiribati,1981,48.33351
Kiribati,1982,57.36034
Kiribati,1983,50.18412
Kiribati,1984,23.36985
Kiribati,1985,52.70061
Kiribati,1986,74.85558
Kiribati,1987,66.95995
Kiribati,1988,50.65821
Kiribati,1989,53.79818
Kiribati,1990,69.86060
Kiribati,1991,77.69058
Kiribati,1992,71.54059
Kiribati,1993,77.24743
Kiribati,1994,74.06403
Kiribati,2006,73.39151
Kiribati,2007,49.25690
Kiribati,2008,58.04828
Kiribati,2009,63.75999
Kiribati,2010,66.80628
Kiribati,2011,56.97081
Kiribati,2012,58.28325
Kiribati,2013,58.01732
Kiribati,2014,52.03956
Kosovo,2004,80.26039
Kosovo,2005,80.71226
Kosovo,2006,75.99375
Kosovo,2007,72.82357
Kosovo,2008,77.92938
Kosovo,2009,73.47102
Kosovo,2010,65.73655
Kosovo,2011,72.24802
Kosovo,2012,75.86178
Kosovo,2013,74.98173
Kosovo,2014,74.17859
Kosovo,2015,74.70953
Kuwait,1975,5.78101
Kuwait,1976,5.98262
Kuwait,1977,6.13224
Kuwait,1978,6.41622
Kuwait,1979,6.13163
Kuwait,1980,5.60257
Kuwait,1981,7.99176
Kuwait,1982,8.00354
Kuwait,1983,7.03364
Kuwait,1984,6.80994
Kuwait,1985,9.87868
Kuwait,1986,12.73408
Kuwait,1987,11.13266
Kuwait,1988,13.05578
Kuwait,1989,10.55303
Kuwait,1990,15.47170
Kuwait,1991,47.87776
Kuwait,1992,18.57506
Kuwait,1993,10.84442
Kuwait,1994,11.16724
Kuwait,1995,9.72304
Kuwait,1996,9.07613
Kuwait,1997,10.97411
Kuwait,1998,15.51366
Kuwait,1999,11.32665
Kuwait,2000,8.55805
Kuwait,2001,9.29343
Kuwait,2002,9.68671
Kuwait,2003,12.60647
Kuwait,2004,11.50676
Kuwait,2005,9.53456
Kuwait,2006,13.01157
Kuwait,2007,13.98826
Kuwait,2008,12.09179
Kuwait,2009,17.40228
Kuwait,2010,11.83280
Kuwait,2011,8.93921
Kuwait,2012,6.87776
Kuwait,2013,5.06830
Kuwait,2014,5.64402
Kuwait,2015,9.86399
Kuwait,2016,10.58635
Kyrgyzstan,1993,2.49355
Kyrgyzstan,1994,8.76665
Kyrgyzstan,1995,8.73769
Kyrgyzstan,1996,5.59653
Kyrgyzstan,1997,6.65868
Kyrgyzstan,1998,10.50514
Kyrgyzstan,1999,12.31257
Kyrgyzstan,2000,10.82769
Kyrgyzstan,2001,14.70232
Kyrgyzstan,2002,22.18568
Kyrgyzstan,2003,21.13339
Kyrgyzstan,2004,22.24874
Kyrgyzstan,2005,27.41511
Kyrgyzstan,2006,29.47918
Kyrgyzstan,2007,33.85571
Kyrgyzstan,2008,30.08300
Kyrgyzstan,2009,27.36598
Kyrgyzstan,2010,27.25441
Kyrgyzstan,2011,26.85008
Kyrgyzstan,2012,28.19348
Kyrgyzstan,2013,27.74224
Kyrgyzstan,2014,27.45490
Kyrgyzstan,2015,35.56689
Laos,1984,25.63667
Laos,1985,28.43792
Laos,1986,30.73048
Laos,1987,29.02870
Laos,1988,23.54497
Laos,1989,26.22378
Laos,1990,23.14453
Laos,1991,28.12500
Laos,1992,12.53298
Laos,1993,40.76364
Laos,1994,35.85327
Laos,1995,34.01402
Laos,1996,28.67903
Laos,1997,55.19126
Laos,1998,61.02223
Laos,1999,57.68131
Laos,2000,34.71618
Laos,2001,34.20010
Laos,2002,36.95054
Laos,2003,27.52518
Laos,2004,32.97590
Laos,2005,26.96833
Laos,2006,20.21177
Laos,2007,23.16234
Laos,2008,26.89094
Laos,2009,27.39855
Laos,2010,22.63640
Laos,2011,22.86728
Laos,2012,20.26829
Laos,2013,25.65378
Laos,2014,22.31046
Laos,2015,22.39913
Late-demographic dividend,1993,19.31991
Late-demographic dividend,1994,19.32280
Late-demographic dividend,1995,19.14325
Late-demographic dividend,1996,19.32575
Late-demographic dividend,1997,26.09357
Late-demographic dividend,1998,27.75494
Late-demographic dividend,1999,27.40190
Late-demographic dividend,2000,25.23018
Late-demographic dividend,2001,26.95868
Late-demographic dividend,2002,27.41740
Late-demographic dividend,2003,18.07603
Late-demographic dividend,2004,17.02079
Late-demographic dividend,2005,15.41060
Late-demographic dividend,2006,14.97102
Late-demographic dividend,2007,15.51714
Late-demographic dividend,2008,14.99267
Late-demographic dividend,2009,16.41289
Late-demographic dividend,2010,13.90021
Late-demographic dividend,2011,14.14701
Late-demographic dividend,2012,13.96666
Late-demographic dividend,2013,14.24222
Late-demographic dividend,2014,14.53941
Late-demographic dividend,2015,15.49588
Late-demographic dividend,2016,16.76104
Latin America & Caribbean,1976,100.00001
Latin America & Caribbean,1977,100.00000
Latin America & Caribbean,1978,100.00000
Latin America & Caribbean,1979,18.52012
Latin America & Caribbean,1980,16.31666
Latin America & Caribbean,1981,15.94764
Latin America & Caribbean,1982,16.28938
Latin America & Caribbean,1983,15.72329
Latin America & Caribbean,1984,15.26512
Latin America & Caribbean,1985,16.86610
Latin America & Caribbean,1986,19.99990
Latin America & Caribbean,1987,19.60606
Latin America & Caribbean,1988,19.40776
Latin America & Caribbean,1989,20.35899
Latin America & Caribbean,1990,20.70018
Latin America & Caribbean,1991,21.62154
Latin America & Caribbean,1992,22.72113
Latin America & Caribbean,1993,23.17030
Latin America & Caribbean,1994,22.10854
Latin America & Caribbean,1995,19.35281
Latin America & Caribbean,1996,18.78182
Latin America & Caribbean,1997,19.25207
Latin America & Caribbean,1998,15.91790
Latin America & Caribbean,1999,15.56713
Latin America & Caribbean,2000,14.32394
Latin America & Caribbean,2001,14.57130
Latin America & Caribbean,2002,14.20624
Latin America & Caribbean,2003,14.15742
Latin America & Caribbean,2004,12.91773
Latin America & Caribbean,2005,12.48535
Latin America & Caribbean,2006,11.73666
Latin America & Caribbean,2007,12.02092
Latin America & Caribbean,2008,11.81617
Latin America & Caribbean,2009,13.60616
Latin America & Caribbean,2010,12.02107
Latin America & Caribbean,2011,11.20285
Latin America & Caribbean,2012,11.57658
Latin America & Caribbean,2013,12.15600
Latin America & Caribbean,2014,12.79435
Latin America & Caribbean,2015,14.41119
Latin America & Caribbean,2016,15.09996
Latin America & Caribbean (IDA & IBRD),1976,100.00000
Latin America & Caribbean (IDA & IBRD),1977,100.00000
Latin America & Caribbean (IDA & IBRD),1978,100.00000
Latin America & Caribbean (IDA & IBRD),1979,17.57768
Latin America & Caribbean (IDA & IBRD),1980,15.43746
Latin America & Caribbean (IDA & IBRD),1981,15.07085
Latin America & Caribbean (IDA & IBRD),1982,15.33829
Latin America & Caribbean (IDA & IBRD),1983,14.69424
Latin America & Caribbean (IDA & IBRD),1984,14.27011
Latin America & Caribbean (IDA & IBRD),1985,15.68349
Latin America & Caribbean (IDA & IBRD),1986,18.58373
Latin America & Caribbean (IDA & IBRD),1987,18.23558
Latin America & Caribbean (IDA & IBRD),1988,18.10682
Latin America & Caribbean (IDA & IBRD),1989,19.01354
Latin America & Caribbean (IDA & IBRD),1990,19.49940
Latin America & Caribbean (IDA & IBRD),1991,20.59441
Latin America & Caribbean (IDA & IBRD),1992,21.74286
Latin America & Caribbean (IDA & IBRD),1993,22.20050
Latin America & Caribbean (IDA & IBRD),1994,21.17758
Latin America & Caribbean (IDA & IBRD),1995,18.50655
Latin America & Caribbean (IDA & IBRD),1996,17.96730
Latin America & Caribbean (IDA & IBRD),1997,18.49675
Latin America & Caribbean (IDA & IBRD),1998,15.14485
Latin America & Caribbean (IDA & IBRD),1999,14.70117
Latin America & Caribbean (IDA & IBRD),2000,13.41097
Latin America & Caribbean (IDA & IBRD),2001,13.61009
Latin America & Caribbean (IDA & IBRD),2002,13.32494
Latin America & Caribbean (IDA & IBRD),2003,13.25029
Latin America & Caribbean (IDA & IBRD),2004,12.26702
Latin America & Caribbean (IDA & IBRD),2005,11.87539
Latin America & Caribbean (IDA & IBRD),2006,11.21414
Latin America & Caribbean (IDA & IBRD),2007,11.52841
Latin America & Caribbean (IDA & IBRD),2008,11.37789
Latin America & Caribbean (IDA & IBRD),2009,13.07680
Latin America & Caribbean (IDA & IBRD),2010,11.53918
Latin America & Caribbean (IDA & IBRD),2011,10.71869
Latin America & Caribbean (IDA & IBRD),2012,11.03616
Latin America & Caribbean (IDA & IBRD),2013,11.57691
Latin America & Caribbean (IDA & IBRD),2014,12.17574
Latin America & Caribbean (IDA & IBRD),2015,13.70984
Latin America & Caribbean (IDA & IBRD),2016,14.37396
Latin America & Caribbean (excluding high income),1977,100.00000
Latin America & Caribbean (excluding high income),1978,100.00000
Latin America & Caribbean (excluding high income),1979,17.39104
Latin America & Caribbean (excluding high income),1980,14.90462
Latin America & Caribbean (excluding high income),1981,14.50292
Latin America & Caribbean (excluding high income),1982,14.97730
