Entity,Year,e10 (United Nations Population Division and Human Mortality Database (2015))
Spain,1920,50.59
Spain,1925,52.38
Spain,1930,53.79
Spain,1935,51.06
Spain,1940,53.37
Spain,1945,57.38
Spain,1950,60.51
Spain,1955,62.31
Spain,1960,63.57
Spain,1965,64.18
Spain,1970,64.68
Spain,1975,65.69
Spain,1980,67.06
Spain,1985,67.58
Spain,1990,68.14
Spain,1995,69.04
Spain,2000,70.09
Spain,2005,71.63
Spain,2010,72.61
Spain,2015,73.5
Spain,2020,74.24
Spain,2025,74.93
Spain,2030,75.6
Spain,2035,76.21
Spain,2040,76.82
Spain,2045,77.44
Spain,2050,78.04
Spain,2055,78.62
Spain,2060,79.19
Spain,2065,79.77
Spain,2070,80.31
Spain,2075,80.86
Spain,2080,81.43
Spain,2085,81.98
Spain,2090,82.52
Spain,2095,83.07
Sri Lanka,1950,54.83
Sri Lanka,1955,56.91
Sri Lanka,1960,57.28
Sri Lanka,1965,58.88
Sri Lanka,1970,60.19
Sri Lanka,1975,61.01
Sri Lanka,1980,62.31
Sri Lanka,1985,61.44
Sri Lanka,1990,62.04
Sri Lanka,1995,60.65
Sri Lanka,2000,64.64
Sri Lanka,2005,65.17
Sri Lanka,2010,65.47
Sri Lanka,2015,66.23
Sri Lanka,2020,67
Sri Lanka,2025,67.83
Sri Lanka,2030,68.65
Sri Lanka,2035,69.47
Sri Lanka,2040,70.27
Sri Lanka,2045,71.06
Sri Lanka,2050,71.85
Sri Lanka,2055,72.63
Sri Lanka,2060,73.38
Sri Lanka,2065,74.05
Sri Lanka,2070,74.7
Sri Lanka,2075,75.31
Sri Lanka,2080,75.87
Sri Lanka,2085,76.42
Sri Lanka,2090,76.95
Sri Lanka,2095,77.49
Sudan,1950,49.69
Sudan,1955,51.04
Sudan,1960,52.1
Sudan,1965,53.11
Sudan,1970,53.99
Sudan,1975,54.48
Sudan,1980,54.72
Sudan,1985,55.07
Sudan,1990,55.44
Sudan,1995,55.9
Sudan,2000,56.74
Sudan,2005,57.94
Sudan,2010,59.34
Sudan,2015,59.95
Sudan,2020,60.5
Sudan,2025,61.03
Sudan,2030,61.48
Sudan,2035,61.96
Sudan,2040,62.4
Sudan,2045,62.86
Sudan,2050,63.34
Sudan,2055,63.77
Sudan,2060,64.28
Sudan,2065,64.79
Sudan,2070,65.32
Sudan,2075,65.81
Sudan,2080,66.42
Sudan,2085,67.01
Sudan,2090,67.63
Sudan,2095,68.28
Suriname,1950,54.41
Suriname,1955,56.12
Suriname,1960,56.91
Suriname,1965,58.07
Suriname,1970,59.12
Suriname,1975,59.81
Suriname,1980,60.75
Suriname,1985,61.1
Suriname,1990,61.08
Suriname,1995,60.74
Suriname,2000,60.56
Suriname,2005,61.99
Suriname,2010,62.78
Suriname,2015,63.23
Suriname,2020,63.72
Suriname,2025,64.21
Suriname,2030,64.78
Suriname,2035,65.34
Suriname,2040,65.92
Suriname,2045,66.51
Suriname,2050,67.14
Suriname,2055,67.79
Suriname,2060,68.47
Suriname,2065,69.07
Suriname,2070,69.75
Suriname,2075,70.44
Suriname,2080,71.18
Suriname,2085,71.88
Suriname,2090,72.59
Suriname,2095,73.27
Swaziland,1950,47.27
Swaziland,1955,48.4
Swaziland,1960,49.29
Swaziland,1965,50.19
Swaziland,1970,51.67
Swaziland,1975,53.16
Swaziland,1980,54.95
Swaziland,1985,56.14
Swaziland,1990,55.74
Swaziland,1995,50.01
Swaziland,2000,42.9
Swaziland,2005,44.01
Swaziland,2010,44.75
Swaziland,2015,43.3
Swaziland,2020,44.48
Swaziland,2025,46.4
Swaziland,2030,48.59
Swaziland,2035,50.63
Swaziland,2040,52.74
Swaziland,2045,54.62
Swaziland,2050,56.21
Swaziland,2055,57.61
Swaziland,2060,58.88
Swaziland,2065,60.05
Swaziland,2070,61.23
Swaziland,2075,62.34
Swaziland,2080,63.45
Swaziland,2085,64.58
Swaziland,2090,65.71
Swaziland,2095,66.79
Sweden,1750,48.34
Sweden,1755,45.5
Sweden,1760,45.66
Sweden,1765,46.61
Sweden,1770,40.28
Sweden,1775,47.42
Sweden,1780,46.18
Sweden,1785,44.58
Sweden,1790,46.7
Sweden,1795,47.77
Sweden,1800,46.67
Sweden,1805,42.36
Sweden,1810,43.76
Sweden,1815,46.93
Sweden,1820,47.86
Sweden,1825,46.35
Sweden,1830,45.74
Sweden,1835,47.12
Sweden,1840,48.33
Sweden,1845,48.48
Sweden,1850,47.82
Sweden,1855,47.76
Sweden,1860,51.2
Sweden,1865,49.67
Sweden,1870,50.98
Sweden,1875,51.85
Sweden,1880,52.72
Sweden,1885,53.62
Sweden,1890,53.3
Sweden,1895,54.4
Sweden,1900,54.26
Sweden,1905,55.06
Sweden,1910,55.61
Sweden,1915,53.26
Sweden,1920,57.36
Sweden,1925,57.88
Sweden,1930,58.78
Sweden,1935,59.43
Sweden,1940,61.13
Sweden,1945,62.23
Sweden,1950,63.66
Sweden,1955,64.53
Sweden,1960,64.95
Sweden,1965,65.29
Sweden,1970,65.81
Sweden,1975,66.09
Sweden,1980,66.99
Sweden,1985,67.7
Sweden,1990,68.6
Sweden,1995,69.62
Sweden,2000,70.44
Sweden,2005,71.36
Sweden,2010,72.23
Sweden,2015,73.02
Sweden,2020,73.84
Sweden,2025,74.58
Sweden,2030,75.24
Sweden,2035,75.86
Sweden,2040,76.45
Sweden,2045,77.04
Sweden,2050,77.6
Sweden,2055,78.17
Sweden,2060,78.69
Sweden,2065,79.23
Sweden,2070,79.77
Sweden,2075,80.31
Sweden,2080,80.86
Sweden,2085,81.41
Sweden,2090,81.92
Sweden,2095,82.45
Switzerland,1750,NA
Switzerland,1755,NA
Switzerland,1760,NA
Switzerland,1765,NA
Switzerland,1770,NA
Switzerland,1775,NA
Switzerland,1780,NA
Switzerland,1785,NA
Switzerland,1790,NA
Switzerland,1795,NA
Switzerland,1800,NA
Switzerland,1805,NA
Switzerland,1810,NA
Switzerland,1815,NA
Switzerland,1820,NA
Switzerland,1825,NA
Switzerland,1830,NA
Switzerland,1835,NA
Switzerland,1840,NA
Switzerland,1845,NA
Switzerland,1850,NA
Switzerland,1855,NA
Switzerland,1860,NA
Switzerland,1865,NA
Switzerland,1870,NA
Switzerland,1875,47.21
Switzerland,1880,48.26
Switzerland,1885,48.58
Switzerland,1890,48.9
Switzerland,1895,50.52
Switzerland,1900,50.77
Switzerland,1905,51.22
Switzerland,1910,52.44
Switzerland,1915,51.09
Switzerland,1920,54.45
Switzerland,1925,55.53
Switzerland,1930,56.49
Switzerland,1935,57.68
Switzerland,1940,59.07
Switzerland,1945,60.19
Switzerland,1950,62.1
Switzerland,1955,62.99
Switzerland,1960,63.61
Switzerland,1965,64.25
Switzerland,1970,65.12
Switzerland,1975,66.22
Switzerland,1980,66.94
Switzerland,1985,67.98
Switzerland,1990,68.6
Switzerland,1995,69.75
Switzerland,2000,70.98
Switzerland,2005,72.22
Switzerland,2010,73.04
Switzerland,2015,73.91
Switzerland,2020,74.63
Switzerland,2025,75.3
Switzerland,2030,75.94
Switzerland,2035,76.57
Switzerland,2040,77.18
Switzerland,2045,77.81
Switzerland,2050,78.41
Switzerland,2055,79
Switzerland,2060,79.58
Switzerland,2065,80.15
Switzerland,2070,80.71
Switzerland,2075,81.27
Switzerland,2080,81.85
Switzerland,2085,82.4
Switzerland,2090,82.95
Switzerland,2095,83.48
Syria,1950,52.4
Syria,1955,53.63
Syria,1960,54.83
Syria,1965,56.3
Syria,1970,58.15
Syria,1975,59.79
Syria,1980,61.26
Syria,1985,62.48
Syria,1990,63.24
Syria,1995,64.1
Syria,2000,64.84
Syria,2005,65.88
Syria,2010,61.12
Syria,2015,62.03
Syria,2020,62.96
Syria,2025,63.82
Syria,2030,64.74
Syria,2035,65.64
Syria,2040,66.55
Syria,2045,67.42
Syria,2050,68.31
Syria,2055,69.19
Syria,2060,70.02
Syria,2065,70.86
Syria,2070,71.63
Syria,2075,72.31
Syria,2080,72.96
Syria,2085,73.58
Syria,2090,74.17
Syria,2095,74.71
Tajikistan,1950,59.3
Tajikistan,1955,60.35
Tajikistan,1960,61.42
Tajikistan,1965,62.51
Tajikistan,1970,63.22
Tajikistan,1975,63.48
Tajikistan,1980,63.65
Tajikistan,1985,63.73
Tajikistan,1990,60.87
Tajikistan,1995,60.75
Tajikistan,2000,60.78
Tajikistan,2005,61.93
Tajikistan,2010,63.2
Tajikistan,2015,63.6
Tajikistan,2020,64.01
Tajikistan,2025,64.43
Tajikistan,2030,64.81
Tajikistan,2035,65.26
Tajikistan,2040,65.72
Tajikistan,2045,66.17
Tajikistan,2050,66.62
Tajikistan,2055,67.11
Tajikistan,2060,67.63
Tajikistan,2065,68.18
Tajikistan,2070,68.76
Tajikistan,2075,69.34
Tajikistan,2080,69.98
Tajikistan,2085,70.58
Tajikistan,2090,71.23
Tajikistan,2095,71.9
Tanzania,1950,47.89
Tanzania,1955,48.88
Tanzania,1960,49.59
Tanzania,1965,50.43
Tanzania,1970,51.38
Tanzania,1975,52.51
Tanzania,1980,52.81
Tanzania,1985,52.41
Tanzania,1990,50.21
Tanzania,1995,48.62
Tanzania,2000,49.95
Tanzania,2005,54.4
Tanzania,2010,58.05
Tanzania,2015,59.79
Tanzania,2020,61.15
Tanzania,2025,62.41
Tanzania,2030,63.51
Tanzania,2035,64.5
Tanzania,2040,65.39
Tanzania,2045,66.23
Tanzania,2050,66.93
Tanzania,2055,67.51
Tanzania,2060,68.07
Tanzania,2065,68.6
Tanzania,2070,69.1
Tanzania,2075,69.56
Tanzania,2080,70.01
Tanzania,2085,70.45
Tanzania,2090,70.88
Tanzania,2095,71.31
Thailand,1950,54.22
Thailand,1955,54.9
Thailand,1960,55.91
Thailand,1965,56.46
Thailand,1970,57.27
Thailand,1975,58.64
Thailand,1980,60.03
Thailand,1985,63.17
Thailand,1990,62.71
Thailand,1995,62.34
Thailand,2000,62.96
Thailand,2005,64.52
Thailand,2010,65.32
Thailand,2015,66.1
Thailand,2020,66.88
Thailand,2025,67.66
Thailand,2030,68.45
Thailand,2035,69.26
Thailand,2040,70.06
Thailand,2045,70.83
Thailand,2050,71.61
Thailand,2055,72.39
Thailand,2060,73.14
Thailand,2065,73.87
Thailand,2070,74.49
Thailand,2075,75.13
Thailand,2080,75.72
Thailand,2085,76.27
Thailand,2090,76.78
Thailand,2095,77.3
Timor,1950,40.43
Timor,1955,41.9
Timor,1960,43.35
Timor,1965,44.8
Timor,1970,46.19
Timor,1975,41.14
Timor,1980,46.19
Timor,1985,49.85
Timor,1990,51.91
Timor,1995,55.36
Timor,2000,57.8
Timor,2005,61.24
Timor,2010,61.99
Timor,2015,62.91
Timor,2020,63.73
Timor,2025,64.43
Timor,2030,65.08
Timor,2035,65.72
Timor,2040,66.34
Timor,2045,66.91
Timor,2050,67.55
Timor,2055,68.15
Timor,2060,68.77
Timor,2065,69.4
Timor,2070,70.01
Timor,2075,70.6
Timor,2080,71.33
Timor,2085,72.03
Timor,2090,72.72
Timor,2095,73.39
Togo,1950,43.96
Togo,1955,46.1
Togo,1960,48.11
Togo,1965,50.03
Togo,1970,51.87
Togo,1975,53.54
Togo,1980,55.11
Togo,1985,56.13
Togo,1990,55.8
Togo,1995,53.05
Togo,2000,52.71
Togo,2005,53.06
Togo,2010,55.46
Togo,2015,56.65
Togo,2020,57.75
Togo,2025,58.79
Togo,2030,59.77
Togo,2035,60.59
Togo,2040,61.4
Togo,2045,62.16
Togo,2050,62.88
Togo,2055,63.63
Togo,2060,64.33
Togo,2065,65
Togo,2070,65.64
Togo,2075,66.25
Togo,2080,66.83
Togo,2085,67.39
Togo,2090,67.93
Togo,2095,68.45
Tonga,1950,54.07
Tonga,1955,55.36
Tonga,1960,56.66
Tonga,1965,57.89
Tonga,1970,59.07
Tonga,1975,59.96
Tonga,1980,60.92
Tonga,1985,61.81
Tonga,1990,62.28
Tonga,1995,62.77
Tonga,2000,63.31
Tonga,2005,63.86
Tonga,2010,64.49
Tonga,2015,65.16
Tonga,2020,65.84
Tonga,2025,66.54
Tonga,2030,67.21
Tonga,2035,67.88
Tonga,2040,68.57
Tonga,2045,69.25
Tonga,2050,69.97
Tonga,2055,70.65
Tonga,2060,71.32
Tonga,2065,72.01
Tonga,2070,72.72
Tonga,2075,73.45
Tonga,2080,74.13
Tonga,2085,74.71
Tonga,2090,75.33
Tonga,2095,75.89
Trinidad and Tobago,1950,55.63
Trinidad and Tobago,1955,57.13
Trinidad and Tobago,1960,58.96
Trinidad and Tobago,1965,59.42
Trinidad and Tobago,1970,59.61
Trinidad and Tobago,1975,60.25
Trinidad and Tobago,1980,60.31
Trinidad and Tobago,1985,60.5
Trinidad and Tobago,1990,60.85
Trinidad and Tobago,1995,61.17
Trinidad and Tobago,2000,61.49
Trinidad and Tobago,2005,61.88
Trinidad and Tobago,2010,62.67
Trinidad and Tobago,2015,63.01
Trinidad and Tobago,2020,63.35
Trinidad and Tobago,2025,63.69
Trinidad and Tobago,2030,64.07
Trinidad and Tobago,2035,64.48
Trinidad and Tobago,2040,64.95
Trinidad and Tobago,2045,65.38
Trinidad and Tobago,2050,65.89
Trinidad and Tobago,2055,66.41
Trinidad and Tobago,2060,66.94
Trinidad and Tobago,2065,67.48
Trinidad and Tobago,2070,68.07
Trinidad and Tobago,2075,68.68
Trinidad and Tobago,2080,69.31
Trinidad and Tobago,2085,69.9
Trinidad and Tobago,2090,70.55
Trinidad and Tobago,2095,71.19
Tunisia,1950,46.65
Tunisia,1955,47.97
Tunisia,1960,49.51
Tunisia,1965,51.81
Tunisia,1970,55.18
Tunisia,1975,57.47
Tunisia,1980,59.88
Tunisia,1985,61.39
Tunisia,1990,63.41
Tunisia,1995,65
Tunisia,2000,65.76
Tunisia,2005,66.21
Tunisia,2010,66.25
Tunisia,2015,66.98
Tunisia,2020,67.61
Tunisia,2025,68.23
Tunisia,2030,68.87
Tunisia,2035,69.49
Tunisia,2040,70.14
Tunisia,2045,70.77
Tunisia,2050,71.38
Tunisia,2055,72.02
Tunisia,2060,72.67
Tunisia,2065,73.3
Tunisia,2070,73.94
Tunisia,2075,74.53
Tunisia,2080,75.13
Tunisia,2085,75.62
Tunisia,2090,76.11
Tunisia,2095,76.55
Turkey,1950,50.96
Turkey,1955,53.12
Turkey,1960,55.13
Turkey,1965,56.82
Turkey,1970,57.88
Turkey,1975,58.91
Turkey,1980,59.99
Turkey,1985,61.02
Turkey,1990,61.93
Turkey,1995,62.82
Turkey,2000,64.29
Turkey,2005,65.42
Turkey,2010,66.55
Turkey,2015,67.59
Turkey,2020,68.6
Turkey,2025,69.54
Turkey,2030,70.49
Turkey,2035,71.38
Turkey,2040,72.31
Turkey,2045,73.11
Turkey,2050,73.9
Turkey,2055,74.59
Turkey,2060,75.2
Turkey,2065,75.79
Turkey,2070,76.34
Turkey,2075,76.87
Turkey,2080,77.39
Turkey,2085,77.88
Turkey,2090,78.33
Turkey,2095,78.8
Turkmenistan,1950,54.32
Turkmenistan,1955,55.58
Turkmenistan,1960,56.83
Turkmenistan,1965,58.07
Turkmenistan,1970,58.83
Turkmenistan,1975,59.14
Turkmenistan,1980,59.89
Turkmenistan,1985,60.18
Turkmenistan,1990,59.7
Turkmenistan,1995,59.36
Turkmenistan,2000,59.19
Turkmenistan,2005,59.48
Turkmenistan,2010,59.88
Turkmenistan,2015,60.28
Turkmenistan,2020,60.69
Turkmenistan,2025,61.08
Turkmenistan,2030,61.46
Turkmenistan,2035,61.85
Turkmenistan,2040,62.23
Turkmenistan,2045,62.56
Turkmenistan,2050,62.9
Turkmenistan,2055,63.26
Turkmenistan,2060,63.66
Turkmenistan,2065,64.07
Turkmenistan,2070,64.49
Turkmenistan,2075,64.94
Turkmenistan,2080,65.4
Turkmenistan,2085,65.96
Turkmenistan,2090,66.53
Turkmenistan,2095,67.12
Uganda,1950,47.16
Uganda,1955,48.62
Uganda,1960,50.17
Uganda,1965,51.56
Uganda,1970,52.12
Uganda,1975,52.14
Uganda,1980,51.47
Uganda,1985,48.52
Uganda,1990,44.81
Uganda,1995,44.02
Uganda,2000,47.34
Uganda,2005,51.73
Uganda,2010,54.04
Uganda,2015,57.36
Uganda,2020,58.62
Uganda,2025,59.35
Uganda,2030,60.18
Uganda,2035,60.96
Uganda,2040,61.69
Uganda,2045,62.38
Uganda,2050,63.1
Uganda,2055,63.81
Uganda,2060,64.49
Uganda,2065,65.13
Uganda,2070,65.76
Uganda,2075,66.38
Uganda,2080,66.99
Uganda,2085,67.58
Uganda,2090,68.13
Uganda,2095,68.66
Ukraine,1950,60.08
Ukraine,1955,61.79
Ukraine,1960,62.61
Ukraine,1965,62.97
Ukraine,1970,62.67
Ukraine,1975,61.89
Ukraine,1980,61.1
Ukraine,1985,62.3
Ukraine,1990,60.35
Ukraine,1995,58.91
Ukraine,2000,58.82
Ukraine,2005,59.03
Ukraine,2010,61.62
Ukraine,2015,61.96
Ukraine,2020,62.36
Ukraine,2025,62.73
Ukraine,2030,63.14
Ukraine,2035,63.57
Ukraine,2040,63.97
Ukraine,2045,64.43
Ukraine,2050,64.88
Ukraine,2055,65.33
Ukraine,2060,65.8
Ukraine,2065,66.29
Ukraine,2070,66.83
Ukraine,2075,67.34
Ukraine,2080,67.9
Ukraine,2085,68.43
Ukraine,2090,69.04
Ukraine,2095,69.58
United Arab Emirates,1950,51.18
United Arab Emirates,1955,53.77
United Arab Emirates,1960,55.81
United Arab Emirates,1965,57.47
United Arab Emirates,1970,58.93
United Arab Emirates,1975,60.29
United Arab Emirates,1980,61.56
United Arab Emirates,1985,62.7
United Arab Emirates,1990,63.72
United Arab Emirates,1995,64.7
United Arab Emirates,2000,65.66
United Arab Emirates,2005,66.51
United Arab Emirates,2010,67.29
United Arab Emirates,2015,68.06
United Arab Emirates,2020,68.82
United Arab Emirates,2025,69.62
United Arab Emirates,2030,70.47
United Arab Emirates,2035,71.32
United Arab Emirates,2040,72.17
United Arab Emirates,2045,73.02
United Arab Emirates,2050,73.87
United Arab Emirates,2055,74.63
United Arab Emirates,2060,75.31
United Arab Emirates,2065,75.93
United Arab Emirates,2070,76.46
United Arab Emirates,2075,76.93
United Arab Emirates,2080,77.41
United Arab Emirates,2085,77.98
United Arab Emirates,2090,78.44
United Arab Emirates,2095,78.99
United Kingdom,1950,61.84
United Kingdom,1955,62.69
United Kingdom,1960,63
United Kingdom,1965,63.42
United Kingdom,1970,63.73
United Kingdom,1975,64.24
United Kingdom,1980,65.14
United Kingdom,1985,65.91
United Kingdom,1990,66.86
United Kingdom,1995,67.67
United Kingdom,2000,68.89
United Kingdom,2005,70.14
United Kingdom,2010,70.88
United Kingdom,2015,71.62
United Kingdom,2020,72.38
United Kingdom,2025,73.14
United Kingdom,2030,73.93
United Kingdom,2035,74.63
United Kingdom,2040,75.28
United Kingdom,2045,75.85
United Kingdom,2050,76.42
United Kingdom,2055,76.99
United Kingdom,2060,77.53
United Kingdom,2065,78.05
United Kingdom,2070,78.58
United Kingdom,2075,79.11
United Kingdom,2080,79.64
United Kingdom,2085,80.16
United Kingdom,2090,80.69
United Kingdom,2095,81.19
United States,1950,61.28
United States,1955,62.06
United States,1960,62.32
United States,1965,62.34
United States,1970,62.94
United States,1975,64.52
United States,1980,65.43
United States,1985,65.86
United States,1990,66.49
United States,1995,67.16
United States,2000,67.83
United States,2005,68.79
United States,2010,69.47
United States,2015,70.11
United States,2020,70.8
United States,2025,71.5
United States,2030,72.19
United States,2035,72.94
United States,2040,73.65
United States,2045,74.3
United States,2050,74.88
United States,2055,75.45
United States,2060,76
United States,2065,76.51
United States,2070,77.04
United States,2075,77.55
United States,2080,78.06
United States,2085,78.54
United States,2090,79.03
United States,2095,79.52
United States Virgin Islands,1950,54.52
United States Virgin Islands,1955,56.97
United States Virgin Islands,1960,58.3
United States Virgin Islands,1965,59.86
United States Virgin Islands,1970,61.43
United States Virgin Islands,1975,62.95
United States Virgin Islands,1980,64.12
United States Virgin Islands,1985,65.56
United States Virgin Islands,1990,66.88
United States Virgin Islands,1995,68.13
United States Virgin Islands,2000,69.19
United States Virgin Islands,2005,69.9
United States Virgin Islands,2010,70.98
United States Virgin Islands,2015,72.06
United States Virgin Islands,2020,73.11
United States Virgin Islands,2025,74.05
United States Virgin Islands,2030,74.86
United States Virgin Islands,2035,75.57
United States Virgin Islands,2040,76.24
United States Virgin Islands,2045,76.89
United States Virgin Islands,2050,77.49
United States Virgin Islands,2055,78.09
United States Virgin Islands,2060,78.62
United States Virgin Islands,2065,79.16
United States Virgin Islands,2070,79.67
United States Virgin Islands,2075,80.18
United States Virgin Islands,2080,80.68
United States Virgin Islands,2085,81.2
United States Virgin Islands,2090,81.72
United States Virgin Islands,2095,82.24
Uruguay,1950,60.76
Uruguay,1955,61.46
Uruguay,1960,62.32
Uruguay,1965,62.48
Uruguay,1970,62.64
Uruguay,1975,63.18
Uruguay,1980,63.84
Uruguay,1985,64.15
Uruguay,1990,64.84
Uruguay,1995,65.7
Uruguay,2000,66.73
Uruguay,2005,67.51
Uruguay,2010,68.21
Uruguay,2015,68.84
Uruguay,2020,69.51
Uruguay,2025,70.19
Uruguay,2030,70.85
Uruguay,2035,71.57
Uruguay,2040,72.29
Uruguay,2045,73.04
Uruguay,2050,73.7
Uruguay,2055,74.33
Uruguay,2060,74.92
Uruguay,2065,75.46
Uruguay,2070,76.02
Uruguay,2075,76.56
Uruguay,2080,77.11
Uruguay,2085,77.64
Uruguay,2090,78.15
Uruguay,2095,78.7
Uzbekistan,1950,57.32
Uzbekistan,1955,58.53
Uzbekistan,1960,59.71
Uzbekistan,1965,60.9
Uzbekistan,1970,61.58
Uzbekistan,1975,62.04
Uzbekistan,1980,62.93
Uzbekistan,1985,63.44
Uzbekistan,1990,61.7
Uzbekistan,1995,61.89
Uzbekistan,2000,61.88
Uzbekistan,2005,62.07
Uzbekistan,2010,62.4
Uzbekistan,2015,62.68
Uzbekistan,2020,62.96
Uzbekistan,2025,63.23
Uzbekistan,2030,63.48
Uzbekistan,2035,63.73
Uzbekistan,2040,64.01
Uzbekistan,2045,64.34
Uzbekistan,2050,64.66
Uzbekistan,2055,64.99
Uzbekistan,2060,65.35
Uzbekistan,2065,65.76
Uzbekistan,2070,66.21
Uzbekistan,2075,66.68
Uzbekistan,2080,67.12
Uzbekistan,2085,67.68
Uzbekistan,2090,68.27
Uzbekistan,2095,68.8
Vanuatu,1950,47.31
Vanuatu,1955,48.99
Vanuatu,1960,50.61
Vanuatu,1965,52.03
Vanuatu,1970,53.53
Vanuatu,1975,55.13
Vanuatu,1980,56.78
Vanuatu,1985,57.96
Vanuatu,1990,59.22
Vanuatu,1995,60.45
Vanuatu,2000,61.62
Vanuatu,2005,62.68
Vanuatu,2010,63.73
Vanuatu,2015,64.6
Vanuatu,2020,65.46
Vanuatu,2025,66.22
Vanuatu,2030,67.05
Vanuatu,2035,67.88
Vanuatu,2040,68.63
Vanuatu,2045,69.41
Vanuatu,2050,70.23
Vanuatu,2055,70.96
Vanuatu,2060,71.74
Vanuatu,2065,72.52
Vanuatu,2070,73.27
Vanuatu,2075,74.01
Vanuatu,2080,74.67
Vanuatu,2085,75.28
Vanuatu,2090,75.87
Vanuatu,2095,76.43
Venezuela,1950,54.94
Venezuela,1955,56.61
Venezuela,1960,58.15
Venezuela,1965,59.54
Venezuela,1970,60.81
Venezuela,1975,61.49
Venezuela,1980,61.95
Venezuela,1985,62.1
Venezuela,1990,62.42
Venezuela,1995,63.58
Venezuela,2000,64.49
Venezuela,2005,64.81
Venezuela,2010,65.22
Venezuela,2015,66.02
Venezuela,2020,66.8
Venezuela,2025,67.59
Venezuela,2030,68.4
Venezuela,2035,69.21
Venezuela,2040,70.03
Venezuela,2045,70.87
Venezuela,2050,71.68
Venezuela,2055,72.49
Venezuela,2060,73.25
Venezuela,2065,73.91
Venezuela,2070,74.55
Venezuela,2075,75.12
Venezuela,2080,75.71
Venezuela,2085,76.26
Venezuela,2090,76.79
Venezuela,2095,77.32
Vietnam,1950,55.25
Vietnam,1955,57.06
Vietnam,1960,58.69
Vietnam,1965,59.3
Vietnam,1970,54.18
Vietnam,1975,61.64
Vietnam,1980,62.96
Vietnam,1985,64.07
Vietnam,1990,65.06
Vietnam,1995,65.85
Vietnam,2000,66.51
Vietnam,2005,67.03
Vietnam,2010,67.6
Vietnam,2015,68.13
Vietnam,2020,68.67
Vietnam,2025,69.27
Vietnam,2030,69.87
Vietnam,2035,70.52
Vietnam,2040,71.21
Vietnam,2045,71.91
Vietnam,2050,72.61
Vietnam,2055,73.26
Vietnam,2060,73.84
Vietnam,2065,74.42
Vietnam,2070,74.97
Vietnam,2075,75.5
Vietnam,2080,76.03
Vietnam,2085,76.52
Vietnam,2090,77.05
Vietnam,2095,77.54
Western Sahara,1950,43.63
Western Sahara,1955,44.67
Western Sahara,1960,45.71
Western Sahara,1965,46.79
Western Sahara,1970,47.92
Western Sahara,1975,50.3
Western Sahara,1980,52.52
Western Sahara,1985,54.83
Western Sahara,1990,56.24
Western Sahara,1995,57.63
Western Sahara,2000,59.02
Western Sahara,2005,60.16
Western Sahara,2010,61.13
Western Sahara,2015,62.19
Western Sahara,2020,63.21
Western Sahara,2025,64.12
Western Sahara,2030,64.98
Western Sahara,2035,65.87
Western Sahara,2040,66.74
Western Sahara,2045,67.6
Western Sahara,2050,68.48
Western Sahara,2055,69.35
Western Sahara,2060,70.17
Western Sahara,2065,70.99
Western Sahara,2070,71.81
Western Sahara,2075,72.67
Western Sahara,2080,73.45
Western Sahara,2085,74.23
Western Sahara,2090,74.95
Western Sahara,2095,75.6
World,1950,51.03
World,1955,52.43
World,1960,53.71
World,1965,56.56
World,1970,58.18
World,1975,59.39
World,1980,60.22
World,1985,61.01
World,1990,61.44
World,1995,61.9
World,2000,62.59
World,2005,63.59
World,2010,64.54
World,2015,65.31
World,2020,66
World,2025,66.68
World,2030,67.32
World,2035,67.94
World,2040,68.55
World,2045,69.11
World,2050,69.7
World,2055,70.24
World,2060,70.72
World,2065,71.22
World,2070,71.69
World,2075,72.15
World,2080,72.62
World,2085,73.1
World,2090,73.58
World,2095,74.04
Yemen,1950,46.12
Yemen,1955,46.12
Yemen,1960,46.13
Yemen,1965,48.22
Yemen,1970,50.11
Yemen,1975,52.37
Yemen,1980,54.63
Yemen,1985,56.28
Yemen,1990,56.88
Yemen,1995,57.3
Yemen,2000,57.73
Yemen,2005,58.09
Yemen,2010,58.88
Yemen,2015,59.42
Yemen,2020,59.92
Yemen,2025,60.4
Yemen,2030,60.79
Yemen,2035,61.16
Yemen,2040,61.56
Yemen,2045,61.96
Yemen,2050,62.37
Yemen,2055,62.79
Yemen,2060,63.21
Yemen,2065,63.64
Yemen,2070,64.15
Yemen,2075,64.66
Yemen,2080,65.23
Yemen,2085,65.81
Yemen,2090,66.39
Yemen,2095,67
Zambia,1950,48.33
Zambia,1955,49.47
Zambia,1960,50.55
Zambia,1965,51.42
Zambia,1970,52.59
Zambia,1975,53.28
Zambia,1980,52.16
Zambia,1985,47.84
Zambia,1990,43.59
Zambia,1995,42.21
Zambia,2000,43.82
Zambia,2005,50.91
Zambia,2010,55.02
Zambia,2015,57.59
Zambia,2020,58.38
Zambia,2025,59.84
Zambia,2030,61.19
Zambia,2035,62.35
Zambia,2040,63.35
Zambia,2045,64.25
Zambia,2050,64.95
Zambia,2055,65.57
Zambia,2060,66.23
Zambia,2065,66.87
Zambia,2070,67.48
Zambia,2075,68.05
Zambia,2080,68.58
Zambia,2085,69.06
Zambia,2090,69.52
Zambia,2095,69.95
Zimbabwe,1950,51.78
Zimbabwe,1955,52.8
Zimbabwe,1960,53.76
Zimbabwe,1965,54.62
Zimbabwe,1970,55.48
Zimbabwe,1975,56.58
Zimbabwe,1980,58.15
Zimbabwe,1985,58.01
