Entity,Year,"Military expenditure per capita, current USD (OWID based on COW and SIPRI)"
Fiji,2005,59.61
Fiji,2006,51.93
Fiji,2007,59.88
Fiji,2008,67.54
Fiji,2009,65.73
Fiji,2010,74.33
Fiji,2012,70.86
Finland,1919,2.44
Finland,1920,1.74
Finland,1921,3.01
Finland,1922,2.44
Finland,1923,3.65
Finland,1924,3.82
Finland,1925,4.65
Finland,1926,4.57
Finland,1927,4.46
Finland,1928,4.4
Finland,1929,4.67
Finland,1930,4.81
Finland,1931,5.09
Finland,1932,2.71
Finland,1933,2.69
Finland,1934,4.87
Finland,1935,5.13
Finland,1936,5.45
Finland,1937,6.06
Finland,1938,7.42
Finland,1939,18.51
Finland,1940,24.26
Finland,1941,25.29
Finland,1942,26.78
Finland,1943,26.78
Finland,1944,27.91
Finland,1945,27.74
Finland,1946,27.19
Finland,1947,27.54
Finland,1948,27.35
Finland,1949,27.09
Finland,1950,10.69
Finland,1951,16.15
Finland,1952,11.33
Finland,1953,12.66
Finland,1954,15.17
Finland,1955,16.66
Finland,1956,17.26
Finland,1957,18.5
Finland,1958,14.76
Finland,1959,17.49
Finland,1960,18.83
Finland,1961,22
Finland,1962,31.91
Finland,1963,26.3
Finland,1964,28.47
Finland,1965,30.35
Finland,1966,30.91
Finland,1967,31.76
Finland,1968,30.32
Finland,1969,28.27
Finland,1970,30.29
Finland,1971,35.86
Finland,1972,44.03
Finland,1973,53.62
Finland,1974,64.85
Finland,1975,83.96
Finland,1976,92.81
Finland,1977,92.54
Finland,1978,101.99
Finland,1979,112.41
Finland,1980,146.5
Finland,1981,141
Finland,1982,162.84
Finland,1983,161.76
Finland,1984,160.63
Finland,1985,154.47
Finland,1986,207.4
Finland,1987,261.56
Finland,1988,307.32
Finland,1989,316.28
Finland,1990,389.09
Finland,1991,438.77
Finland,1992,456.17
Finland,1993,414.53
Finland,1994,392.69
Finland,1995,466.91
Finland,1996,440
Finland,1997,380.54
Finland,1998,374.27
Finland,1999,318.3
Finland,2000,301.39
Finland,2001,276.02
Finland,2002,355.19
Finland,2003,441.2
Finland,2004,475.13
Finland,2005,525.73
Finland,2006,522.02
Finland,2007,595.43
Finland,2008,682.96
Finland,2009,727.17
Finland,2010,668.59
Finland,2011,738.36
Finland,2012,665.87
France,1816,1.87
France,1817,1.37
France,1818,1.21
France,1819,1.46
France,1820,1.41
France,1821,1.33
France,1822,1.58
France,1823,2.1
France,1824,1.73
France,1825,1.63
France,1826,1.65
France,1827,1.55
France,1828,1.86
France,1829,1.67
France,1830,1.86
France,1831,2.71
France,1832,2.35
France,1833,2.05
France,1834,1.75
France,1835,1.72
France,1836,1.61
France,1837,1.78
France,1838,1.71
France,1839,1.82
France,1840,2.59
France,1841,2.86
France,1842,2.8
France,1843,2.51
France,1844,2.47
France,1845,2.47
France,1846,2.63
France,1847,2.79
France,1848,3.05
France,1849,2.62
France,1850,2.3
France,1851,2.28
France,1852,2.35
France,1853,2.38
France,1854,4.09
France,1855,5.94
France,1856,4.94
France,1857,2.96
France,1858,2.67
France,1859,4.34
France,1860,3.42
France,1861,3.4
France,1862,3.96
France,1863,5.08
France,1864,6.94
France,1865,4.82
France,1866,4.37
France,1867,5.15
France,1868,4.66
France,1869,4.04
France,1870,8.59
France,1871,8.2
France,1872,3.56
France,1873,3.81
France,1874,3.68
France,1875,3.89
France,1876,4.06
France,1877,3.99
France,1878,3.94
France,1879,3.82
France,1880,4.25
France,1881,4.75
France,1882,5.12
France,1883,4.92
France,1884,4.57
France,1885,4.55
France,1886,4.44
France,1887,4.48
France,1888,4.46
France,1889,4.65
France,1890,4.66
France,1891,4.72
France,1892,4.69
France,1893,4.55
France,1894,4.65
France,1895,4.57
France,1896,4.56
France,1897,4.7
France,1898,4.66
France,1899,4.85
France,1900,5.07
France,1901,5.25
France,1902,5.03
France,1903,4.92
France,1904,4.84
France,1905,5.2
France,1906,5.64
France,1907,5.46
France,1908,5.57
France,1909,5.86
France,1910,6.09
France,1911,6.8
France,1912,7.53
France,1913,8.16
France,1914,37.18
France,1915,105.6
France,1916,140.15
France,1917,179.23
France,1918,234.79
France,1919,19.85
France,1920,9.28
France,1921,8.12
France,1922,12.08
France,1923,10.49
France,1924,6.5
France,1925,8
France,1926,6.88
France,1927,11.05
France,1928,9.29
France,1929,9.17
France,1930,11.98
France,1931,11.83
France,1932,12.98
France,1933,12.51
France,1934,16.87
France,1935,20.67
France,1936,23.75
France,1937,21.24
France,1938,21.91
France,1939,24.43
France,1940,139.21
France,1941,75.63
France,1942,92.75
France,1944,31.21
France,1945,31
France,1946,31.21
France,1947,45.38
France,1948,22.18
France,1949,30.11
France,1950,35.68
France,1951,52.31
France,1952,71.25
France,1953,81.83
France,1954,79.62
France,1955,67.88
France,1956,83.32
France,1957,83.32
France,1958,80.82
France,1959,80.59
France,1960,85.3
France,1961,89.43
France,1962,96.12
France,1963,97.67
France,1964,102.76
France,1965,105.99
France,1966,110.77
France,1967,118.71
France,1968,118.14
France,1969,114.5
France,1970,116.87
France,1971,122.87
France,1972,145.67
France,1973,182.11
France,1974,189.63
France,1975,247.34
France,1976,252.68
France,1977,282.55
France,1978,353.61
France,1979,422.85
France,1980,490.44
France,1981,440.5
France,1982,413.43
France,1983,395.68
France,1984,367.32
France,1985,302.37
France,1986,436.21
France,1987,529.88
France,1988,547.06
France,1989,506.53
France,1990,613.2
France,1991,654.46
France,1992,607.77
France,1993,645.23
France,1994,780.38
France,1995,821.62
France,1996,812.01
France,1997,708.5
France,1998,695.84
France,1999,642.11
France,2000,576.39
France,2001,553.52
France,2002,607.71
France,2003,763.81
France,2004,863.96
France,2005,865.51
France,2006,878.34
France,2007,975.1
France,2008,1074.05
France,2009,865.76
France,2010,822.03
France,2011,841.04
France,2012,786.45
Gabon,1960,1.03
Gabon,1961,2.05
Gabon,1962,3.07
Gabon,1963,5.09
Gabon,1964,4.05
Gabon,1965,6.5
Gabon,1966,6.06
Gabon,1967,6.08
Gabon,1968,6.08
Gabon,1969,7.01
Gabon,1970,5.95
Gabon,1971,10.59
Gabon,1972,12.54
Gabon,1973,17.14
Gabon,1974,18.58
Gabon,1975,28.42
Gabon,1976,32.87
Gabon,1977,45.77
Gabon,1978,82.78
Gabon,1979,100.96
Gabon,1980,108.69
Gabon,1981,114.09
Gabon,1982,107.17
Gabon,1983,97.16
Gabon,1984,86.86
Gabon,1985,98.41
Gabon,1986,179.95
Gabon,1987,149.88
Gabon,1988,174.54
Gabon,1989,160.56
Gabon,1990,106.95
Gabon,1994,90.82
Gabon,1995,94.8
Gabon,1996,103.07
Gabon,1997,101.05
Gabon,1998,115.68
Gabon,1999,112.78
Gabon,2000,101.96
Gabon,2001,97.01
Gabon,2002,10.12
Gabon,2003,11.4
Gabon,2004,12.62
Gabon,2005,82.67
Gabon,2006,78.56
Gabon,2007,85
Gabon,2008,90.36
Gabon,2009,86.9
Gabon,2010,158.1
Gabon,2011,166.88
Gabon,2012,135.95
Gambia,1965,0
Gambia,1966,0
Gambia,1967,0
Gambia,1968,0
Gambia,1969,0
Gambia,1970,0
Gambia,1971,0
Gambia,1972,0
Gambia,1973,0
Gambia,1974,0
Gambia,1975,0
Gambia,1976,0
Gambia,1977,0
Gambia,1978,0
Gambia,1979,0
Gambia,1980,0
Gambia,1981,3.23
Gambia,1982,0
Gambia,1983,11.05
Gambia,1985,2.3
Gambia,1987,1.24
Gambia,1988,3.55
Gambia,1989,1.13
Gambia,1993,2.41
Gambia,1994,13
Gambia,1995,13.5
Gambia,1996,13.15
Gambia,1997,12.83
Gambia,1998,12.21
Gambia,1999,12.62
Gambia,2000,2.3
Gambia,2001,2.11
Gambia,2002,2.3
Gambia,2003,1.48
Gambia,2004,1.44
Gambia,2005,2.09
Gambia,2006,2.02
Gambia,2007,2.62
Gambia,2008,10.14
Gambia,2009,4.3
Gambia,2011,3.46
Georgia,1992,155.82
Georgia,1994,19.9
Georgia,1995,19.57
Georgia,1996,20.33
Georgia,1997,20.06
Georgia,1998,22.14
Georgia,1999,22.17
Georgia,2000,58.37
Georgia,2001,60.42
Georgia,2002,75.72
Georgia,2003,76.67
Georgia,2004,80.84
Georgia,2005,47.82
Georgia,2006,76.25
Georgia,2007,129.46
Georgia,2008,234.99
Georgia,2009,137.24
Georgia,2010,110.28
Georgia,2011,96.25
Georgia,2012,90.41
Germany,1816,1.77
Germany,1817,1.33
Germany,1818,1.24
Germany,1819,1.54
Germany,1820,1.49
Germany,1821,1.55
Germany,1822,1.55
Germany,1823,1.37
Germany,1824,1.27
Germany,1825,1.22
Germany,1826,1.22
Germany,1827,1.21
Germany,1828,1.19
Germany,1829,1.17
Germany,1830,1.14
Germany,1831,1.17
Germany,1832,1.17
Germany,1833,1.14
Germany,1834,1.16
Germany,1835,1.18
Germany,1836,1.15
Germany,1837,1.2
Germany,1838,1.1
Germany,1839,1.09
Germany,1840,1.08
Germany,1841,1.09
Germany,1842,1.05
Germany,1843,1.05
Germany,1844,1.06
Germany,1845,1.03
Germany,1846,1.11
Germany,1847,1.11
Germany,1848,1.04
Germany,1849,1.05
Germany,1850,1.03
Germany,1851,1
Germany,1852,1.06
Germany,1853,1.05
Germany,1854,1.09
Germany,1855,1.12
Germany,1856,1.16
Germany,1857,1.17
Germany,1858,1.2
Germany,1859,1.24
Germany,1860,1.22
Germany,1861,1.47
Germany,1862,1.66
Germany,1863,2.03
Germany,1864,2.89
Germany,1865,2.24
Germany,1866,1.77
Germany,1867,1.43
Germany,1868,2.13
Germany,1869,2.14
Germany,1870,7.7
Germany,1871,3.65
Germany,1872,1.79
Germany,1873,1.9
Germany,1874,2.19
Germany,1875,2.4
Germany,1876,2.29
Germany,1877,2.38
Germany,1878,2.19
Germany,1879,2.14
Germany,1880,2.08
Germany,1881,2.22
Germany,1882,2.08
Germany,1883,2.11
Germany,1884,2.16
Germany,1885,2.08
Germany,1886,2.15
Germany,1887,3.07
Germany,1888,3.86
Germany,1889,2.58
Germany,1890,3.7
Germany,1891,2.76
Germany,1892,3.2
Germany,1893,3.44
Germany,1894,3.17
Germany,1895,2.9
Germany,1896,2.85
Germany,1897,3.56
Germany,1898,3.16
Germany,1899,3.3
Germany,1900,3.44
Germany,1901,3.6
Germany,1902,3.61
Germany,1903,3.51
Germany,1904,3.47
Germany,1905,3.74
Germany,1906,3.86
Germany,1907,4.07
Germany,1908,4.48
Germany,1909,4.48
Germany,1910,4.55
Germany,1911,4.59
Germany,1912,4.7
Germany,1913,6.42
Germany,1914,26.33
Germany,1915,73.86
Germany,1916,73.45
Germany,1917,106.13
Germany,1918,131.4
Germany,1919,1.27
Germany,1920,1.28
Germany,1921,1.2
Germany,1922,0.45
Germany,1923,14.07
Germany,1924,1.92
Germany,1925,2.37
Germany,1926,2.49
Germany,1927,2.67
Germany,1928,2.88
Germany,1929,2.57
Germany,1930,2.53
Germany,1931,2.27
Germany,1932,2.3
Germany,1933,6.93
Germany,1934,10.81
Germany,1935,24.04
Germany,1936,34.64
Germany,1937,48.63
Germany,1938,108.37
Germany,1939,150.38
Germany,1940,235
Germany,1941,318.92
Germany,1942,404.57
Germany,1943,493.48
Germany,1944,562.25
Germany,1945,118.71
Germany,1990,468.5
Germany,1991,403.83
Germany,1992,414.3
Germany,1993,452.04
Germany,1994,433.54
Germany,1995,504
Germany,1996,486.32
Germany,1997,404.73
Germany,1998,411.55
Germany,1999,379.44
Germany,2000,339.63
Germany,2001,326.72
Germany,2002,351.37
Germany,2003,421.24
Germany,2004,450.69
Germany,2005,456.25
Germany,2006,453.26
Germany,2007,503.81
Germany,2008,563
Germany,2009,570.62
Germany,2010,552.6
Germany,2011,555.2
Germany,2012,495.1
Ghana,1957,1.31
Ghana,1958,1.3
Ghana,1959,1.49
Ghana,1960,2.57
Ghana,1961,3.67
Ghana,1962,3.84
Ghana,1963,3.44
Ghana,1964,3.39
Ghana,1965,3.78
Ghana,1966,3.73
Ghana,1967,5.61
Ghana,1968,5.59
Ghana,1969,5.54
Ghana,1970,5.05
Ghana,1971,4.69
Ghana,1972,3.35
Ghana,1973,4.42
Ghana,1974,6.3
Ghana,1975,7.99
Ghana,1976,10.63
Ghana,1977,13.4
Ghana,1978,12.88
Ghana,1979,11.68
Ghana,1980,9.48
Ghana,1981,24.46
Ghana,1982,18.58
Ghana,1983,15.74
Ghana,1984,6.37
Ghana,1985,4.99
Ghana,1986,3.95
Ghana,1987,3.38
Ghana,1988,1.49
Ghana,1989,2.85
Ghana,1990,3.02
Ghana,1991,4.33
Ghana,1992,2.97
Ghana,1993,3.11
Ghana,1994,6.23
Ghana,1995,6.98
Ghana,1996,6.9
Ghana,1997,7.31
Ghana,1998,7.15
Ghana,1999,6.15
Ghana,2000,1.98
Ghana,2001,1.75
Ghana,2002,1.92
Ghana,2003,2.51
Ghana,2004,2.4
Ghana,2005,3.55
Ghana,2006,3.78
Ghana,2007,4.62
Ghana,2008,4.54
Ghana,2009,4.77
Ghana,2010,5.11
Ghana,2011,5.16
Ghana,2012,4.38
Greece,1843,1.32
Greece,1844,1.22
Greece,1845,1.12
Greece,1846,1.05
Greece,1847,1.08
Greece,1848,1.15
Greece,1849,1.15
Greece,1850,1.19
Greece,1851,1.19
Greece,1852,1.18
Greece,1853,1.11
Greece,1854,1.07
Greece,1855,1.15
Greece,1856,1.23
Greece,1857,1.19
Greece,1858,1.16
Greece,1859,1.37
Greece,1860,1.41
Greece,1861,1.37
Greece,1862,1.57
Greece,1863,1.66
Greece,1864,1.69
Greece,1865,1.51
Greece,1866,1.51
Greece,1867,1.59
Greece,1868,1.63
Greece,1869,1.57
Greece,1870,1.38
Greece,1871,1.29
Greece,1872,1.3
Greece,1873,1.13
Greece,1874,1.15
Greece,1875,1.21
Greece,1876,1.13
Greece,1877,1.08
Greece,1878,1.47
Greece,1879,1.75
Greece,1880,1.33
Greece,1881,0.76
Greece,1882,1.85
Greece,1883,2.73
Greece,1884,2.21
Greece,1885,2.21
Greece,1886,2.25
Greece,1887,2.05
Greece,1888,1.59
Greece,1889,1.69
Greece,1890,1.8
Greece,1891,1.82
Greece,1892,1.67
Greece,1893,1.56
Greece,1894,1.61
Greece,1895,1.69
Greece,1896,1.71
Greece,1897,1.83
Greece,1898,1.76
Greece,1899,1.99
Greece,1900,2
Greece,1901,1.93
Greece,1902,1.92
Greece,1903,1.94
Greece,1904,2.2
Greece,1905,2
Greece,1906,2.06
Greece,1907,1.93
Greece,1908,2.11
Greece,1909,2.02
Greece,1910,2.48
Greece,1911,2.12
Greece,1912,2.15
Greece,1913,8.72
Greece,1914,1.7
Greece,1915,2.02
Greece,1916,2.75
Greece,1917,7.44
Greece,1918,8.63
Greece,1919,11.39
Greece,1920,12.72
Greece,1921,28.43
Greece,1922,18.68
Greece,1923,5.46
Greece,1924,6.35
Greece,1925,3.69
Greece,1926,6.33
Greece,1927,4.01
Greece,1928,3.65
Greece,1929,3.82
Greece,1930,3.77
Greece,1931,3.99
Greece,1932,3.45
Greece,1933,1.42
Greece,1934,2.79
Greece,1935,3.28
Greece,1936,6.27
Greece,1937,6.53
Greece,1938,4.23
Greece,1939,6.89
Greece,1940,8.49
Greece,1941,10.79
Greece,1945,11.79
Greece,1946,12.92
Greece,1947,13.3
Greece,1948,12.97
Greece,1949,13.83
Greece,1950,17.37
Greece,1951,22.8
Greece,1952,22.8
Greece,1953,23.5
Greece,1954,14.48
Greece,1955,15.38
Greece,1956,20.5
Greece,1957,18.43
Greece,1958,18.23
Greece,1959,19.11
Greece,1960,20.46
Greece,1961,19.98
Greece,1962,20.13
Greece,1963,21.17
Greece,1964,22.12
Greece,1965,24.52
Greece,1966,27.74
Greece,1967,35.91
Greece,1968,41.96
Greece,1969,48.49
Greece,1970,53.86
Greece,1971,58.63
Greece,1972,63.03
Greece,1973,75.57
Greece,1974,117.16
Greece,1975,157.26
Greece,1976,170.16
Greece,1977,197.55
Greece,1978,224.7
Greece,1979,253.91
Greece,1980,235.97
Greece,1981,258.25
Greece,1982,269.53
Greece,1983,256.54
Greece,1984,243.8
Greece,1985,205.36
Greece,1986,171.57
Greece,1987,212.98
Greece,1988,248.08
Greece,1989,314.17
Greece,1990,385.79
Greece,1991,388.41
Greece,1992,426.27
Greece,1993,372
Greece,1994,316.52
Greece,1995,483.64
Greece,1996,544.15
Greece,1997,527.66
Greece,1998,561.42
Greece,1999,489.93
Greece,2000,519.3
Greece,2001,503.84
Greece,2002,414.57
Greece,2003,439.18
Greece,2004,531.67
Greece,2005,614.56
Greece,2006,659.19
Greece,2007,781.87
Greece,2008,915
Greece,2009,909.26
Greece,2010,716.11
Greece,2011,766.26
Greece,2012,443.06
Grenada,1974,13.54
Grenada,1975,16.19
Grenada,1976,17.09
Grenada,1977,20.94
Grenada,1982,75.62
Grenada,1983,25.27
Grenada,1994,0
Grenada,1995,0
Grenada,1996,0
Grenada,1997,0
Grenada,1998,0
Grenada,1999,0
Grenada,2000,0
Grenada,2001,0
Grenada,2002,0
Grenada,2003,0
Grenada,2004,0
Grenada,2005,0
Grenada,2006,0
Grenada,2007,0
Grenada,2008,0
Grenada,2009,0
Grenada,2010,0
Grenada,2011,0
Grenada,2012,0
Guatemala,1869,0.67
Guatemala,1872,1.6
Guatemala,1873,2.54
Guatemala,1874,1.96
Guatemala,1877,1.84
Guatemala,1879,2.03
Guatemala,1881,1.8
Guatemala,1882,1.76
Guatemala,1888,1.56
Guatemala,1890,1.16
Guatemala,1892,1.87
Guatemala,1893,1.67
Guatemala,1894,1.65
Guatemala,1895,2.61
Guatemala,1896,3.12
Guatemala,1897,2.41
Guatemala,1898,2.36
Guatemala,1899,2.5
Guatemala,1900,2.19
Guatemala,1901,2.67
Guatemala,1902,4.56
Guatemala,1904,2.01
Guatemala,1905,2.01
Guatemala,1906,2.03
Guatemala,1907,2.1
Guatemala,1908,2.13
Guatemala,1909,2.26
Guatemala,1910,2.14
Guatemala,1911,2.04
Guatemala,1912,0.45
Guatemala,1913,0.52
Guatemala,1914,0.13
Guatemala,1915,0.19
Guatemala,1916,0.2
Guatemala,1922,0.09
Guatemala,1923,0.08
Guatemala,1924,0.59
Guatemala,1925,0.8
Guatemala,1926,1.41
Guatemala,1927,1.31
Guatemala,1928,1.27
Guatemala,1929,1.17
Guatemala,1930,1.14
Guatemala,1931,0.83
Guatemala,1932,0.91
Guatemala,1933,0.73
Guatemala,1934,0.82
Guatemala,1935,0.96
Guatemala,1936,1.04
Guatemala,1937,0.87
Guatemala,1938,0.9
Guatemala,1939,0.87
Guatemala,1942,0.83
Guatemala,1944,0.79
Guatemala,1946,1.35
Guatemala,1947,1.35
Guatemala,1948,1.47
Guatemala,1949,1.89
Guatemala,1950,1.7
Guatemala,1951,1.92
Guatemala,1952,2
Guatemala,1953,1.95
Guatemala,1954,2.11
Guatemala,1955,2.44
Guatemala,1956,2.63
Guatemala,1957,2.69
Guatemala,1958,2.76
Guatemala,1959,2.68
Guatemala,1960,2.37
Guatemala,1961,2.26
Guatemala,1962,2.22
Guatemala,1963,2.36
Guatemala,1964,2.86
Guatemala,1965,3.13
Guatemala,1966,3.13
Guatemala,1967,3.4
Guatemala,1968,3.16
Guatemala,1969,3.06
Guatemala,1970,3.28
Guatemala,1971,3.43
Guatemala,1972,4.06
Guatemala,1973,3.77
Guatemala,1974,4.68
Guatemala,1975,7.12
Guatemala,1976,8.01
Guatemala,1977,12.21
Guatemala,1978,11.19
Guatemala,1979,12.18
Guatemala,1980,15.77
Guatemala,1981,18.45
Guatemala,1982,22.57
Guatemala,1983,22.6
Guatemala,1984,23.42
Guatemala,1985,21.85
Guatemala,1986,15.96
Guatemala,1987,12.61
Guatemala,1988,14.63
Guatemala,1989,14.66
Guatemala,1990,7.8
Guatemala,1991,13.31
Guatemala,1992,11.2
Guatemala,1993,11.27
Guatemala,1994,13.18
Guatemala,1995,15.04
Guatemala,1996,20.6
Guatemala,1997,17.31
Guatemala,1998,14.72
Guatemala,1999,13.44
Guatemala,2000,13.61
Guatemala,2001,15.93
Guatemala,2002,13.43
Guatemala,2003,14.84
Guatemala,2004,9.06
Guatemala,2005,7.1
Guatemala,2006,11.24
Guatemala,2007,12.46
Guatemala,2008,13.19
Guatemala,2009,11.87
Guatemala,2010,10.88
Guatemala,2011,13.6
Guatemala,2012,14.06
Guinea,1960,0.92
Guinea,1961,1.26
Guinea,1962,1.81
Guinea,1963,1.79
Guinea,1964,1.46
Guinea,1965,3.14
Guinea,1966,3.61
Guinea,1967,3.78
Guinea,1968,3.74
Guinea,1969,3.72
Guinea,1970,3.85
Guinea,1971,4.8
Guinea,1972,4.24
Guinea,1973,4.19
Guinea,1974,4.39
Guinea,1975,4.58
Guinea,1977,17.39
Guinea,1981,14.95
Guinea,1982,17.91
Guinea,1983,18.82
Guinea,1984,13.24
Guinea,1988,5.72
Guinea,1989,4.89
Guinea,1990,5.73
Guinea,1991,6.12
Guinea,1993,6.36
Guinea,1994,6.91
Guinea,1995,6.94
Guinea,1996,7.71
Guinea,1997,6.7
Guinea,1998,8.04
Guinea,1999,8.15
Guinea,2000,6.19
Guinea,2001,6.06
Guinea,2002,10.83
Guinea,2003,10.97
Guinea,2004,10.55
Guinea,2005,5.74
Guinea,2006,3.67
Guinea,2007,5.18
Guinea,2008,4.94
Guinea,2009,7.08
Guinea,2011,3.76
Guinea-Bissau,1974,1.67
Guinea-Bissau,1976,6.06
Guinea-Bissau,1977,5.75
Guinea-Bissau,1978,6.83
Guinea-Bissau,1979,6.54
Guinea-Bissau,1980,8.96
Guinea-Bissau,1981,8.78
Guinea-Bissau,1982,11.06
Guinea-Bissau,1983,22.9
Guinea-Bissau,1984,9.73
Guinea-Bissau,1985,10.43
Guinea-Bissau,1986,6.9
Guinea-Bissau,1987,4.26
Guinea-Bissau,1989,4.69
Guinea-Bissau,1990,4.6
Guinea-Bissau,1994,7.64
Guinea-Bissau,1995,7.48
Guinea-Bissau,1996,8.25
Guinea-Bissau,1997,7.19
Guinea-Bissau,1998,4.31
Guinea-Bissau,1999,5.05
Guinea-Bissau,2000,2.47
Guinea-Bissau,2001,2.48
Guinea-Bissau,2002,4.51
Guinea-Bissau,2003,5.88
Guinea-Bissau,2004,6.47
Guinea-Bissau,2005,8.44
Guinea-Bissau,2006,8.95
Guinea-Bissau,2007,10.11
Guinea-Bissau,2008,11.87
Guinea-Bissau,2009,9.03
Guinea-Bissau,2010,15.75
Guinea-Bissau,2011,12.32
Guinea-Bissau,2012,15.63
Guyana,1966,0.48
Guyana,1967,1.06
Guyana,1968,0.99
Guyana,1969,1.06
Guyana,1970,1.41
Guyana,1971,4.14
Guyana,1972,5.41
Guyana,1973,6.61
Guyana,1974,9.1
Guyana,1975,10.24
Guyana,1976,22.67
Guyana,1977,14.89
Guyana,1978,15.85
Guyana,1979,21.25
Guyana,1980,22.4
Guyana,1981,28.72
Guyana,1982,29.72
Guyana,1983,26.85
Guyana,1984,50.7
Guyana,1985,56.58
Guyana,1986,81.76
Guyana,1987,13.71
Guyana,1988,18.14
Guyana,1989,7.57
Guyana,1990,8.23
Guyana,1991,9.85
Guyana,1993,7.5
Guyana,1994,9.74
Guyana,1995,8.43
Guyana,1996,8.35
Guyana,1997,8.26
Guyana,1998,9.41
Guyana,1999,8.19
Guyana,2000,8.13
Guyana,2001,8.06
Guyana,2002,6.66
Guyana,2003,18.57
Guyana,2004,18.49
Guyana,2009,26.89
Guyana,2010,39.44
Guyana,2011,40.46
Guyana,2012,41.51
Haiti,1863,2.26
Haiti,1876,1.28
Haiti,1877,1.17
Haiti,1881,1.27
Haiti,1882,1.45
Haiti,1883,1.42
Haiti,1885,1.21
Haiti,1886,1.19
Haiti,1891,1.28
Haiti,1892,1.55
Haiti,1893,1.51
Haiti,1896,1.59
Haiti,1897,1.1
Haiti,1898,1.41
Haiti,1899,1.1
Haiti,1900,1.07
Haiti,1901,1.06
Haiti,1902,1.02
Haiti,1903,0.98
Haiti,1904,0.96
Haiti,1905,1.01
Haiti,1906,1.23
Haiti,1907,1.01
Haiti,1912,1.68
Haiti,1913,1.82
Haiti,1914,0.28
Haiti,1915,0.4
Haiti,1934,0.67
Haiti,1935,0.67
Haiti,1936,0.65
Haiti,1937,0.71
Haiti,1938,0.82
Haiti,1939,0.63
Haiti,1941,0.52
Haiti,1942,0.51
Haiti,1946,0.62
Haiti,1947,0.72
Haiti,1948,0.85
Haiti,1949,0.95
Haiti,1950,1.14
Haiti,1951,1.26
Haiti,1952,1.43
Haiti,1953,1.62
Haiti,1954,1.56
Haiti,1955,1.54
Haiti,1956,1.6
Haiti,1957,1.72
Haiti,1958,1.99
Haiti,1959,1.93
Haiti,1960,1.72
Haiti,1961,1.64
Haiti,1962,1.6
Haiti,1963,1.67
Haiti,1964,1.9
Haiti,1965,1.78
Haiti,1966,1.68
Haiti,1967,1.67
Haiti,1968,1.64
Haiti,1969,1.61
Haiti,1970,1.58
Haiti,1971,1.59
Haiti,1972,1.56
Haiti,1973,1.68
Haiti,1974,1.75
Haiti,1975,2.07
Haiti,1976,2.23
Haiti,1977,2.41
Haiti,1978,2.51
Haiti,1979,2.58
Haiti,1980,2.8
Haiti,1981,4.4
Haiti,1982,4.68
Haiti,1983,4.95
Haiti,1984,5.21
Haiti,1985,5.21
Haiti,1987,6.87
Haiti,1988,5.61
Haiti,1989,7.07
Haiti,1990,2.61
Haiti,1991,4.44
Haiti,1992,8.13
Haiti,1995,8.22
Haiti,1996,13.9
Haiti,1997,6.14
Haiti,1998,6.16
Haiti,1999,6.18
Haiti,2000,5.23
Haiti,2001,4.92
Haiti,2002,3.61
Haiti,2003,2.45
Hanover,1838,0.82
Hanover,1839,0.82
Hanover,1840,0.8
Hanover,1841,0.8
Hanover,1842,0.74
Hanover,1843,0.73
Hanover,1844,0.68
Hanover,1845,0.68
Hanover,1846,0.66
Hanover,1847,0.81
Hanover,1848,0.68
Hanover,1849,0.8
Hanover,1850,0.8
Hanover,1851,0.81
Hanover,1852,0.79
Hanover,1853,0.89
Hanover,1854,1.03
Hanover,1855,1.07
Hanover,1856,1.14
Hanover,1857,1.08
Hanover,1858,1.02
Hanover,1859,1.03
Hanover,1860,1.01
Hanover,1861,0.99
Hanover,1862,1.15
Hanover,1863,1.45
Hanover,1864,2.09
Hanover,1865,1.66
Hanover,1866,1.72
Hesse Electoral,1834,0.73
Hesse Electoral,1835,0.76
Hesse Electoral,1836,0.74
Hesse Electoral,1837,0.79
Hesse Electoral,1838,0.75
Hesse Electoral,1839,0.75
Hesse Electoral,1840,0.74
Hesse Electoral,1841,0.75
Hesse Electoral,1842,0.72
Hesse Electoral,1843,0.67
Hesse Electoral,1844,0.67
Hesse Electoral,1845,0.67
Hesse Electoral,1846,0.71
Hesse Electoral,1847,0.82
Hesse Electoral,1848,0.86
Hesse Electoral,1849,0.89
Hesse Electoral,1850,0.94
Hesse Electoral,1851,1
Hesse Electoral,1852,1.03
Hesse Electoral,1853,1.06
Hesse Electoral,1854,1.13
Hesse Electoral,1855,1.18
Hesse Electoral,1856,1.18
Hesse Electoral,1857,1.2
Hesse Electoral,1858,1.13
Hesse Electoral,1859,1.13
Hesse Electoral,1860,1.02
Hesse Electoral,1861,0.92
Hesse Electoral,1862,1.06
Hesse Electoral,1863,1.35
Hesse Electoral,1864,1.99
Hesse Electoral,1865,1.53
Hesse Electoral,1866,1.38
Hesse Grand Ducal,1856,0.84
Hesse Grand Ducal,1857,0.88
Hesse Grand Ducal,1858,0.94
Hesse Grand Ducal,1859,0.98
Hesse Grand Ducal,1860,0.94
Hesse Grand Ducal,1861,0.85
Hesse Grand Ducal,1862,0.95
Hesse Grand Ducal,1863,1.17
Hesse Grand Ducal,1864,1.65
Hesse Grand Ducal,1865,1.28
Hesse Grand Ducal,1866,1.18
Hesse Grand Ducal,1867,1.27
