Entity,Year,age-standardized_death_rate_per_100k_both_sexes,age-standardized_death_rate_per_100k_female,age-standardized_death_rate_per_100k_male,crude_death_rate_per_100k_both_sexes,crude_death_rate_per_100k_female,crude_death_rate_per_100k_male
Greece,1987,28.93,7.29,54.21,43.39,11.7,76.09
Greece,1988,29.31,7.86,54.52,44.4,12.55,77.27
Greece,1989,30.13,7.58,56.59,46.3,12.51,81.16
Greece,1990,30.11,8.4,55.61,46.73,13.85,80.62
Greece,1991,30.22,8.03,56.38,47.55,13.47,82.64
Greece,1992,29.55,7.89,54.91,46.69,13.4,80.85
Greece,1993,30.33,7.78,56.74,48.6,13.6,84.42
Greece,1994,30.51,7.97,56.89,49.19,14.01,85.13
Greece,1995,30.02,8.16,55.53,48.49,14.17,83.51
Greece,1996,30.3,8.15,56.24,49.57,14.34,85.47
Greece,1997,29.8,8.03,55.32,49.33,14.3,85.02
Greece,1998,29.8,8.5,54.77,49.97,15.45,85.13
Greece,1999,29.7,7.87,55.3,50.28,14.46,86.79
Greece,2000,30.08,8.54,55.29,51.25,15.79,87.4
Greece,2001,29.76,8.31,54.94,51.42,15.43,88.12
Greece,2002,28.85,8.47,52.95,51.57,16.01,87.84
Greece,2003,29.32,8.63,53.58,52.22,16.54,88.63
Greece,2004,29.61,8.38,54.52,53.93,16.63,91.99
Greece,2005,29.11,8.27,53.54,53.93,16.5,92.1
Greece,2006,28.81,8.36,52.78,54.16,16.67,92.39
Greece,2007,28.94,8.71,52.63,55.29,17.74,93.56
Greece,2008,29.36,9.4,52.85,56.97,19.06,95.61
Greece,2009,28.95,9.27,52.1,57.14,19.42,95.6
Greece,2010,28.38,9.81,50.32,56.66,20.04,94.0
Greece,2011,28.64,9.87,50.69,58.24,21.28,95.92
Greece,2012,29.77,10.42,52.46,60.81,22.45,100.78
Greece,2013,30.82,11.18,53.99,63.76,23.62,106.03
Greece,2014,30.9,10.98,54.3,65.0,24.17,108.23
Greece,2015,30.53,11.46,53.12,66.15,25.35,109.5
Greece,2016,29.89,11.74,51.43,66.14,26.56,108.22
Greece,2017,29.49,11.08,51.37,66.74,25.96,110.05
Greece,2018,28.96,11.8,49.37,65.65,27.46,106.14
Greece,2019,28.65,11.98,48.49,66.38,28.75,106.16
Grenada,1985,5.26,4.31,6.41,4.0,3.9,4.11
Grenada,1988,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,1989,8.16,6.38,10.21,7.22,6.09,8.39
Grenada,1990,10.14,3.62,17.98,7.49,2.19,12.53
Grenada,1991,1.08,1.89,0.0,1.05,2.07,0.0
Grenada,1992,12.09,9.63,14.52,10.29,10.19,10.4
Grenada,1993,7.28,0.0,16.53,6.11,0.0,12.33
Grenada,1994,14.09,5.47,25.85,11.07,3.99,18.27
Grenada,1995,9.12,3.47,16.28,7.98,3.96,12.05
Grenada,1996,8.25,5.96,10.63,6.93,5.9,7.98
Grenada,2001,2.11,1.6,2.65,1.94,1.93,1.95
Grenada,2002,7.01,2.8,13.34,6.75,1.93,11.61
Grenada,2003,10.68,5.87,16.29,9.61,5.77,13.47
Grenada,2004,8.4,2.0,15.24,6.71,1.92,11.49
Grenada,2005,6.65,0.0,15.46,6.69,0.0,13.34
Grenada,2006,15.98,5.85,27.95,16.2,5.75,26.55
Grenada,2007,9.28,4.39,16.96,10.46,5.74,15.11
Grenada,2008,9.28,2.93,16.04,10.43,3.82,16.93
Grenada,2009,7.05,3.13,10.83,7.56,3.82,11.23
Grenada,2010,7.23,2.73,11.65,8.47,3.81,13.04
Grenada,2011,8.72,4.07,13.3,10.3,5.68,14.82
Grenada,2012,11.96,13.86,9.75,13.03,15.05,11.05
Grenada,2013,6.9,2.09,11.75,8.32,3.73,12.81
Grenada,2014,15.93,5.82,26.13,18.37,9.27,27.29
Grenada,2015,6.47,2.77,10.2,7.3,3.68,10.85
Grenada,2016,18.19,13.17,25.35,21.77,16.46,26.98
Grenada,2017,8.04,4.37,13.29,9.92,5.46,14.31
Grenada,2018,9.12,7.17,11.22,10.77,9.04,12.46
Guadeloupe,1974,3.92,0.75,7.96,2.75,0.6,5.01
Guadeloupe,1981,6.75,2.54,12.13,5.64,2.32,9.11
Guadeloupe,2000,11.22,4.45,19.47,12.79,5.97,20.08
Guadeloupe,2001,11.3,5.86,17.56,12.85,7.81,18.26
Guadeloupe,2002,11.68,5.61,19.15,13.46,6.47,21.03
Guadeloupe,2003,9.02,3.75,15.38,10.71,4.66,17.34
Guadeloupe,2004,8.44,3.52,14.33,11.33,6.09,17.13
Guadeloupe,2005,11.31,4.94,19.39,14.64,6.58,23.67
Guadeloupe,2006,9.48,5.14,14.75,12.19,7.04,18.02
Guadeloupe,2007,11.34,6.96,16.82,15.9,10.74,21.78
Guadeloupe,2008,10.49,6.37,15.95,15.84,9.74,22.82
Guadeloupe,2009,8.36,4.98,12.66,12.33,7.84,17.5
Guadeloupe,2010,10.16,5.45,16.3,16.01,9.19,23.87
Guadeloupe,2011,8.15,5.19,11.69,12.87,9.24,17.07
Guadeloupe,2012,7.64,4.41,11.58,12.36,7.83,17.6
Guadeloupe,2013,7.05,4.75,9.99,11.92,7.86,16.61
Guadeloupe,2014,8.16,3.24,14.12,14.2,6.5,23.12
Guadeloupe,2015,8.85,5.58,12.97,16.24,11.17,22.11
Guadeloupe,2016,9.2,6.22,12.94,17.51,12.11,23.78
Guatemala,1963,1.71,1.48,1.94,0.72,0.63,0.8
Guatemala,1964,2.76,1.49,4.21,0.79,0.66,0.91
Guatemala,1965,2.36,1.93,2.81,0.95,0.82,1.07
Guatemala,1966,1.56,1.2,1.91,0.6,0.48,0.71
Guatemala,1967,1.82,1.6,2.06,0.68,0.63,0.73
Guatemala,1968,2.12,1.58,2.69,0.94,0.72,1.15
Guatemala,1969,1.82,0.6,3.19,0.75,0.33,1.16
Guatemala,1970,1.05,0.67,1.47,0.46,0.29,0.63
Guatemala,1971,1.63,1.58,1.71,0.69,0.74,0.65
Guatemala,1974,2.34,1.77,2.94,1.08,0.85,1.32
Guatemala,1975,2.18,1.92,2.49,0.95,0.91,0.99
Guatemala,1976,2.14,1.78,2.49,0.91,0.73,1.08
Guatemala,1977,2.01,1.47,2.68,0.8,0.66,0.94
Guatemala,1978,1.78,1.61,1.96,0.75,0.73,0.77
Guatemala,1979,0.24,0.0,0.48,0.11,0.0,0.22
Guatemala,1980,2.1,1.29,3.03,0.85,0.58,1.12
Guatemala,1981,1.98,1.08,3.06,0.75,0.46,1.04
Guatemala,1984,1.72,2.5,0.88,0.78,1.15,0.41
Guatemala,1986,2.86,2.49,3.28,1.2,1.09,1.31
Guatemala,1987,3.25,2.93,3.62,1.48,1.36,1.6
Guatemala,1988,2.93,2.45,3.47,1.27,1.1,1.43
Guatemala,1989,3.57,3.03,4.2,1.64,1.47,1.8
Guatemala,1990,3.56,2.72,4.52,1.6,1.29,1.91
Guatemala,1991,3.71,2.55,5.02,1.68,1.23,2.13
Guatemala,1992,3.54,3.06,4.08,1.55,1.37,1.73
Guatemala,1993,3.53,3.48,3.62,1.62,1.69,1.55
Guatemala,1994,5.04,4.24,6.02,2.27,2.04,2.51
Guatemala,1995,4.39,4.12,4.67,2.02,1.93,2.1
Guatemala,1996,3.32,2.79,3.89,1.56,1.39,1.73
Guatemala,1997,5.62,4.19,7.21,2.68,2.03,3.36
Guatemala,1998,4.63,3.56,5.9,2.31,1.85,2.78
Guatemala,1999,5.59,4.59,6.73,2.74,2.33,3.17
Guatemala,2000,5.59,4.16,7.23,2.93,2.28,3.6
Guatemala,2001,5.52,4.58,6.61,2.81,2.4,3.23
Guatemala,2002,5.45,4.42,6.67,2.8,2.43,3.19
Guatemala,2003,5.88,4.67,7.3,3.05,2.53,3.59
Guatemala,2004,5.87,4.84,7.09,3.08,2.68,3.49
Guatemala,2005,6.05,4.69,7.68,3.18,2.67,3.72
Guatemala,2006,5.14,4.12,6.38,2.78,2.39,3.18
Guatemala,2007,5.62,4.33,7.13,3.0,2.48,3.54
Guatemala,2008,5.45,4.21,6.91,2.98,2.44,3.55
Guatemala,2009,4.91,4.11,5.88,2.66,2.39,2.94
Guatemala,2010,4.79,3.69,6.11,2.62,2.12,3.13
Guatemala,2011,3.94,3.62,4.33,2.23,2.17,2.29
Guatemala,2012,3.96,2.81,5.37,2.26,1.76,2.77
Guatemala,2013,3.91,3.07,4.92,2.27,1.93,2.62
Guatemala,2014,3.97,3.31,4.75,2.34,2.11,2.57
Guatemala,2015,3.61,2.84,4.57,2.14,1.8,2.49
Guatemala,2016,4.06,3.52,4.72,2.43,2.23,2.63
Guatemala,2017,3.68,3.2,4.28,2.27,2.15,2.39
Guatemala,2018,3.93,3.18,4.84,2.41,2.11,2.72
Guatemala,2019,4.01,3.37,4.79,2.53,2.3,2.77
Guatemala,2020,3.91,3.45,4.49,2.53,2.42,2.65
Guyana,1977,2.71,2.47,2.94,1.6,1.47,1.74
Guyana,1984,3.41,1.23,6.77,1.6,0.64,2.56
Guyana,1988,5.74,1.77,9.81,3.06,0.79,5.36
Guyana,1989,4.63,2.87,6.63,2.28,1.33,3.25
Guyana,1990,5.11,2.23,8.06,2.56,1.06,4.09
Guyana,1991,5.75,2.54,9.55,2.82,1.32,4.37
Guyana,1992,3.37,2.36,4.56,2.0,1.58,2.44
Guyana,1993,6.15,2.61,10.09,3.32,1.3,5.39
Guyana,1994,4.76,4.15,5.19,2.37,2.07,2.68
Guyana,1995,6.23,6.12,6.21,3.02,2.85,3.2
Guyana,1996,4.75,3.35,6.51,2.5,2.07,2.93
Guyana,1997,4.99,2.81,7.57,2.77,1.83,3.74
Guyana,1998,5.31,3.94,6.66,3.05,2.37,3.75
Guyana,1999,5.91,1.99,10.57,3.33,1.33,5.37
Guyana,2001,8.39,4.95,12.06,4.83,2.95,6.72
Guyana,2002,3.52,2.81,4.28,2.15,1.61,2.68
Guyana,2003,4.87,2.66,7.46,2.68,1.61,3.75
Guyana,2004,3.21,1.65,5.05,1.88,1.08,2.68
Guyana,2005,5.88,1.55,11.01,3.62,1.07,6.15
Guyana,2006,5.67,4.55,6.98,3.75,3.22,4.28
Guyana,2007,3.14,2.23,4.18,2.01,1.61,2.42
Guyana,2008,3.34,2.05,4.97,2.28,1.6,2.96
Guyana,2009,4.18,2.35,6.45,2.67,1.86,3.5
Guyana,2010,6.69,5.26,8.51,4.14,3.18,5.11
Guyana,2011,4.39,3.14,6.01,2.79,2.11,3.48
Guyana,2012,1.74,1.53,2.08,1.06,1.05,1.07
Guyana,2013,6.24,3.73,9.18,4.87,2.89,6.88
Guyana,2014,4.3,2.94,6.04,3.41,2.62,4.2
Hong Kong,1955,8.34,5.14,15.26,3.92,3.08,4.71
Hong Kong,1956,9.83,6.21,17.45,4.94,3.98,5.85
Hong Kong,1957,11.24,8.0,17.86,5.46,4.87,6.02
Hong Kong,1958,10.39,7.4,16.24,5.73,5.1,6.32
Hong Kong,1959,13.17,8.46,22.07,6.87,5.33,8.32
Hong Kong,1960,15.59,12.86,20.42,8.42,8.3,8.54
Hong Kong,1961,16.05,11.15,24.25,9.28,7.65,10.9
Hong Kong,1962,17.4,12.73,25.43,9.95,8.73,11.16
Hong Kong,1963,19.25,14.16,27.61,11.31,9.76,12.83
Hong Kong,1964,21.38,15.41,31.07,12.81,10.78,14.81
Hong Kong,1965,23.62,17.13,34.65,14.26,12.14,16.34
Hong Kong,1966,24.91,19.17,34.53,15.18,13.69,16.66
Hong Kong,1967,26.63,20.33,36.33,16.55,14.71,18.36
Hong Kong,1968,26.59,19.55,37.1,16.78,14.27,19.24
Hong Kong,1969,30.72,21.73,44.88,20.37,16.64,24.03
Hong Kong,1970,29.02,20.67,42.21,19.85,16.34,23.28
Hong Kong,1971,32.26,23.59,44.06,22.47,18.86,25.96
Hong Kong,1972,32.44,22.55,45.19,23.27,18.37,27.97
Hong Kong,1973,33.64,23.17,47.99,24.71,19.43,29.74
Hong Kong,1974,33.62,22.42,48.44,25.26,19.25,30.94
Hong Kong,1975,36.68,25.58,51.01,28.24,22.43,33.69
Hong Kong,1976,38.87,27.72,54.62,30.04,24.51,35.31
Hong Kong,1977,40.38,26.44,59.68,32.08,24.01,39.77
Hong Kong,1978,41.36,26.81,60.41,33.89,25.01,42.34
Hong Kong,1979,41.76,27.14,60.8,33.92,25.39,41.86
Hong Kong,1980,43.61,25.42,67.15,35.64,24.06,46.23
Hong Kong,1981,41.49,26.34,59.59,35.43,25.44,44.56
Hong Kong,1982,42.79,28.25,60.7,37.49,27.89,46.32
Hong Kong,1983,41.89,24.39,61.83,37.68,24.78,49.59
Hong Kong,1984,43.15,27.4,61.63,39.67,28.47,50.07
Hong Kong,1985,43.36,27.44,61.14,40.99,29.27,51.92
Hong Kong,1986,45.01,28.53,64.59,42.44,30.22,53.95
Hong Kong,1987,45.37,28.63,65.12,43.91,31.39,55.74
Hong Kong,1988,41.92,27.61,58.81,41.56,31.14,51.43
Hong Kong,1989,44.37,26.84,64.51,44.99,30.62,58.69
Hong Kong,1990,45.9,27.46,67.1,46.24,30.98,60.78
Hong Kong,1991,43.88,27.3,62.57,45.13,31.33,58.32
Hong Kong,1992,45.22,28.68,63.79,47.51,33.53,60.92
Hong Kong,1993,44.84,27.81,63.72,47.88,32.79,62.4
Hong Kong,1994,42.39,24.75,61.82,45.93,29.7,61.56
Hong Kong,1995,40.96,23.84,60.1,46.05,29.36,62.67
Hong Kong,1996,39.4,23.15,57.84,46.09,29.76,62.39
Hong Kong,1997,38.74,22.52,56.84,45.74,29.35,62.22
Hong Kong,1998,39.52,23.54,57.33,47.24,31.03,63.66
Hong Kong,1999,39.22,22.63,58.26,47.95,30.43,65.89
Hong Kong,2000,40.09,22.42,60.22,49.9,30.49,69.98
Hong Kong,2001,37.73,22.04,55.45,48.69,30.71,67.49
Hong Kong,2002,37.42,21.86,54.88,50.16,31.92,69.43
Hong Kong,2003,36.76,20.51,54.91,50.56,30.85,71.55
Hong Kong,2004,36.68,20.84,54.38,52.01,32.42,73.1
Hong Kong,2005,37.03,20.82,55.2,54.1,33.33,76.69
Hong Kong,2006,34.33,19.66,50.88,51.49,31.64,73.27
Hong Kong,2007,33.92,18.41,51.5,52.74,31.27,76.49
Hong Kong,2008,31.72,19.05,45.72,50.26,32.58,69.97
Hong Kong,2009,32.06,18.75,47.01,52.95,33.27,75.04
Hong Kong,2010,31.14,18.25,45.51,52.62,32.71,75.16
Hong Kong,2011,30.87,18.29,44.93,53.58,33.54,76.45
Hong Kong,2012,30.61,18.42,44.39,54.45,33.9,78.05
Hong Kong,2013,29.14,18.42,41.1,53.87,35.75,74.81
Hong Kong,2014,28.46,17.66,40.61,53.48,34.21,75.86
Hong Kong,2015,28.92,18.48,40.54,55.29,36.35,77.37
Hong Kong,2016,26.08,15.21,38.16,51.52,31.58,74.92
Hong Kong,2017,25.88,15.53,37.59,52.63,32.36,76.52
Hungary,1955,13.14,5.83,22.21,14.55,6.72,22.92
Hungary,1956,13.99,5.93,23.94,15.58,6.82,24.92
Hungary,1957,14.78,6.3,25.26,16.8,7.51,26.8
Hungary,1958,15.27,6.7,25.9,17.6,8.18,27.73
Hungary,1959,17.06,6.91,29.71,20.1,8.4,32.66
Hungary,1960,17.03,7.09,29.47,20.31,8.71,32.77
Hungary,1961,18.6,7.43,32.68,22.35,9.21,36.43
Hungary,1962,18.95,8.16,32.47,22.98,10.13,36.75
Hungary,1963,19.95,8.07,35.09,24.71,10.28,40.17
Hungary,1964,20.41,8.53,35.48,25.81,11.16,41.48
Hungary,1965,21.88,8.13,39.36,28.21,10.93,46.7
Hungary,1966,22.84,8.51,41.22,29.53,11.45,48.86
Hungary,1967,23.28,7.97,42.86,30.74,11.1,51.72
Hungary,1968,24.06,8.58,43.9,32.08,11.91,53.61
Hungary,1969,24.24,8.04,45.08,32.6,11.46,55.17
Hungary,1970,24.0,8.54,44.23,32.8,12.15,54.75
Hungary,1971,25.79,8.94,47.87,35.24,12.96,58.91
Hungary,1972,25.43,8.83,47.32,35.16,12.97,58.73
Hungary,1973,26.59,9.87,48.59,37.02,14.76,60.67
Hungary,1974,28.74,9.96,53.5,40.0,14.77,66.78
Hungary,1975,28.02,9.2,52.88,39.55,13.91,66.77
Hungary,1976,29.36,10.09,55.05,40.91,15.08,68.31
Hungary,1977,30.09,9.71,57.12,42.12,14.76,71.15
Hungary,1978,33.1,11.12,62.31,46.08,17.07,76.86
Hungary,1979,33.7,10.56,64.52,47.07,15.93,80.13
Hungary,1980,34.21,11.59,64.56,48.16,17.96,80.31
Hungary,1981,35.62,11.25,68.45,50.04,17.43,84.78
Hungary,1982,37.21,12.24,70.84,52.05,18.79,87.52
Hungary,1983,38.25,12.81,72.38,53.22,19.73,88.97
Hungary,1984,39.39,12.79,75.19,54.97,20.03,92.31
Hungary,1985,39.13,12.97,74.46,54.8,20.25,91.78
Hungary,1986,42.34,13.9,80.49,59.26,22.15,99.02
Hungary,1987,43.91,15.12,82.85,61.49,23.71,102.0
Hungary,1988,42.95,15.21,80.84,60.37,23.83,99.58
Hungary,1989,44.02,16.19,81.54,61.85,25.5,100.88
Hungary,1990,47.13,17.45,87.12,66.59,27.67,108.7
Hungary,1991,47.46,17.73,87.84,67.55,28.17,110.23
Hungary,1992,49.26,18.68,90.92,70.24,29.71,114.24
Hungary,1993,50.18,20.02,91.3,71.79,32.11,114.98
Hungary,1994,50.14,19.38,92.35,72.56,31.39,117.45
Hungary,1995,50.13,20.72,90.76,73.11,33.8,116.06
Hungary,1996,51.75,22.52,92.25,76.21,36.87,119.27
Hungary,1997,50.84,21.79,91.07,75.44,36.18,118.48
Hungary,1998,51.43,22.11,92.23,76.93,36.79,121.01
Hungary,1999,52.44,23.72,92.83,78.3,39.64,120.65
Hungary,2000,51.73,24.13,91.03,78.05,40.0,119.77
Hungary,2001,49.87,23.55,87.07,77.57,40.44,118.52
Hungary,2002,49.98,24.81,85.49,78.15,42.73,117.26
Hungary,2003,51.08,25.25,87.58,80.96,44.22,121.57
Hungary,2004,50.79,25.29,86.76,81.72,45.36,121.95
Hungary,2005,46.69,24.14,78.54,75.06,42.18,111.43
Hungary,2006,46.99,24.6,78.75,76.66,43.88,112.93
Hungary,2007,49.47,27.43,80.77,81.1,48.74,116.9
Hungary,2008,49.97,28.5,80.43,82.98,51.84,117.43
Hungary,2009,50.27,28.76,80.87,84.34,52.56,119.48
Hungary,2010,50.67,29.71,80.72,86.48,55.38,120.85
Hungary,2011,49.56,30.05,77.27,85.57,56.84,117.31
Hungary,2012,50.32,30.72,77.87,89.67,60.25,122.09
Hungary,2013,48.13,30.86,72.37,86.84,61.21,115.04
Hungary,2014,48.14,31.59,71.74,88.51,63.42,116.1
Hungary,2015,47.53,32.0,69.37,88.93,65.95,114.15
Hungary,2016,47.5,30.89,70.77,90.51,65.1,118.37
Hungary,2017,46.71,31.8,67.91,90.31,67.4,115.4
Hungary,2018,45.68,30.54,66.85,89.16,66.15,114.28
Hungary,2019,43.48,30.63,61.6,86.45,67.74,106.81
Iceland,1951,4.34,1.17,7.95,4.13,1.38,6.86
Iceland,1952,2.19,4.25,0.0,2.03,4.06,0.0
Iceland,1953,5.24,2.8,7.76,4.63,2.66,6.59
Iceland,1954,7.83,8.15,7.34,7.12,7.81,6.43
Iceland,1955,4.81,0.0,10.06,4.44,0.0,8.82
Iceland,1956,6.64,3.56,9.86,6.21,3.75,8.62
Iceland,1957,8.18,6.99,9.63,7.28,6.12,8.42
Iceland,1958,4.62,2.33,8.2,4.15,2.4,5.88
Iceland,1959,10.55,6.72,14.22,9.88,7.04,12.67
Iceland,1960,12.85,13.64,11.26,11.95,13.79,10.15
Iceland,1961,7.06,3.41,10.28,6.13,3.38,8.83
Iceland,1962,8.84,3.24,14.51,8.22,3.33,13.02
Iceland,1963,7.61,3.52,12.14,7.0,3.27,10.65
Iceland,1964,13.47,11.46,15.89,12.17,10.7,13.61
Iceland,1965,9.0,6.93,10.74,8.32,7.35,9.26
Iceland,1966,10.73,9.65,12.16,9.71,9.3,10.11
Iceland,1967,15.9,9.92,22.18,14.59,9.16,19.9
Iceland,1968,12.56,8.01,17.54,11.94,8.03,15.78
Iceland,1969,12.46,12.16,13.11,12.3,11.94,12.65
Iceland,1970,11.95,5.85,17.85,11.25,5.93,16.44
Iceland,1971,11.51,12.36,10.53,10.66,11.76,9.59
Iceland,1972,16.79,12.66,21.45,17.2,13.53,20.79
Iceland,1973,12.2,9.65,14.95,11.78,9.52,13.98
Iceland,1974,13.38,10.41,16.66,13.01,10.34,15.62
Iceland,1975,17.67,13.62,21.9,17.9,14.84,20.89
Iceland,1976,14.03,10.25,18.02,14.08,11.01,17.09
Iceland,1977,20.58,15.99,25.68,21.18,17.29,25.0
Iceland,1978,17.12,12.05,22.67,17.89,13.54,22.16
Iceland,1979,22.16,17.65,27.15,22.15,17.87,26.36
Iceland,1980,21.1,23.5,18.7,23.24,27.41,19.13
Iceland,1981,30.26,25.4,35.49,31.2,27.95,34.39
Iceland,1982,30.26,27.86,32.88,31.2,30.15,32.23
Iceland,1983,25.65,21.83,29.48,27.84,26.34,29.31
Iceland,1984,20.75,18.76,23.11,22.55,21.85,23.24
Iceland,1985,26.16,19.12,33.94,28.17,21.67,34.6
Iceland,1986,24.32,23.04,26.35,26.73,25.62,27.82
Iceland,1987,27.35,22.85,32.85,31.72,28.59,34.82
Iceland,1988,32.19,31.15,33.08,36.01,36.98,35.06
Iceland,1989,28.47,26.44,31.21,32.85,32.59,33.1
Iceland,1990,28.81,24.58,34.13,32.18,27.58,36.75
Iceland,1991,31.65,24.59,40.82,37.98,30.33,45.6
Iceland,1992,31.42,32.56,30.65,35.62,38.4,32.85
Iceland,1993,30.37,27.85,33.28,36.01,34.98,37.04
Iceland,1994,29.49,31.17,28.9,36.09,39.22,32.98
Iceland,1995,28.1,23.6,33.0,33.67,30.76,36.57
Iceland,1996,34.13,29.47,39.6,42.02,38.78,45.25
Iceland,1997,34.81,30.08,41.28,42.82,37.0,48.61
Iceland,1998,30.59,27.07,34.85,38.35,35.84,40.85
Iceland,1999,32.3,28.21,37.38,40.41,36.85,43.95
Iceland,2000,29.56,29.19,30.43,38.06,39.16,36.95
Iceland,2001,29.61,26.08,33.89,37.19,34.44,39.93
Iceland,2002,26.63,25.24,28.5,34.08,33.4,34.76
Iceland,2003,29.72,29.13,31.14,40.45,40.81,40.08
Iceland,2004,29.28,30.69,28.03,40.33,43.87,36.81
Iceland,2005,32.97,28.0,38.88,43.6,37.99,49.18
Iceland,2006,30.61,30.52,31.03,39.76,41.32,38.24
Iceland,2007,31.85,28.05,36.36,44.64,42.61,46.58
Iceland,2008,29.91,31.36,29.24,41.96,46.1,38.0
Iceland,2009,28.31,27.45,29.0,41.35,43.75,39.0
Iceland,2010,30.68,29.99,32.12,45.28,46.18,44.38
Iceland,2011,28.7,27.69,30.8,44.51,44.07,44.95
Iceland,2012,29.18,29.69,29.06,43.96,46.3,41.64
Iceland,2013,25.83,24.48,27.39,41.08,41.52,40.65
Iceland,2014,26.04,25.44,27.24,40.62,40.46,40.79
Iceland,2015,22.04,25.43,18.85,35.37,41.92,28.88
Iceland,2016,27.67,27.89,27.68,46.51,49.31,43.75
Iceland,2017,22.33,20.45,24.19,36.11,35.49,36.71
Iceland,2018,21.83,21.28,22.35,36.86,38.84,34.96
Iceland,2019,19.79,22.24,17.43,34.39,40.42,28.67
Iceland,2020,18.76,20.47,17.37,33.02,36.98,29.26
Iran,2013,7.81,4.97,10.48,5.7,3.54,7.81
Iran,2014,7.67,4.96,10.21,5.77,3.57,7.91
Iran,2015,8.39,5.36,11.21,6.42,3.9,8.88
Iran,2016,8.64,5.29,12.04,7.12,4.45,9.71
Iraq,2008,8.31,4.57,12.7,3.76,2.29,5.21
Iraq,2015,10.35,5.67,16.01,4.46,2.75,6.13
Iraq,2016,10.77,6.13,16.54,4.65,2.99,6.28
Ireland,1950,7.06,3.27,10.78,7.54,3.7,11.26
Ireland,1951,8.95,4.46,13.36,9.66,5.02,14.14
Ireland,1952,10.53,5.04,15.94,11.45,5.37,17.32
Ireland,1953,11.37,5.03,17.57,12.38,5.58,18.96
Ireland,1954,12.77,6.32,19.11,14.35,7.32,21.17
Ireland,1955,13.29,5.91,20.6,14.89,6.73,22.85
Ireland,1956,14.37,5.26,23.31,16.22,6.13,26.11
Ireland,1957,15.62,7.76,23.44,18.13,9.31,26.79
Ireland,1958,14.55,6.03,23.07,17.0,7.21,26.62
Ireland,1959,15.92,5.76,26.06,18.52,6.95,29.9
Ireland,1960,17.02,6.35,27.84,20.02,7.62,32.24
Ireland,1961,17.89,6.38,29.67,21.43,7.78,34.95
Ireland,1962,19.18,8.45,30.12,22.58,10.09,34.93
Ireland,1963,17.97,6.98,29.38,21.4,8.54,34.12
Ireland,1964,18.76,7.18,30.82,22.59,8.64,36.39
Ireland,1965,20.56,8.34,33.22,24.9,10.21,39.42
Ireland,1966,22.32,8.15,37.16,26.94,10.17,43.55
Ireland,1967,23.1,9.53,37.48,27.84,11.44,44.1
Ireland,1968,25.74,10.57,41.7,31.2,12.91,49.34
Ireland,1969,24.24,9.88,39.3,29.17,12.24,45.97
Ireland,1970,27.06,11.03,43.94,32.5,13.78,51.05
Ireland,1971,27.74,12.58,43.95,33.71,15.99,51.28
Ireland,1972,27.75,13.29,43.34,33.91,16.86,50.83
Ireland,1973,28.89,12.08,47.17,34.78,14.67,54.73
Ireland,1974,31.48,16.13,48.53,38.1,20.26,55.81
Ireland,1975,31.68,15.65,49.36,38.08,19.24,56.81
Ireland,1976,33.29,15.04,53.58,39.44,18.38,60.27
Ireland,1977,32.22,14.96,51.48,38.11,18.81,57.2
Ireland,1978,32.86,15.67,52.29,38.29,19.11,57.26
Ireland,1979,33.57,17.18,52.45,38.95,20.36,57.34
Ireland,1980,32.17,16.47,50.19,37.28,19.68,54.71
Ireland,1981,35.79,18.08,56.48,41.35,22.05,60.48
Ireland,1982,33.58,18.29,51.54,38.24,21.81,54.52
Ireland,1983,37.17,20.5,56.53,42.3,25.07,59.4
Ireland,1984,37.74,20.52,58.37,43.67,25.26,62.03
Ireland,1985,37.1,19.15,58.7,43.56,24.31,62.79
Ireland,1986,37.29,19.46,58.96,43.89,24.62,63.17
Ireland,1987,34.07,18.37,53.18,40.48,23.64,57.32
Ireland,1988,36.94,21.51,56.05,43.7,27.45,59.98
Ireland,1989,36.79,22.53,54.48,45.35,30.69,60.04
Ireland,1990,35.39,20.79,54.04,43.65,27.65,59.7
Ireland,1991,33.43,19.09,51.31,41.75,25.95,57.72
Ireland,1992,34.84,20.57,52.67,43.88,28.62,59.29
Ireland,1993,35.61,20.29,54.51,45.02,28.47,61.74
Ireland,1994,34.76,21.04,51.52,43.22,28.79,57.81
Ireland,1995,34.38,21.16,50.76,43.71,29.73,57.87
Ireland,1996,31.54,19.4,46.63,40.51,27.82,53.38
Ireland,1997,29.53,18.78,42.88,37.91,26.99,48.97
Ireland,1998,32.21,21.13,46.01,41.13,29.45,52.97
Ireland,1999,29.81,19.54,42.71,38.73,28.25,49.34
Ireland,2000,31.99,21.72,45.09,41.38,30.79,52.1
Ireland,2001,29.4,19.29,42.23,38.42,28.18,48.77
Ireland,2002,29.14,19.47,40.89,37.5,27.6,47.53
Ireland,2003,30.4,20.73,42.23,39.56,29.68,49.56
Ireland,2004,30.34,21.58,41.38,39.79,30.75,48.93
Ireland,2005,29.22,21.92,38.14,38.42,31.52,45.36
Ireland,2006,29.17,21.76,38.36,38.28,31.1,45.45
Ireland,2007,29.66,21.08,39.88,38.44,29.89,46.98
Ireland,2008,29.06,22.02,37.72,38.01,31.14,44.92
Ireland,2009,29.43,21.48,39.18,39.33,30.83,47.93
Ireland,2010,27.26,21.11,34.79,36.34,30.29,42.47
