Entity,Year,Patent application rates (OWID based on World Bank & UN),"Patent application rates, nonresidents (OWID based on World Bank & UN)",Scientific and technical journal publication rates (OWID based on World Bank & UN),"Patent application rates, aged 15+ (OWID based on World Bank & UN)","Patent application rates, aged 15+, nonresidents (OWID based on World Bank & UN)","Scientific and technical journal publication rates, aged 15+ (OWID based on World Bank & UN)"
Germany,1991,403.13,97.283,,4.8,1.158,
Germany,1992,420.703,91.833,,5.013,1.094,
Germany,1993,428.21,86.192,,5.103,1.027,
Germany,1994,450.832,89.159,,5.373,1.063,
Germany,1995,466.502,98.619,,5.559,1.175,
Germany,1996,516.659,116.108,,6.147,1.381,
Germany,1997,541.697,137.637,,6.438,1.636,
Germany,1998,567.027,132.156,,6.73,1.569,
Germany,1999,609.365,115.737,,7.22,1.371,
Germany,2000,629.304,126.576,783.016,7.437,1.496,9.254
Germany,2001,607.032,127.335,800.013,7.164,1.503,9.442
Germany,2002,577.026,128.369,798.24,6.793,1.511,9.397
Germany,2003,579.372,129.195,817.738,6.799,1.516,9.596
Germany,2004,587.133,130.714,883.879,6.869,1.529,10.34
Germany,2005,586.484,143.75,991.461,6.844,1.678,11.57
Germany,2006,582.836,152.629,1011.637,6.784,1.776,11.775
Germany,2007,581.684,159.713,1061.429,6.757,1.855,12.329
Germany,2008,599.683,160.48,1089.638,6.955,1.861,12.638
Germany,2009,584.343,143.146,1139.51,6.768,1.658,13.197
Germany,2010,575.309,149.162,1163.349,6.653,1.725,13.452
Germany,2011,585.313,155.192,1226.943,6.757,1.791,14.164
Germany,2012,579.665,183.026,1265.487,6.68,2.109,14.584
Germany,2013,587.174,196.093,1253.309,6.756,2.256,14.421
Germany,2014,594.622,219.936,,6.833,2.527,
Germany,2015,580.071,238.827,,6.659,2.742,
Ghana,1986,,1.145,,,0.021,
Ghana,1987,,1.187,,,0.021,
Ghana,1989,,0.843,,,0.015,
Ghana,1990,,1.367,,,0.024,
Ghana,1991,,0.798,,,0.014,
Ghana,1992,,0.711,,,0.013,
Ghana,1994,,2.388,,,0.042,
Ghana,2000,,,6.753,,,0.115
Ghana,2001,,,5.988,,,0.102
Ghana,2002,,,6.72,,,0.114
Ghana,2003,,,6.935,,,0.117
Ghana,2004,,,8.024,,,0.135
Ghana,2005,,,8.495,,,0.142
Ghana,2006,,,8.841,,,0.147
Ghana,2007,,,11.577,,,0.192
Ghana,2008,,,12.245,,,0.203
Ghana,2009,,,15.136,,,0.249
Ghana,2010,,,16.433,,,0.27
Ghana,2011,,,19.322,,,0.317
Ghana,2012,,,20.973,,,0.344
Ghana,2013,,,22.14,,,0.363
Greece,1985,112.841,204.846,,1.432,2.599,
Greece,1986,125.311,171.964,,1.585,2.175,
Greece,1987,153.891,58.597,,1.938,0.738,
Greece,1988,20.424,45.532,,0.256,0.57,
Greece,1989,21.408,44.997,,0.267,0.56,
Greece,1990,23.635,45.701,,0.292,0.565,
Greece,1991,18.217,18.605,,0.224,0.229,
Greece,1992,21.348,20.29,,0.261,0.248,
Greece,1993,21.127,16.347,,0.257,0.199,
Greece,1994,25.397,13.222,,0.307,0.16,
Greece,1995,25.184,4.355,,0.302,0.052,
Greece,1996,25.168,3.488,,0.301,0.042,
Greece,1997,27.483,5.346,,0.327,0.064,
Greece,1998,25.745,3.171,,0.306,0.038,
Greece,1999,26.947,3.066,,0.319,0.036,
Greece,2000,28.318,3.146,451.59,0.334,0.037,5.324
Greece,2001,35.444,4.511,492.574,0.417,0.053,5.797
Greece,2002,34.489,3.302,541.202,0.405,0.039,6.361
Greece,2003,35.962,2.471,579.197,0.422,0.029,6.802
Greece,2004,34.596,2.556,693.337,0.406,0.03,8.137
Greece,2005,42.048,1.82,824.178,0.493,0.021,9.668
Greece,2006,48.274,2.722,952.782,0.566,0.032,11.169
Greece,2007,52.043,1.81,980.977,0.61,0.021,11.494
Greece,2008,56.69,2.708,1041.078,0.664,0.032,12.195
Greece,2009,62.843,1.981,1062.59,0.736,0.023,12.446
Greece,2010,65.46,1.439,1049.181,0.767,0.017,12.288
Greece,2011,64.926,1.801,1044.494,0.76,0.021,12.231
Greece,2012,56.858,2.535,1056.948,0.666,0.03,12.378
Greece,2013,63.656,1.733,1036.952,0.746,0.02,12.147
Greece,2014,59.766,1.744,,0.7,0.02,
Greece,2015,50.828,2.126,,0.595,0.025,
Grenada,2000,,,9.841,,,0.151
Grenada,2001,,,24.546,,,0.373
Grenada,2002,,,23.506,,,0.352
Grenada,2003,,,36.142,,,0.532
Grenada,2004,,,54.551,,,0.79
Grenada,2005,,,55.367,,,0.791
Grenada,2006,,,136.55,,,1.929
Grenada,2007,,,186.319,,,2.611
Grenada,2008,,,219.378,,,3.057
Grenada,2009,,,175.462,,,2.433
Grenada,2010,,,146.164,,,2.016
Grenada,2011,,,247.442,,,3.403
Grenada,2012,,246.49,255.022,,3.378,3.495
Grenada,2013,,311.588,319.142,,4.255,4.358
Grenada,2014,,159.835,,,2.177,
Grenada,2015,,84.252,,,1.146,
Guatemala,1985,8.738,11.165,,0.162,0.207,
Guatemala,1986,2.963,12.561,,0.055,0.232,
Guatemala,1987,0.926,8.797,,0.017,0.163,
Guatemala,1988,1.809,9.273,,0.033,0.171,
Guatemala,1989,0.552,8.287,,0.01,0.152,
Guatemala,1990,2.915,10.471,,0.053,0.192,
Guatemala,1991,3.269,10.967,,0.06,0.2,
Guatemala,1992,2.781,8.137,,0.051,0.148,
Guatemala,1993,4.025,9.458,,0.073,0.171,
Guatemala,1994,2.064,9.732,,0.037,0.176,
Guatemala,1995,3.074,7.398,,0.055,0.133,
Guatemala,1996,2.066,13.337,,0.037,0.239,
Guatemala,1997,3.307,16.073,,0.059,0.286,
Guatemala,1998,2.335,19.581,,0.041,0.347,
Guatemala,1999,2.459,23.447,,0.043,0.413,
Guatemala,2000,4.635,21.458,1.914,0.081,0.376,0.034
Guatemala,2001,2.516,23.899,1.82,0.044,0.417,0.032
Guatemala,2002,0.655,23.999,1.794,0.011,0.416,0.031
Guatemala,2003,0.48,23.679,2.112,0.008,0.409,0.036
Guatemala,2004,0.703,20.786,2.243,0.012,0.357,0.039
Guatemala,2005,1.298,29.627,4.039,0.022,0.506,0.069
Guatemala,2006,2.09,37.322,2.829,0.035,0.633,0.048
Guatemala,2007,0.657,7.226,2.518,0.011,0.122,0.042
Guatemala,2008,0.357,21.847,2.984,0.006,0.365,0.05
Guatemala,2009,0.489,22.492,4.512,0.008,0.372,0.075
Guatemala,2010,0.478,25.563,3.67,0.008,0.42,0.06
Guatemala,2011,0.268,21.874,3.264,0.004,0.356,0.053
Guatemala,2012,0.458,22.068,4.793,0.007,0.356,0.077
Guatemala,2013,0.256,20.454,5.162,0.004,0.328,0.083
Guatemala,2014,0.628,18.086,,0.01,0.288,
Guatemala,2015,0.431,20.981,,0.007,0.331,
Guinea,2000,,,0.25,,,0.004
Guinea,2001,,,1.204,,,0.022
Guinea,2002,,,0.7,,,0.013
Guinea,2003,,,0.333,,,0.006
Guinea,2004,,,1.075,,,0.019
Guinea,2005,,,0.702,,,0.013
Guinea,2006,,,1.741,,,0.031
Guinea,2007,,,1.396,,,0.025
Guinea,2008,,,1.066,,,0.019
Guinea,2009,,,0.976,,,0.017
Guinea,2010,,,1.047,,,0.018
Guinea,2011,,,0.961,,,0.017
Guinea,2012,,,1.055,,,0.019
Guinea,2013,,,0.997,,,0.017
Guinea-Bissau,2000,,,1.207,,,0.021
Guinea-Bissau,2001,,,1.736,,,0.031
Guinea-Bissau,2002,,,2.938,,,0.052
Guinea-Bissau,2003,,,6.055,,,0.106
Guinea-Bissau,2004,,,7.109,,,0.124
Guinea-Bissau,2005,,,6.59,,,0.115
Guinea-Bissau,2006,,,4.035,,,0.07
Guinea-Bissau,2007,,,8.368,,,0.145
Guinea-Bissau,2008,,,4.66,,,0.08
Guinea-Bissau,2009,,,5.47,,,0.094
Guinea-Bissau,2010,,,3.728,,,0.064
Guinea-Bissau,2011,,,6.516,,,0.111
Guinea-Bissau,2012,,,7.997,,,0.136
Guinea-Bissau,2013,,,7.137,,,0.121
Guyana,1985,1.298,20.767,,0.021,0.342,
Guyana,1986,11.773,10.465,,0.192,0.17,
Guyana,1987,,3.96,,,0.064,
Guyana,1990,,8.072,,,0.124,
Guyana,2000,,,12.213,,,0.19
Guyana,2001,,,11.033,,,0.172
Guyana,2002,,,11.837,,,0.185
Guyana,2003,,,9.177,,,0.144
Guyana,2004,,,15.167,,,0.24
Guyana,2005,,,26.899,,,0.427
Guyana,2006,,,13.474,,,0.212
Guyana,2007,,,18.72,,,0.291
Guyana,2008,,,14.203,,,0.219
Guyana,2009,,,13.544,,,0.206
Guyana,2010,,,26.924,,,0.407
Guyana,2011,,,14.551,,,0.216
Guyana,2012,,18.59,17.793,,0.272,0.26
Guyana,2013,,21.106,14.115,,0.305,0.204
Guyana,2014,,26.199,,,0.373,
Haiti,1985,0.94,2.35,,0.016,0.041,
Haiti,1986,0.613,3.064,,0.011,0.053,
Haiti,1987,1.349,1.349,,0.024,0.024,
Haiti,1988,0.147,0.587,,0.003,0.01,
Haiti,1991,0.414,0.69,,0.007,0.012,
Haiti,1996,0.377,0.753,,0.007,0.013,
Haiti,1999,0.119,0.595,,0.002,0.01,
Haiti,2000,,,0.76,,,0.013
Haiti,2001,,,0.449,,,0.007
Haiti,2002,,,0.69,,,0.011
Haiti,2003,,,0.624,,,0.01
Haiti,2004,,,0.822,,,0.013
Haiti,2005,,,0.788,,,0.013
Haiti,2006,,,1.605,,,0.026
Haiti,2007,,,1.13,,,0.018
Haiti,2008,,,0.711,,,0.011
Haiti,2009,,,1.137,,,0.018
Haiti,2010,,,1.33,,,0.021
Haiti,2011,0.099,1.281,1.686,0.002,0.02,0.026
Haiti,2012,0.194,1.458,1.604,0.003,0.022,0.025
Haiti,2013,,1.054,2.665,,0.016,0.041
Haiti,2014,0.189,1.797,,0.003,0.027,
Heavily indebted poor countries (HIPC),2000,,,2.944,,,0.054
Heavily indebted poor countries (HIPC),2001,,,2.962,,,0.054
Heavily indebted poor countries (HIPC),2002,,,3.077,,,0.056
Heavily indebted poor countries (HIPC),2003,,,3.534,,,0.065
Heavily indebted poor countries (HIPC),2004,,,3.747,,,0.068
Heavily indebted poor countries (HIPC),2005,,,4.1,,,0.075
Heavily indebted poor countries (HIPC),2006,,,4.585,,,0.083
Heavily indebted poor countries (HIPC),2007,,,5.275,,,0.096
Heavily indebted poor countries (HIPC),2008,,,5.378,,,0.097
Heavily indebted poor countries (HIPC),2009,,,5.869,,,0.106
Heavily indebted poor countries (HIPC),2010,,,6.449,,,0.116
Heavily indebted poor countries (HIPC),2011,,,7.193,,,0.129
Heavily indebted poor countries (HIPC),2012,,,7.353,,,0.132
Heavily indebted poor countries (HIPC),2013,,,7.612,,,0.136
High income,1985,455.818,206.893,,5.844,2.653,
High income,1986,469.654,197.397,,6.005,2.524,
High income,1987,493.276,198.908,,6.287,2.535,
High income,1988,498.419,215.603,,6.332,2.739,
High income,1989,507.212,218.025,,6.423,2.761,
High income,1990,526.136,208.592,,6.645,2.635,
High income,1991,525.907,195.838,,6.628,2.468,
High income,1992,540.827,198.839,,6.801,2.501,
High income,1993,547.385,187.212,,6.873,2.35,
High income,1994,545.944,199.618,,6.842,2.502,
High income,1995,596.128,238.343,,7.455,2.981,
High income,1996,600.647,258.303,,7.496,3.224,
High income,1997,613.787,273.313,,7.641,3.402,
High income,1998,620.702,279.384,,7.706,3.468,
High income,1999,647.648,297.03,,8.019,3.678,
High income,2000,703.478,312.554,768.664,8.689,3.86,9.494
High income,2001,699.019,348.604,771.049,8.61,4.294,9.497
High income,2002,684.14,343.886,795.704,8.406,4.225,9.777
High income,2003,689.664,334.65,821.719,8.453,4.102,10.072
High income,2004,709.901,347.897,905.262,8.679,4.253,11.068
High income,2005,734.654,369.734,993.481,8.959,4.509,12.115
High income,2006,726.068,392.568,1028.498,8.838,4.779,12.52
High income,2007,737.24,403.946,1056.849,8.958,4.908,12.842
High income,2008,718.442,403.531,1077.62,8.714,4.894,13.07
High income,2009,675.437,378.558,1107.176,8.177,4.583,13.404
High income,2010,684.641,393.84,1127.997,8.274,4.76,13.633
High income,2011,689.306,405.774,1166.175,8.321,4.898,14.078
High income,2012,710.514,423.918,1192.585,8.565,5.11,14.377
High income,2013,720.315,436.406,1194.729,8.672,5.254,14.384
High income,2014,711.363,447,,8.555,5.376,
High income,2015,699.176,455.478,,8.403,5.474,
Honduras,1985,2.803,3.737,,0.052,0.069,
Honduras,1987,2.642,6.825,,0.049,0.126,
Honduras,1988,,5.774,,,0.107,
Honduras,1990,1.211,3.431,,0.022,0.063,
Honduras,1992,,5.717,,,0.104,
Honduras,1995,1.226,7.006,,0.022,0.126,
Honduras,1996,1.704,21.473,,0.03,0.383,
Honduras,1998,1.776,,,0.031,,
Honduras,1999,1.258,23.281,,0.022,0.408,
Honduras,2000,0.613,20.692,1.947,0.011,0.36,0.034
Honduras,2001,1.046,23.158,1.195,0.018,0.399,0.021
Honduras,2002,1.02,23.459,1.617,0.017,0.401,0.028
Honduras,2003,,,1.535,,,0.026
Honduras,2004,,,1.943,,,0.033
Honduras,2005,,,2.061,,,0.034
Honduras,2006,,,1.644,,,0.027
Honduras,2007,,,1.531,,,0.025
Honduras,2008,,,2.083,,,0.033
Honduras,2009,,,2.041,,,0.032
Honduras,2010,,,2.721,,,0.042
Honduras,2011,0.239,30.294,2.275,0.004,0.466,0.035
Honduras,2012,0.941,27.394,3.01,0.014,0.416,0.046
Honduras,2013,0.693,24.371,2.31,0.01,0.366,0.035
Honduras,2015,0.446,24.998,,0.007,0.366,
Hong Kong,1985,2.932,175.03,,0.038,2.279,
Hong Kong,1986,1.81,185.896,,0.024,2.414,
Hong Kong,1987,2.33,198.369,,0.03,2.563,
Hong Kong,1988,2.132,187.647,,0.027,2.412,
Hong Kong,1989,2.638,155.816,,0.034,1.992,
Hong Kong,1990,3.681,185.818,,0.047,2.367,
Hong Kong,1991,2.782,187.065,,0.035,2.366,
Hong Kong,1992,1.896,215.154,,0.024,2.707,
Hong Kong,1993,1.525,200.983,,0.019,2.519,
Hong Kong,1994,3.479,268.251,,0.043,3.347,
Hong Kong,1995,3.736,314.81,,0.046,3.907,
Hong Kong,1996,6.371,319.944,,0.079,3.96,
Hong Kong,1997,4.007,363.521,,0.049,4.477,
Hong Kong,1998,19.561,2221.832,,0.239,27.192,
Hong Kong,1999,6.357,907.894,,0.077,11.038,
Hong Kong,2000,7.652,1236.909,,0.092,14.938,
Hong Kong,2001,11.021,1316.593,,0.132,15.788,
Hong Kong,2002,16.607,1337.169,,0.198,15.919,
Hong Kong,2003,15.897,1336.394,,0.188,15.795,
Hong Kong,2004,18.722,1456.18,,0.22,17.084,
Hong Kong,2005,22.897,1703.605,,0.267,19.844,
Hong Kong,2006,25.083,1985.971,,0.29,22.957,
Hong Kong,2007,23.134,1967.237,,0.266,22.591,
Hong Kong,2008,24.864,1938.688,,0.284,22.15,
Hong Kong,2009,21.369,1679.096,,0.243,19.122,
Hong Kong,2010,18.935,1647.02,,0.215,18.729,
Hong Kong,2011,25.595,1882.459,,0.29,21.35,
Hong Kong,2012,23.901,1791.435,,0.271,20.303,
Hong Kong,2013,31.443,1904.696,,0.357,21.598,
Hong Kong,2014,26.513,1705.401,,0.301,19.356,
Hong Kong,2015,32.714,1638.857,,0.372,18.615,
Hungary,1985,272.709,143.773,,3.48,1.835,
Hungary,1986,267.813,151.074,,3.398,1.917,
Hungary,1987,304.257,153.589,,3.852,1.944,
Hungary,1988,307.838,153.73,,3.895,1.945,
Hungary,1989,253.489,158.943,,3.2,2.007,
Hungary,1990,238.77,190.476,,2.999,2.393,
Hungary,1991,213.045,173.424,,2.668,2.172,
Hungary,1992,144.368,157.483,,1.797,1.96,
Hungary,1993,109.968,127.733,,1.358,1.578,
Hungary,1994,112.343,128.392,,1.378,1.575,
Hungary,1995,106.109,173.59,,1.295,2.119,
Hungary,1996,77.876,82.434,,0.946,1.002,
Hungary,1997,71.62,86.293,,0.868,1.045,
Hungary,1998,67.208,88.053,,0.812,1.064,
Hungary,1999,71.209,369.132,,0.858,4.45,
Hungary,2000,79.326,404.173,389.591,0.954,4.859,4.684
Hungary,2001,90.208,444.561,383.281,1.08,5.323,4.589
Hungary,2002,82.885,498.493,408.294,0.989,5.95,4.873
Hungary,2003,74.633,400.215,409.959,0.888,4.764,4.88
Hungary,2004,74.007,188.876,454.847,0.879,2.242,5.399
Hungary,2005,69.891,49.271,525.743,0.827,0.583,6.222
Hungary,2006,71.291,20.454,529.362,0.842,0.242,6.253
Hungary,2007,68.518,10.143,564.471,0.807,0.12,6.652
Hungary,2008,68.04,8.866,617.243,0.8,0.104,7.255
Hungary,2009,75.529,2.993,588.038,0.886,0.035,6.898
Hungary,2010,64.9,4.7,571.879,0.76,0.055,6.7
Hungary,2011,66.388,3.61,626.832,0.777,0.042,7.338
Hungary,2012,69.756,6.653,639.14,0.816,0.078,7.479
Hungary,2013,64.894,6.671,631.684,0.759,0.078,7.391
Hungary,2014,55.339,7.399,,0.648,0.087,
Hungary,2015,57.807,6.502,,0.677,0.076,
IBRD only,1985,7.148,9.778,,0.11,0.15,
IBRD only,1986,7.13,8.795,,0.109,0.134,
IBRD only,1987,7.714,9.848,,0.117,0.15,
IBRD only,1988,8.071,8.884,,0.122,0.135,
IBRD only,1989,7.907,9.644,,0.119,0.146,
IBRD only,1990,6,10.463,,0.09,0.157,
IBRD only,1991,6.015,10.494,,0.09,0.157,
IBRD only,1992,17.649,15.473,,0.264,0.231,
IBRD only,1993,18.557,15.187,,0.276,0.226,
IBRD only,1994,14.589,16.415,,0.216,0.243,
IBRD only,1995,12.921,17.104,,0.19,0.252,
IBRD only,1996,13.107,20.876,,0.192,0.305,
IBRD only,1997,12.455,26.729,,0.181,0.388,
IBRD only,1998,13.2,30.744,,0.191,0.444,
IBRD only,1999,14.545,29.609,,0.209,0.425,
IBRD only,2000,18.116,29.973,41.145,0.258,0.426,0.585
IBRD only,2001,20.021,31.206,45.483,0.283,0.44,0.642
IBRD only,2002,20.919,30.674,47.843,0.293,0.429,0.67
IBRD only,2003,25.42,32.075,51.681,0.353,0.445,0.717
IBRD only,2004,28.197,37.335,64.477,0.388,0.514,0.887
IBRD only,2005,35.182,44.328,80.972,0.48,0.605,1.105
IBRD only,2006,43.184,46.729,91.482,0.586,0.634,1.241
IBRD only,2007,51.558,50.102,101.649,0.695,0.676,1.371
IBRD only,2008,61.827,52.295,115.088,0.83,0.702,1.544
IBRD only,2009,68.225,45.688,129.669,0.911,0.61,1.732
IBRD only,2010,83.283,49.723,141.577,1.108,0.662,1.884
IBRD only,2011,109.776,54.708,159.553,1.456,0.726,2.117
IBRD only,2012,135.342,55.806,167.929,1.791,0.739,2.222
IBRD only,2013,172.396,57.154,176.918,2.277,0.755,2.337
IBRD only,2014,190.978,58.476,,2.518,0.771,
IBRD only,2015,223.34,58.585,,2.939,0.771,
Iceland,1985,86.991,294.112,,1.179,3.985,
Iceland,1986,119.253,378.321,,1.611,5.11,
Iceland,1987,113.886,370.131,,1.533,4.982,
Iceland,1988,64.067,440.458,,0.859,5.906,
Iceland,1989,71.188,344.075,,0.951,4.597,
Iceland,1990,66.712,443.44,,0.889,5.908,
Iceland,1991,131.887,384.023,,1.754,5.106,
Iceland,1992,107.256,463.5,,1.425,6.156,
Iceland,1993,128.922,424.685,,1.711,5.636,
Iceland,1994,82.7,405.983,,1.096,5.382,
Iceland,1995,71.037,183.199,,0.94,2.424,
Iceland,1996,59.498,278.897,,0.786,3.684,
Iceland,1997,81.142,796.672,,1.069,10.493,
Iceland,1998,149.609,926.848,,1.963,12.162,
Iceland,1999,126.18,1287.038,,1.65,16.828,
Iceland,2000,181.362,2933.803,724.738,2.364,38.238,9.446
Iceland,2001,171.949,2502.035,815.53,2.232,32.483,10.588
Iceland,2002,246.937,1318.155,1025.309,3.196,17.061,13.271
Iceland,2003,196.877,2583.578,870.403,2.541,33.35,11.236
Iceland,2004,225.97,1585.215,1026.795,2.908,20.403,13.216
Iceland,2005,158.391,1836.662,1163.331,2.032,23.563,14.925
Iceland,2006,148.133,1073.138,1143.912,1.895,13.726,14.631
Iceland,2007,195.785,170.108,1155.132,2.497,2.169,14.73
Iceland,2008,157.523,97.664,1337.055,2.003,1.242,17
Iceland,2009,200.943,69.074,1535.327,2.548,0.876,19.467
Iceland,2010,179.222,59.741,1730.909,2.266,0.755,21.888
Iceland,2011,156.733,65.828,1692.089,1.98,0.832,21.377
Iceland,2012,115.367,21.826,1956.56,1.455,0.275,24.675
Iceland,2013,101.926,40.153,1778.765,1.283,0.505,22.389
Iceland,2014,155.779,39.708,,1.958,0.499,
Iceland,2015,120.914,18.137,,1.517,0.228,
IDA & IBRD total,1985,5.832,8.228,,0.092,0.13,
IDA & IBRD total,1986,5.8,7.308,,0.091,0.115,
IDA & IBRD total,1987,6.263,8.128,,0.098,0.128,
IDA & IBRD total,1988,6.542,7.312,,0.102,0.114,
IDA & IBRD total,1989,6.393,7.878,,0.1,0.123,
IDA & IBRD total,1990,4.857,8.686,,0.075,0.135,
IDA & IBRD total,1991,4.867,8.615,,0.075,0.134,
IDA & IBRD total,1992,14.187,12.638,,0.219,0.195,
IDA & IBRD total,1993,15.377,12.438,,0.237,0.191,
IDA & IBRD total,1994,12.005,13.435,,0.184,0.206,
IDA & IBRD total,1995,10.684,13.9,,0.163,0.212,
IDA & IBRD total,1996,10.754,16.964,,0.163,0.257,
IDA & IBRD total,1997,10.208,21.537,,0.154,0.325,
IDA & IBRD total,1998,10.723,24.611,,0.161,0.369,
IDA & IBRD total,1999,11.733,23.751,,0.175,0.354,
IDA & IBRD total,2000,14.534,23.956,33.413,0.215,0.355,0.495
IDA & IBRD total,2001,16.045,24.954,36.746,0.236,0.367,0.54
IDA & IBRD total,2002,16.647,24.351,38.536,0.243,0.355,0.563
IDA & IBRD total,2003,20.183,25.33,41.507,0.292,0.367,0.601
IDA & IBRD total,2004,22.123,29.34,51.483,0.318,0.422,0.741
IDA & IBRD total,2005,27.468,34.698,64.403,0.393,0.496,0.92
IDA & IBRD total,2006,33.554,36.558,72.665,0.477,0.52,1.033
IDA & IBRD total,2007,39.902,38.988,80.655,0.565,0.552,1.141
IDA & IBRD total,2008,47.716,40.536,90.909,0.672,0.571,1.281
IDA & IBRD total,2009,52.418,35.111,102.239,0.736,0.493,1.435
IDA & IBRD total,2010,63.792,38.275,111.375,0.892,0.535,1.558
IDA & IBRD total,2011,83.714,42.128,125.09,1.168,0.588,1.746
IDA & IBRD total,2012,102.819,42.825,131.131,1.432,0.596,1.826
IDA & IBRD total,2013,130.594,43.742,137.666,1.816,0.608,1.914
IDA & IBRD total,2014,144.137,44.415,,2.001,0.616,
IDA & IBRD total,2015,168.061,44.345,,2.328,0.614,
IDA blend,1990,0.279,3.291,,0.005,0.059,
IDA blend,2000,,,8.916,,,0.154
IDA blend,2001,,,8.977,,,0.154
IDA blend,2002,,,9.442,,,0.161
IDA blend,2003,,,9.519,,,0.161
IDA blend,2004,,,10.562,,,0.178
IDA blend,2005,,,13.237,,,0.222
IDA blend,2006,,,16.2,,,0.27
IDA blend,2007,,,19.061,,,0.317
IDA blend,2008,,,20.152,,,0.334
IDA blend,2009,,,23.88,,,0.395
IDA blend,2010,,,26.227,,,0.433
IDA blend,2011,1.444,4.343,29.057,0.024,0.072,0.479
IDA blend,2012,1.286,4.027,27.827,0.021,0.066,0.458
IDA blend,2013,1.701,4.74,28.874,0.028,0.078,0.474
IDA only,2000,,,2.749,,,0.048
IDA only,2001,,,2.754,,,0.048
IDA only,2002,,,2.735,,,0.048
IDA only,2003,,,3.179,,,0.055
IDA only,2004,,,3.46,,,0.06
IDA only,2005,,,3.789,,,0.065
IDA only,2006,,,4.272,,,0.073
IDA only,2007,,,5.05,,,0.086
IDA only,2008,,,5.325,,,0.091
IDA only,2009,,,5.966,,,0.101
IDA only,2010,,,6.765,,,0.114
IDA only,2011,,,7.35,,,0.124
IDA only,2012,,,8.045,,,0.135
IDA only,2013,,,8.047,,,0.134
IDA total,2000,,,4.81,,,0.084
IDA total,2001,,,4.831,,,0.084
IDA total,2002,,,4.97,,,0.086
IDA total,2003,,,5.288,,,0.091
IDA total,2004,,,5.819,,,0.1
IDA total,2005,,,6.924,,,0.118
IDA total,2006,,,8.227,,,0.14
IDA total,2007,,,9.693,,,0.164
IDA total,2008,,,10.238,,,0.173
IDA total,2009,,,11.902,,,0.2
IDA total,2010,,,13.22,,,0.222
IDA total,2011,,,14.557,,,0.243
IDA total,2012,,,14.616,,,0.244
IDA total,2013,,,14.971,,,0.249
India,1985,1.256,3.189,,0.021,0.052,
India,1986,1.25,3.124,,0.02,0.051,
India,1987,1.21,3.085,,0.02,0.05,
India,1988,1.238,3.001,,0.02,0.049,
India,1989,1.23,3.051,,0.02,0.049,
India,1990,1.318,3.072,,0.021,0.049,
India,1991,1.427,2.621,,0.023,0.042,
India,1992,1.377,2.402,,0.022,0.038,
India,1993,1.308,2.717,,0.021,0.043,
India,1994,1.685,3.409,,0.027,0.054,
India,1995,1.609,5.228,,0.025,0.082,
India,1996,1.697,7.05,,0.027,0.111,
India,1997,1.931,8.25,,0.03,0.129,
India,1998,2.212,6.602,,0.034,0.102,
India,1999,2.132,2.533,,0.033,0.039,
India,2000,2.095,6.013,19.822,0.032,0.092,0.304
India,2001,2.22,7.665,20.48,0.034,0.117,0.312
India,2002,2.471,8.049,21.676,0.037,0.122,0.328
India,2003,3.091,8.292,23.555,0.047,0.125,0.355
India,2004,3.564,11.945,25.516,0.053,0.179,0.382
India,2005,4.126,17.184,28.922,0.061,0.256,0.43
India,2006,4.893,20.002,32.98,0.072,0.296,0.488
India,2007,5.337,24.517,36.807,0.079,0.361,0.542
India,2008,5.367,25.383,41.015,0.079,0.372,0.6
India,2009,5.981,22.256,45.827,0.087,0.324,0.667
India,2010,7.192,25.109,53.547,0.104,0.363,0.775
India,2011,7.088,26.819,64.555,0.102,0.386,0.929
India,2012,7.563,27.237,69.888,0.108,0.39,1
India,2013,8.345,25.311,73.011,0.119,0.36,1.038
India,2014,9.305,23.816,,0.131,0.336,
India,2015,9.609,25.269,,0.135,0.355,
Indonesia,1985,0.297,4.43,,0.005,0.073,
Indonesia,1986,0.19,3.509,,0.003,0.057,
Indonesia,1987,0.361,3.5,,0.006,0.057,
Indonesia,1989,0.634,3.709,,0.01,0.059,
Indonesia,1991,0.184,6.933,,0.003,0.108,
Indonesia,1992,0.357,20.797,,0.006,0.322,
Indonesia,1993,0.199,10.64,,0.003,0.163,
Indonesia,1994,0.15,11.885,,0.002,0.181,
Indonesia,1995,0.31,14.282,,0.005,0.215,
Indonesia,1996,0.2,19.793,,0.003,0.296,
Indonesia,1997,0.389,19.421,,0.006,0.288,
Indonesia,1998,0.452,8.521,,0.007,0.125,
Indonesia,1999,0.729,13.345,,0.011,0.194,
Indonesia,2000,0.742,17.647,1.594,0.011,0.255,0.023
Indonesia,2001,0.988,17.314,1.344,0.014,0.249,0.019
Indonesia,2002,1.076,16.592,1.305,0.015,0.238,0.019
Indonesia,2003,0.911,14.052,1.412,0.013,0.201,0.02
Indonesia,2004,1.015,15.388,1.631,0.015,0.22,0.023
