Entity,Year,CO2 from gas (CDIAC & GCP (2018)),CO2 from coal (CDIAC & GCP (2018)),CO2 from oil (CDIAC & GCP (2018)),CO2 from cement (CDIAC & GCP (2018)),CO2 from flaring (CDIAC & GCP (2018))
Botswana,2000,0,2051840,1725744,0,0
Botswana,2001,0,2004208,1842992,0,0
Botswana,2002,0,2088480,1886960,0,0
Botswana,2003,0,1802688,2022528,0,0
Botswana,2004,0,1982224,1912608,0,0
Botswana,2005,0,2139776,1952912,0,0
Botswana,2006,0,2092144,2044512,0,0
Botswana,2007,0,1934592,2293664,0,0
Botswana,2008,0,1952912,2550144,0,0
Botswana,2009,0,1575520,2180080,0,0
Botswana,2010,0,2110464,2443888,128240,0
Botswana,2011,0,1428960,2590448,150224,0
Botswana,2012,0,1300720,2744336,183200,0
Botswana,2013,0,2158096,2883568,183200,0
Botswana,2014,0,3843536,3000816,183200,0
Brazil,1901,0,2103136,0,0,
Brazil,1902,0,2506176,0,0,
Brazil,1903,0,2440224,0,0,
Brazil,1904,0,2619760,0,0,
Brazil,1905,0,2799296,0,0,
Brazil,1906,0,3206000,0,0,
Brazil,1907,0,3451488,0,0,
Brazil,1908,0,3594384,0,0,
Brazil,1909,0,3609040,0,0,
Brazil,1910,0,4198944,0,0,
Brazil,1911,0,4605648,0,0,
Brazil,1912,0,5591264,0,0,
Brazil,1913,0,6034608,0,0,
Brazil,1914,0,4107344,0,0,
Brazil,1915,0,3143712,0,0,
Brazil,1916,0,2879904,0,0,
Brazil,1917,0,2498848,0,0,
Brazil,1918,0,2322976,0,0,
Brazil,1919,0,3070432,0,0,
Brazil,1920,0,3645680,0,0,
Brazil,1921,0,2890896,0,0,
Brazil,1922,0,3781248,0,0,
Brazil,1923,0,4616640,0,0,
Brazil,1924,0,5103952,0,0,
Brazil,1925,0,5375088,0,0,
Brazil,1926,0,5477680,0,0,
Brazil,1927,0,6074912,0,0,
Brazil,1928,0,5884384,0,43968,
Brazil,1929,0,6298416,0,47632,
Brazil,1930,0,5474016,0,43968,
Brazil,1931,0,4085360,0,84272,
Brazil,1932,0,4096352,0,73280,
Brazil,1933,0,4612976,0,109920,
Brazil,1934,0,4462752,0,161216,
Brazil,1935,0,5323792,7328,183200,
Brazil,1936,0,4869456,40304,241824,
Brazil,1937,0,5686528,117248,285792,
Brazil,1938,0,5638896,146560,307776,
Brazil,1939,0,5470352,128240,348080,
Brazil,1940,0,5968656,150224,370064,
Brazil,1941,0,5759808,142896,381056,
Brazil,1942,3664,5448368,47632,373728,
Brazil,1943,10992,5964992,131904,373728,
Brazil,1944,7328,5408064,80608,403040,
Brazil,1945,3664,6375360,62288,384720,
Brazil,1946,18320,6895648,142896,410368,
Brazil,1947,3664,8427200,65952,454336,
Brazil,1948,7328,7232736,58624,553264,
Brazil,1949,10992,6683136,43968,637536,
Brazil,1950,3664,6382688,12578512,692496,7328
Brazil,1951,3664,6276432,14645008,725472,14656
Brazil,1952,3664,6008960,18111152,806080,14656
Brazil,1953,7328,5620576,18539840,1011264,51296
Brazil,1954,14656,5752480,22551920,1245760,124576
Brazil,1955,14656,5862400,26659264,1381328,120912
Brazil,1956,18320,5070976,29737024,1630480,164880
Brazil,1957,32976,5027008,29055520,1692768,179536
Brazil,1958,65952,3949792,32855088,1886960,311440
Brazil,1959,91600,4107344,32474032,1912608,447008
Brazil,1960,113584,4964720,39017936,2227712,545936
Brazil,1961,113584,4678928,41469152,2348624,549600
Brazil,1962,109920,5668208,44829040,2528160,520288
Brazil,1963,164880,5419056,46910192,2583120,494640
Brazil,1964,161216,6170176,47001792,2802960,556928
Brazil,1965,194192,6943280,45763360,2799296,648528
Brazil,1966,245488,8364912,51856592,3011808,773104
Brazil,1967,256480,8123088,53725232,3191344,842720
Brazil,1968,230832,8533456,63980768,3627360,989280
Brazil,1969,234496,9416480,69421808,3898496,1275072
Brazil,1970,153888,8903520,78252048,4484736,1886960
Brazil,1971,249152,8984128,87052976,4884112,1381328
Brazil,1972,274800,9372512,97726208,5671872,1223776
Brazil,1973,377392,9009776,115364704,6675808,926992
Brazil,1974,692496,9541056,124836144,7430592,839056
Brazil,1975,780432,11061616,129705600,8687344,806080
Brazil,1976,916000,11519616,132208112,9541056,842720
Brazil,1977,1132176,15055376,135293200,10526672,820736
Brazil,1978,1483920,17708112,145471792,11101920,1018592
Brazil,1979,1630480,18462896,154529200,12395312,1154160
Brazil,1980,1883296,19987120,150213008,13549472,1308048
Brazil,1981,1685440,19723312,135527696,12981552,1747728
Brazil,1982,2381600,21551648,133193728,12780032,2128784
Brazil,1983,3378208,23925920,125737488,10398432,3052112
Brazil,1984,4169632,28996896,122062496,9837840,3601712
Brazil,1985,4994032,34870288,127514528,10270192,3447824
Brazil,1986,5986976,35123104,142375712,12604160,2630752
Brazil,1987,6639168,40234384,145541408,12692096,2253360
Brazil,1988,6840688,39776384,147651872,12622480,2300992
Brazil,1989,7306016,39930272,151579680,12919264,2114128
Brazil,1990,7419600,35720336,150469488,12856976,2249696
Brazil,1991,7258384,41003824,155049488,13699696,2143440
Brazil,1992,7796992,39409984,159442624,11911664,1960240
Brazil,1993,8515136,40410256,167038096,12380656,2205728
Brazil,1994,8833904,42081040,176143136,12571184,2322976
Brazil,1995,9478768,44367376,187889920,14080752,2322976
Brazil,1996,10621936,46855232,206550672,17239120,3282944
Brazil,1997,11790752,47639328,218487984,18983184,3403856
Brazil,1998,12373328,46569440,228879088,19902848,4305200
Brazil,1999,13912208,48177936,232847200,20067728,4906096
Brazil,2000,18008560,51208064,233854800,19536448,5107616
Brazil,2001,22881680,50603504,238625328,19397216,5649888
Brazil,2002,28326384,48786160,231326640,18950208,4605648
Brazil,2003,29187424,52336576,219414976,16946000,3469808
Brazil,2004,36068416,54436048,226299632,17147520,3598048
Brazil,2005,38248496,52772592,231909216,19287296,4807168
Brazil,2006,40040192,52226656,230656128,20877472,3583392
Brazil,2007,40545824,55300752,240021312,23196784,3850864
Brazil,2008,48529680,55960272,252794016,25853184,4173296
Brazil,2009,39124192,44458976,250940032,25787232,6536576
Brazil,2010,52659008,58495760,273660496,29458560,5136928
Brazil,2011,50482592,64112672,288902736,31939088,3616368
Brazil,2012,59825792,62892560,309274576,34544192,3107072
Brazil,2013,71077936,68784272,325722272,34870288,2810288
Brazil,2014,78032208,73606096,338751456,35507824,3477136
British Virgin Islands,1962,0,0,3664,0,0
British Virgin Islands,1963,0,0,3664,0,0
British Virgin Islands,1964,0,0,7328,0,0
British Virgin Islands,1965,0,0,7328,0,0
British Virgin Islands,1966,0,0,10992,0,0
British Virgin Islands,1967,0,0,3664,0,0
British Virgin Islands,1968,0,0,14656,0,0
British Virgin Islands,1969,0,0,18320,0,0
British Virgin Islands,1970,0,0,18320,0,0
British Virgin Islands,1971,0,0,21984,0,0
British Virgin Islands,1972,0,0,21984,0,0
British Virgin Islands,1973,0,0,25648,0,0
British Virgin Islands,1974,0,0,25648,0,0
British Virgin Islands,1975,0,0,25648,0,0
British Virgin Islands,1976,0,0,25648,0,0
British Virgin Islands,1977,0,0,29312,0,0
British Virgin Islands,1978,0,0,29312,0,0
British Virgin Islands,1979,0,0,29312,0,0
British Virgin Islands,1980,0,0,29312,0,0
British Virgin Islands,1981,0,0,43968,0,0
British Virgin Islands,1982,0,0,36640,0,0
British Virgin Islands,1983,0,0,40304,0,0
British Virgin Islands,1984,0,0,40304,0,0
British Virgin Islands,1985,0,0,47632,0,0
British Virgin Islands,1986,0,0,54960,0,0
British Virgin Islands,1987,0,0,62288,0,0
British Virgin Islands,1988,0,0,65952,0,0
British Virgin Islands,1989,0,0,65952,0,0
British Virgin Islands,1990,0,0,65952,0,0
British Virgin Islands,1991,0,0,65952,0,0
British Virgin Islands,1992,0,0,69616,0,0
British Virgin Islands,1993,0,0,73280,0,0
British Virgin Islands,1994,0,0,80608,0,0
British Virgin Islands,1995,0,0,84272,0,0
British Virgin Islands,1996,0,0,95264,0,0
British Virgin Islands,1997,0,0,98928,0,0
British Virgin Islands,1998,0,0,102592,0,0
British Virgin Islands,1999,0,0,102592,0,0
British Virgin Islands,2000,0,0,102592,0,0
British Virgin Islands,2001,0,0,106256,0,0
British Virgin Islands,2002,0,0,113584,0,0
British Virgin Islands,2003,0,0,120912,0,0
British Virgin Islands,2004,0,0,124576,0,0
British Virgin Islands,2005,0,0,131904,0,0
British Virgin Islands,2006,0,0,142896,0,0
British Virgin Islands,2007,0,0,150224,0,0
British Virgin Islands,2008,0,0,161216,0,0
British Virgin Islands,2009,0,0,164880,0,0
British Virgin Islands,2010,0,0,172208,0,0
British Virgin Islands,2011,0,0,175872,0,0
British Virgin Islands,2012,0,0,175872,0,0
British Virgin Islands,2013,0,0,175872,0,0
British Virgin Islands,2014,0,0,179536,0,0
Brunei,1930,0,0,0,0,
Brunei,1931,0,0,0,0,
Brunei,1932,0,0,0,0,
Brunei,1933,3664,0,0,0,
Brunei,1934,43968,0,0,0,
Brunei,1935,25648,0,0,0,
Brunei,1936,54960,0,21984,0,
Brunei,1937,161216,0,43968,0,
Brunei,1938,183200,0,32976,0,
Brunei,1939,230832,0,2396256,0,
Brunei,1940,296784,0,2667392,0,
Brunei,1941,62288,0,1905280,0,
Brunei,1942,0,0,1245760,0,
Brunei,1943,0,0,1872304,0,
Brunei,1944,0,0,2495184,0,
Brunei,1945,0,0,919664,0,
Brunei,1946,54960,0,890352,0,
Brunei,1947,51296,0,5301808,0,
Brunei,1948,73280,0,10992,0,
Brunei,1949,1172480,0,10295840,0,
Brunei,1950,260144,0,153888,0,0
Brunei,1951,267472,0,32976,0,0
Brunei,1952,271136,0,51296,0,0
Brunei,1953,267472,0,76944,0,0
Brunei,1954,271136,0,84272,0,0
Brunei,1955,267472,0,32976,0,0
Brunei,1956,271136,0,29312,0,0
Brunei,1957,263808,0,29312,0,0
Brunei,1958,300448,0,21984,0,0
Brunei,1959,300448,0,29312,0,0
Brunei,1960,304112,0,29312,0,0
Brunei,1961,274800,0,29312,0,0
Brunei,1962,293120,0,73280,0,0
Brunei,1963,300448,0,54960,0,0
Brunei,1964,267472,0,73280,0,0
Brunei,1965,326096,0,10992,0,0
Brunei,1966,289456,0,201520,0,0
Brunei,1967,293120,0,142896,0,0
Brunei,1968,285792,0,142896,0,0
Brunei,1969,322432,0,164880,0,0
Brunei,1970,388384,0,190528,0,7624784
Brunei,1971,362736,0,260144,0,6888320
Brunei,1972,736464,0,219840,0,8496816
Brunei,1973,861040,0,249152,0,8866880
Brunei,1974,1366672,0,293120,0,6521920
Brunei,1975,1516896,0,300448,0,5257840
Brunei,1976,1022256,0,337088,0,4656944
Brunei,1977,1788032,0,443344,0,4154976
Brunei,1978,3601712,0,542272,0,5389744
Brunei,1979,3473472,0,637536,0,3323248
Brunei,1980,2901888,3664,674176,0,3297600
Brunei,1981,1183472,0,0,0,875696
Brunei,1982,1176144,0,0,0,1483920
Brunei,1983,1311712,0,0,0,1421632
Brunei,1984,1095536,0,655856,0,161216
Brunei,1985,1234768,0,1223776,0,135568
Brunei,1986,941648,0,1319040,0,32976
Brunei,1987,2077488,0,1190800,0,47632
Brunei,1988,4063376,0,1601168,0,47632
Brunei,1989,4719232,0,1575520,0,47632
Brunei,1990,4590992,0,1538880,0,58624
Brunei,1991,2465872,0,1637808,0,1201792
Brunei,1992,2802960,0,1260416,0,1143168
Brunei,1993,2769984,0,1604832,0,589904
Brunei,1994,2627088,0,1352016,0,710816
Brunei,1995,2733344,0,1088208,0,959968
Brunei,1996,2824944,0,1194464,124576,725472
Brunei,1997,2931200,0,1278736,124576,721808
Brunei,1998,3048448,0,1421632,106256,688832
Brunei,1999,1667120,0,1546208,102592,589904
Brunei,2000,3044784,0,839056,117248,707152
Brunei,2001,2905552,0,901344,113584,582576
Brunei,2002,2850592,0,718144,120912,685168
Brunei,2003,2901888,0,839056,117248,732800
Brunei,2004,3242640,0,1007600,120912,622880
Brunei,2005,3282944,0,1058896,131904,527616
Brunei,2006,3238976,0,970960,120912,527616
Brunei,2007,5939344,0,1846656,98928,523952
Brunei,2008,6492608,0,2055504,120912,443344
Brunei,2009,5598592,0,1755056,109920,395712
Brunei,2010,6126208,0,1590176,135568,344416
Brunei,2011,7287696,0,1956576,142896,300448
Brunei,2012,7115488,0,2066496,164880,315104
Brunei,2013,5624240,0,1656128,168544,348080
Brunei,2014,6771072,0,1689104,175872,465328
Bulgaria,1879,0,0,0,0,
Bulgaria,1880,0,0,0,0,
Bulgaria,1881,0,3664,0,0,
Bulgaria,1882,0,3664,0,0,
Bulgaria,1883,0,7328,0,0,
Bulgaria,1884,0,10992,0,0,
Bulgaria,1885,0,7328,0,0,
Bulgaria,1886,0,7328,0,0,
Bulgaria,1887,0,10992,0,0,
Bulgaria,1888,0,18320,0,0,
Bulgaria,1889,0,25648,0,0,
Bulgaria,1890,0,32976,0,0,
Bulgaria,1891,0,40304,0,0,
Bulgaria,1892,0,47632,0,0,
Bulgaria,1893,0,62288,0,0,
Bulgaria,1894,0,80608,0,0,
Bulgaria,1895,0,84272,0,0,
Bulgaria,1896,0,106256,0,0,
Bulgaria,1897,0,109920,0,0,
Bulgaria,1898,0,146560,0,0,
Bulgaria,1899,0,146560,0,0,
Bulgaria,1900,0,216176,0,0,
Bulgaria,1901,0,271136,0,0,
Bulgaria,1902,0,238160,0,0,
Bulgaria,1903,0,234496,0,0,
Bulgaria,1904,0,300448,0,0,
Bulgaria,1905,0,359072,0,0,
Bulgaria,1906,0,315104,0,0,
Bulgaria,1907,0,454336,0,0,
Bulgaria,1908,0,597232,0,0,
Bulgaria,1909,0,604560,0,0,
Bulgaria,1910,0,633872,0,0,
Bulgaria,1911,0,897680,0,0,
Bulgaria,1912,0,897680,0,0,
Bulgaria,1913,0,787760,0,0,
Bulgaria,1914,0,1183472,0,0,
Bulgaria,1915,0,762112,0,0,
Bulgaria,1916,0,923328,0,0,
Bulgaria,1917,0,1139504,0,0,
Bulgaria,1918,0,1421632,0,0,
Bulgaria,1919,0,835392,0,0,
Bulgaria,1920,0,1099200,0,0,
Bulgaria,1921,0,1366672,0,0,
Bulgaria,1922,0,1509568,0,0,
Bulgaria,1923,0,1604832,0,0,
Bulgaria,1924,0,1842992,0,0,
Bulgaria,1925,0,1810016,0,0,
Bulgaria,1926,0,1780704,0,0,
Bulgaria,1927,0,1817344,0,0,
Bulgaria,1928,0,2084816,0,54960,
Bulgaria,1929,0,2407248,0,76944,
Bulgaria,1930,0,2315648,0,87936,
Bulgaria,1931,0,2224048,0,51296,
Bulgaria,1932,0,2568464,0,69616,
Bulgaria,1933,0,2286336,0,58624,
Bulgaria,1934,0,2385264,0,58624,
Bulgaria,1935,0,2421904,0,51296,
Bulgaria,1936,0,2458544,0,54960,
Bulgaria,1937,0,2722352,0,65952,
Bulgaria,1938,0,3081424,0,87936,
Bulgaria,1939,0,3392864,0,87936,
Bulgaria,1940,0,4100016,0,0,
Bulgaria,1941,0,4422448,0,0,
Bulgaria,1942,0,5349440,0,0,
Bulgaria,1943,0,5811104,0,0,
Bulgaria,1944,0,4327184,0,62288,
Bulgaria,1945,0,5089296,0,120912,
Bulgaria,1946,0,4975712,0,0,
Bulgaria,1947,0,5910032,0,0,
Bulgaria,1948,0,6060256,0,161216,
Bulgaria,1949,0,7452576,0,0,
Bulgaria,1950,0,6653824,542272,300448,0
Bulgaria,1951,0,7225408,630208,315104,0
Bulgaria,1952,0,8372240,721808,337088,0
Bulgaria,1953,0,9423808,817072,348080,0
Bulgaria,1954,0,10079664,926992,388384,0
Bulgaria,1955,0,10588960,1102864,403040,0
Bulgaria,1956,0,11215504,1330032,428688,0
Bulgaria,1957,0,12387984,1564528,439680,0
Bulgaria,1958,0,13622752,1542544,465328,0
Bulgaria,1959,0,16711504,2202064,714480,0
Bulgaria,1960,0,18624112,2857920,791424,0
Bulgaria,1961,0,21430736,3649344,872032,0
Bulgaria,1962,0,24728336,5041664,941648,0
Bulgaria,1963,0,26783840,6499936,1099200,0
Bulgaria,1964,0,32118624,9423808,1286064,0
Bulgaria,1965,124576,33910320,10904064,1337360,0
Bulgaria,1966,186864,34745712,12373328,1421632,0
Bulgaria,1967,567920,37698896,15179952,1670784,0
Bulgaria,1968,875696,39296400,17557888,1751392,0
Bulgaria,1969,908672,41135728,22507952,1769712,0
Bulgaria,1970,824400,33126224,25413504,1828336,0
Bulgaria,1971,567920,32140608,29605120,1934592,0
Bulgaria,1972,381056,32807456,30979120,1949248,0
Bulgaria,1973,384720,33536592,32770816,2081152,0
Bulgaria,1974,839056,33137216,35086464,2139776,0
Bulgaria,1975,2224048,34397632,34207104,2172752,0
Bulgaria,1976,3891168,31715584,35280656,2172752,0
Bulgaria,1977,4964720,31627648,36991744,2322976,0
Bulgaria,1978,5294480,33892000,39593184,2564800,0
Bulgaria,1979,5664544,34972880,35760640,2693040,0
Bulgaria,1980,7247392,36574048,30935152,2671056,0
Bulgaria,1981,7892256,37134640,32539984,2711360,0
Bulgaria,1982,8749632,39109536,39402656,2795632,0
Bulgaria,1983,9200304,39028928,39252432,2813952,0
Bulgaria,1984,9291904,39149840,35998800,2850592,0
Bulgaria,1985,8951152,41099088,36779232,2638080,0
Bulgaria,1986,9434800,41003824,38171552,2839600,0
Bulgaria,1987,10783152,41773264,36269936,2737008,0
Bulgaria,1988,12263408,37907744,34287712,2758992,0
Bulgaria,1989,11021312,38578256,34595488,2476864,0
Bulgaria,1990,11112912,35903536,25058096,2348624,0
Bulgaria,1991,9508080,29784656,17026608,1183472,0
Bulgaria,1992,8372240,30235328,14491120,1062560,0
Bulgaria,1993,7826304,32243200,26739872,1000272,0
Bulgaria,1994,7709056,29447568,16008016,952640,0
Bulgaria,1995,9438464,29766336,17719104,1033248,0
Bulgaria,1996,10702544,29982512,14762256,1066224,0
Bulgaria,1997,8467504,30561424,11717472,824400,0
Bulgaria,1998,7159456,28736752,12193792,868368,0
Bulgaria,1999,6148192,25384192,11387712,1025920,0
Bulgaria,2000,6708784,25149696,10537664,1099200,0
Bulgaria,2001,6269104,28564544,10544992,1040576,0
Bulgaria,2002,5503328,26098672,11933648,1066224,0
Bulgaria,2003,5723168,28465616,12032576,1047904,0
Bulgaria,2004,5704848,28216464,11376720,1465600,0
Bulgaria,2005,6415664,26739872,12919264,1802688,0
Bulgaria,2006,6639168,26985360,13285664,2040848,0
Bulgaria,2007,6888320,30381888,12739728,2198400,0
Bulgaria,2008,6668480,29594128,12113184,2319312,0
Bulgaria,2009,4946400,24790624,11578240,1319040,0
Bulgaria,2010,5265168,26688576,11145888,978288,0
Bulgaria,2011,6019952,32016032,10339808,930656,0
Bulgaria,2012,5609584,27403056,10915056,743792,0
Bulgaria,2013,5488672,23178464,9999056,901344,0
Bulgaria,2014,5408064,24992144,11057952,923328,0
Burkina Faso,1958,0,0,3664,0,0
Burkina Faso,1959,0,0,7328,0,0
Burkina Faso,1960,0,0,43968,0,0
Burkina Faso,1961,0,0,91600,0,0
Burkina Faso,1962,0,0,84272,0,0
Burkina Faso,1963,0,0,87936,0,0
Burkina Faso,1964,0,0,109920,0,0
Burkina Faso,1965,0,0,102592,0,0
Burkina Faso,1966,0,0,102592,0,0
Burkina Faso,1967,0,0,102592,0,0
Burkina Faso,1968,0,0,102592,0,0
Burkina Faso,1969,0,0,120912,0,0
Burkina Faso,1970,0,0,142896,0,0
Burkina Faso,1971,0,0,150224,0,0
Burkina Faso,1972,0,0,161216,0,0
Burkina Faso,1973,0,0,168544,0,0
Burkina Faso,1974,0,0,205184,0,0
Burkina Faso,1975,0,0,219840,0,0
Burkina Faso,1976,0,0,208848,0,0
Burkina Faso,1977,0,0,249152,0,0
Burkina Faso,1978,0,0,348080,0,0
Burkina Faso,1979,0,0,406704,0,0
Burkina Faso,1980,0,0,432352,0,0
Burkina Faso,1981,0,0,556928,0,0
Burkina Faso,1982,0,0,575248,0,0
Burkina Faso,1983,0,0,593568,0,0
Burkina Faso,1984,0,0,465328,0,0
Burkina Faso,1985,0,0,476320,0,0
Burkina Faso,1986,0,0,479984,0,0
Burkina Faso,1987,0,0,516624,0,0
Burkina Faso,1988,0,0,553264,0,0
Burkina Faso,1989,0,0,820736,0,0
Burkina Faso,1990,0,0,582576,0,0
Burkina Faso,1991,0,0,626544,0,0
Burkina Faso,1992,0,0,630208,0,0
Burkina Faso,1993,0,0,626544,0,0
Burkina Faso,1994,0,0,644864,0,0
Burkina Faso,1995,0,0,611888,14656,0
Burkina Faso,1996,0,0,692496,14656,0
Burkina Faso,1997,0,0,787760,18320,0
Burkina Faso,1998,0,0,842720,18320,0
Burkina Faso,1999,0,0,842720,87936,0
Burkina Faso,2000,0,0,989280,51296,0
Burkina Faso,2001,0,0,970960,25648,0
Burkina Faso,2002,0,0,989280,14656,0
Burkina Faso,2003,0,0,1062560,14656,0
Burkina Faso,2004,0,0,1088208,14656,0
Burkina Faso,2005,0,0,1110192,14656,0
Burkina Faso,2006,0,0,1344688,14656,0
Burkina Faso,2007,0,0,1630480,14656,0
Burkina Faso,2008,0,0,1681776,234496,0
Burkina Faso,2009,0,0,1648800,282128,0
Burkina Faso,2010,0,0,1667120,293120,0
Burkina Faso,2011,0,0,1916272,293120,0
Burkina Faso,2012,0,0,2297328,329760,0
Burkina Faso,2013,0,0,2766320,289456,0
Burkina Faso,2014,0,0,2645408,201520,0
Burundi,1962,0,0,43968,0,0
Burundi,1963,0,0,47632,0,0
Burundi,1964,0,0,47632,0,0
Burundi,1965,0,0,36640,0,0
Burundi,1966,0,0,47632,0,0
Burundi,1967,0,0,47632,0,0
Burundi,1968,0,0,54960,0,0
Burundi,1969,0,0,73280,0,0
Burundi,1970,0,0,62288,0,0
Burundi,1971,0,0,73280,0,0
Burundi,1972,0,0,69616,0,0
Burundi,1973,0,0,69616,0,0
Burundi,1974,0,0,87936,0,0
Burundi,1975,0,0,76944,0,0
Burundi,1976,0,0,84272,0,0
Burundi,1977,0,0,98928,0,0
Burundi,1978,0,3664,102592,0,0
Burundi,1979,0,3664,106256,0,0
Burundi,1980,0,7328,142896,0,0
Burundi,1981,0,7328,150224,0,0
Burundi,1982,0,14656,142896,0,0
Burundi,1983,0,18320,186864,0,0
Burundi,1984,0,18320,197856,0,0
Burundi,1985,0,14656,216176,0,0
Burundi,1986,0,18320,216176,0,0
Burundi,1987,0,25648,223504,0,0
Burundi,1988,0,18320,212512,0,0
Burundi,1989,0,18320,249152,0,0
Burundi,1990,0,14656,194192,0,0
Burundi,1991,0,14656,223504,0,0
Burundi,1992,0,18320,197856,0,0
Burundi,1993,0,18320,212512,0,0
Burundi,1994,0,18320,216176,0,0
Burundi,1995,0,18320,219840,0,0
Burundi,1996,0,18320,227168,0,0
Burundi,1997,0,18320,234496,0,0
Burundi,1998,0,18320,234496,0,0
Burundi,1999,0,7328,249152,0,0
Burundi,2000,0,7328,267472,0,0
Burundi,2001,0,10992,197856,0,0
Burundi,2002,0,10992,201520,0,0
Burundi,2003,0,7328,153888,0,0
Burundi,2004,0,7328,190528,0,0
Burundi,2005,0,7328,146560,0,0
Burundi,2006,0,14656,172208,0,0
Burundi,2007,0,10992,179536,0,0
Burundi,2008,0,14656,179536,0,0
Burundi,2009,0,14656,175872,0,0
Burundi,2010,0,18320,194192,0,0
Burundi,2011,0,10992,212512,18320,0
Burundi,2012,0,29312,216176,36640,0
Burundi,2013,0,21984,216176,51296,0
Burundi,2014,0,14656,388384,36640,0
Cambodia,1955,0,0,102592,0,0
Cambodia,1956,0,0,131904,0,0
Cambodia,1957,0,0,161216,0,0
Cambodia,1958,0,0,197856,0,0
Cambodia,1959,0,0,212512,0,0
Cambodia,1960,0,0,234496,0,0
Cambodia,1961,0,0,285792,0,0
Cambodia,1962,0,0,307776,0,0
Cambodia,1963,0,0,388384,0,0
Cambodia,1964,0,32976,307776,3664,0
Cambodia,1965,0,73280,304112,25648,0
Cambodia,1966,0,98928,340752,29312,0
Cambodia,1967,0,36640,351744,29312,0
Cambodia,1968,0,95264,366400,29312,0
Cambodia,1969,0,32976,1278736,29312,0
Cambodia,1970,0,32976,1121184,18320,0
Cambodia,1971,0,25648,194192,29312,0
Cambodia,1972,0,14656,76944,25648,0
Cambodia,1973,0,0,87936,40304,0
Cambodia,1974,0,0,47632,25648,0
Cambodia,1975,0,0,47632,25648,0
Cambodia,1976,0,0,47632,25648,0
Cambodia,1977,0,0,47632,25648,0
Cambodia,1978,0,0,47632,3664,0
Cambodia,1979,0,0,29312,0,0
Cambodia,1980,0,0,285792,0,0
Cambodia,1981,0,0,300448,0,0
Cambodia,1982,0,0,337088,0,0
Cambodia,1983,0,0,366400,0,0
Cambodia,1984,0,0,410368,0,0
Cambodia,1985,0,0,417696,0,0
Cambodia,1986,0,0,432352,0,0
Cambodia,1987,0,0,436016,0,0
Cambodia,1988,0,0,450672,0,0
Cambodia,1989,0,0,450672,0,0
Cambodia,1990,0,0,1260416,0,0
Cambodia,1991,0,0,1304384,0,0
Cambodia,1992,0,0,1348352,0,0
Cambodia,1993,0,0,1384992,0,0
Cambodia,1994,0,0,1425296,51296,0
Cambodia,1995,0,0,1498576,51296,0
Cambodia,1996,0,0,1516896,98928,0
Cambodia,1997,0,0,1465600,73280,0
Cambodia,1998,0,0,1875968,73280,0
Cambodia,1999,0,0,1894288,0,0
Cambodia,2000,0,0,1974896,0,0
Cambodia,2001,0,0,2249696,0,0
Cambodia,2002,0,0,2205728,0,0
Cambodia,2003,0,0,2377936,0,0
Cambodia,2004,0,0,2443888,0,0
Cambodia,2005,0,0,2773648,0,0
Cambodia,2006,0,0,2997152,0,0
Cambodia,2007,0,0,3418512,43968,0
Cambodia,2008,0,0,3510112,384720,0
Cambodia,2009,0,29312,4154976,465328,0
Cambodia,2010,0,32976,4587328,392048,0
Cambodia,2011,0,36640,4719232,450672,0
Cambodia,2012,0,40304,4924416,487312,0
Cambodia,2013,0,179536,4891440,527616,0
Cambodia,2014,0,919664,5063648,696160,0
Cameroon,1950,0,21984,120912,0,0
Cameroon,1951,0,40304,142896,0,0
Cameroon,1952,0,62288,216176,0,0
Cameroon,1953,0,25648,179536,0,0
Cameroon,1954,0,0,230832,0,0
Cameroon,1955,0,0,230832,3664,0
Cameroon,1956,0,3664,227168,7328,0
Cameroon,1957,0,3664,252816,3664,0
Cameroon,1958,0,3664,274800,3664,0
Cameroon,1959,0,0,274800,3664,0
Cameroon,1960,0,3664,267472,0,0
Cameroon,1961,0,3664,278464,0,0
Cameroon,1962,0,0,289456,0,0
Cameroon,1963,0,0,300448,0,0
Cameroon,1964,0,0,337088,0,0
Cameroon,1965,0,0,311440,0,0
Cameroon,1966,0,0,344416,0,0
Cameroon,1967,0,3664,458000,0,0
Cameroon,1968,0,3664,501968,0,0
Cameroon,1969,0,3664,571584,0,0
Cameroon,1970,0,3664,619216,14656,0
