Entity,Year,"GHG emissions per capita (tonnes CO2e) (EDGAR, 2019)","GHG emissions per capita per day (kgCO2e) (EDGAR, 2019)"
Egypt,1997,2.50,6.85
Egypt,1998,2.53,6.94
Egypt,1999,2.59,7.10
Egypt,2000,2.64,7.23
Egypt,2001,2.63,7.20
Egypt,2002,2.79,7.65
Egypt,2003,2.86,7.85
Egypt,2004,2.96,8.12
Egypt,2005,3.18,8.70
Egypt,2006,3.28,8.98
Egypt,2007,3.35,9.17
Egypt,2008,3.33,9.13
Egypt,2009,3.23,8.85
Egypt,2010,3.33,9.13
Egypt,2011,3.36,9.20
Egypt,2012,3.37,9.22
El Salvador,1970,1.34,3.68
El Salvador,1971,1.32,3.61
El Salvador,1972,1.37,3.75
El Salvador,1973,1.36,3.73
El Salvador,1974,1.35,3.71
El Salvador,1975,1.41,3.85
El Salvador,1976,1.44,3.94
El Salvador,1977,1.50,4.12
El Salvador,1978,1.56,4.29
El Salvador,1979,1.47,4.04
El Salvador,1980,1.29,3.53
El Salvador,1981,1.25,3.42
El Salvador,1982,1.13,3.09
El Salvador,1983,1.14,3.12
El Salvador,1984,1.10,3.02
El Salvador,1985,1.18,3.22
El Salvador,1986,1.15,3.15
El Salvador,1987,1.18,3.22
El Salvador,1988,1.25,3.43
El Salvador,1989,1.23,3.38
El Salvador,1990,1.27,3.49
El Salvador,1991,1.42,3.89
El Salvador,1992,1.49,4.08
El Salvador,1993,1.52,4.17
El Salvador,1994,1.63,4.46
El Salvador,1995,1.65,4.51
El Salvador,1996,1.60,4.39
El Salvador,1997,1.76,4.82
El Salvador,1998,1.76,4.82
El Salvador,1999,1.79,4.89
El Salvador,2000,1.76,4.83
El Salvador,2001,1.92,5.27
El Salvador,2002,1.89,5.19
El Salvador,2003,1.88,5.16
El Salvador,2004,1.93,5.29
El Salvador,2005,1.91,5.24
El Salvador,2006,1.93,5.29
El Salvador,2007,1.99,5.44
El Salvador,2008,1.96,5.37
El Salvador,2009,1.94,5.32
El Salvador,2010,1.94,5.32
El Salvador,2011,1.99,5.44
El Salvador,2012,2.02,5.54
Equatorial Guinea,1970,0.39,1.07
Equatorial Guinea,1971,0.40,1.10
Equatorial Guinea,1972,0.42,1.16
Equatorial Guinea,1973,0.46,1.25
Equatorial Guinea,1974,0.49,1.33
Equatorial Guinea,1975,0.52,1.43
Equatorial Guinea,1976,0.55,1.50
Equatorial Guinea,1977,0.59,1.61
Equatorial Guinea,1978,0.60,1.64
Equatorial Guinea,1979,0.63,1.74
Equatorial Guinea,1980,0.62,1.70
Equatorial Guinea,1981,0.58,1.59
Equatorial Guinea,1982,0.60,1.63
Equatorial Guinea,1983,0.57,1.55
Equatorial Guinea,1984,0.53,1.46
Equatorial Guinea,1985,0.53,1.46
Equatorial Guinea,1986,0.53,1.45
Equatorial Guinea,1987,0.52,1.41
Equatorial Guinea,1988,0.51,1.40
Equatorial Guinea,1989,0.58,1.59
Equatorial Guinea,1990,0.57,1.56
Equatorial Guinea,1991,1.49,4.08
Equatorial Guinea,1992,2.32,6.36
Equatorial Guinea,1993,3.14,8.59
Equatorial Guinea,1994,3.86,10.56
Equatorial Guinea,1995,3.95,10.81
Equatorial Guinea,1996,4.10,11.22
Equatorial Guinea,1997,5.39,14.78
Equatorial Guinea,1998,6.22,17.04
Equatorial Guinea,1999,6.41,17.57
Equatorial Guinea,2000,6.59,18.05
Equatorial Guinea,2001,8.25,22.60
Equatorial Guinea,2004,7.66,20.99
Equatorial Guinea,2005,7.49,20.53
Equatorial Guinea,2006,7.19,19.69
Equatorial Guinea,2007,7.15,19.58
Equatorial Guinea,2008,6.64,18.19
Equatorial Guinea,2009,6.42,17.60
Equatorial Guinea,2010,6.41,17.57
Equatorial Guinea,2012,6.14,16.81
Eritrea,1970,1.61,4.41
Eritrea,1971,1.58,4.32
Eritrea,1972,1.50,4.11
Eritrea,1973,1.49,4.07
Eritrea,1974,1.42,3.89
Eritrea,1975,1.35,3.70
Eritrea,1976,1.32,3.61
Eritrea,1977,1.30,3.57
Eritrea,1978,1.27,3.49
Eritrea,1979,1.26,3.45
Eritrea,1980,1.25,3.42
Eritrea,1981,1.21,3.32
Eritrea,1982,1.18,3.22
Eritrea,1983,1.17,3.21
Eritrea,1984,1.10,3.02
Eritrea,1985,1.10,3.00
Eritrea,1986,1.11,3.05
Eritrea,1987,1.06,2.90
Eritrea,1988,1.04,2.85
Eritrea,1989,1.06,2.90
Eritrea,1990,1.07,2.94
Eritrea,1991,1.07,2.92
Eritrea,1992,1.18,3.24
Eritrea,1993,1.12,3.06
Eritrea,1994,1.17,3.20
Eritrea,1995,1.21,3.33
Eritrea,1996,1.34,3.68
Eritrea,1997,1.44,3.94
Eritrea,1998,1.45,3.97
Eritrea,1999,1.50,4.10
Eritrea,2000,1.47,4.02
Eritrea,2001,1.35,3.70
Eritrea,2002,1.23,3.38
Eritrea,2003,1.20,3.28
Eritrea,2004,1.17,3.22
Eritrea,2005,1.13,3.09
Eritrea,2006,1.10,3.02
Eritrea,2007,1.17,3.21
Eritrea,2008,1.17,3.21
Eritrea,2009,1.10,3.02
Eritrea,2010,1.10,3.02
Eritrea,2011,1.10,3.01
Estonia,1970,47.73,130.78
Estonia,1971,47.27,129.50
Estonia,1972,48.09,131.74
Estonia,1973,48.53,132.95
Estonia,1974,48.70,133.42
Estonia,1975,49.55,135.76
Estonia,1976,48.52,132.92
Estonia,1977,48.98,134.20
Estonia,1978,48.14,131.88
Estonia,1979,48.21,132.09
Estonia,1980,47.84,131.06
Estonia,1981,47.63,130.50
Estonia,1982,47.22,129.37
Estonia,1983,46.20,126.58
Estonia,1984,45.30,124.10
Estonia,1985,44.91,123.05
Estonia,1986,45.10,123.57
Estonia,1987,44.70,122.46
Estonia,1988,44.75,122.59
Estonia,1989,43.82,120.06
Estonia,1990,35.55,97.40
Estonia,1991,33.00,90.42
Estonia,1992,26.91,73.73
Estonia,1993,23.34,63.95
Estonia,1994,23.42,64.17
Estonia,1995,22.23,60.90
Estonia,1996,23.03,63.10
Estonia,1997,22.95,62.87
Estonia,1998,13.96,38.24
Estonia,1999,13.02,35.67
Estonia,2000,12.72,34.85
Estonia,2001,12.92,35.41
Estonia,2002,16.64,45.59
Estonia,2003,14.19,38.88
Estonia,2004,14.70,40.26
Estonia,2005,14.80,40.55
Estonia,2006,14.57,39.93
Estonia,2007,17.53,48.03
Estonia,2008,16.36,44.82
Estonia,2009,14.10,38.63
Estonia,2010,17.10,46.85
Estonia,2011,18.37,50.32
Estonia,2012,17.61,48.25
Ethiopia,1970,1.92,5.25
Ethiopia,1971,1.86,5.09
Ethiopia,1972,1.78,4.88
Ethiopia,1973,1.78,4.89
Ethiopia,1974,1.61,4.41
Ethiopia,1975,1.56,4.28
Ethiopia,1976,1.55,4.24
Ethiopia,1977,1.62,4.44
Ethiopia,1978,1.53,4.19
Ethiopia,1979,1.56,4.28
Ethiopia,1980,1.65,4.51
Ethiopia,1981,1.52,4.15
Ethiopia,1982,1.55,4.25
Ethiopia,1983,1.50,4.11
Ethiopia,1984,1.41,3.87
Ethiopia,1985,1.38,3.77
Ethiopia,1986,1.40,3.85
Ethiopia,1987,1.33,3.64
Ethiopia,1988,1.27,3.49
Ethiopia,1989,1.32,3.62
Ethiopia,1990,1.40,3.83
Ethiopia,1991,1.28,3.50
Ethiopia,1992,1.33,3.66
Ethiopia,1993,1.22,3.34
Ethiopia,1994,1.19,3.26
Ethiopia,1995,1.21,3.31
Ethiopia,1996,1.21,3.31
Ethiopia,1997,1.21,3.32
Ethiopia,1998,3.04,8.33
Ethiopia,1999,3.37,9.23
Ethiopia,2000,2.76,7.56
Ethiopia,2001,2.11,5.79
Ethiopia,2002,2.65,7.26
Ethiopia,2003,2.37,6.49
Ethiopia,2004,2.35,6.43
Ethiopia,2005,2.61,7.14
Ethiopia,2006,2.22,6.09
Ethiopia,2007,2.33,6.39
Ethiopia,2008,2.11,5.77
Ethiopia,2009,2.13,5.84
Ethiopia,2010,2.08,5.71
Ethiopia,2011,2.04,5.60
Ethiopia,2012,2.00,5.49
Euro area,1970,11.64,31.90
Euro area,1971,11.72,32.11
Euro area,1972,12.07,33.07
Euro area,1973,12.64,34.63
Euro area,1974,12.47,34.16
Euro area,1975,11.89,32.58
Euro area,1976,12.52,34.30
Euro area,1977,12.35,33.82
Euro area,1978,12.66,34.69
Euro area,1979,13.07,35.81
Euro area,1980,12.78,35.00
Euro area,1981,12.33,33.77
Euro area,1982,11.91,32.62
Euro area,1983,11.83,32.40
Euro area,1984,11.93,32.67
Euro area,1985,11.92,32.66
Euro area,1986,11.91,32.62
Euro area,1987,11.90,32.60
Euro area,1988,11.99,32.86
Euro area,1989,12.13,33.23
Euro area,1990,11.58,31.73
Euro area,1991,11.53,31.59
Euro area,1992,11.11,30.45
Euro area,1993,10.84,29.69
Euro area,1994,10.82,29.64
Euro area,1995,10.92,29.92
Euro area,1996,11.09,30.38
Euro area,1997,10.99,30.11
Euro area,1998,10.83,29.66
Euro area,1999,10.63,29.11
Euro area,2000,10.72,29.37
Euro area,2001,10.72,29.36
Euro area,2002,10.69,29.30
Euro area,2003,10.85,29.72
Euro area,2004,10.78,29.52
Euro area,2005,10.66,29.22
Euro area,2006,10.55,28.90
Euro area,2007,10.39,28.48
Euro area,2008,10.19,27.91
Euro area,2009,9.60,26.31
Euro area,2010,9.66,26.46
Euro area,2011,9.46,25.90
Euro area,2012,9.40,25.75
Europe & Central Asia,1970,12.26,33.60
Europe & Central Asia,1971,12.24,33.53
Europe & Central Asia,1972,12.67,34.70
Europe & Central Asia,1973,13.07,35.80
Europe & Central Asia,1974,13.05,35.74
Europe & Central Asia,1975,13.02,35.67
Europe & Central Asia,1976,13.52,37.04
Europe & Central Asia,1977,13.55,37.12
Europe & Central Asia,1978,13.77,37.72
Europe & Central Asia,1979,14.02,38.42
Europe & Central Asia,1980,13.81,37.83
Europe & Central Asia,1981,13.48,36.92
Europe & Central Asia,1982,13.28,36.38
Europe & Central Asia,1983,13.22,36.23
Europe & Central Asia,1984,13.23,36.25
Europe & Central Asia,1985,13.30,36.43
Europe & Central Asia,1986,13.42,36.77
Europe & Central Asia,1987,13.45,36.84
Europe & Central Asia,1988,13.55,37.12
Europe & Central Asia,1989,13.48,36.94
Europe & Central Asia,1990,13.89,38.05
Europe & Central Asia,1991,13.36,36.59
Europe & Central Asia,1992,12.49,34.23
Europe & Central Asia,1993,12.04,32.98
Europe & Central Asia,1994,11.41,31.25
Europe & Central Asia,1995,11.30,30.96
Europe & Central Asia,1996,11.44,31.35
Europe & Central Asia,1997,10.93,29.94
Europe & Central Asia,1998,11.84,32.44
Europe & Central Asia,1999,10.56,28.92
Europe & Central Asia,2000,10.96,30.02
Europe & Central Asia,2001,10.80,29.59
Europe & Central Asia,2002,11.25,30.83
Europe & Central Asia,2003,12.01,32.90
Europe & Central Asia,2004,10.70,29.32
Europe & Central Asia,2005,10.76,29.49
Europe & Central Asia,2006,11.08,30.34
Europe & Central Asia,2007,10.86,29.76
Europe & Central Asia,2008,11.21,30.70
Europe & Central Asia,2009,10.19,27.91
Europe & Central Asia,2010,10.43,28.57
Europe & Central Asia,2011,10.52,28.82
Europe & Central Asia,2012,10.50,28.78
Europe & Central Asia (IDA & IBRD),1970,12.13,33.23
Europe & Central Asia (IDA & IBRD),1971,12.06,33.04
Europe & Central Asia (IDA & IBRD),1972,12.70,34.80
Europe & Central Asia (IDA & IBRD),1973,12.93,35.44
Europe & Central Asia (IDA & IBRD),1974,13.23,36.24
Europe & Central Asia (IDA & IBRD),1975,13.66,37.42
Europe & Central Asia (IDA & IBRD),1976,14.08,38.58
Europe & Central Asia (IDA & IBRD),1977,14.20,38.92
Europe & Central Asia (IDA & IBRD),1978,14.40,39.46
Europe & Central Asia (IDA & IBRD),1979,14.44,39.56
Europe & Central Asia (IDA & IBRD),1980,14.45,39.59
Europe & Central Asia (IDA & IBRD),1981,14.24,39.00
Europe & Central Asia (IDA & IBRD),1982,14.22,38.95
Europe & Central Asia (IDA & IBRD),1983,14.20,38.90
Europe & Central Asia (IDA & IBRD),1984,14.19,38.89
Europe & Central Asia (IDA & IBRD),1985,14.21,38.93
Europe & Central Asia (IDA & IBRD),1986,14.42,39.51
Europe & Central Asia (IDA & IBRD),1987,14.47,39.65
Europe & Central Asia (IDA & IBRD),1988,14.65,40.13
Europe & Central Asia (IDA & IBRD),1989,14.49,39.70
Europe & Central Asia (IDA & IBRD),1990,15.72,43.08
Europe & Central Asia (IDA & IBRD),1991,14.74,40.39
Europe & Central Asia (IDA & IBRD),1992,13.48,36.92
Europe & Central Asia (IDA & IBRD),1993,12.87,35.25
Europe & Central Asia (IDA & IBRD),1994,11.65,31.93
Europe & Central Asia (IDA & IBRD),1995,11.39,31.22
Europe & Central Asia (IDA & IBRD),1996,11.45,31.38
Europe & Central Asia (IDA & IBRD),1997,10.63,29.12
Europe & Central Asia (IDA & IBRD),1998,12.64,34.64
Europe & Central Asia (IDA & IBRD),1999,10.33,28.31
Europe & Central Asia (IDA & IBRD),2000,11.07,30.33
Europe & Central Asia (IDA & IBRD),2001,10.75,29.46
Europe & Central Asia (IDA & IBRD),2002,11.75,32.18
Europe & Central Asia (IDA & IBRD),2003,13.09,35.86
Europe & Central Asia (IDA & IBRD),2004,10.59,29.02
Europe & Central Asia (IDA & IBRD),2005,10.86,29.76
Europe & Central Asia (IDA & IBRD),2006,11.57,31.71
Europe & Central Asia (IDA & IBRD),2007,11.33,31.03
Europe & Central Asia (IDA & IBRD),2008,12.24,33.54
Europe & Central Asia (IDA & IBRD),2009,10.82,29.64
Europe & Central Asia (IDA & IBRD),2010,11.19,30.65
Europe & Central Asia (IDA & IBRD),2011,11.66,31.95
Europe & Central Asia (IDA & IBRD),2012,11.68,32.00
Europe & Central Asia (excluding high income),1970,12.00,32.87
Europe & Central Asia (excluding high income),1971,11.92,32.65
Europe & Central Asia (excluding high income),1972,12.57,34.45
Europe & Central Asia (excluding high income),1973,12.77,34.97
Europe & Central Asia (excluding high income),1974,13.03,35.70
Europe & Central Asia (excluding high income),1975,13.44,36.83
Europe & Central Asia (excluding high income),1976,13.88,38.02
Europe & Central Asia (excluding high income),1977,13.98,38.31
Europe & Central Asia (excluding high income),1978,14.16,38.80
Europe & Central Asia (excluding high income),1979,14.23,38.98
Europe & Central Asia (excluding high income),1980,14.30,39.18
Europe & Central Asia (excluding high income),1981,14.14,38.74
Europe & Central Asia (excluding high income),1982,14.13,38.70
Europe & Central Asia (excluding high income),1983,14.10,38.63
Europe & Central Asia (excluding high income),1984,14.09,38.60
Europe & Central Asia (excluding high income),1985,14.12,38.69
Europe & Central Asia (excluding high income),1986,14.33,39.25
Europe & Central Asia (excluding high income),1987,14.41,39.47
Europe & Central Asia (excluding high income),1988,14.64,40.10
Europe & Central Asia (excluding high income),1989,14.53,39.82
Europe & Central Asia (excluding high income),1990,16.15,44.25
Europe & Central Asia (excluding high income),1991,15.11,41.41
Europe & Central Asia (excluding high income),1992,13.73,37.63
Europe & Central Asia (excluding high income),1993,13.07,35.82
Europe & Central Asia (excluding high income),1994,11.73,32.14
Europe & Central Asia (excluding high income),1995,11.42,31.28
Europe & Central Asia (excluding high income),1996,11.54,31.62
Europe & Central Asia (excluding high income),1997,10.63,29.11
Europe & Central Asia (excluding high income),1998,12.97,35.55
Europe & Central Asia (excluding high income),1999,10.43,28.57
Europe & Central Asia (excluding high income),2000,11.20,30.70
Europe & Central Asia (excluding high income),2001,10.87,29.79
Europe & Central Asia (excluding high income),2002,11.99,32.86
Europe & Central Asia (excluding high income),2003,13.45,36.84
Europe & Central Asia (excluding high income),2004,10.62,29.09
Europe & Central Asia (excluding high income),2005,10.91,29.90
Europe & Central Asia (excluding high income),2006,11.67,31.98
Europe & Central Asia (excluding high income),2007,11.40,31.22
Europe & Central Asia (excluding high income),2008,12.41,34.01
Europe & Central Asia (excluding high income),2009,10.88,29.81
Europe & Central Asia (excluding high income),2010,11.23,30.77
Europe & Central Asia (excluding high income),2011,11.76,32.23
Europe & Central Asia (excluding high income),2012,11.80,32.34
European Union,1970,12.29,33.68
European Union,1971,12.31,33.73
European Union,1972,12.56,34.42
European Union,1973,13.11,35.92
European Union,1974,12.90,35.35
European Union,1975,12.60,34.53
European Union,1976,13.15,36.02
European Union,1977,13.13,35.98
European Union,1978,13.41,36.75
European Union,1979,13.81,37.83
European Union,1980,13.38,36.65
European Union,1981,12.94,35.45
European Union,1982,12.62,34.57
European Union,1983,12.54,34.37
European Union,1984,12.53,34.32
European Union,1985,12.60,34.53
European Union,1986,12.66,34.68
European Union,1987,12.62,34.58
European Union,1988,12.65,34.65
European Union,1989,12.59,34.49
European Union,1990,11.91,32.63
European Union,1991,11.68,32.01
European Union,1992,11.24,30.79
European Union,1993,10.95,29.99
European Union,1994,10.90,29.86
European Union,1995,10.99,30.12
European Union,1996,11.16,30.57
European Union,1997,10.95,29.99
European Union,1998,10.65,29.18
European Union,1999,10.38,28.45
European Union,2000,10.49,28.74
European Union,2001,10.51,28.79
European Union,2002,10.41,28.53
European Union,2003,10.61,29.08
European Union,2004,10.56,28.94
European Union,2005,10.45,28.63
European Union,2006,10.41,28.53
European Union,2007,10.27,28.13
European Union,2008,10.07,27.59
European Union,2009,9.45,25.90
European Union,2010,9.61,26.33
European Union,2011,9.38,25.70
European Union,2012,9.31,25.50
Fiji,1970,2.20,6.02
Fiji,1971,2.18,5.97
Fiji,1972,2.15,5.88
Fiji,1973,2.22,6.08
Fiji,1974,2.43,6.67
Fiji,1975,2.30,6.31
Fiji,1976,2.23,6.10
Fiji,1977,2.44,6.67
Fiji,1978,2.40,6.57
Fiji,1979,2.62,7.18
Fiji,1980,3.26,8.94
Fiji,1981,2.96,8.12
Fiji,1982,2.91,7.97
Fiji,1983,2.80,7.67
Fiji,1984,2.31,6.33
Fiji,1985,2.54,6.96
Fiji,1986,2.58,7.08
Fiji,1987,2.57,7.04
Fiji,1988,2.75,7.53
Fiji,1989,3.02,8.28
Fiji,1990,3.20,8.76
Fiji,1991,2.95,8.09
Fiji,1992,2.69,7.36
Fiji,1993,2.78,7.62
Fiji,1994,2.72,7.46
Fiji,1995,2.81,7.71
Fiji,1996,2.83,7.76
Fiji,1997,2.80,7.66
Fiji,1998,2.90,7.95
Fiji,1999,2.59,7.10
Fiji,2000,1.94,5.32
Fiji,2001,2.01,5.52
Fiji,2002,2.22,6.07
Fiji,2003,2.37,6.48
Fiji,2004,2.21,6.06
Fiji,2005,2.23,6.12
Fiji,2006,2.35,6.44
Fiji,2007,2.51,6.88
Fiji,2008,2.52,6.90
Fiji,2009,2.74,7.51
Fiji,2010,2.52,6.89
Fiji,2011,2.55,6.99
Fiji,2012,2.58,7.08
Finland,1970,12.81,35.09
Finland,1971,12.68,34.75
Finland,1972,13.55,37.13
Finland,1973,14.51,39.75
Finland,1974,13.70,37.54
Finland,1975,13.59,37.23
Finland,1976,14.79,40.53
Finland,1977,14.70,40.28
Finland,1978,15.82,43.35
Finland,1979,15.85,43.42
Finland,1980,15.98,43.79
Finland,1981,13.88,38.04
Finland,1982,13.41,36.75
Finland,1983,13.11,35.93
Finland,1984,13.16,36.04
Finland,1985,13.99,38.33
Finland,1986,13.99,38.32
Finland,1987,13.95,38.21
Finland,1988,14.56,39.90
Finland,1989,14.64,40.11
Finland,1990,15.15,41.51
Finland,1991,15.05,41.24
Finland,1992,14.25,39.04
Finland,1993,14.50,39.73
Finland,1994,15.87,43.48
Finland,1995,15.16,41.53
Finland,1996,16.38,44.88
Finland,1997,15.97,43.76
Finland,1998,15.12,41.43
Finland,1999,14.81,40.57
Finland,2000,14.51,39.76
Finland,2001,15.48,42.40
Finland,2002,16.14,44.23
Finland,2003,18.23,49.93
Finland,2004,16.94,46.41
Finland,2005,14.53,39.79
Finland,2006,16.74,45.86
Finland,2007,16.21,44.42
Finland,2008,14.75,40.42
Finland,2009,14.05,38.48
Finland,2010,15.73,43.10
Finland,2011,14.13,38.71
Finland,2012,12.76,34.95
Fragile and conflict affected situations,1970,18.67,51.14
Fragile and conflict affected situations,1971,12.17,33.35
Fragile and conflict affected situations,1972,12.91,35.38
Fragile and conflict affected situations,1973,14.59,39.96
Fragile and conflict affected situations,1974,10.91,29.88
Fragile and conflict affected situations,1975,11.70,32.07
Fragile and conflict affected situations,1976,10.77,29.51
Fragile and conflict affected situations,1977,12.79,35.05
Fragile and conflict affected situations,1978,13.19,36.13
Fragile and conflict affected situations,1979,14.54,39.84
Fragile and conflict affected situations,1980,13.88,38.02
Fragile and conflict affected situations,1981,11.63,31.85
Fragile and conflict affected situations,1982,12.71,34.83
Fragile and conflict affected situations,1983,14.94,40.92
Fragile and conflict affected situations,1984,10.81,29.62
Fragile and conflict affected situations,1985,10.00,27.39
Fragile and conflict affected situations,1986,10.05,27.55
Fragile and conflict affected situations,1987,12.57,34.44
Fragile and conflict affected situations,1988,9.66,26.46
Fragile and conflict affected situations,1989,9.05,24.79
Fragile and conflict affected situations,1990,12.16,33.31
Fragile and conflict affected situations,1991,10.25,28.08
Fragile and conflict affected situations,1992,14.17,38.82
Fragile and conflict affected situations,1993,9.99,27.37
Fragile and conflict affected situations,1994,10.08,27.62
Fragile and conflict affected situations,1995,10.38,28.44
Fragile and conflict affected situations,1996,8.68,23.79
Fragile and conflict affected situations,1997,8.67,23.76
Fragile and conflict affected situations,1998,10.59,29.00
Fragile and conflict affected situations,1999,9.14,25.05
Fragile and conflict affected situations,2000,8.87,24.31
Fragile and conflict affected situations,2001,7.94,21.76
Fragile and conflict affected situations,2002,8.16,22.35
Fragile and conflict affected situations,2003,8.31,22.76
Fragile and conflict affected situations,2004,8.24,22.57
Fragile and conflict affected situations,2005,8.15,22.33
Fragile and conflict affected situations,2006,8.24,22.58
Fragile and conflict affected situations,2007,9.06,24.84
Fragile and conflict affected situations,2008,7.92,21.69
Fragile and conflict affected situations,2009,7.17,19.63
Fragile and conflict affected situations,2010,7.57,20.73
Fragile and conflict affected situations,2011,7.88,21.60
Fragile and conflict affected situations,2012,7.70,21.10
France,1970,11.81,32.35
France,1971,12.00,32.88
France,1972,12.28,33.64
France,1973,12.93,35.43
France,1974,12.53,34.32
France,1975,11.70,32.06
France,1976,12.46,34.13
France,1977,12.19,33.39
France,1978,12.51,34.28
France,1979,12.65,34.66
France,1980,12.20,33.42
France,1981,11.18,30.63
France,1982,10.69,29.28
France,1983,10.41,28.51
France,1984,10.19,27.91
France,1985,9.89,27.11
France,1986,9.62,26.35
France,1987,9.52,26.10
France,1988,9.23,25.29
France,1989,9.42,25.80
France,1990,9.48,25.97
France,1991,9.92,27.18
France,1992,9.58,26.26
France,1993,9.15,25.08
France,1994,9.07,24.85
France,1995,9.12,24.99
France,1996,9.58,26.25
France,1997,9.43,25.82
France,1998,9.60,26.30
France,1999,9.32,25.53
France,2000,9.19,25.18
France,2001,9.21,25.24
France,2002,9.03,24.73
France,2003,9.07,24.85
France,2004,8.94,24.50
France,2005,8.82,24.16
France,2006,8.60,23.57
France,2007,8.45,23.15
France,2008,8.46,23.17
France,2009,8.15,22.34
France,2010,8.18,22.42
France,2011,7.69,21.08
France,2012,7.60,20.83
French Polynesia,1980,1.96,5.36
French Polynesia,1981,2.79,7.63
French Polynesia,1982,3.39,9.29
French Polynesia,1983,4.23,11.60
French Polynesia,1984,4.28,11.73
French Polynesia,1985,4.84,13.26
French Polynesia,1986,5.40,14.79
French Polynesia,1987,5.25,14.39
French Polynesia,1988,5.53,15.15
French Polynesia,1989,5.25,14.40
French Polynesia,1990,5.11,14.01
French Polynesia,1991,4.80,13.16
French Polynesia,1992,4.68,12.82
French Polynesia,1993,4.59,12.58
French Polynesia,1994,3.59,9.83
French Polynesia,1995,3.61,9.90
French Polynesia,1996,3.55,9.73
French Polynesia,1997,3.67,10.06
French Polynesia,1998,3.62,9.93
French Polynesia,1999,3.68,10.07
French Polynesia,2000,2.57,7.05
Gabon,1970,10.58,28.99
Gabon,1971,7.81,21.40
Gabon,1972,8.17,22.39
Gabon,1973,13.06,35.79
Gabon,1974,12.54,34.35
Gabon,1975,14.83,40.63
Gabon,1976,15.15,41.52
Gabon,1977,15.45,42.33
Gabon,1978,16.22,44.44
Gabon,1979,17.33,47.49
Gabon,1980,15.43,42.27
Gabon,1981,14.81,40.59
Gabon,1982,15.04,41.21
Gabon,1983,14.01,38.38
Gabon,1984,13.82,37.86
Gabon,1985,14.80,40.55
Gabon,1986,11.56,31.67
Gabon,1987,11.77,32.23
Gabon,1988,10.31,28.25
Gabon,1989,11.78,32.29
Gabon,1990,12.89,35.32
Gabon,1991,11.74,32.15
Gabon,1992,14.03,38.44
Gabon,1993,11.43,31.32
Gabon,1994,11.59,31.74
Gabon,1995,12.18,33.37
Gabon,1996,12.18,33.37
Gabon,1997,11.36,31.12
Gabon,1998,32.56,89.19
Gabon,1999,29.76,81.55
Gabon,2000,26.74,73.27
Gabon,2001,10.89,29.85
Gabon,2002,9.78,26.79
Gabon,2003,11.09,30.38
Gabon,2004,11.10,30.40
Gabon,2005,10.11,27.70
Gabon,2006,9.67,26.48
Gabon,2007,8.78,24.06
Gabon,2008,40.23,110.22
Gabon,2009,9.03,24.73
Gabon,2010,20.76,56.88
Gabon,2011,20.23,55.41
