Entity,Year,Freedom of the Press Status 4 (Freedom House (2016))
United Kingdom,1984,3500
United Kingdom,1985,3500
United Kingdom,1986,3500
United Kingdom,1987,3500
United Kingdom,1988,3500
United Kingdom,1989,3500
United Kingdom,1990,3500
United Kingdom,1991,3500
United Kingdom,1992,3500
United Kingdom,1993,3500
United Kingdom,1994,3500
United Kingdom,1995,3500
United Kingdom,1996,3500
United Kingdom,1997,3500
United Kingdom,1998,3500
United Kingdom,1999,3500
United Kingdom,2000,3500
United Kingdom,2001,3500
United Kingdom,2002,3500
United Kingdom,2003,3500
United Kingdom,2004,3500
United Kingdom,2005,3500
United Kingdom,2006,3500
United Kingdom,2007,3500
United Kingdom,2008,3500
United Kingdom,2009,3500
United Kingdom,2010,3500
United Kingdom,2011,3500
United Kingdom,2012,3500
United Kingdom,2013,3500
United Kingdom,2014,3500
United States,1979,3500
United States,1980,3500
United States,1981,3500
United States,1983,3500
United States,1984,3500
United States,1985,3500
United States,1986,3500
United States,1987,3500
United States,1988,3500
United States,1989,3500
United States,1990,3500
United States,1991,3500
United States,1992,3500
United States,1993,3500
United States,1994,3500
United States,1995,3500
United States,1996,3500
United States,1997,3500
United States,1998,3500
United States,1999,3500
United States,2000,3500
United States,2001,3500
United States,2002,3500
United States,2003,3500
United States,2004,3500
United States,2005,3500
United States,2006,3500
United States,2007,3500
United States,2008,3500
United States,2009,3500
United States,2010,3500
United States,2011,3500
United States,2012,3500
United States,2013,3500
United States,2014,3500
Uruguay,1979,1500
Uruguay,1980,2500
Uruguay,1981,2500
Uruguay,1983,2500
Uruguay,1984,2500
Uruguay,1985,3500
Uruguay,1986,3500
Uruguay,1987,3500
Uruguay,1988,3500
Uruguay,1989,3500
Uruguay,1990,3500
Uruguay,1991,3500
Uruguay,1992,3500
Uruguay,1993,3500
Uruguay,1994,3500
Uruguay,1995,3500
Uruguay,1996,3500
Uruguay,1997,3500
Uruguay,1998,3500
Uruguay,1999,3500
Uruguay,2000,3500
Uruguay,2001,3500
Uruguay,2002,3500
Uruguay,2003,3500
Uruguay,2004,3500
Uruguay,2005,3500
Uruguay,2006,3500
Uruguay,2007,3500
Uruguay,2008,3500
Uruguay,2009,3500
Uruguay,2010,3500
Uruguay,2011,3500
Uruguay,2012,3500
Uruguay,2013,3500
Uruguay,2014,3500
USSR,1979,1500
USSR,1980,1500
USSR,1981,1500
USSR,1983,1500
USSR,1984,1500
USSR,1985,1500
USSR,1986,1500
USSR,1987,1500
USSR,1988,1500
USSR,1989,1500
USSR,1990,2500
USSR,1991,2500
Uzbekistan,1992,1500
Uzbekistan,1993,1500
Uzbekistan,1994,1500
Uzbekistan,1995,1500
Uzbekistan,1996,1500
Uzbekistan,1997,1500
Uzbekistan,1998,1500
Uzbekistan,1999,1500
Uzbekistan,2000,1500
Uzbekistan,2001,1500
Uzbekistan,2002,1500
Uzbekistan,2003,1500
Uzbekistan,2004,1500
Uzbekistan,2005,1500
Uzbekistan,2006,1500
Uzbekistan,2007,1500
Uzbekistan,2008,1500
Uzbekistan,2009,1500
Uzbekistan,2010,1500
Uzbekistan,2011,1500
Uzbekistan,2012,1500
Uzbekistan,2013,1500
Uzbekistan,2014,1500
Vanuatu,1984,2500
Vanuatu,1985,2500
Vanuatu,1986,2500
Vanuatu,1987,2500
Vanuatu,1988,3500
Vanuatu,1989,3500
Vanuatu,1990,3500
Vanuatu,1991,3500
Vanuatu,1992,3500
Vanuatu,1993,2500
Vanuatu,1994,2500
Vanuatu,1995,2500
Vanuatu,1996,2500
Vanuatu,1997,2500
Vanuatu,1998,2500
Vanuatu,1999,2500
Vanuatu,2000,2500
Vanuatu,2001,3500
Vanuatu,2002,3500
Vanuatu,2003,3500
Vanuatu,2004,3500
Vanuatu,2005,3500
Vanuatu,2006,3500
Vanuatu,2007,3500
Vanuatu,2008,3500
Vanuatu,2009,3500
Vanuatu,2010,3500
Vanuatu,2011,3500
Vanuatu,2012,3500
Vanuatu,2013,3500
Vanuatu,2014,3500
Venezuela,1979,3500
Venezuela,1980,3500
Venezuela,1981,3500
Venezuela,1983,3500
Venezuela,1984,3500
Venezuela,1985,3500
Venezuela,1986,3500
Venezuela,1987,3500
Venezuela,1988,3500
Venezuela,1989,3500
Venezuela,1990,3500
Venezuela,1991,3500
Venezuela,1992,3500
Venezuela,1993,3500
Venezuela,1994,2500
Venezuela,1995,2500
Venezuela,1996,2500
Venezuela,1997,2500
Venezuela,1998,2500
Venezuela,1999,2500
Venezuela,2000,2500
Venezuela,2001,2500
Venezuela,2002,1500
Venezuela,2003,1500
Venezuela,2004,1500
Venezuela,2005,1500
Venezuela,2006,1500
Venezuela,2007,1500
Venezuela,2008,1500
Venezuela,2009,1500
Venezuela,2010,1500
Venezuela,2011,1500
Venezuela,2012,1500
Venezuela,2013,1500
Venezuela,2014,1500
Vietnam,1979,1500
Vietnam,1980,1500
Vietnam,1981,1500
Vietnam,1983,1500
Vietnam,1984,1500
Vietnam,1985,1500
Vietnam,1986,1500
Vietnam,1987,1500
Vietnam,1988,1500
Vietnam,1989,1500
Vietnam,1990,1500
Vietnam,1991,1500
Vietnam,1992,1500
Vietnam,1993,1500
Vietnam,1994,1500
Vietnam,1995,1500
Vietnam,1996,1500
Vietnam,1997,1500
Vietnam,1998,1500
Vietnam,1999,1500
Vietnam,2000,1500
Vietnam,2001,1500
Vietnam,2002,1500
Vietnam,2003,1500
Vietnam,2004,1500
Vietnam,2005,1500
Vietnam,2006,1500
Vietnam,2007,1500
Vietnam,2008,1500
Vietnam,2009,1500
Vietnam,2010,1500
Vietnam,2011,1500
Vietnam,2012,1500
Vietnam,2013,1500
Vietnam,2014,1500
West Bank and Gaza Strip,2011,1500
West Bank and Gaza Strip,2012,1500
West Bank and Gaza Strip,2013,1500
West Bank and Gaza Strip,2014,1500
West Germany,1979,3500
West Germany,1980,3500
West Germany,1981,3500
West Germany,1983,3500
West Germany,1984,3500
West Germany,1985,3500
West Germany,1986,3500
West Germany,1987,3500
West Germany,1988,3500
West Germany,1989,3500
Yemen,1990,1500
Yemen,1991,1500
Yemen,1992,1500
Yemen,1993,2500
Yemen,1994,1500
Yemen,1995,1500
Yemen,1996,1500
Yemen,1997,1500
Yemen,1998,1500
Yemen,1999,1500
Yemen,2000,1500
Yemen,2001,1500
Yemen,2002,1500
Yemen,2003,1500
Yemen,2004,1500
Yemen,2005,1500
Yemen,2006,1500
Yemen,2007,1500
Yemen,2008,1500
Yemen,2009,1500
Yemen,2010,1500
Yemen,2011,1500
Yemen,2012,1500
Yemen,2013,1500
Yemen,2014,1500
"Yemen, North",1979,1500
"Yemen, North",1980,1500
"Yemen, North",1981,1500
"Yemen, North",1983,1500
"Yemen, North",1984,1500
"Yemen, North",1985,1500
"Yemen, North",1986,1500
"Yemen, North",1987,1500
"Yemen, North",1988,1500
"Yemen, North",1989,1500
"Yemen, South",1979,1500
"Yemen, South",1980,1500
"Yemen, South",1981,1500
"Yemen, South",1983,1500
"Yemen, South",1984,1500
"Yemen, South",1985,1500
"Yemen, South",1986,1500
"Yemen, South",1987,1500
"Yemen, South",1988,1500
"Yemen, South",1989,1500
Yugoslavia,1979,1500
Yugoslavia,1980,1500
Yugoslavia,1981,1500
Yugoslavia,1983,1500
Yugoslavia,1984,1500
Yugoslavia,1985,1500
Yugoslavia,1986,1500
Yugoslavia,1987,1500
Yugoslavia,1988,1500
Yugoslavia,1989,1500
Yugoslavia,1990,2500
Yugoslavia,1991,2500
Yugoslavia,1992,1500
Zambia,1979,2500
Zambia,1980,2500
Zambia,1981,2500
Zambia,1983,2500
Zambia,1984,2500
Zambia,1985,2500
Zambia,1986,2500
Zambia,1987,2500
Zambia,1988,1500
Zambia,1989,1500
Zambia,1990,1500
Zambia,1991,2500
Zambia,1992,3500
Zambia,1993,2500
Zambia,1994,1500
Zambia,1995,1500
Zambia,1996,1500
Zambia,1997,2500
Zambia,1998,1500
Zambia,1999,1500
Zambia,2000,1500
Zambia,2001,1500
Zambia,2002,1500
Zambia,2003,1500
Zambia,2004,1500
Zambia,2005,1500
Zambia,2006,1500
Zambia,2007,1500
Zambia,2008,1500
Zambia,2009,1500
Zambia,2010,1500
Zambia,2011,2500
Zambia,2012,2500
Zambia,2013,1500
Zambia,2014,1500
Zimbabwe,1979,2500
Zimbabwe,1980,2500
Zimbabwe,1981,2500
Zimbabwe,1983,2500
Zimbabwe,1984,1500
Zimbabwe,1985,1500
Zimbabwe,1986,1500
Zimbabwe,1987,1500
Zimbabwe,1988,1500
Zimbabwe,1989,1500
Zimbabwe,1990,2500
Zimbabwe,1991,2500
Zimbabwe,1992,2500
Zimbabwe,1993,2500
Zimbabwe,1994,2500
Zimbabwe,1995,2500
Zimbabwe,1996,2500
Zimbabwe,1997,1500
Zimbabwe,1998,1500
Zimbabwe,1999,1500
Zimbabwe,2000,1500
Zimbabwe,2001,1500
Zimbabwe,2002,1500
Zimbabwe,2003,1500
Zimbabwe,2004,1500
Zimbabwe,2005,1500
Zimbabwe,2006,1500
Zimbabwe,2007,1500
Zimbabwe,2008,1500
Zimbabwe,2009,1500
Zimbabwe,2010,1500
Zimbabwe,2011,1500
Zimbabwe,2012,1500
Zimbabwe,2013,1500
Zimbabwe,2014,1500
