Entity,Year,Reported Smallpox cases (WHO),"World Region (World Bank, 2017)"
Hungary,1963,,Europe and Central Asia
Hungary,1964,,Europe and Central Asia
Hungary,1965,,Europe and Central Asia
Hungary,1966,,Europe and Central Asia
India,1920,,South Asia
India,1921,,South Asia
India,1922,,South Asia
India,1923,,South Asia
India,1924,,South Asia
India,1925,175490,South Asia
India,1926,220221,South Asia
India,1927,222615,South Asia
India,1928,165458,South Asia
India,1929,148827,South Asia
India,1930,232331,South Asia
India,1931,89249,South Asia
India,1932,115967,South Asia
India,1933,252746,South Asia
India,1934,263276,South Asia
India,1935,282346,South Asia
India,1936,218323,South Asia
India,1937,105209,South Asia
India,1938,89341,South Asia
India,1939,133616,South Asia
India,1940,188192,South Asia
India,1941,143515,South Asia
India,1942,76882,South Asia
India,1943,136826,South Asia
India,1944,328466,South Asia
India,1945,289074,South Asia
India,1946,146431,South Asia
India,1947,69039,South Asia
India,1948,73422,South Asia
India,1949,74930,South Asia
India,1950,157487,South Asia
India,1951,253332,South Asia
India,1952,74836,South Asia
India,1953,37311,South Asia
India,1954,46619,South Asia
India,1955,41837,South Asia
India,1956,45109,South Asia
India,1957,78666,South Asia
India,1958,168216,South Asia
India,1959,47693,South Asia
India,1960,31091,South Asia
India,1961,45380,South Asia
India,1962,55595,South Asia
India,1963,83423,South Asia
India,1964,40265,South Asia
India,1965,33402,South Asia
India,1966,32616,South Asia
India,1967,77974,South Asia
India,1968,35165,South Asia
India,1969,14145,South Asia
India,1970,12341,South Asia
India,1971,15742,South Asia
India,1972,27407,South Asia
India,1973,88114,South Asia
India,1974,187967,South Asia
India,1975,1436,South Asia
India,1976,0,South Asia
India,1977,0,South Asia
Indochina,1920,,East Asia and Pacific
Indochina,1921,,East Asia and Pacific
Indochina,1922,,East Asia and Pacific
Indochina,1923,,East Asia and Pacific
Indochina,1924,,East Asia and Pacific
Indochina,1925,4753,East Asia and Pacific
Indochina,1926,2658,East Asia and Pacific
Indochina,1927,745,East Asia and Pacific
Indochina,1928,1432,East Asia and Pacific
Indochina,1929,4954,East Asia and Pacific
Indochina,1930,4919,East Asia and Pacific
Indochina,1931,2058,East Asia and Pacific
Indochina,1932,3968,East Asia and Pacific
Indochina,1933,2969,East Asia and Pacific
Indochina,1934,4598,East Asia and Pacific
Indochina,1935,3655,East Asia and Pacific
Indochina,1936,1872,East Asia and Pacific
Indochina,1937,3053,East Asia and Pacific
Indochina,1938,7403,East Asia and Pacific
Indochina,1939,4772,East Asia and Pacific
Indochina,1940,1884,East Asia and Pacific
Indochina,1941,1272,East Asia and Pacific
Indochina,1942,4315,East Asia and Pacific
Indochina,1943,5060,East Asia and Pacific
Indochina,1944,1668,East Asia and Pacific
Indochina,1945,,East Asia and Pacific
Indochina,1946,2525,East Asia and Pacific
Indochina,1947,4572,East Asia and Pacific
Indochina,1948,2569,East Asia and Pacific
Indochina,1949,2644,East Asia and Pacific
Indochina,1950,396,East Asia and Pacific
Indochina,1951,4336,East Asia and Pacific
Indochina,1952,4024,East Asia and Pacific
Indochina,1953,3385,East Asia and Pacific
Indochina,1954,4007,East Asia and Pacific
Indochina,1955,2390,East Asia and Pacific
Indochina,1956,1531,East Asia and Pacific
Indochina,1957,597,East Asia and Pacific
Indochina,1958,53,East Asia and Pacific
Indochina,1959,17,East Asia and Pacific
Indochina,1960,0,East Asia and Pacific
Indochina,1961,0,East Asia and Pacific
Indochina,1962,1,East Asia and Pacific
Indochina,1963,0,East Asia and Pacific
Indochina,1964,0,East Asia and Pacific
Indochina,1965,0,East Asia and Pacific
Indochina,1966,0,East Asia and Pacific
Indonesia,1920,2400,East Asia and Pacific
Indonesia,1921,1445,East Asia and Pacific
Indonesia,1922,1236,East Asia and Pacific
Indonesia,1923,4922,East Asia and Pacific
Indonesia,1924,6717,East Asia and Pacific
Indonesia,1925,4681,East Asia and Pacific
Indonesia,1926,855,East Asia and Pacific
Indonesia,1927,766,East Asia and Pacific
Indonesia,1928,298,East Asia and Pacific
Indonesia,1929,614,East Asia and Pacific
Indonesia,1930,419,East Asia and Pacific
Indonesia,1931,176,East Asia and Pacific
Indonesia,1932,562,East Asia and Pacific
Indonesia,1933,57,East Asia and Pacific
Indonesia,1934,9,East Asia and Pacific
Indonesia,1935,43,East Asia and Pacific
Indonesia,1936,80,East Asia and Pacific
Indonesia,1937,1,East Asia and Pacific
Indonesia,1938,12,East Asia and Pacific
Indonesia,1939,2,East Asia and Pacific
Indonesia,1940,6,East Asia and Pacific
Indonesia,1941,,East Asia and Pacific
Indonesia,1942,,East Asia and Pacific
Indonesia,1943,,East Asia and Pacific
Indonesia,1944,,East Asia and Pacific
Indonesia,1945,,East Asia and Pacific
Indonesia,1946,,East Asia and Pacific
Indonesia,1947,,East Asia and Pacific
Indonesia,1948,1701,East Asia and Pacific
Indonesia,1949,13413,East Asia and Pacific
Indonesia,1950,99016,East Asia and Pacific
Indonesia,1951,100952,East Asia and Pacific
Indonesia,1952,9802,East Asia and Pacific
Indonesia,1953,2584,East Asia and Pacific
Indonesia,1954,1875,East Asia and Pacific
Indonesia,1955,1530,East Asia and Pacific
Indonesia,1956,2817,East Asia and Pacific
Indonesia,1957,1550,East Asia and Pacific
Indonesia,1958,3202,East Asia and Pacific
Indonesia,1959,1129,East Asia and Pacific
Indonesia,1960,5196,East Asia and Pacific
Indonesia,1961,5045,East Asia and Pacific
Indonesia,1962,3435,East Asia and Pacific
Indonesia,1963,17431,East Asia and Pacific
Indonesia,1964,17213,East Asia and Pacific
Indonesia,1965,56359,East Asia and Pacific
Indonesia,1966,35283,East Asia and Pacific
Indonesia,1967,12875,East Asia and Pacific
Indonesia,1968,17311,East Asia and Pacific
Indonesia,1969,16061,East Asia and Pacific
Indonesia,1970,10081,East Asia and Pacific
Indonesia,1971,2100,East Asia and Pacific
Indonesia,1972,0,East Asia and Pacific
Indonesia,1973,0,East Asia and Pacific
Indonesia,1974,0,East Asia and Pacific
Indonesia,1975,0,East Asia and Pacific
Indonesia,1976,0,East Asia and Pacific
Indonesia,1977,0,East Asia and Pacific
Iran,1920,,Middle East and North Africa
Iran,1921,,Middle East and North Africa
Iran,1922,,Middle East and North Africa
Iran,1923,,Middle East and North Africa
Iran,1924,,Middle East and North Africa
Iran,1925,,Middle East and North Africa
Iran,1926,,Middle East and North Africa
Iran,1927,,Middle East and North Africa
Iran,1928,,Middle East and North Africa
Iran,1929,446,Middle East and North Africa
Iran,1930,191,Middle East and North Africa
Iran,1931,552,Middle East and North Africa
Iran,1932,1745,Middle East and North Africa
Iran,1933,765,Middle East and North Africa
Iran,1934,203,Middle East and North Africa
Iran,1935,91,Middle East and North Africa
Iran,1936,84,Middle East and North Africa
Iran,1937,34,Middle East and North Africa
Iran,1938,25,Middle East and North Africa
Iran,1939,278,Middle East and North Africa
Iran,1940,316,Middle East and North Africa
Iran,1941,43,Middle East and North Africa
Iran,1942,384,Middle East and North Africa
Iran,1943,1150,Middle East and North Africa
Iran,1944,1341,Middle East and North Africa
Iran,1945,266,Middle East and North Africa
Iran,1946,114,Middle East and North Africa
Iran,1947,849,Middle East and North Africa
Iran,1948,1182,Middle East and North Africa
Iran,1949,509,Middle East and North Africa
Iran,1950,439,Middle East and North Africa
Iran,1951,295,Middle East and North Africa
Iran,1952,237,Middle East and North Africa
Iran,1953,142,Middle East and North Africa
Iran,1954,98,Middle East and North Africa
Iran,1955,2500,Middle East and North Africa
Iran,1956,1900,Middle East and North Africa
Iran,1957,1100,Middle East and North Africa
Iran,1958,540,Middle East and North Africa
Iran,1959,253,Middle East and North Africa
Iran,1960,341,Middle East and North Africa
Iran,1961,96,Middle East and North Africa
Iran,1962,16,Middle East and North Africa
Iran,1963,6,Middle East and North Africa
Iran,1964,,Middle East and North Africa
Iran,1965,,Middle East and North Africa
Iran,1966,,Middle East and North Africa
Iran,1970,0,Middle East and North Africa
Iran,1971,29,Middle East and North Africa
Iran,1972,0,Middle East and North Africa
Iran,1973,0,Middle East and North Africa
Iran,1974,0,Middle East and North Africa
Iran,1975,0,Middle East and North Africa
Iran,1976,0,Middle East and North Africa
Iran,1977,0,Middle East and North Africa
Iraq,1920,,Middle East and North Africa
Iraq,1921,475,Middle East and North Africa
Iraq,1922,1862,Middle East and North Africa
Iraq,1923,1692,Middle East and North Africa
Iraq,1924,459,Middle East and North Africa
Iraq,1925,832,Middle East and North Africa
Iraq,1926,1062,Middle East and North Africa
Iraq,1927,761,Middle East and North Africa
Iraq,1928,1956,Middle East and North Africa
Iraq,1929,2374,Middle East and North Africa
Iraq,1930,762,Middle East and North Africa
Iraq,1931,744,Middle East and North Africa
Iraq,1932,2318,Middle East and North Africa
Iraq,1933,1260,Middle East and North Africa
Iraq,1934,387,Middle East and North Africa
Iraq,1935,264,Middle East and North Africa
Iraq,1936,198,Middle East and North Africa
Iraq,1937,28,Middle East and North Africa
Iraq,1938,39,Middle East and North Africa
Iraq,1939,111,Middle East and North Africa
Iraq,1940,1079,Middle East and North Africa
Iraq,1941,2089,Middle East and North Africa
Iraq,1942,896,Middle East and North Africa
Iraq,1943,282,Middle East and North Africa
Iraq,1944,138,Middle East and North Africa
Iraq,1945,90,Middle East and North Africa
Iraq,1946,18,Middle East and North Africa
Iraq,1947,65,Middle East and North Africa
Iraq,1948,1740,Middle East and North Africa
Iraq,1949,707,Middle East and North Africa
Iraq,1950,272,Middle East and North Africa
Iraq,1951,469,Middle East and North Africa
Iraq,1952,157,Middle East and North Africa
Iraq,1953,251,Middle East and North Africa
Iraq,1954,22,Middle East and North Africa
Iraq,1955,72,Middle East and North Africa
Iraq,1956,2173,Middle East and North Africa
Iraq,1957,1924,Middle East and North Africa
Iraq,1958,6,Middle East and North Africa
Iraq,1959,23,Middle East and North Africa
Iraq,1960,0,Middle East and North Africa
Iraq,1961,0,Middle East and North Africa
Iraq,1962,0,Middle East and North Africa
Iraq,1963,0,Middle East and North Africa
Iraq,1964,,Middle East and North Africa
Iraq,1965,,Middle East and North Africa
Iraq,1966,,Middle East and North Africa
Iraq,1971,0,Middle East and North Africa
Iraq,1972,0,Middle East and North Africa
Iraq,1973,0,Middle East and North Africa
Iraq,1974,0,Middle East and North Africa
Iraq,1975,0,Middle East and North Africa
Iraq,1976,0,Middle East and North Africa
Iraq,1977,0,Middle East and North Africa
Italy,1920,26453,Europe and Central Asia
Italy,1921,4644,Europe and Central Asia
Italy,1922,534,Europe and Central Asia
Italy,1923,495,Europe and Central Asia
Italy,1924,432,Europe and Central Asia
Italy,1925,195,Europe and Central Asia
Italy,1926,112,Europe and Central Asia
Italy,1927,60,Europe and Central Asia
Italy,1928,98,Europe and Central Asia
Italy,1929,6,Europe and Central Asia
Italy,1930,2,Europe and Central Asia
Italy,1931,,Europe and Central Asia
Italy,1932,,Europe and Central Asia
Italy,1933,,Europe and Central Asia
Italy,1934,,Europe and Central Asia
Italy,1935,,Europe and Central Asia
Italy,1936,,Europe and Central Asia
Italy,1937,,Europe and Central Asia
Italy,1938,0,Europe and Central Asia
Italy,1939,4,Europe and Central Asia
Italy,1940,0,Europe and Central Asia
Italy,1941,,Europe and Central Asia
Italy,1942,,Europe and Central Asia
Italy,1943,0,Europe and Central Asia
Italy,1944,2878,Europe and Central Asia
Italy,1945,3116,Europe and Central Asia
Italy,1946,772,Europe and Central Asia
Italy,1947,44,Europe and Central Asia
Italy,1948,9,Europe and Central Asia
Italy,1949,4,Europe and Central Asia
Italy,1950,1,Europe and Central Asia
Italy,1951,0,Europe and Central Asia
Italy,1952,0,Europe and Central Asia
Italy,1953,0,Europe and Central Asia
Italy,1954,0,Europe and Central Asia
Italy,1955,0,Europe and Central Asia
Italy,1956,0,Europe and Central Asia
Italy,1957,8,Europe and Central Asia
Italy,1958,0,Europe and Central Asia
Italy,1959,,Europe and Central Asia
Italy,1960,,Europe and Central Asia
Italy,1961,,Europe and Central Asia
Italy,1962,,Europe and Central Asia
Italy,1963,,Europe and Central Asia
Italy,1964,,Europe and Central Asia
Italy,1965,,Europe and Central Asia
Italy,1966,,Europe and Central Asia
Japan,1892,3372,East Asia and Pacific
Japan,1893,41898,East Asia and Pacific
Japan,1894,12418,East Asia and Pacific
Japan,1895,1287,East Asia and Pacific
Japan,1896,10704,East Asia and Pacific
Japan,1897,41946,East Asia and Pacific
Japan,1898,1752,East Asia and Pacific
Japan,1899,1215,East Asia and Pacific
Japan,1900,181,East Asia and Pacific
Japan,1901,92,East Asia and Pacific
Japan,1902,46,East Asia and Pacific
Japan,1903,72,East Asia and Pacific
Japan,1904,1118,East Asia and Pacific
Japan,1905,278,East Asia and Pacific
Japan,1906,496,East Asia and Pacific
Japan,1907,1034,East Asia and Pacific
Japan,1908,18067,East Asia and Pacific
Japan,1909,106,East Asia and Pacific
Japan,1910,80,East Asia and Pacific
Japan,1911,202,East Asia and Pacific
Japan,1912,14,East Asia and Pacific
Japan,1913,108,East Asia and Pacific
Japan,1914,485,East Asia and Pacific
Japan,1915,17,East Asia and Pacific
Japan,1920,167,East Asia and Pacific
Japan,1921,889,East Asia and Pacific
Japan,1922,679,East Asia and Pacific
Japan,1923,1922,East Asia and Pacific
Japan,1924,1703,East Asia and Pacific
Japan,1925,430,East Asia and Pacific
Japan,1926,1256,East Asia and Pacific
Japan,1927,352,East Asia and Pacific
Japan,1928,723,East Asia and Pacific
Japan,1929,114,East Asia and Pacific
Japan,1930,7,East Asia and Pacific
Japan,1931,21,East Asia and Pacific
Japan,1932,305,East Asia and Pacific
Japan,1933,375,East Asia and Pacific
Japan,1934,320,East Asia and Pacific
Japan,1935,183,East Asia and Pacific
Japan,1936,178,East Asia and Pacific
Japan,1937,90,East Asia and Pacific
Japan,1938,60,East Asia and Pacific
Japan,1939,287,East Asia and Pacific
Japan,1940,575,East Asia and Pacific
Japan,1941,654,East Asia and Pacific
Japan,1942,381,East Asia and Pacific
Japan,1943,546,East Asia and Pacific
Japan,1944,311,East Asia and Pacific
Japan,1945,1614,East Asia and Pacific
Japan,1946,17800,East Asia and Pacific
Japan,1947,386,East Asia and Pacific
Japan,1948,29,East Asia and Pacific
Japan,1949,124,East Asia and Pacific
Japan,1950,5,East Asia and Pacific
Japan,1951,86,East Asia and Pacific
Japan,1952,2,East Asia and Pacific
Japan,1953,6,East Asia and Pacific
Japan,1954,2,East Asia and Pacific
Japan,1955,1,East Asia and Pacific
Japan,1956,0,East Asia and Pacific
Japan,1957,0,East Asia and Pacific
Japan,1958,0,East Asia and Pacific
Japan,1959,0,East Asia and Pacific
Japan,1960,0,East Asia and Pacific
Japan,1961,0,East Asia and Pacific
Japan,1962,0,East Asia and Pacific
Japan,1963,0,East Asia and Pacific
Japan,1964,0,East Asia and Pacific
Japan,1965,0,East Asia and Pacific
Japan,1966,0,East Asia and Pacific
Japan,1967,0,East Asia and Pacific
Japan,1968,0,East Asia and Pacific
Japan,1969,0,East Asia and Pacific
Japan,1970,0,East Asia and Pacific
Japan,1971,0,East Asia and Pacific
Japan,1972,0,East Asia and Pacific
Japan,1973,1,East Asia and Pacific
Japan,1974,1,East Asia and Pacific
Japan,1975,0,East Asia and Pacific
Japan,1976,0,East Asia and Pacific
Japan,1977,0,East Asia and Pacific
Kenya,1920,217,Sub-Saharan Africa
Kenya,1921,200,Sub-Saharan Africa
Kenya,1922,,Sub-Saharan Africa
Kenya,1923,108,Sub-Saharan Africa
Kenya,1924,1,Sub-Saharan Africa
Kenya,1925,278,Sub-Saharan Africa
Kenya,1926,4,Sub-Saharan Africa
Kenya,1927,29,Sub-Saharan Africa
Kenya,1928,5,Sub-Saharan Africa
Kenya,1929,1,Sub-Saharan Africa
Kenya,1930,30,Sub-Saharan Africa
Kenya,1931,0,Sub-Saharan Africa
Kenya,1932,0,Sub-Saharan Africa
Kenya,1933,3,Sub-Saharan Africa
Kenya,1934,1800,Sub-Saharan Africa
Kenya,1935,15,Sub-Saharan Africa
Kenya,1936,1,Sub-Saharan Africa
Kenya,1937,200,Sub-Saharan Africa
Kenya,1938,0,Sub-Saharan Africa
Kenya,1939,0,Sub-Saharan Africa
Kenya,1940,0,Sub-Saharan Africa
Kenya,1941,0,Sub-Saharan Africa
Kenya,1942,0,Sub-Saharan Africa
Kenya,1943,3551,Sub-Saharan Africa
Kenya,1944,3372,Sub-Saharan Africa
Kenya,1945,764,Sub-Saharan Africa
Kenya,1946,824,Sub-Saharan Africa
Kenya,1947,479,Sub-Saharan Africa
Kenya,1948,133,Sub-Saharan Africa
Kenya,1949,45,Sub-Saharan Africa
Kenya,1950,10,Sub-Saharan Africa
Kenya,1951,4,Sub-Saharan Africa
Kenya,1952,0,Sub-Saharan Africa
Kenya,1953,0,Sub-Saharan Africa
Kenya,1954,14,Sub-Saharan Africa
Kenya,1955,101,Sub-Saharan Africa
Kenya,1956,660,Sub-Saharan Africa
Kenya,1957,1108,Sub-Saharan Africa
Kenya,1958,796,Sub-Saharan Africa
Kenya,1959,572,Sub-Saharan Africa
Kenya,1960,397,Sub-Saharan Africa
Kenya,1961,289,Sub-Saharan Africa
Kenya,1962,95,Sub-Saharan Africa
Kenya,1963,249,Sub-Saharan Africa
Kenya,1964,273,Sub-Saharan Africa
Kenya,1965,276,Sub-Saharan Africa
Kenya,1966,159,Sub-Saharan Africa
Kenya,1967,153,Sub-Saharan Africa
Kenya,1968,85,Sub-Saharan Africa
Kenya,1969,9,Sub-Saharan Africa
Kenya,1970,0,Sub-Saharan Africa
Kenya,1971,0,Sub-Saharan Africa
Kenya,1972,0,Sub-Saharan Africa
Kenya,1973,0,Sub-Saharan Africa
Kenya,1974,4,Sub-Saharan Africa
Kenya,1975,0,Sub-Saharan Africa
Kenya,1976,0,Sub-Saharan Africa
Kenya,1977,5,Sub-Saharan Africa
Korea,1920,11532,East Asia and Pacific
Korea,1921,8316,East Asia and Pacific
Korea,1922,3676,East Asia and Pacific
Korea,1923,3722,East Asia and Pacific
Korea,1924,439,East Asia and Pacific
Korea,1925,699,East Asia and Pacific
Korea,1926,1010,East Asia and Pacific
Korea,1927,626,East Asia and Pacific
Korea,1928,290,East Asia and Pacific
Korea,1929,523,East Asia and Pacific
Korea,1930,1418,East Asia and Pacific
Korea,1931,1376,East Asia and Pacific
Korea,1932,2787,East Asia and Pacific
Korea,1933,4928,East Asia and Pacific
Korea,1934,450,East Asia and Pacific
Korea,1935,1273,East Asia and Pacific
Korea,1936,1400,East Asia and Pacific
Korea,1937,204,East Asia and Pacific
Korea,1938,39,East Asia and Pacific
Korea,1939,625,East Asia and Pacific
Korea,1940,3265,East Asia and Pacific
Korea,1941,4720,East Asia and Pacific
Korea,1942,1600,East Asia and Pacific
Korea,1943,1284,East Asia and Pacific
Korea,1944,1654,East Asia and Pacific
Korea,1945,,East Asia and Pacific
Korea,1946,20810,East Asia and Pacific
Korea,1947,402,East Asia and Pacific
Korea,1948,1197,East Asia and Pacific
Korea,1949,9949,East Asia and Pacific
Korea,1950,2349,East Asia and Pacific
Korea,1951,43213,East Asia and Pacific
Korea,1952,1377,East Asia and Pacific
Korea,1953,3349,East Asia and Pacific
Korea,1954,790,East Asia and Pacific
