Entity,Year,Renewable electricity (% electricity production) (World Bank (2015))
Turkmenistan,2013,0
Turkmenistan,2014,0
Turks and Caicos Islands,1990,0
Turks and Caicos Islands,1991,0
Turks and Caicos Islands,1992,0
Turks and Caicos Islands,1993,0
Turks and Caicos Islands,1994,0
Turks and Caicos Islands,1995,0
Turks and Caicos Islands,1996,0
Turks and Caicos Islands,1997,0
Turks and Caicos Islands,1998,0
Turks and Caicos Islands,1999,0
Turks and Caicos Islands,2000,0
Turks and Caicos Islands,2001,0
Turks and Caicos Islands,2002,0
Turks and Caicos Islands,2003,0
Turks and Caicos Islands,2004,0
Turks and Caicos Islands,2005,0
Turks and Caicos Islands,2006,0
Turks and Caicos Islands,2007,0
Turks and Caicos Islands,2008,0
Turks and Caicos Islands,2009,0
Turks and Caicos Islands,2010,0
Turks and Caicos Islands,2011,0
Turks and Caicos Islands,2012,0
Turks and Caicos Islands,2013,0
Turks and Caicos Islands,2014,0
Tuvalu,1990,0
Tuvalu,1991,0
Tuvalu,1992,0
Tuvalu,1993,0
Tuvalu,1994,0
Tuvalu,1995,0
Tuvalu,1996,0
Tuvalu,1997,0
Tuvalu,1998,0
Tuvalu,1999,0
Tuvalu,2000,0
Tuvalu,2001,0
Tuvalu,2002,0
Tuvalu,2003,0
Tuvalu,2004,0
Tuvalu,2005,0
Tuvalu,2006,0
Tuvalu,2007,0
Tuvalu,2008,0
Tuvalu,2009,0
Tuvalu,2010,0
Tuvalu,2011,0
Tuvalu,2012,0
Tuvalu,2013,0
Tuvalu,2014,0
Uganda,1990,99.35400517
Uganda,1991,99.40047962
Uganda,1992,99.44134078
Uganda,1993,99.41060904
Uganda,1994,99.5269631
Uganda,1995,99.54421149
Uganda,1996,99.57264957
Uganda,1997,99.60254372
Uganda,1998,99.51342019
Uganda,1999,99.55176403
Uganda,2000,99.60814056
Uganda,2001,99.61709486
Uganda,2002,99.64514652
Uganda,2003,99.65597603
Uganda,2004,99.88672639
Uganda,2005,96.38490165
Uganda,2006,76.67079208
Uganda,2007,72.29902714
Uganda,2008,70.25862069
Uganda,2009,58.59165885
Uganda,2010,65.33794788
Uganda,2011,65.34003091
Uganda,2012,65.34075842
Uganda,2013,68.02055297
Uganda,2014,78.60146729
Ukraine,1990,3.520791894
Ukraine,1991,4.205166142
Ukraine,1992,3.124244502
Ukraine,1993,4.805666324
Ukraine,1994,5.977909656
Ukraine,1995,5.135150474
Ukraine,1996,4.722488169
Ukraine,1997,5.542496598
Ukraine,1998,9.11807977
Ukraine,1999,8.332364025
Ukraine,2000,6.58613059
Ukraine,2001,6.972101179
Ukraine,2002,5.559076349
Ukraine,2003,5.143500843
Ukraine,2004,6.474756908
Ukraine,2005,6.670324291
Ukraine,2006,6.686746053
Ukraine,2007,5.337650088
Ukraine,2008,6.138037033
Ukraine,2009,6.979650845
Ukraine,2010,7.100814491
Ukraine,2011,5.744638286
Ukraine,2012,5.663354557
Ukraine,2013,7.800997388
Ukraine,2014,5.585474688
United Arab Emirates,1990,0
United Arab Emirates,1991,0
United Arab Emirates,1992,0
United Arab Emirates,1993,0
United Arab Emirates,1994,0
United Arab Emirates,1995,0
United Arab Emirates,1996,0
United Arab Emirates,1997,0
United Arab Emirates,1998,0
United Arab Emirates,1999,0
United Arab Emirates,2000,0
United Arab Emirates,2001,0
United Arab Emirates,2002,0
United Arab Emirates,2003,0
United Arab Emirates,2004,0
United Arab Emirates,2005,0
United Arab Emirates,2006,0
United Arab Emirates,2007,0
United Arab Emirates,2008,0
United Arab Emirates,2009,0
United Arab Emirates,2010,0
United Arab Emirates,2011,0
United Arab Emirates,2012,0
United Arab Emirates,2013,0.094142456
United Arab Emirates,2014,0.273688613
United Kingdom,1990,1.828767447
United Kingdom,1991,1.656439045
United Kingdom,1992,2.005661571
United Kingdom,1993,1.777625791
United Kingdom,1994,2.139841981
United Kingdom,1995,2.066534532
United Kingdom,1996,1.627480225
United Kingdom,1997,1.989231915
United Kingdom,1998,2.395320692
United Kingdom,1999,2.632717317
United Kingdom,2000,2.663105175
United Kingdom,2001,2.497332413
United Kingdom,2002,2.893173338
United Kingdom,2003,2.687161955
United Kingdom,2004,3.615249165
United Kingdom,2005,4.283239552
United Kingdom,2006,4.601846839
United Kingdom,2007,5.010051658
United Kingdom,2008,5.670924234
United Kingdom,2009,6.757810929
United Kingdom,2010,6.848008959
United Kingdom,2011,9.643994656
United Kingdom,2012,11.57796659
United Kingdom,2013,15.12670379
United Kingdom,2014,19.43923676
United States,1990,11.52864685
United States,1991,10.75741423
United States,1992,9.916110117
United States,1993,10.48432561
United States,1994,9.747235524
United States,1995,10.80108499
United States,1996,11.58145005
United States,1997,10.97782813
United States,1998,9.608584982
United States,1999,9.069200581
United States,2000,8.205996942
United States,2001,6.783992314
United States,2002,8.646361178
United States,2003,8.889376121
United States,2004,8.630185532
United States,2005,8.578465534
United States,2006,9.244631183
United States,2007,8.367763936
United States,2008,9.003541347
United States,2009,10.29184507
United States,2010,10.12035515
United States,2011,12.22571352
United States,2012,12.00739706
United States,2013,12.63791912
United States,2014,12.95382709
Upper middle income,1990,25.02667397
Upper middle income,1991,25.3490235
Upper middle income,1992,25.66887573
Upper middle income,1993,26.82825702
Upper middle income,1994,27.42735006
Upper middle income,1995,28.13848312
Upper middle income,1996,27.25718102
Upper middle income,1997,27.16771357
Upper middle income,1998,27.38188716
Upper middle income,1999,26.58478697
Upper middle income,2000,25.97695375
Upper middle income,2001,25.42512496
Upper middle income,2002,24.87375573
Upper middle income,2003,23.13600332
Upper middle income,2004,23.94672567
Upper middle income,2005,23.78488171
Upper middle income,2006,23.09171268
Upper middle income,2007,22.22192193
Upper middle income,2008,22.76131621
Upper middle income,2009,23.16366316
Upper middle income,2010,23.3394355
Upper middle income,2011,22.21423571
Upper middle income,2012,23.57014168
Upper middle income,2013,23.69422854
Upper middle income,2014,24.64169031
Uruguay,1990,94.94895218
Uruguay,1991,87.90425987
Uruguay,1992,89.76289471
Uruguay,1993,92.22862873
Uruguay,1994,98.79249245
Uruguay,1995,93.5468527
Uruguay,1996,87.09145427
Uruguay,1997,91.1723559
Uruguay,1998,96.12249164
Uruguay,1999,77.1059216
Uruguay,2000,93.38429099
Uruguay,2001,99.79459459
Uruguay,2002,99.67725143
Uruguay,2003,99.87177993
Uruguay,2004,81.5847645
Uruguay,2005,87.50325436
Uruguay,2006,64.87448816
Uruguay,2007,87.05707617
Uruguay,2008,60.90774319
Uruguay,2009,68.73801737
Uruguay,2010,87.6216462
Uruguay,2011,72.04176334
Uruguay,2012,61.74388978
Uruguay,2013,80.87806551
Uruguay,2014,90.91537929
Uzbekistan,1990,11.80292943
Uzbekistan,1991,11.13449645
Uzbekistan,1992,12.33721593
Uzbekistan,1993,14.97080307
Uzbekistan,1994,14.9707113
Uzbekistan,1995,13.04027143
Uzbekistan,1996,14.3662344
Uzbekistan,1997,12.54397012
Uzbekistan,1998,12.54466231
Uzbekistan,1999,12.54518205
Uzbekistan,2000,12.54481052
Uzbekistan,2001,12.54560997
Uzbekistan,2002,12.54512269
Uzbekistan,2003,15.42510121
Uzbekistan,2004,18.02
Uzbekistan,2005,17.54065041
Uzbekistan,2006,17.98900236
Uzbekistan,2007,13.07456588
Uzbekistan,2008,22.99595142
Uzbekistan,2009,18.67867868
Uzbekistan,2010,20.9787234
Uzbekistan,2011,19.54198473
Uzbekistan,2012,21.35238095
Uzbekistan,2013,21.32841328
Uzbekistan,2014,21.35379061
Vanuatu,1990,0
Vanuatu,1991,0
Vanuatu,1992,0
Vanuatu,1993,0
Vanuatu,1994,0
Vanuatu,1995,0
Vanuatu,1996,0
Vanuatu,1997,0
Vanuatu,1998,0
Vanuatu,1999,0
Vanuatu,2000,0
Vanuatu,2001,0
Vanuatu,2002,0
Vanuatu,2003,3
Vanuatu,2004,3.00245098
Vanuatu,2005,3.003604325
Vanuatu,2006,3.003533569
Vanuatu,2007,3.002309469
Vanuatu,2008,18.98936945
Vanuatu,2009,18.98936945
Vanuatu,2010,19.11807369
Vanuatu,2011,15.91680189
Vanuatu,2012,15.3674833
Vanuatu,2013,15.06646972
Vanuatu,2014,15.31531532
Venezuela,1990,62.34385799
Venezuela,1991,70.32540221
Venezuela,1992,70.09341637
Venezuela,1993,68.42985212
Venezuela,1994,72.00685191
Venezuela,1995,70.05146638
Venezuela,1996,71.23749802
Venezuela,1997,73.35938
Venezuela,1998,71.59649947
Venezuela,1999,75.16465525
Venezuela,2000,73.74840215
Venezuela,2001,67.06798788
Venezuela,2002,64.81513739
Venezuela,2003,65.83572609
Venezuela,2004,71.10459453
Venezuela,2005,73.28342063
Venezuela,2006,73.89831736
Venezuela,2007,72.72225822
Venezuela,2008,72.79395123
Venezuela,2009,71.88660311
Venezuela,2010,67.49000132
Venezuela,2011,70.9302227
Venezuela,2012,67.41140786
Venezuela,2013,67.8345242
Venezuela,2014,68.26323866
Vietnam,1990,61.8477134
Vietnam,1991,68.58849077
Vietnam,1992,74.47707367
Vietnam,1993,74.70455824
Vietnam,1994,75.21972656
Vietnam,1995,72.24194429
Vietnam,1996,70.8687441
Vietnam,1997,60.92933305
Vietnam,1998,51.15732202
Vietnam,1999,58.46597903
Vietnam,2000,54.78332894
Vietnam,2001,59.49424987
Vietnam,2002,50.83808247
Vietnam,2003,46.39218082
Vietnam,2004,38.55958796
Vietnam,2005,31.67399732
Vietnam,2006,33.84358521
Vietnam,2007,34.49438873
Vietnam,2008,35.48149763
Vietnam,2009,36.13225128
Vietnam,2010,29.14028008
Vietnam,2011,39.46018141
Vietnam,2012,45.01921899
Vietnam,2013,41.66200202
Vietnam,2014,41.6498123
World,1990,19.36152187
World,1991,19.23294985
World,1992,19.15826213
World,1993,19.787379
World,1994,19.53734492
World,1995,19.83425132
World,1996,19.50401646
World,1997,19.38194755
World,1998,19.0355085
World,1999,18.66521701
World,2000,18.33247347
World,2001,17.8688251
World,2002,17.78813664
World,2003,17.37619532
World,2004,17.8054605
World,2005,17.95229947
World,2006,18.11280189
World,2007,17.87544809
World,2008,18.54967514
World,2009,19.32868062
World,2010,19.56337971
World,2011,19.9331194
World,2012,20.89085677
World,2013,21.66894032
World,2014,22.34902703
Yemen,1990,0
Yemen,1991,0
Yemen,1992,0
Yemen,1993,0
Yemen,1994,0
Yemen,1995,0
Yemen,1996,0
Yemen,1997,0
Yemen,1998,0
Yemen,1999,0
Yemen,2000,0
Yemen,2001,0
Yemen,2002,0
Yemen,2003,0
Yemen,2004,0
Yemen,2005,0
Yemen,2006,0
Yemen,2007,0
Yemen,2008,0
Yemen,2009,0
Yemen,2010,0
Yemen,2011,0
Yemen,2012,0
Yemen,2013,0
Yemen,2014,0
Zambia,1990,99.22625733
Zambia,1991,99.28152979
Zambia,1992,99.07252547
Zambia,1993,99.29251037
Zambia,1994,99.3980344
Zambia,1995,99.33114589
Zambia,1996,99.28820656
Zambia,1997,99.30739202
Zambia,1998,99.15822702
Zambia,1999,99.33024214
Zambia,2000,99.38445755
Zambia,2001,99.37051492
Zambia,2002,99.37446339
Zambia,2003,99.37417258
Zambia,2004,99.43582511
Zambia,2005,99.40689346
Zambia,2006,99.86573022
Zambia,2007,99.8755574
Zambia,2008,99.87413468
Zambia,2009,99.87870211
Zambia,2010,99.87557427
Zambia,2011,99.86954253
Zambia,2012,99.85446313
Zambia,2013,99.85714286
Zambia,2014,97.16302242
Zimbabwe,1990,46.66737877
Zimbabwe,1991,35.32048409
Zimbabwe,1992,38.37562219
Zimbabwe,1993,27.61114087
Zimbabwe,1994,27.80358328
Zimbabwe,1995,29.25361669
Zimbabwe,1996,29.53707497
Zimbabwe,1997,29.09016169
Zimbabwe,1998,29.25717758
Zimbabwe,1999,41.00973064
Zimbabwe,2000,45.66118656
Zimbabwe,2001,37.50316216
Zimbabwe,2002,44.35775009
Zimbabwe,2003,60.73417434
Zimbabwe,2004,56.6004733
Zimbabwe,2005,52.43225944
Zimbabwe,2006,67.88312014
Zimbabwe,2007,71.57313707
Zimbabwe,2008,75.89508197
Zimbabwe,2009,75.64120148
Zimbabwe,2010,68.00923254
Zimbabwe,2011,57.85590278
Zimbabwe,2012,60.39334999
Zimbabwe,2013,53.93939394
Zimbabwe,2014,55.62206924
