Entity,Year,UN Population Division (Median Age) (2015)
Reunion,2050,44.44
Reunion,2055,45.7
Reunion,2060,46.71
Reunion,2065,47.59
Reunion,2070,48.45
Reunion,2075,49.33
Reunion,2080,50.22
Reunion,2085,51.02
Reunion,2090,51.67
Reunion,2095,52.14
Reunion,2100,52.44
Romania,1950,26.27
Romania,1955,27.15
Romania,1960,28.25
Romania,1965,29.94
Romania,1970,30.59
Romania,1975,30.17
Romania,1980,30.43
Romania,1985,31.59
Romania,1990,32.57
Romania,1995,33.94
Romania,2000,34.9
Romania,2005,37.04
Romania,2010,39.89
Romania,2015,42.14
Romania,2020,44.08
Romania,2025,45.87
Romania,2030,47.05
Romania,2035,48
Romania,2040,48.53
Romania,2045,48.12
Romania,2050,48.09
Romania,2055,48.37
Romania,2060,48.67
Romania,2065,48.54
Romania,2070,48.23
Romania,2075,47.88
Romania,2080,47.75
Romania,2085,47.92
Romania,2090,48.24
Romania,2095,48.48
Romania,2100,48.52
Russia,1950,24.34
Russia,1955,26.11
Russia,1960,27.21
Russia,1965,28.62
Russia,1970,30.76
Russia,1975,30.83
Russia,1980,31.38
Russia,1985,32.16
Russia,1990,33.35
Russia,1995,35.01
Russia,2000,36.5
Russia,2005,37.32
Russia,2010,38.01
Russia,2015,38.7
Russia,2020,39.51
Russia,2025,40.82
Russia,2030,42.41
Russia,2035,43.62
Russia,2040,43.21
Russia,2045,41.53
Russia,2050,40.75
Russia,2055,40.99
Russia,2060,41.41
Russia,2065,41.64
Russia,2070,41.4
Russia,2075,40.85
Russia,2080,40.62
Russia,2085,40.95
Russia,2090,41.55
Russia,2095,42.11
Russia,2100,42.43
Rwanda,1950,18.01
Rwanda,1955,17.46
Rwanda,1960,16.26
Rwanda,1965,15.37
Rwanda,1970,15.97
Rwanda,1975,16.24
Rwanda,1980,15.95
Rwanda,1985,15.2
Rwanda,1990,15.11
Rwanda,1995,17.54
Rwanda,2000,16.99
Rwanda,2005,17.99
Rwanda,2010,18.73
Rwanda,2015,19.23
Rwanda,2020,20.24
Rwanda,2025,21.68
Rwanda,2030,23.24
Rwanda,2035,24.85
Rwanda,2040,26.42
Rwanda,2045,28.02
Rwanda,2050,29.66
Rwanda,2055,31.33
Rwanda,2060,33.01
Rwanda,2065,34.65
Rwanda,2070,36.34
Rwanda,2075,37.98
Rwanda,2080,39.59
Rwanda,2085,41.09
Rwanda,2090,42.42
Rwanda,2095,43.57
Rwanda,2100,44.54
Saint Lucia,1950,20.68
Saint Lucia,1955,20.12
Saint Lucia,1960,17.74
Saint Lucia,1965,16.4
Saint Lucia,1970,14.97
Saint Lucia,1975,16.51
Saint Lucia,1980,17.48
Saint Lucia,1985,18.93
Saint Lucia,1990,21.44
Saint Lucia,1995,23.09
Saint Lucia,2000,24.28
Saint Lucia,2005,25.84
Saint Lucia,2010,29.47
Saint Lucia,2015,31.23
Saint Lucia,2020,32.95
Saint Lucia,2025,34.7
Saint Lucia,2030,36.82
Saint Lucia,2035,38.86
Saint Lucia,2040,40.73
Saint Lucia,2045,42.4
Saint Lucia,2050,43.88
Saint Lucia,2055,45.16
Saint Lucia,2060,46.29
Saint Lucia,2065,47.32
Saint Lucia,2070,48.23
Saint Lucia,2075,48.98
Saint Lucia,2080,49.54
Saint Lucia,2085,49.89
Saint Lucia,2090,50.07
Saint Lucia,2095,50.17
Saint Lucia,2100,50.24
Saint Vincent and the Grenadines,1950,15.36
Saint Vincent and the Grenadines,1955,14.85
Saint Vincent and the Grenadines,1960,15.22
Saint Vincent and the Grenadines,1965,14.82
Saint Vincent and the Grenadines,1970,15.12
Saint Vincent and the Grenadines,1975,16.04
Saint Vincent and the Grenadines,1980,17.44
Saint Vincent and the Grenadines,1985,19.06
Saint Vincent and the Grenadines,1990,20.39
Saint Vincent and the Grenadines,1995,22.3
Saint Vincent and the Grenadines,2000,24.19
Saint Vincent and the Grenadines,2005,26.32
Saint Vincent and the Grenadines,2010,27.86
Saint Vincent and the Grenadines,2015,29.83
Saint Vincent and the Grenadines,2020,31.77
Saint Vincent and the Grenadines,2025,33.73
Saint Vincent and the Grenadines,2030,35.69
Saint Vincent and the Grenadines,2035,37.57
Saint Vincent and the Grenadines,2040,39.22
Saint Vincent and the Grenadines,2045,40.67
Saint Vincent and the Grenadines,2050,42.15
Saint Vincent and the Grenadines,2055,43.57
Saint Vincent and the Grenadines,2060,44.9
Saint Vincent and the Grenadines,2065,46.12
Saint Vincent and the Grenadines,2070,47.18
Saint Vincent and the Grenadines,2075,48.06
Saint Vincent and the Grenadines,2080,48.78
Saint Vincent and the Grenadines,2085,49.38
Saint Vincent and the Grenadines,2090,49.94
Saint Vincent and the Grenadines,2095,50.44
Saint Vincent and the Grenadines,2100,50.87
Samoa,1950,16.56
Samoa,1955,15.63
Samoa,1960,15.21
Samoa,1965,14.49
Samoa,1970,14.68
Samoa,1975,15.03
Samoa,1980,16.39
Samoa,1985,17.63
Samoa,1990,18.74
Samoa,1995,19.14
Samoa,2000,19.54
Samoa,2005,20.32
Samoa,2010,20.81
Samoa,2015,21.17
Samoa,2020,21.99
Samoa,2025,22.96
Samoa,2030,24.01
Samoa,2035,25.33
Samoa,2040,26.48
Samoa,2045,27.47
Samoa,2050,28.46
Samoa,2055,29.56
Samoa,2060,30.87
Samoa,2065,32.34
Samoa,2070,33.88
Samoa,2075,35.56
Samoa,2080,37.27
Samoa,2085,38.91
Samoa,2090,40.34
Samoa,2095,41.5
Samoa,2100,42.53
Sao Tome and Principe,1950,24.53
Sao Tome and Principe,1955,24.54
Sao Tome and Principe,1960,24.55
Sao Tome and Principe,1965,20.24
Sao Tome and Principe,1970,16.31
Sao Tome and Principe,1975,16.12
Sao Tome and Principe,1980,16.31
Sao Tome and Principe,1985,16.13
Sao Tome and Principe,1990,16.07
Sao Tome and Principe,1995,16.74
Sao Tome and Principe,2000,17.51
Sao Tome and Principe,2005,17.78
Sao Tome and Principe,2010,18.19
Sao Tome and Principe,2015,18.47
Sao Tome and Principe,2020,19.07
Sao Tome and Principe,2025,20.05
Sao Tome and Principe,2030,21.24
Sao Tome and Principe,2035,22.4
Sao Tome and Principe,2040,23.49
Sao Tome and Principe,2045,24.48
Sao Tome and Principe,2050,25.47
Sao Tome and Principe,2055,26.51
Sao Tome and Principe,2060,27.56
Sao Tome and Principe,2065,28.61
Sao Tome and Principe,2070,29.65
Sao Tome and Principe,2075,30.71
Sao Tome and Principe,2080,31.74
Sao Tome and Principe,2085,32.72
Sao Tome and Principe,2090,33.65
Sao Tome and Principe,2095,34.55
Sao Tome and Principe,2100,35.44
Saudi Arabia,1950,19.03
Saudi Arabia,1955,18.83
Saudi Arabia,1960,18.47
Saudi Arabia,1965,18.17
Saudi Arabia,1970,17.95
Saudi Arabia,1975,17.99
Saudi Arabia,1980,17.96
Saudi Arabia,1985,18.95
Saudi Arabia,1990,19.47
Saudi Arabia,1995,19.58
Saudi Arabia,2000,22.2
Saudi Arabia,2005,24.16
Saudi Arabia,2010,26.03
Saudi Arabia,2015,28.32
Saudi Arabia,2020,29.83
Saudi Arabia,2025,30.93
Saudi Arabia,2030,32.34
Saudi Arabia,2035,33.71
Saudi Arabia,2040,35.19
Saudi Arabia,2045,36.75
Saudi Arabia,2050,38.2
Saudi Arabia,2055,39.58
Saudi Arabia,2060,40.7
Saudi Arabia,2065,41.67
Saudi Arabia,2070,42.51
Saudi Arabia,2075,43.3
Saudi Arabia,2080,44.09
Saudi Arabia,2085,44.9
Saudi Arabia,2090,45.65
Saudi Arabia,2095,46.27
Saudi Arabia,2100,46.71
Senegal,1950,19.17
Senegal,1955,18.81
Senegal,1960,18.42
Senegal,1965,17.92
Senegal,1970,17.74
Senegal,1975,17.57
Senegal,1980,16.65
Senegal,1985,16.23
Senegal,1990,16.33
Senegal,1995,16.77
Senegal,2000,17.15
Senegal,2005,17.6
Senegal,2010,17.89
Senegal,2015,17.98
Senegal,2020,18.28
Senegal,2025,18.85
Senegal,2030,19.63
Senegal,2035,20.72
Senegal,2040,21.71
Senegal,2045,22.64
Senegal,2050,23.54
Senegal,2055,24.46
Senegal,2060,25.47
Senegal,2065,26.58
Senegal,2070,27.69
Senegal,2075,28.8
Senegal,2080,29.91
Senegal,2085,31.07
Senegal,2090,32.22
Senegal,2095,33.36
Senegal,2100,34.48
Serbia,1950,25.83
Serbia,1955,26.52
Serbia,1960,27.86
Serbia,1965,29.2
Serbia,1970,30.06
Serbia,1975,29.86
Serbia,1980,30.86
Serbia,1985,32.13
Serbia,1990,33.21
Serbia,1995,34.11
Serbia,2000,35.94
Serbia,2005,37.04
Serbia,2010,39.25
Serbia,2015,40.58
Serbia,2020,41.72
Serbia,2025,42.65
Serbia,2030,43.51
Serbia,2035,44.47
Serbia,2040,45.24
Serbia,2045,46.04
Serbia,2050,46.75
Serbia,2055,47.16
Serbia,2060,47.3
Serbia,2065,47.43
Serbia,2070,47.61
Serbia,2075,47.84
Serbia,2080,48.06
Serbia,2085,48.21
Serbia,2090,48.27
Serbia,2095,48.31
Serbia,2100,48.42
Seychelles,1950,26.14
Seychelles,1955,24.01
Seychelles,1960,21.96
Seychelles,1965,19.89
Seychelles,1970,17.98
Seychelles,1975,18.9
Seychelles,1980,19.95
Seychelles,1985,21.8
Seychelles,1990,21.92
Seychelles,1995,24.52
Seychelles,2000,26.27
Seychelles,2005,28.96
Seychelles,2010,31.15
Seychelles,2015,32.63
Seychelles,2020,34.22
Seychelles,2025,35.76
Seychelles,2030,37.18
Seychelles,2035,38.16
Seychelles,2040,38.49
Seychelles,2045,38.82
Seychelles,2050,39.75
Seychelles,2055,41.05
Seychelles,2060,42.08
Seychelles,2065,42.8
Seychelles,2070,43.22
Seychelles,2075,43.56
Seychelles,2080,44.07
Seychelles,2085,44.81
Seychelles,2090,45.65
Seychelles,2095,46.34
Seychelles,2100,46.77
Sierra Leone,1950,20.41
Sierra Leone,1955,20.54
Sierra Leone,1960,20.63
Sierra Leone,1965,20.73
Sierra Leone,1970,20.72
Sierra Leone,1975,20.14
Sierra Leone,1980,19.37
Sierra Leone,1985,18.51
Sierra Leone,1990,17.85
Sierra Leone,1995,17.65
Sierra Leone,2000,17.65
Sierra Leone,2005,17.81
Sierra Leone,2010,18.06
Sierra Leone,2015,18.53
Sierra Leone,2020,19.2
Sierra Leone,2025,20.12
Sierra Leone,2030,21.32
Sierra Leone,2035,22.53
Sierra Leone,2040,23.76
Sierra Leone,2045,25.03
Sierra Leone,2050,26.38
Sierra Leone,2055,27.7
Sierra Leone,2060,28.99
Sierra Leone,2065,30.26
Sierra Leone,2070,31.51
Sierra Leone,2075,32.69
Sierra Leone,2080,33.79
Sierra Leone,2085,34.81
Sierra Leone,2090,35.74
Sierra Leone,2095,36.6
Sierra Leone,2100,37.37
Singapore,1950,19.98
Singapore,1955,19.42
Singapore,1960,18.8
Singapore,1965,18.11
Singapore,1970,19.71
Singapore,1975,21.93
Singapore,1980,24.5
Singapore,1985,27.31
Singapore,1990,29.32
Singapore,1995,31.84
Singapore,2000,34.13
Singapore,2005,35.84
Singapore,2010,37.34
Singapore,2015,40.01
Singapore,2020,42.46
Singapore,2025,44.93
Singapore,2030,47.01
Singapore,2035,48.82
Singapore,2040,50.29
Singapore,2045,51.75
Singapore,2050,52.97
Singapore,2055,53.94
Singapore,2060,54.59
Singapore,2065,55
Singapore,2070,55.33
Singapore,2075,55.58
Singapore,2080,55.83
Singapore,2085,56.11
Singapore,2090,56.39
Singapore,2095,56.62
Singapore,2100,56.83
Slovakia,1950,26.98
Slovakia,1955,27.43
Slovakia,1960,27.66
Slovakia,1965,28.03
Slovakia,1970,28.36
Slovakia,1975,28.46
Slovakia,1980,28.84
Slovakia,1985,30.05
Slovakia,1990,31.25
Slovakia,1995,32.46
Slovakia,2000,33.94
Slovakia,2005,35.42
Slovakia,2010,37.16
Slovakia,2015,39.09
Slovakia,2020,41.2
Slovakia,2025,43.22
Slovakia,2030,45.19
Slovakia,2035,46.9
Slovakia,2040,48.29
Slovakia,2045,49.12
Slovakia,2050,48.96
Slovakia,2055,48.56
Slovakia,2060,48.56
Slovakia,2065,48.67
Slovakia,2070,48.77
Slovakia,2075,48.65
Slovakia,2080,48.25
Slovakia,2085,47.83
Slovakia,2090,47.71
Slovakia,2095,47.91
Slovakia,2100,48.24
Slovenia,1950,27.7
Slovenia,1955,28.15
Slovenia,1960,29.19
Slovenia,1965,30.32
Slovenia,1970,31.05
Slovenia,1975,31.43
Slovenia,1980,31.6
Slovenia,1985,32.51
Slovenia,1990,34.15
Slovenia,1995,36.22
Slovenia,2000,38.06
Slovenia,2005,40.05
Slovenia,2010,41.53
Slovenia,2015,43.1
Slovenia,2020,44.57
Slovenia,2025,46.34
Slovenia,2030,48.06
Slovenia,2035,49.57
Slovenia,2040,50.49
Slovenia,2045,50.28
Slovenia,2050,49.28
Slovenia,2055,48.43
Slovenia,2060,48.35
Slovenia,2065,48.52
Slovenia,2070,48.46
Slovenia,2075,48.05
Slovenia,2080,47.43
Slovenia,2085,47.14
Slovenia,2090,47.35
Slovenia,2095,47.85
Slovenia,2100,48.37
Solomon Islands,1950,18.32
Solomon Islands,1955,18.6
Solomon Islands,1960,18.35
Solomon Islands,1965,18.29
Solomon Islands,1970,18.2
Solomon Islands,1975,16.3
Solomon Islands,1980,16.29
Solomon Islands,1985,16.2
Solomon Islands,1990,16.95
Solomon Islands,1995,17.85
Solomon Islands,2000,18.7
Solomon Islands,2005,19.13
Solomon Islands,2010,19.48
Solomon Islands,2015,19.89
Solomon Islands,2020,20.85
Solomon Islands,2025,22.01
Solomon Islands,2030,23.23
Solomon Islands,2035,24.46
Solomon Islands,2040,25.67
Solomon Islands,2045,26.79
Solomon Islands,2050,27.87
Solomon Islands,2055,28.96
Solomon Islands,2060,30.07
Solomon Islands,2065,31.29
Solomon Islands,2070,32.52
Solomon Islands,2075,33.73
Solomon Islands,2080,34.91
Solomon Islands,2085,36.06
Solomon Islands,2090,37.17
Solomon Islands,2095,38.24
Solomon Islands,2100,39.27
Somalia,1950,19.55
Somalia,1955,19.16
Somalia,1960,18.89
Somalia,1965,18.51
Somalia,1970,18.3
Somalia,1975,18.19
Somalia,1980,18.08
Somalia,1985,17.9
Somalia,1990,17.54
Somalia,1995,17.07
Somalia,2000,16.42
Somalia,2005,16.13
Somalia,2010,16.1
Somalia,2015,16.48
Somalia,2020,16.82
Somalia,2025,17.21
Somalia,2030,17.67
Somalia,2035,18.26
Somalia,2040,19
Somalia,2045,19.82
Somalia,2050,20.77
Somalia,2055,21.74
Somalia,2060,22.72
Somalia,2065,23.71
Somalia,2070,24.72
Somalia,2075,25.81
Somalia,2080,26.91
Somalia,2085,28
Somalia,2090,29.09
Somalia,2095,30.17
Somalia,2100,31.28
South Africa,1950,20.94
South Africa,1955,20.35
South Africa,1960,19.71
South Africa,1965,19.24
South Africa,1970,18.82
South Africa,1975,18.85
South Africa,1980,19.05
South Africa,1985,19.47
South Africa,1990,20.13
South Africa,1995,21.73
South Africa,2000,22.66
South Africa,2005,23.41
South Africa,2010,24.33
South Africa,2015,25.72
South Africa,2020,26.94
South Africa,2025,28.13
South Africa,2030,29.26
South Africa,2035,30.2
South Africa,2040,31.46
South Africa,2045,32.7
South Africa,2050,33.95
South Africa,2055,35.21
South Africa,2060,36.36
South Africa,2065,37.4
South Africa,2070,38.33
South Africa,2075,39.2
South Africa,2080,40.02
South Africa,2085,40.78
South Africa,2090,41.47
South Africa,2095,42.06
South Africa,2100,42.55
South America,1950,20.31
South America,1955,19.86
South America,1960,19.43
South America,1965,18.99
South America,1970,19.16
South America,1975,19.8
South America,1980,20.53
South America,1985,21.47
South America,1990,22.52
South America,1995,23.7
South America,2000,24.94
South America,2005,26.54
South America,2010,28.33
South America,2015,30.16
South America,2020,32.01
South America,2025,33.8
South America,2030,35.55
South America,2035,37.3
South America,2040,38.99
South America,2045,40.61
South America,2050,42
South America,2055,43.26
South America,2060,44.41
South America,2065,45.43
South America,2070,46.29
South America,2075,47
South America,2080,47.58
South America,2085,48.04
South America,2090,48.42
South America,2095,48.73
South America,2100,49
South Korea,1950,19.02
South Korea,1955,19.29
South Korea,1960,19.8
South Korea,1965,18.74
South Korea,1970,19
South Korea,1975,19.96
South Korea,1980,22.2
South Korea,1985,24.43
South Korea,1990,26.95
South Korea,1995,29.52
South Korea,2000,32.1
South Korea,2005,34.94
South Korea,2010,37.77
South Korea,2015,40.56
South Korea,2020,43.1
South Korea,2025,45.44
South Korea,2030,47.53
South Korea,2035,49.43
South Korea,2040,50.96
South Korea,2045,52.53
South Korea,2050,53.88
South Korea,2055,54.8
South Korea,2060,54.42
South Korea,2065,53.68
South Korea,2070,53.15
South Korea,2075,52.88
South Korea,2080,52.83
South Korea,2085,52.87
South Korea,2090,52.72
South Korea,2095,52.3
South Korea,2100,51.99
South Sudan,1950,18.09
South Sudan,1955,18.6
South Sudan,1960,18.86
South Sudan,1965,18.94
South Sudan,1970,18.56
South Sudan,1975,17.93
South Sudan,1980,17.71
South Sudan,1985,17.78
South Sudan,1990,17.77
South Sudan,1995,17.69
South Sudan,2000,17.57
South Sudan,2005,17.7
South Sudan,2010,18.06
South Sudan,2015,18.6
South Sudan,2020,19.21
South Sudan,2025,19.84
South Sudan,2030,20.65
South Sudan,2035,21.56
South Sudan,2040,22.55
South Sudan,2045,23.58
South Sudan,2050,24.63
South Sudan,2055,25.72
South Sudan,2060,26.81
South Sudan,2065,27.89
South Sudan,2070,28.94
South Sudan,2075,29.96
South Sudan,2080,31.02
South Sudan,2085,32.05
South Sudan,2090,33.04
South Sudan,2095,34.01
South Sudan,2100,34.94
South-Central Asia,1950,21.09
South-Central Asia,1955,20.68
South-Central Asia,1960,20.22
South-Central Asia,1965,19.51
South-Central Asia,1970,19.16
South-Central Asia,1975,19.41
South-Central Asia,1980,19.69
South-Central Asia,1985,19.98
South-Central Asia,1990,20.38
South-Central Asia,1995,21.07
South-Central Asia,2000,22.02
South-Central Asia,2005,23.23
South-Central Asia,2010,24.54
South-Central Asia,2015,26.07
South-Central Asia,2020,27.58
South-Central Asia,2025,29.09
South-Central Asia,2030,30.62
South-Central Asia,2035,32.17
South-Central Asia,2040,33.7
South-Central Asia,2045,35.19
South-Central Asia,2050,36.62
South-Central Asia,2055,37.99
South-Central Asia,2060,39.3
South-Central Asia,2065,40.5
South-Central Asia,2070,41.58
South-Central Asia,2075,42.53
South-Central Asia,2080,43.39
South-Central Asia,2085,44.19
South-Central Asia,2090,44.94
South-Central Asia,2095,45.61
South-Central Asia,2100,46.19
South-Eastern Asia,1950,20.46
South-Eastern Asia,1955,20.24
South-Eastern Asia,1960,19.56
South-Eastern Asia,1965,18.58
South-Eastern Asia,1970,18.09
South-Eastern Asia,1975,18.37
South-Eastern Asia,1980,19.09
South-Eastern Asia,1985,20
South-Eastern Asia,1990,21.29
South-Eastern Asia,1995,22.59
South-Eastern Asia,2000,24.18
South-Eastern Asia,2005,25.47
South-Eastern Asia,2010,27.39
South-Eastern Asia,2015,28.83
South-Eastern Asia,2020,30.19
South-Eastern Asia,2025,31.67
South-Eastern Asia,2030,33.08
South-Eastern Asia,2035,34.37
South-Eastern Asia,2040,35.53
South-Eastern Asia,2045,36.54
South-Eastern Asia,2050,37.58
South-Eastern Asia,2055,38.59
South-Eastern Asia,2060,39.5
South-Eastern Asia,2065,40.29
South-Eastern Asia,2070,40.97
South-Eastern Asia,2075,41.59
South-Eastern Asia,2080,42.17
South-Eastern Asia,2085,42.71
South-Eastern Asia,2090,43.23
South-Eastern Asia,2095,43.72
South-Eastern Asia,2100,44.18
Southern Africa,1950,20.78
Southern Africa,1955,20.17
Southern Africa,1960,19.53
Southern Africa,1965,19.03
Southern Africa,1970,18.63
Southern Africa,1975,18.64
Southern Africa,1980,18.78
Southern Africa,1985,19.14
Southern Africa,1990,19.77
Southern Africa,1995,21.25
Southern Africa,2000,22.13
Southern Africa,2005,22.91
Southern Africa,2010,23.86
Southern Africa,2015,25.18
Southern Africa,2020,26.35
Southern Africa,2025,27.5
Southern Africa,2030,28.55
Southern Africa,2035,29.51
Southern Africa,2040,30.72
Southern Africa,2045,31.96
Southern Africa,2050,33.23
Southern Africa,2055,34.5
Southern Africa,2060,35.66
Southern Africa,2065,36.72
Southern Africa,2070,37.69
Southern Africa,2075,38.6
Southern Africa,2080,39.46
Southern Africa,2085,40.27
Southern Africa,2090,41.02
Southern Africa,2095,41.66
Southern Africa,2100,42.21
Southern Asia,1950,20.98
Southern Asia,1955,20.56
Southern Asia,1960,20.07
Southern Asia,1965,19.47
Southern Asia,1970,19.16
Southern Asia,1975,19.4
Southern Asia,1980,19.66
Southern Asia,1985,19.93
Southern Asia,1990,20.34
Southern Asia,1995,21.04
Southern Asia,2000,22
Southern Asia,2005,23.21
Southern Asia,2010,24.52
Southern Asia,2015,26.05
Southern Asia,2020,27.56
Southern Asia,2025,29.08
Southern Asia,2030,30.63
Southern Asia,2035,32.21
Southern Asia,2040,33.76
Southern Asia,2045,35.28
Southern Asia,2050,36.71
Southern Asia,2055,38.08
Southern Asia,2060,39.4
Southern Asia,2065,40.61
Southern Asia,2070,41.71
Southern Asia,2075,42.68
Southern Asia,2080,43.56
Southern Asia,2085,44.35
Southern Asia,2090,45.1
Southern Asia,2095,45.77
Southern Asia,2100,46.35
Southern Europe,1950,27.32
Southern Europe,1955,28.41
Southern Europe,1960,29.34
Southern Europe,1965,30.19
Southern Europe,1970,30.92
Southern Europe,1975,31.08
Southern Europe,1980,31.9
Southern Europe,1985,33.1
Southern Europe,1990,34.61
Southern Europe,1995,36.46
Southern Europe,2000,38.38
Southern Europe,2005,39.97
Southern Europe,2010,41.77
Southern Europe,2015,43.91
Southern Europe,2020,45.91
Southern Europe,2025,47.72
Southern Europe,2030,49.33
Southern Europe,2035,50.43
Southern Europe,2040,51
Southern Europe,2045,51.26
Southern Europe,2050,51.29
Southern Europe,2055,51.32
Southern Europe,2060,51.43
Southern Europe,2065,51.36
Southern Europe,2070,51.1
Southern Europe,2075,50.75
Southern Europe,2080,50.49
Southern Europe,2085,50.44
Southern Europe,2090,50.56
Southern Europe,2095,50.78
Southern Europe,2100,50.97
Spain,1950,27.54
Spain,1955,28.61
Spain,1960,29.19
Spain,1965,30.04
Spain,1970,29.85
Spain,1975,29.87
Spain,1980,30.43
Spain,1985,31.61
Spain,1990,33.39
Spain,1995,35.45
Spain,2000,37.6
Spain,2005,39.03
Spain,2010,40.61
Spain,2015,43.15
Spain,2020,45.52
Spain,2025,47.86
Spain,2030,50.12
Spain,2035,51.52
Spain,2040,52.21
Spain,2045,52.19
Spain,2050,51.78
Spain,2055,51.6
Spain,2060,51.79
Spain,2065,51.81
Spain,2070,51.53
Spain,2075,51.04
Spain,2080,50.59
Spain,2085,50.45
Spain,2090,50.65
Spain,2095,51
Spain,2100,51.31
Sri Lanka,1950,21.58
Sri Lanka,1955,20.17
Sri Lanka,1960,19.2
Sri Lanka,1965,19.07
Sri Lanka,1970,19.63
Sri Lanka,1975,20.58
Sri Lanka,1980,21.69
Sri Lanka,1985,22.76
Sri Lanka,1990,24.21
Sri Lanka,1995,25.78
Sri Lanka,2000,27.59
Sri Lanka,2005,28.95
Sri Lanka,2010,30.38
Sri Lanka,2015,32.3
Sri Lanka,2020,34.04
Sri Lanka,2025,35.58
Sri Lanka,2030,37.04
Sri Lanka,2035,38.34
Sri Lanka,2040,39.53
Sri Lanka,2045,40.95
Sri Lanka,2050,42.52
Sri Lanka,2055,44.08
Sri Lanka,2060,45.42
Sri Lanka,2065,46.49
Sri Lanka,2070,47.32
Sri Lanka,2075,48.03
Sri Lanka,2080,48.75
Sri Lanka,2085,49.6
Sri Lanka,2090,50.47
Sri Lanka,2095,51.18
Sri Lanka,2100,51.64
Sub-Saharan Africa,1950,19.07
Sub-Saharan Africa,1955,18.84
Sub-Saharan Africa,1960,18.56
Sub-Saharan Africa,1965,18.24
Sub-Saharan Africa,1970,17.92
Sub-Saharan Africa,1975,17.62
Sub-Saharan Africa,1980,17.42
Sub-Saharan Africa,1985,17.2
Sub-Saharan Africa,1990,17.18
Sub-Saharan Africa,1995,17.43
Sub-Saharan Africa,2000,17.58
Sub-Saharan Africa,2005,17.75
Sub-Saharan Africa,2010,17.96
Sub-Saharan Africa,2015,18.27
Sub-Saharan Africa,2020,18.74
Sub-Saharan Africa,2025,19.36
Sub-Saharan Africa,2030,20.1
Sub-Saharan Africa,2035,20.98
Sub-Saharan Africa,2040,21.88
Sub-Saharan Africa,2045,22.79
Sub-Saharan Africa,2050,23.74
Sub-Saharan Africa,2055,24.71
Sub-Saharan Africa,2060,25.76
Sub-Saharan Africa,2065,26.84
Sub-Saharan Africa,2070,27.92
Sub-Saharan Africa,2075,28.98
Sub-Saharan Africa,2080,30.03
Sub-Saharan Africa,2085,31.11
Sub-Saharan Africa,2090,32.16
Sub-Saharan Africa,2095,33.2
Sub-Saharan Africa,2100,34.22
Sudan,1950,18.11
Sudan,1955,17.84
Sudan,1960,17.55
Sudan,1965,17.24
Sudan,1970,16.92
Sudan,1975,16.62
Sudan,1980,16.47
Sudan,1985,16.64
Sudan,1990,17.08
Sudan,1995,17.51
Sudan,2000,17.91
Sudan,2005,18.25
Sudan,2010,18.74
Sudan,2015,19.44
Sudan,2020,20.29
Sudan,2025,21.31
Sudan,2030,22.28
Sudan,2035,23.23
Sudan,2040,24.18
Sudan,2045,25.16
Sudan,2050,26.21
Sudan,2055,27.25
Sudan,2060,28.27
Sudan,2065,29.28
Sudan,2070,30.29
Sudan,2075,31.31
Sudan,2080,32.3
Sudan,2085,33.28
Sudan,2090,34.24
Sudan,2095,35.21
Sudan,2100,36.19
Suriname,1950,20.14
Suriname,1955,18.86
Suriname,1960,16.46
Suriname,1965,15.96
Suriname,1970,15.81
Suriname,1975,16.1
Suriname,1980,18.94
Suriname,1985,21.51
Suriname,1990,22.8
Suriname,1995,23.76
Suriname,2000,24.58
Suriname,2005,26.25
Suriname,2010,27.53
Suriname,2015,28.97
Suriname,2020,30.38
Suriname,2025,31.49
Suriname,2030,32.73
Suriname,2035,34.06
Suriname,2040,35.38
Suriname,2045,36.65
Suriname,2050,37.86
Suriname,2055,39
Suriname,2060,40.08
Suriname,2065,41.1
Suriname,2070,42.05
Suriname,2075,42.92
Suriname,2080,43.7
Suriname,2085,44.41
Suriname,2090,45.02
Suriname,2095,45.55
Suriname,2100,46
Swaziland,1950,18.43
Swaziland,1955,17.88
Swaziland,1960,17.4
Swaziland,1965,16.75
Swaziland,1970,16.29
Swaziland,1975,15.93
Swaziland,1980,15.57
Swaziland,1985,15.53
Swaziland,1990,15.88
Swaziland,1995,16.1
Swaziland,2000,17.19
Swaziland,2005,18.1
Swaziland,2010,19.34
Swaziland,2015,20.51
Swaziland,2020,21.23
Swaziland,2025,21.84
Swaziland,2030,22.63
Swaziland,2035,23.65
Swaziland,2040,24.84
Swaziland,2045,26.18
Swaziland,2050,27.55
Swaziland,2055,28.94
Swaziland,2060,30.31
Swaziland,2065,31.7
Swaziland,2070,33.03
Swaziland,2075,34.33
Swaziland,2080,35.61
Swaziland,2085,36.81
Swaziland,2090,37.91
Swaziland,2095,38.89
Swaziland,2100,39.76
Sweden,1950,34.17
Sweden,1955,35.05
Sweden,1960,36.04
Sweden,1965,36.14
Sweden,1970,35.37
Sweden,1975,35.34
Sweden,1980,36.25
Sweden,1985,37.65
Sweden,1990,38.33
Sweden,1995,38.46
Sweden,2000,39.4
Sweden,2005,40.24
Sweden,2010,40.73
Sweden,2015,41.04
Sweden,2020,41.16
Sweden,2025,41.3
Sweden,2030,41.77
Sweden,2035,42.48
Sweden,2040,42.65
Sweden,2045,42.11
Sweden,2050,41.99
Sweden,2055,42.14
Sweden,2060,42.43
Sweden,2065,42.81
