Entity,Year,Medium Projection (UN Population Division (2015 revision))
Equatorial Guinea,2039,2297000
Equatorial Guinea,2040,2346000
Equatorial Guinea,2041,2394000
Equatorial Guinea,2042,2442000
Equatorial Guinea,2043,2490000
Equatorial Guinea,2044,2538000
Equatorial Guinea,2045,2585000
Equatorial Guinea,2046,2633000
Equatorial Guinea,2047,2680000
Equatorial Guinea,2048,2727000
Equatorial Guinea,2049,2774000
Equatorial Guinea,2050,2821000
Equatorial Guinea,2051,2868000
Equatorial Guinea,2052,2914000
Equatorial Guinea,2053,2961000
Equatorial Guinea,2054,3007000
Equatorial Guinea,2055,3053000
Equatorial Guinea,2056,3098000
Equatorial Guinea,2057,3143000
Equatorial Guinea,2058,3188000
Equatorial Guinea,2059,3233000
Equatorial Guinea,2060,3277000
Equatorial Guinea,2061,3320000
Equatorial Guinea,2062,3363000
Equatorial Guinea,2063,3405000
Equatorial Guinea,2064,3447000
Equatorial Guinea,2065,3488000
Equatorial Guinea,2066,3528000
Equatorial Guinea,2067,3568000
Equatorial Guinea,2068,3607000
Equatorial Guinea,2069,3646000
Equatorial Guinea,2070,3683000
Equatorial Guinea,2071,3720000
Equatorial Guinea,2072,3756000
Equatorial Guinea,2073,3792000
Equatorial Guinea,2074,3827000
Equatorial Guinea,2075,3861000
Equatorial Guinea,2076,3895000
Equatorial Guinea,2077,3928000
Equatorial Guinea,2078,3960000
Equatorial Guinea,2079,3991000
Equatorial Guinea,2080,4022000
Equatorial Guinea,2081,4053000
Equatorial Guinea,2082,4082000
Equatorial Guinea,2083,4111000
Equatorial Guinea,2084,4140000
Equatorial Guinea,2085,4167000
Equatorial Guinea,2086,4195000
Equatorial Guinea,2087,4221000
Equatorial Guinea,2088,4247000
Equatorial Guinea,2089,4273000
Equatorial Guinea,2090,4297000
Equatorial Guinea,2091,4321000
Equatorial Guinea,2092,4345000
Equatorial Guinea,2093,4368000
Equatorial Guinea,2094,4390000
Equatorial Guinea,2095,4412000
Equatorial Guinea,2096,4433000
Equatorial Guinea,2097,4453000
Equatorial Guinea,2098,4473000
Equatorial Guinea,2099,4492000
Equatorial Guinea,2100,4511000
Eritrea,2020,3546000
Eritrea,2021,3601000
Eritrea,2022,3662000
Eritrea,2023,3728000
Eritrea,2024,3796000
Eritrea,2025,3866000
Eritrea,2026,3937000
Eritrea,2027,4010000
Eritrea,2028,4084000
Eritrea,2029,4161000
Eritrea,2030,4240000
Eritrea,2031,4322000
Eritrea,2032,4405000
Eritrea,2033,4490000
Eritrea,2034,4577000
Eritrea,2035,4664000
Eritrea,2036,4753000
Eritrea,2037,4842000
Eritrea,2038,4932000
Eritrea,2039,5023000
Eritrea,2040,5114000
Eritrea,2041,5205000
Eritrea,2042,5296000
Eritrea,2043,5386000
Eritrea,2044,5477000
Eritrea,2045,5567000
Eritrea,2046,5656000
Eritrea,2047,5744000
Eritrea,2048,5832000
Eritrea,2049,5919000
Eritrea,2050,6005000
Eritrea,2051,6091000
Eritrea,2052,6176000
Eritrea,2053,6260000
Eritrea,2054,6344000
Eritrea,2055,6427000
Eritrea,2056,6510000
Eritrea,2057,6592000
Eritrea,2058,6674000
Eritrea,2059,6755000
Eritrea,2060,6836000
Eritrea,2061,6916000
Eritrea,2062,6996000
Eritrea,2063,7075000
Eritrea,2064,7154000
Eritrea,2065,7231000
Eritrea,2066,7308000
Eritrea,2067,7384000
Eritrea,2068,7459000
Eritrea,2069,7533000
Eritrea,2070,7605000
Eritrea,2071,7676000
Eritrea,2072,7746000
Eritrea,2073,7814000
Eritrea,2074,7881000
Eritrea,2075,7946000
Eritrea,2076,8009000
Eritrea,2077,8071000
Eritrea,2078,8132000
Eritrea,2079,8191000
Eritrea,2080,8248000
Eritrea,2081,8303000
Eritrea,2082,8357000
Eritrea,2083,8410000
Eritrea,2084,8460000
Eritrea,2085,8510000
Eritrea,2086,8557000
Eritrea,2087,8603000
Eritrea,2088,8647000
Eritrea,2089,8690000
Eritrea,2090,8731000
Eritrea,2091,8771000
Eritrea,2092,8810000
Eritrea,2093,8846000
Eritrea,2094,8882000
Eritrea,2095,8915000
Eritrea,2096,8948000
Eritrea,2097,8978000
Eritrea,2098,9008000
Eritrea,2099,9035000
Eritrea,2100,9062000
Estonia,2020,1327000
Estonia,2021,1325000
Estonia,2022,1322000
Estonia,2023,1317000
Estonia,2024,1312000
Estonia,2025,1307000
Estonia,2026,1302000
Estonia,2027,1296000
Estonia,2028,1291000
Estonia,2029,1286000
Estonia,2030,1280000
Estonia,2031,1274000
Estonia,2032,1268000
Estonia,2033,1262000
Estonia,2034,1256000
Estonia,2035,1249000
Estonia,2036,1243000
Estonia,2037,1237000
Estonia,2038,1231000
Estonia,2039,1225000
Estonia,2040,1219000
Estonia,2041,1213000
Estonia,2042,1207000
Estonia,2043,1201000
Estonia,2044,1195000
Estonia,2045,1189000
Estonia,2046,1183000
Estonia,2047,1177000
Estonia,2048,1171000
Estonia,2049,1165000
Estonia,2050,1158000
Estonia,2051,1152000
Estonia,2052,1146000
Estonia,2053,1139000
Estonia,2054,1133000
Estonia,2055,1126000
Estonia,2056,1119000
Estonia,2057,1112000
Estonia,2058,1106000
Estonia,2059,1099000
Estonia,2060,1092000
Estonia,2061,1084000
Estonia,2062,1077000
Estonia,2063,1070000
Estonia,2064,1062000
Estonia,2065,1055000
Estonia,2066,1047000
Estonia,2067,1040000
Estonia,2068,1032000
Estonia,2069,1025000
Estonia,2070,1017000
Estonia,2071,1010000
Estonia,2072,1002000
Estonia,2073,995000
Estonia,2074,987000
Estonia,2075,980000
Estonia,2076,973000
Estonia,2077,966000
Estonia,2078,959000
Estonia,2079,952000
Estonia,2080,946000
Estonia,2081,939000
Estonia,2082,933000
Estonia,2083,927000
Estonia,2084,920000
Estonia,2085,914000
Estonia,2086,909000
Estonia,2087,903000
Estonia,2088,897000
Estonia,2089,892000
Estonia,2090,887000
Estonia,2091,882000
Estonia,2092,877000
Estonia,2093,872000
Estonia,2094,867000
Estonia,2095,862000
Estonia,2096,857000
Estonia,2097,853000
Estonia,2098,848000
Estonia,2099,843000
Estonia,2100,838000
Ethiopia,2020,114964000
Ethiopia,2021,117876000
Ethiopia,2022,120813000
Ethiopia,2023,123771000
Ethiopia,2024,126751000
Ethiopia,2025,129749000
Ethiopia,2026,132766000
Ethiopia,2027,135797000
Ethiopia,2028,138839000
Ethiopia,2029,141890000
Ethiopia,2030,144944000
Ethiopia,2031,148001000
Ethiopia,2032,151059000
Ethiopia,2033,154117000
Ethiopia,2034,157175000
Ethiopia,2035,160231000
Ethiopia,2036,163284000
Ethiopia,2037,166333000
Ethiopia,2038,169379000
Ethiopia,2039,172423000
Ethiopia,2040,175466000
Ethiopia,2041,178508000
Ethiopia,2042,181546000
Ethiopia,2043,184578000
Ethiopia,2044,187601000
Ethiopia,2045,190611000
Ethiopia,2046,193605000
Ethiopia,2047,196584000
Ethiopia,2048,199546000
Ethiopia,2049,202488000
Ethiopia,2050,205411000
Ethiopia,2051,208311000
Ethiopia,2052,211188000
Ethiopia,2053,214037000
Ethiopia,2054,216855000
Ethiopia,2055,219639000
Ethiopia,2056,222387000
Ethiopia,2057,225097000
Ethiopia,2058,227769000
Ethiopia,2059,230401000
Ethiopia,2060,232994000
Ethiopia,2061,235546000
Ethiopia,2062,238056000
Ethiopia,2063,240521000
Ethiopia,2064,242942000
Ethiopia,2065,245316000
Ethiopia,2066,247642000
Ethiopia,2067,249921000
Ethiopia,2068,252148000
Ethiopia,2069,254322000
Ethiopia,2070,256441000
Ethiopia,2071,258503000
Ethiopia,2072,260508000
Ethiopia,2073,262457000
Ethiopia,2074,264351000
Ethiopia,2075,266190000
Ethiopia,2076,267975000
Ethiopia,2077,269705000
Ethiopia,2078,271379000
Ethiopia,2079,272997000
Ethiopia,2080,274558000
Ethiopia,2081,276063000
Ethiopia,2082,277511000
Ethiopia,2083,278902000
Ethiopia,2084,280236000
Ethiopia,2085,281512000
Ethiopia,2086,282731000
Ethiopia,2087,283893000
Ethiopia,2088,285000000
Ethiopia,2089,286053000
Ethiopia,2090,287056000
Ethiopia,2091,288007000
Ethiopia,2092,288909000
Ethiopia,2093,289761000
Ethiopia,2094,290564000
Ethiopia,2095,291317000
Ethiopia,2096,292023000
Ethiopia,2097,292682000
Ethiopia,2098,293295000
Ethiopia,2099,293865000
Ethiopia,2100,294393000
Europe,2020,747636000
Europe,2021,747747000
Europe,2022,747544000
Europe,2023,747090000
Europe,2024,746481000
Europe,2025,745791000
Europe,2026,745041000
Europe,2027,744219000
Europe,2028,743327000
Europe,2029,742356000
Europe,2030,741303000
Europe,2031,740175000
Europe,2032,738985000
Europe,2033,737739000
Europe,2034,736443000
Europe,2035,735101000
Europe,2036,733717000
Europe,2037,732293000
Europe,2038,730833000
Europe,2039,729338000
Europe,2040,727811000
Europe,2041,726252000
Europe,2042,724661000
Europe,2043,723037000
Europe,2044,721374000
Europe,2045,719669000
Europe,2046,717922000
Europe,2047,716133000
Europe,2048,714299000
Europe,2049,712417000
Europe,2050,710486000
Europe,2051,708507000
Europe,2052,706480000
Europe,2053,704406000
Europe,2054,702286000
Europe,2055,700121000
Europe,2056,697913000
Europe,2057,695669000
Europe,2058,693394000
Europe,2059,691099000
Europe,2060,688790000
Europe,2061,686475000
Europe,2062,684158000
Europe,2063,681848000
Europe,2064,679558000
Europe,2065,677295000
Europe,2066,675066000
Europe,2067,672876000
Europe,2068,670730000
Europe,2069,668634000
Europe,2070,666591000
Europe,2071,664605000
Europe,2072,662680000
Europe,2073,660817000
Europe,2074,659018000
Europe,2075,657283000
Europe,2076,655615000
Europe,2077,654012000
Europe,2078,652474000
Europe,2079,651000000
Europe,2080,649589000
Europe,2081,648238000
Europe,2082,646946000
Europe,2083,645711000
Europe,2084,644530000
Europe,2085,643399000
Europe,2086,642316000
Europe,2087,641277000
Europe,2088,640278000
Europe,2089,639310000
Europe,2090,638369000
Europe,2091,637449000
Europe,2092,636547000
Europe,2093,635661000
Europe,2094,634787000
Europe,2095,633921000
Europe,2096,633060000
Europe,2097,632199000
Europe,2098,631334000
Europe,2099,630457000
Europe,2100,629563000
Europe and Northern America,2020,1116506000
Europe and Northern America,2021,1118855000
Europe and Northern America,2022,1120862000
Europe and Northern America,2023,1122598000
Europe and Northern America,2024,1124166000
Europe and Northern America,2025,1125642000
Europe and Northern America,2026,1127052000
Europe and Northern America,2027,1128383000
Europe and Northern America,2028,1129639000
Europe and Northern America,2029,1130814000
Europe and Northern America,2030,1131901000
Europe and Northern America,2031,1132912000
Europe and Northern America,2032,1133854000
Europe and Northern America,2033,1134718000
Europe and Northern America,2034,1135488000
Europe and Northern America,2035,1136152000
Europe and Northern America,2036,1136711000
Europe and Northern America,2037,1137167000
Europe and Northern America,2038,1137528000
Europe and Northern America,2039,1137799000
Europe and Northern America,2040,1137988000
Europe and Northern America,2041,1138096000
Europe and Northern America,2042,1138123000
Europe and Northern America,2043,1138072000
Europe and Northern America,2044,1137944000
Europe and Northern America,2045,1137739000
Europe and Northern America,2046,1137461000
Europe and Northern America,2047,1137114000
Europe and Northern America,2048,1136701000
Europe and Northern America,2049,1136224000
Europe and Northern America,2050,1135687000
Europe and Northern America,2051,1135094000
Europe and Northern America,2052,1134449000
Europe and Northern America,2053,1133760000
Europe and Northern America,2054,1133030000
Europe and Northern America,2055,1132268000
Europe and Northern America,2056,1131478000
Europe and Northern America,2057,1130665000
Europe and Northern America,2058,1129837000
Europe and Northern America,2059,1129003000
Europe and Northern America,2060,1128170000
Europe and Northern America,2061,1127342000
Europe and Northern America,2062,1126525000
Europe and Northern America,2063,1125725000
Europe and Northern America,2064,1124947000
Europe and Northern America,2065,1124198000
Europe and Northern America,2066,1123481000
Europe and Northern America,2067,1122799000
Europe and Northern America,2068,1122152000
Europe and Northern America,2069,1121539000
Europe and Northern America,2070,1120960000
Europe and Northern America,2071,1120416000
Europe and Northern America,2072,1119909000
Europe and Northern America,2073,1119439000
Europe and Northern America,2074,1119007000
Europe and Northern America,2075,1118613000
Europe and Northern America,2076,1118256000
Europe and Northern America,2077,1117939000
Europe and Northern America,2078,1117661000
Europe and Northern America,2079,1117423000
Europe and Northern America,2080,1117228000
Europe and Northern America,2081,1117073000
Europe and Northern America,2082,1116959000
Europe and Northern America,2083,1116886000
Europe and Northern America,2084,1116854000
Europe and Northern America,2085,1116863000
Europe and Northern America,2086,1116911000
Europe and Northern America,2087,1116997000
Europe and Northern America,2088,1117120000
Europe and Northern America,2089,1117276000
Europe and Northern America,2090,1117465000
Europe and Northern America,2091,1117684000
Europe and Northern America,2092,1117929000
Europe and Northern America,2093,1118198000
Europe and Northern America,2094,1118488000
Europe and Northern America,2095,1118796000
Europe and Northern America,2096,1119117000
Europe and Northern America,2097,1119448000
Europe and Northern America,2098,1119784000
Europe and Northern America,2099,1120120000
Europe and Northern America,2100,1120451000
Faeroe Islands,2020,49000
Faeroe Islands,2021,49000
Faeroe Islands,2022,49000
Faeroe Islands,2023,49000
Faeroe Islands,2024,50000
Faeroe Islands,2025,50000
Faeroe Islands,2026,50000
Faeroe Islands,2027,50000
Faeroe Islands,2028,50000
Faeroe Islands,2029,51000
Faeroe Islands,2030,51000
Faeroe Islands,2031,51000
Faeroe Islands,2032,51000
Faeroe Islands,2033,52000
Faeroe Islands,2034,52000
Faeroe Islands,2035,52000
Faeroe Islands,2036,52000
Faeroe Islands,2037,52000
Faeroe Islands,2038,52000
Faeroe Islands,2039,53000
Faeroe Islands,2040,53000
Faeroe Islands,2041,53000
Faeroe Islands,2042,53000
Faeroe Islands,2043,53000
Faeroe Islands,2044,53000
Faeroe Islands,2045,53000
Faeroe Islands,2046,53000
Faeroe Islands,2047,53000
Faeroe Islands,2048,53000
Faeroe Islands,2049,53000
Faeroe Islands,2050,53000
Faeroe Islands,2051,54000
Faeroe Islands,2052,54000
Faeroe Islands,2053,54000
Faeroe Islands,2054,54000
Faeroe Islands,2055,54000
Faeroe Islands,2056,54000
Faeroe Islands,2057,54000
Faeroe Islands,2058,54000
Faeroe Islands,2059,54000
Faeroe Islands,2060,54000
Faeroe Islands,2061,54000
Faeroe Islands,2062,54000
Faeroe Islands,2063,54000
Faeroe Islands,2064,54000
Faeroe Islands,2065,55000
Faeroe Islands,2066,55000
Faeroe Islands,2067,55000
Faeroe Islands,2068,55000
Faeroe Islands,2069,55000
Faeroe Islands,2070,55000
Faeroe Islands,2071,55000
Faeroe Islands,2072,55000
Faeroe Islands,2073,55000
Faeroe Islands,2074,55000
Faeroe Islands,2075,55000
Faeroe Islands,2076,55000
Faeroe Islands,2077,55000
Faeroe Islands,2078,55000
Faeroe Islands,2079,55000
Faeroe Islands,2080,56000
Faeroe Islands,2081,56000
Faeroe Islands,2082,56000
Faeroe Islands,2083,56000
Faeroe Islands,2084,56000
Faeroe Islands,2085,56000
Faeroe Islands,2086,56000
Faeroe Islands,2087,56000
Faeroe Islands,2088,56000
Faeroe Islands,2089,56000
Faeroe Islands,2090,56000
Faeroe Islands,2091,56000
Faeroe Islands,2092,56000
Faeroe Islands,2093,55000
Faeroe Islands,2094,55000
Faeroe Islands,2095,55000
Faeroe Islands,2096,55000
Faeroe Islands,2097,55000
Faeroe Islands,2098,55000
Faeroe Islands,2099,55000
Faeroe Islands,2100,55000
Falkland Islands,2020,3000
Falkland Islands,2021,4000
Falkland Islands,2022,4000
Falkland Islands,2023,4000
Falkland Islands,2024,3000
Falkland Islands,2025,3000
Falkland Islands,2026,3000
Falkland Islands,2027,3000
Falkland Islands,2028,3000
Falkland Islands,2029,3000
Falkland Islands,2030,3000
Falkland Islands,2031,3000
Falkland Islands,2032,3000
Falkland Islands,2033,3000
Falkland Islands,2034,3000
Falkland Islands,2035,3000
Falkland Islands,2036,3000
Falkland Islands,2037,3000
Falkland Islands,2038,3000
Falkland Islands,2039,3000
Falkland Islands,2040,3000
Falkland Islands,2041,3000
Falkland Islands,2042,3000
Falkland Islands,2043,3000
Falkland Islands,2044,3000
Falkland Islands,2045,3000
Falkland Islands,2046,3000
Falkland Islands,2047,3000
Falkland Islands,2048,3000
Falkland Islands,2049,3000
Falkland Islands,2050,3000
Falkland Islands,2051,3000
Falkland Islands,2052,3000
Falkland Islands,2053,3000
Falkland Islands,2054,3000
Falkland Islands,2055,3000
Falkland Islands,2056,3000
Falkland Islands,2057,3000
Falkland Islands,2058,3000
Falkland Islands,2059,3000
Falkland Islands,2060,3000
Falkland Islands,2061,3000
Falkland Islands,2062,3000
Falkland Islands,2063,3000
Falkland Islands,2064,3000
Falkland Islands,2065,3000
Falkland Islands,2066,3000
Falkland Islands,2067,3000
Falkland Islands,2068,3000
Falkland Islands,2069,3000
Falkland Islands,2070,3000
Falkland Islands,2071,3000
Falkland Islands,2072,3000
Falkland Islands,2073,3000
Falkland Islands,2074,3000
Falkland Islands,2075,3000
Falkland Islands,2076,3000
Falkland Islands,2077,3000
Falkland Islands,2078,3000
Falkland Islands,2079,3000
Falkland Islands,2080,3000
Falkland Islands,2081,3000
Falkland Islands,2082,3000
Falkland Islands,2083,3000
Falkland Islands,2084,3000
Falkland Islands,2085,3000
Falkland Islands,2086,3000
Falkland Islands,2087,3000
Falkland Islands,2088,3000
Falkland Islands,2089,3000
Falkland Islands,2090,3000
Falkland Islands,2091,3000
Falkland Islands,2092,3000
Falkland Islands,2093,3000
Falkland Islands,2094,3000
Falkland Islands,2095,3000
Falkland Islands,2096,3000
Falkland Islands,2097,3000
Falkland Islands,2098,3000
Falkland Islands,2099,3000
Falkland Islands,2100,3000
Fiji,2020,896000
Fiji,2021,903000
Fiji,2022,909000
Fiji,2023,916000
Fiji,2024,923000
Fiji,2025,930000
Fiji,2026,937000
Fiji,2027,944000
Fiji,2028,952000
Fiji,2029,959000
Fiji,2030,966000
Fiji,2031,973000
Fiji,2032,979000
Fiji,2033,986000
Fiji,2034,992000
Fiji,2035,998000
Fiji,2036,1004000
Fiji,2037,1010000
Fiji,2038,1016000
Fiji,2039,1022000
Fiji,2040,1027000
Fiji,2041,1032000
Fiji,2042,1037000
Fiji,2043,1042000
Fiji,2044,1047000
Fiji,2045,1051000
Fiji,2046,1055000
Fiji,2047,1060000
Fiji,2048,1064000
Fiji,2049,1068000
Fiji,2050,1071000
Fiji,2051,1075000
Fiji,2052,1078000
Fiji,2053,1081000
Fiji,2054,1085000
Fiji,2055,1087000
Fiji,2056,1090000
Fiji,2057,1093000
Fiji,2058,1095000
Fiji,2059,1097000
Fiji,2060,1099000
Fiji,2061,1101000
Fiji,2062,1103000
Fiji,2063,1104000
Fiji,2064,1106000
Fiji,2065,1107000
Fiji,2066,1108000
Fiji,2067,1109000
Fiji,2068,1110000
Fiji,2069,1110000
Fiji,2070,1111000
Fiji,2071,1111000
Fiji,2072,1112000
Fiji,2073,1112000
Fiji,2074,1112000
Fiji,2075,1112000
Fiji,2076,1112000
Fiji,2077,1111000
Fiji,2078,1111000
Fiji,2079,1111000
Fiji,2080,1110000
Fiji,2081,1109000
Fiji,2082,1108000
Fiji,2083,1107000
Fiji,2084,1106000
Fiji,2085,1104000
Fiji,2086,1103000
Fiji,2087,1101000
Fiji,2088,1099000
Fiji,2089,1098000
Fiji,2090,1095000
Fiji,2091,1093000
Fiji,2092,1091000
Fiji,2093,1088000
Fiji,2094,1086000
Fiji,2095,1083000
