Entity,Year,Iron and steel production (Correlates of War: National Material Capabilities (v4.0)),"Military expenditure (1816-1913, current prices) (Correlates of War: National Material Capabilities (v4.0))","Military expenditure (1914-2007, current prices) (Correlates of War: National Material Capabilities (v4.0))",Military personnel (Correlates of War: National Material Capabilities (v4.0))
Cuba,1980,292,,1126388,220
Cuba,1981,317,,1272515,225
Cuba,1982,290,,1330000,230
Cuba,1983,352,,1338001,250
Cuba,1984,325,,1357214,297
Cuba,1985,401,,1350000,297
Cuba,1986,412,,1480000,297
Cuba,1987,402,,1660000,297
Cuba,1988,321,,2240000,297
Cuba,1989,314,,1830000,297
Cuba,1990,270,,1691000,297
Cuba,1991,270,,1160000,297
Cuba,1992,200,,,175
Cuba,1993,100,,,175
Cuba,1994,131,,356,140
Cuba,1995,207,,700000,70
Cuba,1996,231,,715000,70
Cuba,1997,342,,720000,55
Cuba,1998,283,,765000,55
Cuba,1999,303,,750000,50
Cuba,2000,336,,735000,58
Cuba,2001,270,,735000,46
Cuba,2002,268,,1152000,46
Cuba,2003,210,,1192000,46
Cuba,2004,192,,1267000,48
Cuba,2005,245,,1444000,49
Cuba,2006,257,,1668000,49
Cuba,2007,268,,,49
Cyprus,1960,,,6124,1
Cyprus,1961,,,6441,1
Cyprus,1962,,,6812,1
Cyprus,1963,,,7008,1
Cyprus,1964,,,7561,8
Cyprus,1965,,,9241,20
Cyprus,1966,,,7841,16
Cyprus,1967,,,8681,15
Cyprus,1968,,,6479,14
Cyprus,1969,,,6479,13
Cyprus,1970,,,7199,13
Cyprus,1971,,,9462,11
Cyprus,1972,,,10167,12
Cyprus,1973,,,11159,11
Cyprus,1974,,,18376,11
Cyprus,1975,,,19555,20
Cyprus,1976,,,17792,18
Cyprus,1977,,,25490,10
Cyprus,1978,,,23822,10
Cyprus,1979,,,20316,15
Cyprus,1980,,,24156,16
Cyprus,1981,,,38450,16
Cyprus,1982,,,73618,17
Cyprus,1983,,,83642,10
Cyprus,1984,,,91567,10
Cyprus,1985,,,27850,13
Cyprus,1986,,,116920,13
Cyprus,1987,,,121010,13
Cyprus,1988,,,124830,13
Cyprus,1989,,,155290,14
Cyprus,1990,,,304100,10
Cyprus,1991,,,284500,10
Cyprus,1992,,,477100,10
Cyprus,1993,,,489000,10
Cyprus,1994,,,511000,10
Cyprus,1995,,,368000,10
Cyprus,1996,,,487000,10
Cyprus,1997,,,505000,10
Cyprus,1998,,,509000,12
Cyprus,1999,,,353000,14
Cyprus,2000,,,361000,10
Cyprus,2001,,,315000,10
Cyprus,2002,,,246000,10
Cyprus,2003,,,302000,10
Cyprus,2004,,,228000,10
Cyprus,2005,,,274000,10
Cyprus,2006,,,240000,10
Cyprus,2007,,,498000,10
Czech Republic,1993,6732,,808500,107
Czech Republic,1994,7085,,770300,90
Czech Republic,1995,7184,,1120000,68
Czech Republic,1996,6509,,1176000,62
Czech Republic,1997,6750,,987000,55
Czech Republic,1998,6498,,1178000,56
Czech Republic,1999,5616,,1115000,54
Czech Republic,2000,6216,,1148000,58
Czech Republic,2001,6316,,1167000,54
Czech Republic,2002,6512,,1482000,49
Czech Republic,2003,6783,,1906000,57
Czech Republic,2004,7033,,1984000,39
Czech Republic,2005,6189,,2216000,22
Czech Republic,2006,6862,,2408000,22
Czech Republic,2007,7059,,2669000,25
Czechoslovakia,1918,694,,19847,150
Czechoslovakia,1919,786,,21741,150
Czechoslovakia,1920,973,,23351,150
Czechoslovakia,1921,918,,27478,150
Czechoslovakia,1922,721,,34809,150
Czechoslovakia,1923,1180,,66784,150
Czechoslovakia,1924,1350,,64249,150
Czechoslovakia,1925,1475,,59127,125
Czechoslovakia,1926,1345,,48949,120
Czechoslovakia,1927,1689,,52114,127
Czechoslovakia,1928,1973,,53620,130
Czechoslovakia,1929,2193,,53043,130
Czechoslovakia,1930,1817,,50335,130
Czechoslovakia,1931,1514,,52226,129
Czechoslovakia,1932,672,,47952,118
Czechoslovakia,1933,734,,45995,122
Czechoslovakia,1934,940,,83542,118
Czechoslovakia,1935,1178,,67319,117
Czechoslovakia,1936,1538,,83040,163
Czechoslovakia,1937,2301,,156591,163
Czechoslovakia,1938,1800,,201459,163
Czechoslovakia,1939,2421,,268742,163
Czechoslovakia,1945,993,,305677,250
Czechoslovakia,1946,1677,,379912,250
Czechoslovakia,1947,2286,,466921,250
Czechoslovakia,1948,2621,,537758,250
Czechoslovakia,1949,2806,,618566,250
Czechoslovakia,1950,3122,,726940,250
Czechoslovakia,1951,3455,,893010,250
Czechoslovakia,1952,3754,,821650,250
Czechoslovakia,1953,4366,,764401,250
Czechoslovakia,1954,4270,,717597,250
Czechoslovakia,1955,4474,,825411,250
Czechoslovakia,1956,4882,,917982,250
Czechoslovakia,1957,5166,,967198,250
Czechoslovakia,1958,5509,,961195,250
Czechoslovakia,1959,6136,,968001,303
Czechoslovakia,1960,6768,,1003203,303
Czechoslovakia,1961,7043,,1111500,310
Czechoslovakia,1962,7639,,1275300,305
Czechoslovakia,1963,7600,,1266994,301
Czechoslovakia,1964,8377,,1205602,301
Czechoslovakia,1965,8599,,1184626,267
Czechoslovakia,1966,9124,,1300925,259
Czechoslovakia,1967,10002,,1510973,259
Czechoslovakia,1968,10555,,1740938,250
Czechoslovakia,1969,10802,,1997507,210
Czechoslovakia,1970,11480,,2178178,222
Czechoslovakia,1971,12064,,2580700,222
Czechoslovakia,1972,12727,,2826300,221
Czechoslovakia,1973,13158,,3151000,223
Czechoslovakia,1974,13640,,3389700,218
Czechoslovakia,1975,14323,,3778500,210
Czechoslovakia,1976,14693,,4017100,210
Czechoslovakia,1977,15064,,4203400,180
Czechoslovakia,1978,15294,,4686400,183
Czechoslovakia,1979,14817,,5039800,187
Czechoslovakia,1980,15225,,5332014,190
Czechoslovakia,1981,15270,,5949861,194
Czechoslovakia,1982,14992,,6800127,198
Czechoslovakia,1983,15204,,7157239,202
Czechoslovakia,1984,14831,,5052634,206
Czechoslovakia,1985,15036,,4849000,210
Czechoslovakia,1986,15112,,4730000,214
Czechoslovakia,1987,15416,,5420000,215
Czechoslovakia,1988,15380,,5360000,211
Czechoslovakia,1989,15468,,4600000,175
Czechoslovakia,1990,14880,,4320000,198
Czechoslovakia,1991,12072,,946400,154
Czechoslovakia,1992,7349,,954000,154
Democratic Republic of Congo,1960,,,,25
Democratic Republic of Congo,1961,,,10000,18
Democratic Republic of Congo,1962,,,20000,20
Democratic Republic of Congo,1963,,,20000,25
Democratic Republic of Congo,1964,,,12000,25
Democratic Republic of Congo,1965,,,31000,25
Democratic Republic of Congo,1966,,,32000,25
Democratic Republic of Congo,1967,,,37000,35
Democratic Republic of Congo,1968,,,44000,30
Democratic Republic of Congo,1969,,,61000,45
Democratic Republic of Congo,1970,,,60000,45
Democratic Republic of Congo,1971,,,89400,45
Democratic Republic of Congo,1972,,,90600,45
Democratic Republic of Congo,1973,,,83600,65
Democratic Republic of Congo,1974,,,169200,60
Democratic Republic of Congo,1975,,,147800,55
Democratic Republic of Congo,1976,,,101161,55
Democratic Republic of Congo,1977,,,36173,53
Democratic Republic of Congo,1978,,,45455,53
Democratic Republic of Congo,1979,,,115654,23
Democratic Republic of Congo,1980,,,179076,26
Democratic Republic of Congo,1981,,,84675,44
Democratic Republic of Congo,1982,,,148500,40
Democratic Republic of Congo,1983,,,140080,42
Democratic Republic of Congo,1984,,,54987,60
Democratic Republic of Congo,1985,,,81000,62
Democratic Republic of Congo,1986,,,46560,53
Democratic Republic of Congo,1987,,,46260,53
Democratic Republic of Congo,1988,,,66820,51
Democratic Republic of Congo,1989,,,141064,51
Democratic Republic of Congo,1990,30,,58662,55
Democratic Republic of Congo,1991,30,,235000,60
Democratic Republic of Congo,1992,30,,,45
Democratic Republic of Congo,1993,30,,245000,40
Democratic Republic of Congo,1994,30,,119000,40
Democratic Republic of Congo,1995,30,,185000,40
Democratic Republic of Congo,1996,30,,174000,50
Democratic Republic of Congo,1997,30,,308000,30
Democratic Republic of Congo,1998,30,,371000,50
Democratic Republic of Congo,1999,30,,411000,55
Democratic Republic of Congo,2000,30,,400000,56
Democratic Republic of Congo,2001,30,,392000,81
Democratic Republic of Congo,2002,30,,946000,81
Democratic Republic of Congo,2003,30,,119000,98
Democratic Republic of Congo,2004,30,,196000,81
Democratic Republic of Congo,2005,30,,150000,64
Democratic Republic of Congo,2006,,,163000,65
Democratic Republic of Congo,2007,,,166000,51
Denmark,1816,,,,32
Denmark,1817,,,,31
Denmark,1818,,,,30
Denmark,1819,,,,29
Denmark,1820,,,,28
Denmark,1821,,,,26
Denmark,1822,,,,28
Denmark,1823,,,,30
Denmark,1824,,,,41
Denmark,1825,,,,41
Denmark,1826,,,,41
Denmark,1827,,,,41
Denmark,1828,,,,41
Denmark,1829,,,,41
Denmark,1830,,,,41
Denmark,1831,,,,41
Denmark,1832,,,,41
Denmark,1833,,,,41
Denmark,1834,,,,33
Denmark,1835,,300,,41
Denmark,1836,,,,41
Denmark,1837,,,,39
Denmark,1838,,,,37
Denmark,1839,,,,35
Denmark,1840,,,,45
Denmark,1841,,424,,38
Denmark,1842,,446,,31
Denmark,1843,,471,,23
Denmark,1844,,459,,24
Denmark,1845,,464,,26
Denmark,1846,,478,,27
Denmark,1847,,491,,27
Denmark,1848,,503,,27
Denmark,1849,,136,,41
Denmark,1850,,264,,26
Denmark,1851,,459,,26
Denmark,1852,,536,,26
Denmark,1853,,691,,26
Denmark,1854,,688,,26
Denmark,1855,,733,,25
Denmark,1856,,510,,25
Denmark,1857,,510,,25
Denmark,1858,,705,,25
Denmark,1859,,688,,25
Denmark,1860,,680,,25
Denmark,1861,,682,,25
Denmark,1862,,684,,25
Denmark,1863,,548,,25
Denmark,1864,,683,,32
Denmark,1865,,546,,38
Denmark,1866,,507,,43
Denmark,1867,,560,,46
Denmark,1868,,615,,51
Denmark,1869,,726,,39
Denmark,1870,,705,,39
Denmark,1871,,676,,38
Denmark,1872,,696,,39
Denmark,1873,,748,,39
Denmark,1874,,733,,39
Denmark,1875,,801,,16
Denmark,1876,,938,,16
Denmark,1877,,754,,16
Denmark,1878,,842,,11
Denmark,1879,,782,,6
Denmark,1880,,770,,6
Denmark,1881,,887,,6
Denmark,1882,,819,,6
Denmark,1883,,927,,6
Denmark,1884,,1050,,6
Denmark,1885,,827,,8
Denmark,1886,,637,,11
Denmark,1887,,658,,14
Denmark,1888,,592,,17
Denmark,1889,,571,,18
Denmark,1890,,919,,18
Denmark,1891,,637,,17
Denmark,1892,,1133,,15
Denmark,1893,,946,,15
Denmark,1894,,928,,15
Denmark,1895,,1115,,12
Denmark,1896,,933,,12
Denmark,1897,,914,,16
Denmark,1898,,926,,12
Denmark,1899,,937,,12
Denmark,1900,,1001,,11
Denmark,1901,,1101,,11
Denmark,1902,,921,,11
Denmark,1903,,1119,,11
Denmark,1904,,976,,11
Denmark,1905,,948,,11
Denmark,1906,,1048,,11
Denmark,1907,,1102,,11
Denmark,1908,,1162,,12
Denmark,1909,,1203,,15
Denmark,1910,,1691,,15
Denmark,1911,,1383,,15
Denmark,1912,,1718,,15
Denmark,1913,,1634,,15
Denmark,1914,,,4289,15
Denmark,1915,,,7568,15
Denmark,1916,,,9562,16
Denmark,1917,,,11589,16
Denmark,1918,,,13947,16
Denmark,1919,,,15842,16
Denmark,1920,,,17471,16
Denmark,1921,,,19917,15
Denmark,1922,,,11136,13
Denmark,1923,,,10459,13
Denmark,1924,,,8725,14
Denmark,1925,,,9350,14
Denmark,1926,,,11782,14
Denmark,1927,,,11246,13
Denmark,1928,,,12623,14
Denmark,1929,,,13270,12
Denmark,1930,,,12248,11
Denmark,1931,,,12095,11
Denmark,1932,,,7314,11
Denmark,1933,,,6709,11
Denmark,1934,,,9391,10
Denmark,1935,,,9516,10
Denmark,1936,20,,9636,12
Denmark,1937,20,,12292,12
Denmark,1938,26,,22099,11
Denmark,1939,33,,29364,12
Denmark,1940,39,,35986,13
Denmark,1945,46,,47691,13
Denmark,1946,52,,52389,14
Denmark,1947,58,,59412,14
Denmark,1948,72,,65311,14
Denmark,1949,76,,74844,16
Denmark,1950,123,,51879,18
Denmark,1951,161,,97543,25
Denmark,1952,176,,97688,25
Denmark,1953,180,,128468,25
Denmark,1954,199,,128131,25
Denmark,1955,237,,133198,25
Denmark,1956,240,,135515,35
Denmark,1957,262,,146518,35
Denmark,1958,255,,135804,32
Denmark,1959,292,,142754,32
Denmark,1960,317,,161117,32
Denmark,1961,323,,170866,45
Denmark,1962,367,,225239,47
Denmark,1963,359,,239206,45
Denmark,1964,396,,255245,45
Denmark,1965,412,,285219,50
Denmark,1966,405,,301843,50
Denmark,1967,401,,325188,50
Denmark,1968,457,,347226,45
Denmark,1969,482,,351953,45
Denmark,1970,473,,367992,45
Denmark,1971,471,,430773,45
Denmark,1972,498,,487243,45
Denmark,1973,449,,581866,39
Denmark,1974,535,,728314,35
Denmark,1975,559,,919042,34
Denmark,1976,723,,939620,31
Denmark,1977,686,,1056603,32
Denmark,1978,864,,1314612,33
Denmark,1979,805,,1518723,33
Denmark,1980,734,,1607729,33
Denmark,1981,613,,1446237,33
Denmark,1982,560,,1400045,32
Denmark,1983,492,,1482567,30
Denmark,1984,548,,1260337,31
Denmark,1985,528,,1187000,29
Denmark,1986,632,,1560000,28
Denmark,1987,606,,1570000,28
Denmark,1988,649,,2010000,30
Denmark,1989,624,,1920000,31
Denmark,1990,610,,2600000,31
Denmark,1991,633,,1299000,30
Denmark,1992,591,,2790000,28
Denmark,1993,603,,2682000,27
Denmark,1994,722,,2600000,28
Denmark,1995,654,,3118000,27
Denmark,1996,739,,3152000,28
Denmark,1997,786,,2805000,29
Denmark,1998,790,,2903000,25
Denmark,1999,729,,2661000,27
Denmark,2000,801,,2395000,22
Denmark,2001,751,,2409000,21
Denmark,2002,392,,2696000,23
Denmark,2003,,,3208000,23
Denmark,2004,,,3579000,22
Denmark,2005,,,3472000,21
Denmark,2006,,,3901000,21
Denmark,2007,,,4028000,22
Djibouti,1978,,,,3
Djibouti,1979,,,33135,3
Djibouti,1980,,,20000,1
Djibouti,1981,,,21000,2
Djibouti,1982,,,25000,3
Djibouti,1983,,,28000,2
Djibouti,1984,,,27000,3
Djibouti,1985,,,32200,5
Djibouti,1986,,,29887,4
Djibouti,1987,,,34000,4
Djibouti,1988,,,36000,4
Djibouti,1989,,,26000,4
Djibouti,1990,,,28000,4
Djibouti,1991,,,38900,3
Djibouti,1992,,,37900,8
Djibouti,1993,,,28000,8
Djibouti,1994,,,26000,8
Djibouti,1995,,,22000,8
Djibouti,1996,,,21000,8
Djibouti,1997,,,20000,8
Djibouti,1998,,,22000,8
Djibouti,1999,,,22000,8
Djibouti,2000,,,23000,8
Djibouti,2001,,,22000,10
Djibouti,2002,,,25000,10
Djibouti,2003,,,24000,10
Djibouti,2004,,,16000,9
Djibouti,2005,,,12000,9
Djibouti,2006,,,17000,10
Djibouti,2007,,,17000,11
Dominica,1978,,,218,
Dominica,1979,,,240,
Dominican Republic,1894,,,,1
Dominican Republic,1895,,,,1
Dominican Republic,1896,,,,1
Dominican Republic,1897,,,,1
Dominican Republic,1898,,,,1
Dominican Republic,1899,,,,1
Dominican Republic,1900,,,,1
Dominican Republic,1901,,,,1
Dominican Republic,1902,,,,1
Dominican Republic,1903,,87,,1
Dominican Republic,1904,,48,,1
Dominican Republic,1905,,74,,1
Dominican Republic,1906,,,,1
Dominican Republic,1907,,,,1
Dominican Republic,1908,,121,,1
Dominican Republic,1909,,146,,1
Dominican Republic,1910,,106,,1
Dominican Republic,1911,,,,1
Dominican Republic,1912,,,,1
Dominican Republic,1913,,237,,1
Dominican Republic,1914,,,,1
Dominican Republic,1915,,,,1
Dominican Republic,1916,,,,1
Dominican Republic,1924,,,1081,2
Dominican Republic,1925,,,964,2
Dominican Republic,1926,,,860,2
Dominican Republic,1927,,,1500,3
Dominican Republic,1928,,,1600,2
Dominican Republic,1929,,,1500,2
Dominican Republic,1930,,,1100,2
Dominican Republic,1931,,,1100,2
Dominican Republic,1932,,,1100,2
Dominican Republic,1933,,,1100,2
Dominican Republic,1934,,,1200,3
Dominican Republic,1935,,,1000,3
Dominican Republic,1936,,,1800,3
Dominican Republic,1937,,,2000,3
Dominican Republic,1938,,,1900,3
Dominican Republic,1939,,,1900,2
Dominican Republic,1940,,,,3
Dominican Republic,1941,,,,3
Dominican Republic,1942,,,2113,4
Dominican Republic,1943,,,2355,4
Dominican Republic,1944,,,3141,4
Dominican Republic,1945,,,3574,4
Dominican Republic,1946,,,3856,7
Dominican Republic,1947,,,5500,10
Dominican Republic,1948,,,,15
Dominican Republic,1949,,,,15
Dominican Republic,1950,,,17649,15
Dominican Republic,1951,,,,15
Dominican Republic,1952,,,,16
Dominican Republic,1953,,,25178,16
Dominican Republic,1954,,,22369,16
Dominican Republic,1955,,,30372,9
Dominican Republic,1956,,,,9
Dominican Republic,1957,,,,18
Dominican Republic,1958,,,34500,18
Dominican Republic,1959,,,42600,18
Dominican Republic,1960,,,33400,18
Dominican Republic,1961,,,31600,19
Dominican Republic,1962,,,33100,19
Dominican Republic,1963,,,34000,20
Dominican Republic,1964,,,37000,19
Dominican Republic,1965,,,35000,17
Dominican Republic,1966,,,32400,19
Dominican Republic,1967,,,31200,19
Dominican Republic,1968,,,32500,18
Dominican Republic,1969,,,31000,17
Dominican Republic,1970,,,31600,17
Dominican Republic,1971,,,31900,16
Dominican Republic,1972,,,34400,16
Dominican Republic,1973,,,36600,16
Dominican Republic,1974,,,47600,18
Dominican Republic,1975,,,57200,18
Dominican Republic,1976,,,67400,18
Dominican Republic,1977,,,75800,19
Dominican Republic,1978,,,87100,19
Dominican Republic,1979,,,158000,19
Dominican Republic,1980,,,165000,24
Dominican Republic,1981,,,118000,24
Dominican Republic,1982,,,128000,25
Dominican Republic,1983,,,129000,23
Dominican Republic,1984,,,156000,22
Dominican Republic,1985,,,50990,22
Dominican Republic,1986,,,68690,21
Dominican Republic,1987,,,76600,21
Dominican Republic,1988,,,60000,20
Dominican Republic,1989,,,60620,21
Dominican Republic,1990,37,,57210,21
Dominican Republic,1991,39,,34790,21
Dominican Republic,1992,33,,59000,22
Dominican Republic,1993,35,,108000,22
Dominican Republic,1994,37,,115000,22
Dominican Republic,1995,40,,109000,22
Dominican Republic,1996,42,,116000,22
Dominican Republic,1997,82,,119000,22
Dominican Republic,1998,36,,115000,25
Dominican Republic,1999,43,,114000,30
Dominican Republic,2000,39,,169000,24
Dominican Republic,2001,36,,156000,24
Dominican Republic,2002,,,229000,24
Dominican Republic,2003,,,156000,24
Dominican Republic,2004,,,153000,24
Dominican Republic,2005,,,273000,24
Dominican Republic,2006,,,256000,25
Dominican Republic,2007,,,271000,25
East Germany,1954,2701,,,106
East Germany,1955,2816,,,108
East Germany,1956,3046,,,109
East Germany,1957,3277,,370893,113
East Germany,1958,3430,,465300,99
East Germany,1959,3615,,544498,86
East Germany,1960,3750,,286000,111
East Germany,1961,3867,,289001,139
East Germany,1962,4048,,780302,144
East Germany,1963,4051,,817590,203
East Germany,1964,4264,,855508,203
East Germany,1965,4313,,920701,205
East Germany,1966,4485,,992002,201
East Germany,1967,4592,,1148398,201
East Germany,1968,4695,,2018373,201
East Germany,1969,4824,,2247866,201
East Germany,1970,5053,,2523373,202
East Germany,1971,5350,,2984200,202
East Germany,1972,5670,,3264900,202
East Germany,1973,5892,,3691000,202
East Germany,1974,6165,,4101400,215
East Germany,1975,6472,,4404000,220
East Germany,1976,6740,,4881100,220
East Germany,1977,6850,,5459300,226
East Germany,1978,6976,,5992200,226
East Germany,1979,7023,,6277600,228
East Germany,1980,7308,,7178263,228
East Germany,1981,7467,,8111249,231
East Germany,1982,7168,,9161045,234
East Germany,1983,7219,,9806041,236
East Germany,1984,7573,,7710689,196
East Germany,1985,7853,,7981000,242
East Germany,1986,7967,,8948000,242
East Germany,1987,8243,,11626000,241
East Germany,1988,8131,,12770000,242
East Germany,1989,7824,,13970000,262
East Germany,1990,5339,,,137
Ecuador,1870,,,,2
Ecuador,1871,,,,2
Ecuador,1872,,,,2
Ecuador,1873,,,,2
Ecuador,1874,,,,2
Ecuador,1875,,,,2
Ecuador,1876,,,,1
Ecuador,1877,,,,1
Ecuador,1878,,,,5
Ecuador,1879,,,,5
Ecuador,1880,,,,1
Ecuador,1881,,,,1
Ecuador,1882,,,,1
Ecuador,1883,,,,1
Ecuador,1884,,,,5
Ecuador,1885,,177,,5
Ecuador,1886,,210,,5
Ecuador,1887,,196,,5
Ecuador,1888,,,,5
Ecuador,1889,,165,,5
Ecuador,1890,,149,,3
Ecuador,1891,,173,,3
Ecuador,1892,,,,3
Ecuador,1893,,163,,3
Ecuador,1894,,,,3
Ecuador,1895,,,,3
Ecuador,1896,,,,3
Ecuador,1897,,187,,3
Ecuador,1898,,,,3
Ecuador,1899,,,,3
Ecuador,1900,,173,,3
Ecuador,1901,,,,3
Ecuador,1902,,369,,3
Ecuador,1903,,273,,4
Ecuador,1904,,,,4
Ecuador,1905,,258,,4
Ecuador,1906,,,,4
Ecuador,1907,,270,,4
Ecuador,1908,,226,,4
Ecuador,1909,,292,,4
Ecuador,1910,,423,,4
Ecuador,1911,,,,7
Ecuador,1912,,341,,7
Ecuador,1913,,347,,7
Ecuador,1914,,,3698,8
Ecuador,1915,,,3204,8
Ecuador,1916,,,,8
Ecuador,1917,,,,8
Ecuador,1918,,,2350,5
Ecuador,1919,,,,6
Ecuador,1920,,,731,5
Ecuador,1921,,,,6
Ecuador,1922,,,,6
Ecuador,1923,,,,6
Ecuador,1924,,,,6
Ecuador,1925,,,1447,6
Ecuador,1926,,,1841,7
Ecuador,1927,,,1666,7
Ecuador,1928,,,1707,7
Ecuador,1929,,,1780,6
Ecuador,1930,,,1820,7
Ecuador,1931,,,1980,6
Ecuador,1932,,,1800,5
Ecuador,1933,,,1432,5
Ecuador,1934,,,1484,5
Ecuador,1935,,,1448,8
Ecuador,1936,,,2248,8
Ecuador,1937,,,1943,8
Ecuador,1938,,,1245,8
Ecuador,1939,,,1914,8
Ecuador,1941,,,1667,
Ecuador,1942,,,1667,
Ecuador,1943,,,2510,
Ecuador,1944,,,3540,
Ecuador,1945,,,5074,
Ecuador,1946,,,4657,12
Ecuador,1947,,,5111,12
Ecuador,1948,,,,12
Ecuador,1949,,,5933,12
Ecuador,1950,,,8933,12
Ecuador,1951,,,5809,12
Ecuador,1952,,,7459,12
Ecuador,1953,,,11947,12
Ecuador,1954,,,16502,12
Ecuador,1955,,,19472,20
Ecuador,1956,,,19670,20
Ecuador,1957,,,19076,18
Ecuador,1958,,,18614,18
Ecuador,1959,,,16304,18
Ecuador,1960,,,22178,18
Ecuador,1961,,,22178,26
Ecuador,1962,,,18097,24
Ecuador,1963,,,16887,18
Ecuador,1964,,,20352,14
Ecuador,1965,,,23542,14
Ecuador,1966,,,26568,15
Ecuador,1967,,,25083,15
Ecuador,1968,,,28988,16
Ecuador,1969,,,39274,17
Ecuador,1970,,,42189,16
Ecuador,1971,,,29680,20
Ecuador,1972,,,37320,20
Ecuador,1973,,,50520,20
Ecuador,1974,,,71600,20
Ecuador,1975,,,100880,20
Ecuador,1976,,,102520,24
Ecuador,1977,,,192520,30
Ecuador,1978,,,163880,35
Ecuador,1979,8,,185520,35
Ecuador,1980,17,,194100,35
Ecuador,1981,28,,247996,34
Ecuador,1982,28,,229341,36
Ecuador,1983,23,,215447,39
Ecuador,1984,18,,224021,39
Ecuador,1985,18,,245850,43
Ecuador,1986,17,,166150,44
Ecuador,1987,25,,188000,44
Ecuador,1988,24,,220000,46
Ecuador,1989,23,,232000,46
Ecuador,1990,20,,251380,53
Ecuador,1991,20,,260920,53
Ecuador,1992,20,,,57
Ecuador,1993,27,,535000,57
Ecuador,1994,32,,560000,57
Ecuador,1995,35,,530000,58
Ecuador,1996,20,,625000,58
Ecuador,1997,44,,692000,58
Ecuador,1998,46,,543000,58
Ecuador,1999,53,,339000,58
Ecuador,2000,58,,480000,58
Ecuador,2001,60,,507000,60
Ecuador,2002,69,,483000,60
Ecuador,2003,80,,640000,60
Ecuador,2004,72,,588000,53
Ecuador,2005,84,,593000,46
Ecuador,2006,85,,653000,47
Ecuador,2007,87,,773000,57
Egypt,1855,,,,24
Egypt,1856,,,,24
Egypt,1857,,,,15
Egypt,1858,,,,16
Egypt,1859,,,,17
Egypt,1860,,,,18
Egypt,1861,,,,19
Egypt,1862,,,,20
Egypt,1863,,,,21
Egypt,1864,,,,18
Egypt,1865,,,,14
Egypt,1866,,,,15
Egypt,1867,,,,17
Egypt,1868,,,,18
Egypt,1869,,2103,,19
Egypt,1870,,35,,20
Egypt,1871,,30,,22
Egypt,1872,,,,23
Egypt,1873,,24,,24
Egypt,1874,,26,,25
Egypt,1875,,35,,26
Egypt,1876,,,,26
Egypt,1877,,,,26
Egypt,1878,,,,21
Egypt,1879,,,,15
Egypt,1880,,422,,15
Egypt,1881,,429,,15
Egypt,1882,,104,,15
Egypt,1937,,,15592,22
Egypt,1938,,,34495,24
Egypt,1939,,,11914,25
Egypt,1940,,,14354,50
Egypt,1941,,,17798,
Egypt,1942,,,20085,
Egypt,1943,,,26044,
Egypt,1944,,,26742,
Egypt,1945,,,24598,
Egypt,1946,,,31998,50
Egypt,1947,,,32672,57
Egypt,1948,,,35576,64
Egypt,1949,,,140322,70
Egypt,1950,,,88724,74
Egypt,1951,,,94448,77
Egypt,1952,,,100172,81
Egypt,1953,,,105896,85
Egypt,1954,4,,134516,88
Egypt,1955,7,,203206,92
Egypt,1956,6,,238369,93
Egypt,1957,13,,224009,95
Egypt,1958,28,,203906,107
Egypt,1959,112,,268034,157
Egypt,1960,136,,291369,160
Egypt,1961,156,,258229,215
Egypt,1962,188,,283768,220
Egypt,1963,194,,252990,135
Egypt,1964,177,,328887,160
Egypt,1965,179,,409384,205
Egypt,1966,207,,459982,215
Egypt,1967,203,,570377,220
Egypt,1968,199,,752070,195
Egypt,1969,304,,975161,230
Egypt,1970,304,,1209751,255
Egypt,1971,260,,1494940,315
Egypt,1972,234,,1954921,390
Egypt,1973,294,,3194479,390
Egypt,1974,408,,3910043,410
Egypt,1975,358,,4168157,400
Egypt,1976,457,,3996933,400
Egypt,1977,266,,4715062,350
Egypt,1978,602,,3322259,447
Egypt,1979,800,,1714530,447
Egypt,1980,800,,1522906,447
Egypt,1981,902,,2100986,447
Egypt,1982,484,,2494532,447
Egypt,1983,199,,3043087,447
Egypt,1984,1153,,3786908,466
Egypt,1985,954,,4143000,466
Egypt,1986,1003,,5220000,400
Egypt,1987,1433,,4570000,450
Egypt,1988,2025,,5730000,452
Egypt,1989,2114,,4270000,450
Egypt,1990,2325,,1570000,434
Egypt,1991,2541,,1650000,434
Egypt,1992,2500,,2470000,424
Egypt,1993,2500,,2070000,424
Egypt,1994,2622,,2234000,430
Egypt,1995,2642,,2506000,430
