Entity,Year,IIASA rates of no education projections (IIASA (2015)),Total number of people aged 15+ with no education (millions) (IIASA (2015)),"No education, 1970-2050 (IIASA (2015))","Primary education, 1970-2050 (IIASA (2015))","Secondary education, 1970-2050 (IIASA (2015))","Tertiary education, 1970-2050 (IIASA (2015))","Aged 0-14, 1970-2050 (IIASA (2015))","Tertiary education for those aged 15+ (proportion), 1970-2050 (IIASA (2015))"
Guinea,2030,0.435696689,,4526844.309,2039607.333,3206736.099,616710.6112,4732490,5.935675117
Guinea,2035,0.393425708,,4654958.268,2363269.059,4023049.276,790584.3341,4657230,6.681825778
Guinea,2040,0.35446398,,4722312.939,2663546.461,4933448.165,1003098.093,4562690,7.529406615
Guinea,2045,0.318477834,,4725151.797,2933416.313,5921108.122,1256997.779,4436690,8.472234265
Guinea,2050,0.285087592,,4662859.301,3167367.749,6971864.119,1553791.836,4253180,9.49989576
Guyana,1970,0.053036208,,19697.11736,156513.0678,183151.224,12028.59084,351240,3.238803102
Guyana,1975,0.045978707,,18853.10914,159999.5776,216293.3409,14893.97235,340610,3.63232181
Guyana,1980,0.040294682,,18083.44731,160742.8124,251973.9538,17979.78643,330230,4.006369809
Guyana,1985,0.036336051,,16685.87801,152492.7135,270001.2626,20030.1459,290260,4.361870582
Guyana,1990,0.033130431,,15340.05205,143122.3178,282203.2815,22354.34868,249690,4.827944512
Guyana,1995,0.029941857,,14743.07099,139222.9819,310132.7658,28291.18132,252020,5.745685599
Guyana,2000,0.026685944,,13580.74357,130975.9712,326466.4943,37886.79094,260390,7.444693746
Guyana,2005,0.029593188,,15071.84755,127958.7399,323541.8845,42728.76634,275090,8.389684362
Guyana,2010,0.03169714,,16217.29682,121941.8158,328150.6857,45323.01185,253350,8.858503783
Guyana,2015,0.026875864,,14363.02868,112955.2806,355673.815,51428.98082,213080,9.623306476
Guyana,2020,0.022757233,,12486.31402,103033.4443,372798.5844,60356.18488,182010,11.00036212
Guyana,2025,0.019654104,,10618.01177,91600.79902,369521.7514,68503.43893,176490,12.68009248
Guyana,2030,0.01692923,,8794.97409,79708.09681,358641.446,72369.6135,169880,13.9302493
Guyana,2035,0.014152498,,7040.844744,68048.32899,348584.1185,73825.06925,158940,14.83925877
Guyana,2040,0.011448558,,5428.326531,56934.29936,336071.5508,75715.18504,143720,15.96863587
Guyana,2045,0.009020674,,4023.676758,46579.26322,317467.6418,77979.96464,128160,17.48231568
Guyana,2050,0.007000737,,2869.29755,37260.54053,290499.0407,79227.64772,115610,19.33058097
Haiti,1970,0.705318721,,1933659.488,701938.1142,101336.6058,4605.792294,1971360,0.168000186
Haiti,1975,0.659767857,,1993303.844,885427.1023,134776.5138,7712.539952,2122760,0.255278992
Haiti,1980,0.607957571,,2037831.219,1082894.303,218616.9188,12587.55884,2338790,0.375531674
Haiti,1985,0.544806985,,2009934.619,1298152.21,360725.1849,20447.98614,2700450,0.554257118
Haiti,1990,0.485543034,,1962166.797,1481047.169,563330.8758,34635.15778,3067110,0.857055558
Haiti,1995,0.412373059,,1853621.024,1696732.751,886697.0017,57959.22336,3353610,1.289412557
Haiti,2000,0.340428821,,1742331.729,2016347.266,1263221.12,96149.88484,3481800,1.878642937
Haiti,2005,0.281750368,,1625100.358,2275104.88,1720285.497,147382.3171,3548850,2.555228172
Haiti,2010,0.23493496,,1512957.164,2491844.663,2221224.083,213872.0229,3591870,3.321046779
Haiti,2015,0.195746314,,1397338.312,2604665.424,2842394.396,294118.4712,3569600,4.120162319
Haiti,2020,0.162774574,,1276341.784,2662612.96,3515420.843,386786.2891,3524500,4.932767557
Haiti,2025,0.134616413,,1152426.683,2675867.48,4239146.731,493377.6234,3433610,5.763206197
Haiti,2030,0.110847275,,1029444.866,2640799.22,5001361.177,615450.8449,3340450,6.626974552
Haiti,2035,0.090969221,,909203.6394,2668622.279,5662019.823,754783.5146,3216060,7.551891073
Haiti,2040,0.074253736,,791412.1895,2658662.774,6297260.576,910878.1968,3086540,8.546255679
Haiti,2045,0.060079049,,677309.9328,2612477.463,6902762.707,1081095.926,2952990,9.589585507
Haiti,2050,0.048133322,,569424.6908,2531503.139,7465917.097,1263310.808,2821730,10.67873354
Honduras,1970,0.477021872,,670974.1948,600715.8201,116222.5776,18677.40747,1278980,1.327850153
Honduras,1975,0.420981347,,686170.1275,748194.9602,167880.996,27683.91632,1471780,1.698472715
Honduras,1980,0.368718902,,710167.3533,930669.5633,243896.844,41306.23932,1700390,2.144620014
Honduras,1985,0.31983523,,728005.7528,1138618.397,350038.9384,59526.91156,1946660,2.615199591
Honduras,1990,0.279048583,,744563.0107,1376815.138,464464.296,82377.55492,2216670,3.087359922
Honduras,1995,0.243357351,,754619.508,1647195.726,586451.3219,112603.4437,2465330,3.631350031
Honduras,2000,0.212252108,,755954.9855,1926791.743,713315.8179,165527.4532,2633720,4.647571822
Honduras,2005,0.183744093,,753402.5942,2222560.607,905824.8874,218493.8891,2737270,5.328752761
Honduras,2010,0.157465046,,747334.5757,2547197.88,1162910.13,288592.1275,2793890,6.080699889
Honduras,2015,0.135068442,,734562.8152,2853016.805,1470644.46,380224.7924,2828390,6.99141982
Honduras,2020,0.116194728,,711325.0837,3113585.325,1808547.49,488378.2533,2844640,7.977643328
Honduras,2025,0.099920641,,680405.5601,3332198.145,2185685.394,611170.4148,2820970,8.975314613
Honduras,2030,0.085925822,,643383.5356,3502319.111,2591097.281,750862.3254,2778400,10.02799405
Honduras,2035,0.073955622,,601594.8269,3630116.746,2995443.88,907382.7179,2723880,11.15469248
Honduras,2040,0.063730745,,556147.6368,3701383.817,3389798.509,1079190.23,2658340,12.36678775
Honduras,2045,0.054920832,,507890.046,3715985.094,3761177.672,1262623.002,2581150,13.65340901
Honduras,2050,0.047210948,,457146.1635,3673701.706,4098580.66,1453625.644,2486750,15.01205733
Hong Kong,1970,0.26485709,,657560.6968,729032.1553,977009.8517,119097.2962,1467100,4.797087695
Hong Kong,1975,0.214623044,,657089.9104,855807.8569,1373285.115,175417.1176,1371700,5.729589679
Hong Kong,1980,0.163880299,,614926.4061,960333.9034,1900054.053,276975.6372,1283500,7.38150935
Hong Kong,1985,0.130685075,,545989.1761,973880.7609,2241489.523,416540.5405,1256800,9.9700936
Hong Kong,1990,0.102091683,,457186.9751,941658.4278,2492956.242,586398.3547,1244900,13.09451018
Hong Kong,1995,0.077994347,,390182.3183,927508.0665,2825236.177,859773.4384,1193100,17.18618823
Hong Kong,2000,0.059851645,,331506.2895,902789.1539,3218313.709,1086190.848,1166700,19.61058077
Hong Kong,2005,0.047671502,,285558.5474,931597.2017,3495095.996,1277879.361,968900,21.33307833
Hong Kong,2010,0.036469499,,234383.7867,959347.1271,3774372.153,1458741.13,811520,22.6976271
Hong Kong,2015,0.027145988,,184452.3021,973586.9433,3993080.184,1643707.958,814910,24.1905771
Hong Kong,2020,0.01977077,,140244.1885,972071.6925,4165185.562,1816010.441,938450,25.60100654
Hong Kong,2025,0.014115306,,103878.8123,959579.8456,4324601.416,1971242.829,1032350,26.7857276
Hong Kong,2030,0.010026862,,76062.69784,939300.3563,4444876.662,2125652.788,990650,28.02112984
Hong Kong,2035,0.007135608,,55419.75196,913320.8326,4523369.31,2274537.875,936260,29.28596664
Hong Kong,2040,0.005066654,,40001.38474,884128.5461,4558070.806,2412829.611,886970,30.56137222
Hong Kong,2045,0.003512369,,27980.36335,853801.5903,4545934.356,2538519.7,884370,31.86598661
Hong Kong,2050,0.002287646,,18267.97393,824025.4195,4494210.159,2648986.022,940290,33.17249365
Hungary,1970,0.050715899,,415146.145,2713567.386,4621259.856,435746.6133,2148870,5.32325334
Hungary,1975,0.041049817,,344446.1436,2399279.482,5123236.015,523968.3594,2147770,6.244461095
Hungary,1980,0.03370041,,281719.2503,2060888.722,5406421.031,610490.9962,2347550,7.302943186
Hungary,1985,0.026508891,,220173.5698,1697434.397,5702601.03,685441.0038,2282370,8.25270754
Hungary,1990,0.020887424,,172692.2122,1356445.42,5999753.822,738868.5459,2099170,8.936744002
Hungary,1995,0.01655468,,140014.1883,1069384.452,6430011.718,818269.6414,1877070,9.67487114
Hungary,2000,0.013870019,,117667.557,812017.4953,6620618.179,933286.7682,1715940,11.00108289
Hungary,2005,0.012037708,,102290.7043,604002.6453,6755317.592,1035912.33,1566470,12.19075602
Hungary,2010,0.010376878,,88122.36288,435418.4559,6843414.272,1125229.746,1468680,13.25017964
Hungary,2015,0.008970866,,75319.67918,298046.8687,6808421.507,1214244.357,1406500,14.46212089
Hungary,2020,0.007701339,,63750.99513,203944.2666,6710579.624,1299635.928,1355670,15.70004748
Hungary,2025,0.006558687,,53589.10471,144050.4173,6598986.547,1374079.812,1281790,16.81714936
Hungary,2030,0.005579447,,44823.19201,105986.3139,6435781.75,1447035.031,1257750,18.01222735
Hungary,2035,0.004731634,,37197.62845,85490.58273,6215931.075,1522856.773,1222570,19.37113033
Hungary,2040,0.003974022,,30447.7643,70625.88374,5962485.345,1598140.405,1184770,20.85882416
Hungary,2045,0.003286497,,24452.94367,57993.06893,5685819.6,1672163.051,1149090,22.47401496
Hungary,2050,0.002660919,,19185.91188,46253.611,5400726.693,1744091.007,1120980,24.18902618
India,1970,0.625368612,,203190679.4,73434982.42,42973595.68,5314202.472,227496850,1.635574738
India,1975,0.593554146,,218274741.3,84446121.23,57116462.43,7904595.004,250191100,2.149495223
India,1980,0.563377664,,235138237,96820977.23,74020269.25,11392826.54,277113600,2.729655578
India,1985,0.53271858,,251934235,110697952.6,94813731.96,15475890.49,304503080,3.272399404
India,1990,0.498398726,,266729980.2,125000658.1,122995245.5,20447996.32,331658580,3.820813587
India,1995,0.457504214,,276585160.8,140639230.6,160419820.7,26907947.81,352626990,4.450889367
India,2000,0.413445464,,281232715.8,156006911.9,204343722.6,38633849.85,365785170,5.679634365
India,2005,0.372959735,,283544336.7,172943294.8,254249797.6,49517123.73,371403600,6.51322949
India,2010,0.334392988,,282684397.8,188398929.5,311805119.8,62477358.4,374586980,7.390570802
India,2015,0.299222128,,278019084,200449329.9,372721038.6,77949998.07,376335810,8.389483196
India,2020,0.26706188,,269835780.9,209746005.5,435373764.3,95431182.4,375274020,9.445015386
India,2025,0.237448242,,258458069.5,216233818.6,499138403.6,114651423.3,368352560,10.53315106
India,2030,0.210214454,,244148788.5,219671273.9,561959779.3,135647378.3,358375180,11.67936965
India,2035,0.185169977,,227133471.1,220996629.8,620249726.3,158241654.3,348812150,12.90061007
India,2040,0.162199339,,207844478,218970747.1,672567988.9,182030626,340108690,14.20545185
India,2045,0.141088307,,186840711.6,213705444.6,717316659,206419229.6,331377140,15.58725578
India,2050,0.121625165,,164942577,205595947.9,754778706.5,230837785.5,319392240,17.02148962
Indonesia,1970,0.402464936,,27939961.03,27003906.73,13680850.83,797381.4012,51108690,1.148598791
Indonesia,1975,0.337488845,,26596611.69,33253205.68,17826898.98,1130663.655,57037300,1.434717986
Indonesia,1980,0.276832932,,24905701.06,40279866.33,23117955.76,1663016.846,61981550,1.848483721
Indonesia,1985,0.221934857,,22861429.7,47143965.21,30449469.94,2554775.145,65689350,2.480132097
Indonesia,1990,0.176166855,,20674255.05,53370225.59,39455445.77,3856173.59,67209520,3.285874011
Indonesia,1995,0.138792706,,18346094.61,59263697.29,48774452.69,5799175.416,67133320,4.38721847
Indonesia,2000,0.109529866,,16153514,63845277.07,58602575.2,8879083.723,65580630,6.020515752
Indonesia,2005,0.08606597,,13935472.51,67445739.79,69047217.42,11487744.35,65357950,7.094871416
Indonesia,2010,0.066920779,,11759860.66,69039224.04,80588722.81,14340281.74,64853430,8.160494886
Indonesia,2015,0.051208969,,9671746.572,69543858.62,92201173.89,17451434.94,64000660,9.240006334
Indonesia,2020,0.038529715,,7781129.791,69093951.57,104208605.5,20867711.19,61428700,10.33303626
Indonesia,2025,0.028781907,,6152733.938,67527919.12,115394045,24696197.79,58540640,11.55264738
Indonesia,2030,0.021382958,,4782239.224,64841170.36,125292078.1,28731736.49,55537460,12.84690056
Indonesia,2035,0.015759306,,3643214.357,61105732.79,133606189.8,32823464.66,52659640,14.19831439
Indonesia,2040,0.011395624,,2702229.708,56569857.19,140988914.8,36867709.85,49893530,15.54755205
Indonesia,2045,0.008029466,,1941418.534,51531854.4,147238928.6,41074564.79,47096520,16.98792924
Indonesia,2050,0.005493908,,1346000.456,46197346.48,151945051.8,45510315.22,44059020,18.57573637
Iran,1970,0.62599261,,9996532.326,3345877.998,2392739.516,233940.1603,12604400,1.464956114
Iran,1975,0.563357295,,10426047.82,4269118.978,3438498.423,373324.78,14197460,2.017209606
Iran,1980,0.481275473,,10468415.33,5445531.667,5252171.874,585281.1294,16693220,2.690774522
Iran,1985,0.403187574,,10807080.06,7072974.273,7979849.305,944196.36,21149830,3.522581844
Iran,1990,0.333721168,,10461534.57,8648091.245,10754471.95,1484032.232,25075420,4.734037507
Iran,1995,0.273343392,,9786281.105,9775008.747,13892554.23,2348305.913,25218560,6.559119811
Iran,2000,0.213655441,,9165568.433,11993227.7,18500006.97,3240026.892,22860730,7.552716222
Iran,2005,0.168316931,,8324870.918,13306664.37,23297586.62,4530376.234,18110320,9.159769921
Iran,2010,0.135103075,,7496185.703,14294294.39,27699039.26,5995418.211,16972120,10.80548789
Iran,2015,0.112162244,,6621146.992,14644901.48,30313134.81,7452686.417,18503960,12.6248524
Iran,2020,0.092142918,,5801587.066,14888125.59,33692174.34,8581032.145,19735150,13.6287076
Iran,2025,0.074249335,,5027197.385,15027282.13,37794237.56,9858251.069,19357320,14.56017208
Iran,2030,0.05901431,,4281086.429,14954256.92,41845321.24,11462527.63,17398620,15.80096943
Iran,2035,0.046589092,,3563853.968,14584568.83,45060837.57,13286197.73,15645730,17.36860993
Iran,2040,0.036578816,,2893540.057,13923132.85,47199131.25,15088452.65,14811900,19.07413489
Iran,2045,0.02841104,,2298574.356,13060775.63,48833733.89,16711182.36,14607020,20.65550204
Iran,2050,0.02172341,,1789892.582,12050755.85,50277703.43,18276289.38,14267670,22.18140537
Ireland,1970,0.011557383,,23504.24882,1081956.082,776821.5033,151418.166,922120,7.445452427
Ireland,1975,0.010400839,,22729.99448,1033529.295,937725.5743,191415.1364,989320,8.758814698
Ireland,1980,0.009380436,,22139.89286,963294.1113,1125222.164,249563.8318,1037550,10.57375295
Ireland,1985,0.0084442,,21014.91154,866863.6585,1283474.833,317326.5967,1033380,12.75079949
Ireland,1990,0.007772576,,19851.85915,778836.9358,1368800.905,386600.3001,953730,15.13651829
Ireland,1995,0.00686682,,18768.04811,702428.5798,1508280.016,503673.3565,873550,18.42831006
Ireland,2000,0.005989391,,17847.78629,627330.5241,1624691.32,710030.3699,828210,23.82732205
Ireland,2005,0.005047504,,16575.72953,617118.6928,1766980.339,883270.931,855990,26.89663635
Ireland,2010,0.004221002,,15097.86381,612508.5154,1903157.274,1046079.74,947400,29.24589156
Ireland,2015,0.003570939,,13536.49992,576776.8081,2011771.378,1188654.546,1008980,31.35680069
Ireland,2020,0.002974291,,11985.85969,541035.8048,2145675.589,1331123.242,1044980,33.0318247
Ireland,2025,0.002452315,,10474.32342,504434.2813,2268996.883,1487292.775,1016620,34.82144082
Ireland,2030,0.00200083,,9017.628624,468646.1859,2375905.726,1653373.277,1009070,36.68502895
Ireland,2035,0.001619041,,7629.57532,443214.3243,2437622.855,1823938.657,1016480,38.70504547
Ireland,2040,0.001296812,,6327.322661,419878.8659,2464799.16,1988132.666,1043000,40.747621
Ireland,2045,0.001020067,,5121.948063,398201.802,2481081.258,2136782.848,1074360,42.55532573
Ireland,2050,0.000780318,,4022.518219,376454.0612,2501808.985,2272688.792,1092120,44.08729578
Italy,1970,0.218558728,,8872695.361,17266948.95,13103792.1,1352953.585,13171800,3.332694323
Italy,1975,0.185504493,,7791978.94,16903784.41,15639897.63,1668599.023,13385240,3.972451897
Italy,1980,0.153713402,,6742490.802,16145373,18929183.74,2046992.455,12496560,4.666675607
Italy,1985,0.12469847,,5675142.07,15052805.69,22339581.58,2443390.657,10972970,5.368800844
Italy,1990,0.103862066,,4956258.319,14269924.36,25536204.69,2957232.632,9357860,6.197100128
Italy,1995,0.084074721,,4097154.514,13081743.98,28033308.34,3520093.166,8512410,7.223326553
Italy,2000,0.06848169,,3386164.823,11903850.83,30070117.41,4086146.931,8162080,8.263810606
Italy,2005,0.056350377,,2842643.793,10925820.76,31987184.7,4690220.499,8267550,9.297531238
Italy,2010,0.04472243,,2275805.367,9715220.958,33695528.3,5200782.164,8515490,10.22018933
Italy,2015,0.03466205,,1768502.181,8493109.779,35060427.48,5699241.038,8441860,11.17032145
Italy,2020,0.026176511,,1335578.81,7266863.008,36208197.35,6211394.307,8157430,12.17394503
Italy,2025,0.019437931,,989491.0906,6119792.902,37062896.09,6732984.75,7719200,13.22652578
Italy,2030,0.014457891,,729637.2128,5107815.549,37346574.53,7282337.659,7609300,14.43008163
Italy,2035,0.010913152,,543125.0956,4269294.503,37112632.73,7842885.915,7597240,15.75891265
Italy,2040,0.008359577,,408877.8312,3620864.255,36517389.34,8364175.098,7588010,17.10069857
Italy,2045,0.006414999,,307538.9992,3148968.837,35637281.03,8846829.31,7501790,18.45372389
Italy,2050,0.004827478,,226252.5516,2816717.916,34500811.17,9323871.648,7333160,19.89404417
Jamaica,1970,,,,,,,878000,
Jamaica,1975,,,,,,,910370,
Jamaica,1980,,,,,,,858390,
Jamaica,1985,,,,,,,857330,
Jamaica,1990,,,,,,,831450,
Jamaica,1995,,,,,,,835180,
Jamaica,2000,,,,,,,843050,
Jamaica,2005,,,,,,,834690,
Jamaica,2010,,,,,,,796320,
Jamaica,2015,,,,,,,725720,
Jamaica,2020,,,,,,,701930,
Jamaica,2025,,,,,,,678820,
Jamaica,2030,,,,,,,647390,
Jamaica,2035,,,,,,,606470,
Jamaica,2040,,,,,,,563010,
Jamaica,2045,,,,,,,528460,
Jamaica,2050,,,,,,,497760,
Japan,1970,0.000876205,,69447.09786,3236632.93,69215028.28,6737891.693,25017000,8.501106112
Japan,1975,0.000424517,,35835.56767,2225496.143,72868048.02,9285620.269,26966920,10.99996478
Japan,1980,0.00022799,,20358.25753,1786884.512,75315253.57,12172093.66,27311900,13.63138983
Japan,1985,0.00010609,,10061.63327,1521640.798,77956886.41,15351661.16,25944080,16.18686281
Japan,1990,3.78E-5,,3806.188786,1402814.915,80536846.76,18863552.14,22387130,18.71253821
Japan,1995,1.69E-6,,178.727283,1102491.762,81322369.29,23027700.22,19969950,21.83698614
Japan,2000,,,0,955500,78718200,28762500,18385570,26.52481367
Japan,2005,,,0,818353.2518,76710188.03,32606449.11,17457170,29.60589454
Japan,2010,,,0,730967.502,73969948.09,35978325.94,16902860,32.50684179
Japan,2015,,,0,564378.4805,71222896.26,38987899.59,16207730,35.19552086
Japan,2020,,,0,376984.1056,67654834.05,41906716.93,15304920,38.11831484
Japan,2025,,,0,213715.3988,63531886.52,44563631.69,14235520,41.14481306
Japan,2030,,,0,64469.4836,58840492.1,46895683.01,13247600,44.32457211
Japan,2035,,,0,54670.28824,53794821.65,48744180.09,12562970,47.5118778
Japan,2040,,,0,45805.19984,48931008.34,50015742.27,12067270,50.52475094
Japan,2045,,,0,37797.94283,44483605.05,50765085.98,11602770,53.27626878
Japan,2050,,,0,30565.47058,40475180.96,51100078.44,11067150,55.7825646
Jordan,1970,0.356429645,,313159.0864,362421.4304,202713.0119,306.471279,761180,0.034881775
Jordan,1975,0.296205991,,302935.7913,439563.5978,279603.3935,617.217376,941170,0.060350573
Jordan,1980,0.24390415,,274594.609,471940.5321,378310.5535,984.30549,1121870,0.087429318
Jordan,1985,0.195943017,,280843.1673,587880.4734,562507.1906,2059.168774,1316400,0.143667281
Jordan,1990,0.147829317,,255809.7634,693477.6956,777205.6975,3946.843623,1593050,0.22808324
Jordan,1995,0.104056052,,263135.9044,962508.9247,1293787.099,9358.072106,1803150,0.370061259
Jordan,2000,0.080528478,,230864.677,984866.1947,1634863.444,16275.68339,1920910,0.567716129
Jordan,2005,0.064311205,,223924.4419,1068157.975,2155862.551,33943.5094,1969710,0.974859178
Jordan,2010,0.052241758,,221781.4194,1176674.266,2779113.977,67720.47502,2320880,1.595190737
Jordan,2015,0.040632141,,190769.7929,1155700.198,3260323.214,88253.35041,2383420,1.879711934
Jordan,2020,0.031328512,,163949.6083,1120591.878,3830337.739,118360.3811,2461600,2.261703838
Jordan,2025,0.023829269,,139183.7499,1077809.862,4467505.601,156374.5034,2529200,2.677245067
Jordan,2030,0.018086775,,116096.4929,1011460.928,5088748.075,202555.3421,2643020,3.155627567
Jordan,2035,0.013669826,,94833.40583,961002.9801,5625209.115,256380.3849,2697890,3.695612596
Jordan,2040,0.01020225,,75557.85493,896835.1943,6117392.17,316213.9791,2710640,4.269700424
Jordan,2045,0.00744339,,58199.6289,821225.5026,6557793.998,381749.0723,2705950,4.882345886
Jordan,2050,0.005242431,,42798.34337,737182.6692,6930533.037,453321.7616,2703960,5.552803511
