Entity,Year,age-standardized_death_rate_per_100k_both_sexes,age-standardized_death_rate_per_100k_female,age-standardized_death_rate_per_100k_male
Romania,2012,29.43,10.99,52.19
Romania,2013,29.16,11.23,51.41
Romania,2014,29.72,11.27,52.55
Romania,2015,29.74,11.54,52.26
Romania,2016,29.2,11.59,50.98
Romania,2017,28.95,11.88,50.03
Romania,2018,28.31,12.13,48.36
Romania,2019,27.16,11.98,45.98
Russia,1980,26.6,7.24,64.37
Russia,1981,27.13,7.19,65.58
Russia,1982,27.86,7.25,67.11
Russia,1983,28.87,7.59,69.2
Russia,1984,29.27,7.48,70.07
Russia,1985,30.24,7.63,71.95
Russia,1986,31.48,7.86,74.71
Russia,1987,32.04,8.01,75.59
Russia,1988,33.07,8.15,77.62
Russia,1989,33.68,8.19,78.69
Russia,1990,34.13,8.23,79.06
Russia,1991,34.27,8.03,79.11
Russia,1992,34.34,8.13,78.49
Russia,1993,34.83,8.13,79.25
Russia,1994,34.4,8.02,77.9
Russia,1995,33.01,7.56,74.74
Russia,1996,31.45,7.26,71.07
Russia,1997,31.0,7.27,70.01
Russia,1998,30.33,7.01,68.38
Russia,1999,29.79,6.74,67.44
Russia,2000,29.52,6.73,66.42
Russia,2001,28.37,6.73,63.61
Russia,2002,27.83,6.58,62.38
Russia,2003,26.72,6.31,60.34
Russia,2004,26.5,6.47,59.6
Russia,2005,25.95,6.3,58.58
Russia,2006,25.29,6.17,57.02
Russia,2007,25.14,6.28,56.34
Russia,2008,24.71,6.34,55.22
Russia,2009,24.62,6.39,55.01
Russia,2010,24.08,6.32,53.39
Russia,2011,23.35,6.21,51.72
Russia,2012,22.75,6.2,49.96
Russia,2013,22.59,6.27,49.25
Russia,2014,22.61,6.42,49.03
Russia,2015,22.08,6.32,47.72
Russia,2016,21.91,6.21,47.35
Russia,2017,21.06,6.3,45.0
Russia,2018,21.07,6.44,44.75
Russia,2019,20.12,6.18,42.7
Saint Lucia,1968,1.74,0.0,4.84
Saint Lucia,1972,0.0,0.0,0.0
Saint Lucia,1973,4.52,0.0,10.17
Saint Lucia,1975,8.05,5.2,11.89
Saint Lucia,1976,2.86,2.48,3.38
Saint Lucia,1977,2.79,0.0,6.67
Saint Lucia,1979,0.0,0.0,0.0
Saint Lucia,1980,5.59,7.44,3.28
Saint Lucia,1981,10.55,11.42,10.55
Saint Lucia,1983,5.89,2.01,10.38
Saint Lucia,1986,2.19,1.97,2.46
Saint Lucia,1987,11.42,6.87,17.07
Saint Lucia,1988,6.07,4.18,7.93
Saint Lucia,1989,4.9,1.38,8.56
Saint Lucia,1990,8.12,3.63,13.85
Saint Lucia,1991,9.62,5.02,14.85
Saint Lucia,1992,11.04,8.57,13.89
Saint Lucia,1993,9.12,6.83,12.06
Saint Lucia,1994,6.39,6.61,6.44
Saint Lucia,1995,8.3,6.13,10.52
Saint Lucia,1996,6.16,4.53,8.02
Saint Lucia,1997,9.39,7.12,11.22
Saint Lucia,1998,8.48,3.85,13.85
Saint Lucia,1999,12.69,6.18,19.59
Saint Lucia,2000,5.69,5.32,6.04
Saint Lucia,2001,5.53,5.04,6.33
Saint Lucia,2002,6.12,5.19,7.06
Saint Lucia,2003,7.83,6.2,9.76
Saint Lucia,2004,13.22,9.44,17.53
Saint Lucia,2005,10.59,2.06,20.19
Saint Lucia,2006,6.98,3.7,10.73
Saint Lucia,2008,12.87,8.01,18.4
Saint Lucia,2009,7.56,1.17,13.3
Saint Lucia,2010,9.65,4.06,15.87
Saint Lucia,2011,5.95,4.38,7.8
Saint Lucia,2012,7.43,4.04,10.97
Saint Lucia,2013,9.41,3.31,15.91
Saint Lucia,2014,7.04,2.11,12.24
Saint Lucia,2015,10.77,5.62,16.29
Saint Vincent and the Grenadines,1970,9.55,0.0,29.74
Saint Vincent and the Grenadines,1971,2.07,0.0,5.05
Saint Vincent and the Grenadines,1972,1.69,0.0,4.65
Saint Vincent and the Grenadines,1974,1.36,0.0,3.19
Saint Vincent and the Grenadines,1977,7.17,3.97,9.78
Saint Vincent and the Grenadines,1978,2.27,0.0,7.39
Saint Vincent and the Grenadines,1979,7.3,2.32,14.05
Saint Vincent and the Grenadines,1982,0.0,0.0,0.0
Saint Vincent and the Grenadines,1983,3.62,0.0,8.21
Saint Vincent and the Grenadines,1984,7.59,7.2,7.94
Saint Vincent and the Grenadines,1985,7.31,5.98,9.02
Saint Vincent and the Grenadines,1986,15.38,2.96,32.4
Saint Vincent and the Grenadines,1987,1.15,0.0,3.19
Saint Vincent and the Grenadines,1990,11.49,5.33,18.94
Saint Vincent and the Grenadines,1995,8.48,4.29,13.49
Saint Vincent and the Grenadines,1996,1.13,0.0,2.59
Saint Vincent and the Grenadines,1997,3.42,2.01,5.16
Saint Vincent and the Grenadines,1998,12.5,7.39,20.13
Saint Vincent and the Grenadines,1999,9.63,1.76,18.62
Saint Vincent and the Grenadines,2000,5.57,3.52,7.96
Saint Vincent and the Grenadines,2001,10.06,2.05,18.68
Saint Vincent and the Grenadines,2002,9.91,11.61,8.04
Saint Vincent and the Grenadines,2003,14.63,11.09,18.46
Saint Vincent and the Grenadines,2004,6.93,4.63,8.77
Saint Vincent and the Grenadines,2005,6.54,5.4,7.5
Saint Vincent and the Grenadines,2006,10.86,6.08,15.1
Saint Vincent and the Grenadines,2007,6.73,5.47,8.0
Saint Vincent and the Grenadines,2008,2.44,0.0,4.79
Saint Vincent and the Grenadines,2009,7.88,3.41,11.95
Saint Vincent and the Grenadines,2010,5.67,0.0,11.05
Saint Vincent and the Grenadines,2011,4.36,5.1,3.27
Saint Vincent and the Grenadines,2012,7.85,7.09,8.65
Saint Vincent and the Grenadines,2013,12.0,7.72,15.36
Saint Vincent and the Grenadines,2014,3.11,4.79,1.44
Saint Vincent and the Grenadines,2015,8.89,6.09,11.32
Saint Vincent and the Grenadines,2016,3.78,3.64,4.01
Saint Vincent and the Grenadines,2017,7.45,7.07,7.85
Sao Tome and Principe,1984,3.02,0.0,5.98
Sao Tome and Principe,1985,11.98,5.67,21.34
Sao Tome and Principe,1987,4.55,3.03,6.44
Serbia,1998,30.29,10.75,53.65
Serbia,1999,30.56,11.6,53.12
Serbia,2000,32.41,13.03,55.63
Serbia,2001,31.75,12.78,54.43
Serbia,2002,33.27,13.38,57.15
Serbia,2003,33.52,13.92,56.92
Serbia,2004,34.91,14.59,59.24
Serbia,2005,35.76,14.75,60.87
Serbia,2006,38.12,16.72,63.75
Serbia,2007,37.35,15.87,63.14
Serbia,2008,38.7,17.11,64.61
Serbia,2009,39.22,18.65,63.8
Serbia,2010,39.65,18.73,64.71
Serbia,2011,37.31,18.65,59.69
Serbia,2012,37.89,19.15,60.39
Serbia,2013,38.4,19.63,61.02
Serbia,2014,38.15,19.58,60.46
Serbia,2015,38.11,19.78,60.14
Serbia,2016,38.58,20.69,60.21
Serbia,2017,37.45,21.04,57.33
Serbia,2018,38.02,21.48,57.96
Serbia,2019,36.71,21.25,55.4
Serbia,2020,34.79,20.93,51.7
Seychelles,1985,25.93,0.0,59.85
Seychelles,1986,28.5,13.23,57.91
Seychelles,1987,27.39,14.72,61.59
Seychelles,2001,4.95,3.81,5.94
Seychelles,2002,15.46,18.71,15.79
Seychelles,2003,16.74,2.3,30.21
Seychelles,2004,18.42,18.92,23.13
Seychelles,2005,19.35,15.76,24.55
Seychelles,2006,18.71,0.0,35.2
Seychelles,2007,13.43,3.68,27.01
Seychelles,2008,8.53,1.97,17.6
Seychelles,2009,11.9,1.94,23.23
Seychelles,2010,6.87,7.6,9.41
Seychelles,2011,10.98,3.06,19.1
Seychelles,2012,13.14,7.54,21.52
Seychelles,2013,2.93,0.0,8.33
Seychelles,2014,9.29,1.74,18.88
Seychelles,2015,7.23,5.25,11.22
Seychelles,2016,9.55,3.04,14.8
Seychelles,2017,21.61,8.46,37.1
Seychelles,2019,8.03,5.63,10.55
Singapore,1963,22.22,12.57,31.67
Singapore,1964,20.13,10.01,30.43
Singapore,1965,22.15,11.95,34.67
Singapore,1966,22.98,14.59,34.62
Singapore,1967,23.52,13.2,37.61
Singapore,1968,24.85,14.82,35.61
Singapore,1969,22.46,11.32,36.49
Singapore,1970,25.28,12.16,39.74
Singapore,1971,28.53,14.9,43.04
Singapore,1972,28.78,13.33,48.94
Singapore,1973,28.01,14.2,43.21
Singapore,1974,32.54,18.11,50.45
Singapore,1975,31.25,14.28,51.69
Singapore,1976,35.12,16.94,57.76
Singapore,1977,36.47,18.54,58.92
Singapore,1978,37.23,20.59,56.47
Singapore,1979,40.4,17.28,69.08
Singapore,1980,39.39,19.72,61.78
Singapore,1981,40.8,21.14,63.15
Singapore,1982,39.09,20.57,59.53
Singapore,1983,42.28,21.34,66.53
Singapore,1984,40.16,20.73,63.73
Singapore,1985,40.28,21.81,62.51
Singapore,1986,38.93,22.97,57.19
Singapore,1987,42.45,21.55,68.68
Singapore,1988,34.55,19.84,53.07
Singapore,1989,41.19,22.08,64.5
Singapore,1990,35.51,18.81,55.09
Singapore,1991,36.19,17.69,57.67
Singapore,1992,34.55,17.81,54.31
Singapore,1993,33.67,20.64,49.0
Singapore,1994,33.91,18.97,51.43
Singapore,1995,33.77,18.8,51.6
Singapore,1996,33.45,18.17,51.49
Singapore,1997,33.83,19.67,50.5
Singapore,1998,35.0,20.17,52.63
Singapore,1999,33.22,16.65,53.33
Singapore,2000,30.77,15.69,49.03
Singapore,2001,30.9,18.75,45.61
Singapore,2002,29.64,16.86,44.96
Singapore,2003,26.67,14.34,41.28
Singapore,2004,28.23,15.44,43.95
Singapore,2005,26.78,15.1,40.95
Singapore,2006,26.91,16.11,40.3
Singapore,2007,26.5,15.54,40.25
Singapore,2008,27.44,15.31,42.75
Singapore,2009,26.34,16.12,39.42
Singapore,2010,23.34,13.13,35.91
Singapore,2011,23.34,14.31,34.78
Singapore,2012,23.89,14.83,35.45
Singapore,2013,23.18,13.94,34.54
Singapore,2014,22.5,13.07,34.07
Singapore,2015,21.99,13.51,32.26
Singapore,2016,19.91,11.72,30.18
Singapore,2017,19.07,11.32,28.55
Singapore,2018,18.44,10.46,28.36
Singapore,2019,16.58,10.72,23.72
Singapore,2020,17.26,10.18,25.74
Slovakia,1992,34.37,8.39,68.13
Slovakia,1993,34.12,8.04,68.15
Slovakia,1994,33.74,8.25,67.92
Slovakia,1995,35.22,7.74,72.27
Slovakia,1996,33.02,7.47,67.99
Slovakia,1997,33.05,8.48,66.6
Slovakia,1998,33.75,8.36,68.87
Slovakia,1999,32.59,8.96,65.21
Slovakia,2000,33.3,9.1,67.25
Slovakia,2001,30.99,8.37,62.79
Slovakia,2002,29.17,8.21,58.92
Slovakia,2003,28.4,8.82,55.69
Slovakia,2004,28.52,9.31,55.86
Slovakia,2005,28.6,8.79,57.13
Slovakia,2006,27.32,9.06,53.43
Slovakia,2007,26.7,9.08,52.1
Slovakia,2008,26.85,9.96,51.17
Slovakia,2009,26.34,10.33,49.34
Slovakia,2010,26.47,11.26,48.36
Slovakia,2012,26.16,10.66,48.5
Slovakia,2013,25.95,11.05,47.2
Slovakia,2014,24.65,11.18,44.1
Slovakia,2016,24.87,12.43,43.05
Slovakia,2017,23.87,11.75,41.32
Slovakia,2018,23.44,10.88,41.26
Slovakia,2019,21.23,10.72,35.88
Slovenia,1985,30.81,7.95,63.79
Slovenia,1986,30.44,9.0,61.35
Slovenia,1987,30.0,7.29,62.55
Slovenia,1988,31.2,8.4,65.73
Slovenia,1989,31.33,9.65,62.32
Slovenia,1990,33.81,9.28,68.29
Slovenia,1991,30.91,8.9,62.93
Slovenia,1992,32.61,9.47,65.79
Slovenia,1993,34.14,10.36,68.94
Slovenia,1994,33.39,9.73,67.52
Slovenia,1995,34.71,10.72,68.82
Slovenia,1996,32.77,10.1,65.76
Slovenia,1997,31.78,10.94,61.66
Slovenia,1998,31.56,10.01,62.84
Slovenia,1999,32.66,12.85,60.53
Slovenia,2000,30.97,11.53,59.09
Slovenia,2001,31.03,12.22,58.09
Slovenia,2002,30.49,13.22,54.81
Slovenia,2003,31.46,13.97,56.34
Slovenia,2004,31.61,12.7,57.85
Slovenia,2005,32.48,14.59,56.73
Slovenia,2006,31.39,13.55,55.37
Slovenia,2007,32.39,14.76,55.79
Slovenia,2008,31.01,14.76,52.66
Slovenia,2009,28.22,14.28,46.76
Slovenia,2010,30.06,14.92,50.28
Slovenia,2011,29.4,15.73,47.34
Slovenia,2012,29.14,16.13,45.7
Slovenia,2013,27.3,16.03,41.99
Slovenia,2014,28.98,17.69,43.48
Slovenia,2015,28.95,15.82,45.59
Slovenia,2016,28.74,16.96,43.3
Slovenia,2017,28.73,19.56,40.44
Slovenia,2018,27.41,19.36,37.93
Slovenia,2019,26.11,16.89,37.41
Slovenia,2020,25.65,17.39,35.45
South Africa,1996,16.97,9.12,26.5
South Africa,1997,15.99,8.5,25.05
South Africa,1998,16.69,8.99,26.01
South Africa,1999,16.91,8.62,27.07
South Africa,2000,15.89,8.43,25.3
South Africa,2001,16.09,8.46,25.7
South Africa,2002,15.51,8.01,25.05
South Africa,2003,15.29,8.34,24.06
South Africa,2004,16.08,8.81,25.63
South Africa,2005,16.03,9.08,25.35
South Africa,2006,15.37,9.05,23.83
South Africa,2007,15.4,8.7,24.46
South Africa,2008,14.52,8.41,22.85
South Africa,2009,15.13,8.72,23.85
South Africa,2010,14.78,8.59,23.53
South Africa,2011,14.57,8.53,22.97
South Africa,2012,14.96,8.38,24.08
South Africa,2013,14.51,8.55,22.6
South Africa,2014,14.46,8.45,22.8
South Africa,2015,15.01,8.86,23.58
South Africa,2016,15.96,9.43,25.15
South Africa,2017,15.16,9.15,23.51
South Africa,2018,14.73,8.9,22.86
South Korea,1985,10.82,4.89,19.09
South Korea,1986,12.01,5.49,21.25
South Korea,1987,12.66,5.55,22.53
South Korea,1988,14.12,6.36,25.01
South Korea,1989,15.4,6.65,27.73
South Korea,1990,16.28,7.22,29.15
South Korea,1991,17.48,7.3,32.0
South Korea,1992,20.61,9.14,37.35
South Korea,1993,22.21,9.93,40.13
South Korea,1994,24.13,10.66,44.15
South Korea,1995,24.43,10.58,45.57
South Korea,1996,24.64,10.8,45.57
South Korea,1997,25.66,11.45,47.36
South Korea,1998,24.62,10.67,45.87
South Korea,1999,25.64,11.1,47.73
South Korea,2000,27.68,12.09,51.7
South Korea,2001,27.65,12.02,51.93
South Korea,2002,28.05,12.61,51.92
South Korea,2003,27.15,12.18,50.36
South Korea,2004,27.16,11.9,50.58
South Korea,2005,26.99,12.15,49.67
South Korea,2006,26.49,11.46,49.54
South Korea,2007,25.74,11.38,47.67
South Korea,2008,25.3,11.28,46.69
South Korea,2009,24.36,11.14,44.13
South Korea,2010,24.39,11.07,44.27
South Korea,2011,23.68,11.0,42.54
South Korea,2012,23.68,10.77,42.8
South Korea,2013,23.21,10.71,41.6
South Korea,2014,22.54,10.25,40.59
South Korea,2015,21.5,9.96,38.1
South Korea,2016,21.22,9.31,38.28
South Korea,2017,20.21,8.96,36.13
South Korea,2018,19.08,8.48,33.99
South Korea,2019,18.98,8.49,33.55
Spain,1951,4.78,2.45,8.13
Spain,1952,5.77,2.55,9.92
Spain,1953,5.84,2.59,10.09
Spain,1954,6.79,3.1,11.58
Spain,1955,7.49,3.07,13.23
Spain,1956,8.22,3.51,14.28
Spain,1957,8.68,3.93,14.84
Spain,1958,8.56,3.59,15.03
Spain,1959,8.86,3.65,15.51
Spain,1960,10.5,4.34,18.35
Spain,1961,10.44,3.87,18.76
Spain,1962,11.24,4.09,20.35
Spain,1963,10.99,4.08,19.76
Spain,1964,11.05,3.89,20.14
Spain,1965,11.57,4.09,21.12
Spain,1966,12.04,4.27,21.97
Spain,1967,12.46,4.6,22.54
Spain,1968,13.0,4.5,23.66
Spain,1969,12.82,4.34,23.67
Spain,1970,13.37,4.54,24.79
Spain,1971,13.86,4.6,25.8
Spain,1972,14.14,4.42,26.71
Spain,1973,14.87,4.57,28.22
Spain,1974,15.71,4.71,29.99
Spain,1975,17.06,4.68,33.21
Spain,1976,16.48,4.22,32.44
Spain,1977,17.5,4.68,34.05
Spain,1978,18.25,4.44,36.06
Spain,1979,19.12,4.46,38.0
Spain,1980,18.68,4.42,37.18
Spain,1981,19.89,4.31,40.04
Spain,1982,20.18,4.18,40.72
Spain,1983,20.81,4.42,41.92
Spain,1984,21.62,3.95,44.24
Spain,1985,22.05,4.22,44.87
Spain,1986,22.3,4.19,45.36
Spain,1987,23.48,4.25,47.99
Spain,1988,24.38,3.93,50.4
Spain,1989,24.83,3.96,51.25
Spain,1990,25.11,4.04,51.71
Spain,1991,25.65,4.31,52.61
Spain,1992,26.11,4.18,53.81
Spain,1993,26.33,4.21,54.08
Spain,1994,26.69,4.36,54.78
Spain,1995,27.11,4.53,55.41
Spain,1996,26.33,4.49,53.64
Spain,1997,26.35,4.78,53.43
Spain,1998,26.94,4.95,54.46
Spain,1999,26.91,4.95,54.13
Spain,2000,26.25,5.24,52.02
Spain,2001,26.82,5.39,53.19
Spain,2002,26.24,5.73,51.4
Spain,2003,26.57,5.98,51.82
Spain,2004,26.67,6.48,51.23
Spain,2005,25.92,6.32,49.87
Spain,2006,26.09,6.76,49.56
Spain,2007,26.0,6.95,49.15
Spain,2008,25.78,7.48,48.01
Spain,2009,25.6,7.62,47.46
Spain,2010,25.59,8.33,46.61
Spain,2011,25.43,8.33,46.22
Spain,2012,25.34,8.85,45.17
Spain,2013,24.95,9.27,43.81
Spain,2014,24.09,9.0,42.18
Spain,2015,24.09,9.61,41.48
Spain,2016,24.2,9.8,41.44
Spain,2017,23.61,10.21,39.7
Spain,2018,23.25,10.19,38.89
Spain,2019,22.58,10.32,37.32
Spain,2020,22.01,10.42,35.93
Sri Lanka,1955,0.51,0.26,0.7
Sri Lanka,1956,0.79,0.46,1.05
Sri Lanka,1957,0.74,0.5,0.94
Sri Lanka,1958,0.92,0.78,1.05
Sri Lanka,1959,0.9,0.56,1.18
Sri Lanka,1960,0.98,0.72,1.2
Sri Lanka,1961,0.92,0.79,1.01
Sri Lanka,1962,0.7,0.45,0.9
Sri Lanka,1963,1.01,0.96,1.04
Sri Lanka,1964,1.05,1.07,1.04
Sri Lanka,1965,1.08,1.06,1.1
Sri Lanka,1966,1.12,0.7,1.48
Sri Lanka,1967,1.2,1.2,1.2
Sri Lanka,1968,1.21,0.95,1.42
Sri Lanka,1977,1.29,0.64,1.86
Sri Lanka,1980,1.35,0.89,1.77
Sri Lanka,1981,1.15,0.57,1.64
Sri Lanka,1983,1.47,0.74,2.14
Sri Lanka,1984,1.42,0.65,2.11
Sri Lanka,1985,1.52,0.86,2.12
Sri Lanka,1986,1.93,0.7,3.04
Sri Lanka,1996,2.95,1.64,4.31
Sri Lanka,1997,2.15,0.95,3.4
Sri Lanka,1998,2.33,1.01,3.74
Sri Lanka,1999,2.56,0.96,4.25
Sri Lanka,2000,3.09,1.47,4.81
Sri Lanka,2001,3.32,1.47,5.32
Sri Lanka,2002,2.94,1.22,4.83
Sri Lanka,2003,3.32,1.55,5.28
Sri Lanka,2004,4.03,1.86,6.49
Sri Lanka,2005,3.96,2.11,6.07
Sri Lanka,2006,4.14,1.94,6.68
Sri Lanka,2007,4.85,2.44,7.68
Sri Lanka,2009,5.24,2.41,8.63
Sri Lanka,2010,4.94,2.09,8.41
Sri Lanka,2011,5.85,2.9,9.5
Sri Lanka,2012,5.13,2.81,7.99
Sri Lanka,2013,5.51,2.74,8.95
Sri Lanka,2014,5.52,2.92,8.8
Suriname,1963,7.93,4.82,10.99
Suriname,1964,2.4,2.23,2.37
Suriname,1965,4.21,3.47,4.93
Suriname,1966,3.65,3.68,3.54
Suriname,1971,4.7,6.17,3.31
Suriname,1975,4.06,1.06,7.06
Suriname,1976,6.69,3.04,10.43
Suriname,1977,4.3,2.96,5.66
Suriname,1978,6.5,1.0,11.97
Suriname,1979,6.95,3.6,10.38
Suriname,1980,8.04,4.26,11.56
Suriname,1981,6.43,5.03,7.98
Suriname,1982,12.72,4.58,24.61
Suriname,1984,9.43,2.8,18.4
Suriname,1985,6.89,6.71,7.97
Suriname,1986,5.18,0.78,9.93
Suriname,1987,7.28,3.2,11.75
Suriname,1988,6.27,2.29,10.71
Suriname,1989,8.02,5.37,11.28
Suriname,1990,10.8,7.32,15.57
Suriname,1991,6.81,4.31,9.76
Suriname,1992,7.57,5.55,9.73
Suriname,1995,4.61,3.26,6.04
Suriname,1996,4.38,1.16,8.32
Suriname,1997,3.78,1.89,5.97
Suriname,1998,6.72,5.76,7.92
Suriname,1999,6.92,2.42,11.22
Suriname,2000,11.73,5.27,19.38
Suriname,2001,10.57,4.16,17.81
Suriname,2002,11.59,4.81,19.67
Suriname,2003,9.04,4.83,13.9
Suriname,2004,8.97,4.13,14.61
Suriname,2005,9.36,5.92,13.25
Suriname,2006,11.61,8.3,15.69
Suriname,2007,10.84,6.68,15.48
Suriname,2008,10.65,5.05,17.13
Suriname,2009,10.67,5.88,16.24
Suriname,2010,9.58,6.22,13.31
Suriname,2011,8.55,5.02,13.17
Suriname,2012,11.51,6.75,16.86
Suriname,2013,13.89,9.71,19.08
Suriname,2014,13.55,6.94,21.58
Sweden,1951,6.71,3.94,9.76
Sweden,1952,6.78,4.4,9.37
Sweden,1953,7.17,4.01,10.58
Sweden,1954,7.39,4.09,10.99
Sweden,1955,7.66,3.74,11.95
Sweden,1956,7.88,4.15,11.98
Sweden,1957,8.5,4.44,12.96
Sweden,1958,9.37,4.65,14.55
Sweden,1959,9.45,4.54,14.87
Sweden,1960,9.56,3.96,15.73
Sweden,1961,10.21,4.46,16.58
Sweden,1962,10.53,4.39,17.35
Sweden,1963,10.29,4.48,16.8
Sweden,1964,10.9,4.15,18.47
Sweden,1965,11.22,4.66,18.65
Sweden,1966,11.24,4.41,18.99
Sweden,1967,12.34,5.53,20.05
Sweden,1968,12.06,5.1,20.01
Sweden,1969,13.0,5.1,22.1
Sweden,1970,13.17,5.45,22.12
Sweden,1971,14.43,5.92,24.37
Sweden,1972,14.84,5.81,25.51
Sweden,1973,15.28,6.38,25.81
Sweden,1974,15.93,6.77,26.77
Sweden,1975,16.19,6.92,27.25
Sweden,1976,16.26,6.64,27.87
Sweden,1977,17.48,7.13,30.13
Sweden,1978,17.24,7.52,29.06
Sweden,1979,17.58,7.43,30.02
Sweden,1980,17.18,8.21,28.3
Sweden,1981,17.04,8.9,27.29
Sweden,1982,16.96,8.69,27.11
Sweden,1983,17.04,8.69,27.56
Sweden,1984,17.9,9.24,28.71
Sweden,1985,17.71,9.16,28.25
Sweden,1986,17.22,9.94,26.57
Sweden,1987,17.95,10.49,27.37
Sweden,1988,18.24,10.91,27.52
Sweden,1989,17.53,10.89,25.93
Sweden,1990,17.94,10.77,27.03
Sweden,1991,18.8,12.11,27.18
Sweden,1992,18.56,12.28,26.57
Sweden,1993,17.66,11.66,25.34
Sweden,1994,18.23,12.19,25.99
Sweden,1995,18.68,13.44,25.47
Sweden,1996,18.67,14.1,24.67
Sweden,1997,18.74,13.72,25.13
Sweden,1998,18.27,13.68,24.25
Sweden,1999,18.74,14.07,24.8
Sweden,2000,18.64,14.71,23.79
Sweden,2001,19.28,15.91,23.8
Sweden,2002,18.92,15.66,23.25
Sweden,2003,18.97,15.36,23.57
Sweden,2004,19.68,17.11,23.24
Sweden,2005,20.4,17.64,24.2
Sweden,2006,19.71,17.16,23.21
Sweden,2007,19.28,17.66,21.54
Sweden,2008,19.57,17.49,22.42
Sweden,2009,18.76,17.28,21.0
Sweden,2010,18.86,16.87,21.6
Sweden,2011,18.59,16.72,21.09
Sweden,2012,18.02,16.34,20.27
Sweden,2013,17.95,17.17,19.21
Sweden,2014,17.75,17.23,18.63
Sweden,2015,17.3,16.56,18.46
Sweden,2016,16.94,16.31,17.98
Sweden,2017,16.9,16.53,17.63
Sweden,2018,15.74,15.57,16.19
Switzerland,1951,13.75,3.82,26.0
Switzerland,1952,13.02,3.24,25.17
Switzerland,1953,14.37,3.57,27.78
Switzerland,1954,14.9,3.59,28.87
Switzerland,1955,15.18,3.32,29.88
Switzerland,1956,15.37,3.87,29.71
Switzerland,1957,16.14,3.5,31.83
Switzerland,1958,15.82,3.54,31.04
Switzerland,1959,17.14,3.39,34.32
Switzerland,1960,17.35,3.48,34.74
Switzerland,1961,17.25,3.42,34.54
Switzerland,1962,17.34,2.9,35.51
Switzerland,1963,19.13,3.49,39.04
Switzerland,1964,18.89,3.94,37.75
Switzerland,1965,19.1,3.64,38.89
Switzerland,1966,20.46,3.55,41.85
Switzerland,1967,21.5,4.22,43.38
Switzerland,1968,21.08,3.41,43.77
Switzerland,1969,21.96,3.54,45.48
Switzerland,1970,22.0,3.89,45.36
Switzerland,1971,23.25,4.28,47.66
Switzerland,1972,23.51,4.68,47.61
Switzerland,1973,24.58,4.8,49.93
Switzerland,1974,24.68,4.36,50.92
Switzerland,1975,26.16,4.94,53.62
Switzerland,1976,26.14,5.23,53.04
Switzerland,1977,26.54,5.2,54.18
Switzerland,1978,26.47,5.1,54.11
Switzerland,1979,26.78,5.19,55.04
Switzerland,1980,26.6,6.15,53.34
Switzerland,1981,26.85,5.92,54.05
Switzerland,1982,27.85,6.81,55.12
Switzerland,1983,28.24,6.96,56.27
Switzerland,1984,26.85,6.58,53.68
Switzerland,1985,27.94,7.38,55.19
Switzerland,1986,27.86,7.37,54.83
Switzerland,1987,26.59,7.75,51.43
Switzerland,1988,26.62,7.53,51.71
Switzerland,1989,26.09,7.89,50.27
Switzerland,1990,26.65,8.56,50.41
Switzerland,1991,26.03,8.1,49.75
Switzerland,1992,26.71,9.71,49.15
Switzerland,1993,26.57,10.66,47.75
Switzerland,1994,25.7,10.72,45.39
Switzerland,1995,23.43,10.16,40.94
Switzerland,1996,23.01,9.46,40.78
Switzerland,1997,23.06,9.75,40.47
Switzerland,1998,23.65,10.75,40.46
Switzerland,1999,22.7,11.55,37.48
Switzerland,2000,24.02,12.16,39.43
Switzerland,2001,23.34,11.5,38.78
Switzerland,2002,22.04,11.85,35.29
Switzerland,2003,22.62,12.43,35.78
Switzerland,2004,22.28,12.8,34.41
Switzerland,2005,22.75,12.63,35.71
Switzerland,2006,22.19,14.03,32.77
Switzerland,2007,22.56,14.0,33.35
Switzerland,2008,22.27,13.34,33.41
Switzerland,2009,21.08,14.05,30.02
Switzerland,2010,21.81,14.33,31.26
Switzerland,2011,21.6,14.84,30.17
Switzerland,2012,20.52,14.52,28.15
Switzerland,2013,20.44,14.71,27.61
Switzerland,2014,20.2,14.21,27.47
Switzerland,2015,20.0,13.86,27.46
Switzerland,2016,19.46,14.87,25.18
Switzerland,2017,19.45,14.46,25.48
Switzerland,2018,19.08,14.31,24.72
Syria,1998,4.62,2.29,7.19
Syria,1999,5.6,2.31,9.24
Syria,2000,6.47,4.9,8.28
Syria,2001,4.31,2.31,6.53
Syria,2002,5.17,2.16,8.39
Syria,2003,6.06,3.17,9.01
Syria,2004,5.43,2.74,8.19
Syria,2005,5.31,2.59,8.05
Syria,2006,5.22,2.68,7.77
Syria,2007,5.66,2.28,9.08
Syria,2008,7.38,3.26,11.64
Syria,2009,6.49,3.26,9.84
Syria,2010,6.76,3.25,10.43
Tajikistan,1981,10.71,4.78,18.33
Tajikistan,1982,10.79,5.23,18.11
Tajikistan,1985,12.24,6.77,19.42
Tajikistan,1986,13.31,7.17,21.14
Tajikistan,1987,13.77,6.6,22.7
Tajikistan,1988,15.07,8.82,22.77
Tajikistan,1989,14.47,7.48,23.1
Tajikistan,1990,10.0,4.85,16.31
Tajikistan,1991,10.12,4.98,16.91
Tajikistan,1992,10.02,4.39,16.82
Tajikistan,1993,7.2,2.89,12.43
Tajikistan,1994,6.11,2.64,9.92
Tajikistan,1995,4.49,2.33,7.32
Tajikistan,1996,4.49,1.73,7.49
